Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites provided,Duplicates,Notes
26/12/2009,22:30:00,-54.104291,-37.665626,SFL00000414,WH10,0,16.002069,13.47,13.47,6,7,0,
26/12/2009,22:59:59,-54.104142,-37.665525,SFL00000414,WH10,0,5.431171,1.79,13.47,4,5,0,
26/12/2009,23:15:00,-54.104938,-37.665516,SFL00000414,WH10,0,0.16001,0.12,13.47,4,5,0,
26/12/2009,23:30:00,-54.104057,-37.665604,SFL00000414,WH10,0,12.167299,0.45,13.92,6,7,0,
26/12/2009,23:44:59,-54.104044,-37.666525,SFL00000414,WH10,0,19.721681,0.27,14.19,7,8,0,
27/12/2009,00:00:00,-54.104181,-37.666242,SFL00000414,WH10,0,16.825594,-0.62,13.57,7,8,0,
27/12/2009,00:15:00,-54.104194,-37.665843,SFL00000414,WH10,0,13.434022,0.41,13.98,7,8,0,
27/12/2009,00:29:59,-54.104398,-37.665709,SFL00000414,WH10,0,21.643541,0.4,14.38,7,8,0,
27/12/2009,00:45:00,-54.104326,-37.665944,SFL00000414,WH10,0,17.256958,-0.67,13.71,7,8,0,
27/12/2009,01:00:00,-54.104328,-37.66643,SFL00000414,WH10,0,19.809631,0.35,14.06,7,8,0,
27/12/2009,01:14:59,-54.104606,-37.666512,SFL00000414,WH10,0,15.217067,0.33,14.39,7,8,0,
27/12/2009,01:30:00,-54.104219,-37.666824,SFL00000414,WH10,0,16.375706,-0.63,13.76,6,7,0,
27/12/2009,01:45:00,-54.103434,-37.665317,SFL00000414,WH10,0,8.239868,-0.62,13.14,6,7,0,
27/12/2009,01:59:59,-54.104829,-37.666676,SFL00000414,WH10,0,5.150961,1.31,14.45,6,7,0,
27/12/2009,02:15:00,-54.105732,-37.668914,SFL00000414,WH10,0,20.879131,-0.75,13.7,6,7,0,
27/12/2009,02:44:59,-54.104324,-37.666383,SFL00000414,WH10,0,19.713215,0.99,14.69,7,7,0,
27/12/2009,03:00:00,-54.104168,-37.666114,SFL00000414,WH10,0,11.974622,-1.47,13.22,8,8,0,
27/12/2009,03:15:00,-54.104039,-37.666426,SFL00000414,WH10,0,21.015846,0.32,13.54,6,6,0,
27/12/2009,03:29:59,-54.104475,-37.665801,SFL00000414,WH10,0,10.159502,1.42,14.96,7,7,0,
27/12/2009,03:45:00,-54.104556,-37.665823,SFL00000414,WH10,0,12.036143,-1.62,13.34,7,7,0,
27/12/2009,04:00:00,-54.104041,-37.666303,SFL00000414,WH10,0,12.660624,0.53,13.87,8,8,0,
27/12/2009,04:14:59,-54.104572,-37.666447,SFL00000414,WH10,0,17.774122,0.39,14.26,6,6,0,
27/12/2009,04:30:59,-54.10724,-37.672793,SFL00000414,WH10,0,1.007002,0.11,14.26,4,4,0,
27/12/2009,04:45:59,-54.104199,-37.666146,SFL00000414,WH10,0,8.873247,-0.19,14.07,6,6,0,
27/12/2009,05:03:59,-54.103937,-37.666592,SFL00000414,WH10,0,8.339838,0.67,14.74,6,6,0,
27/12/2009,05:19:00,-54.103642,-37.667221,SFL00000414,WH10,0,0.863672,-1.67,14.74,5,5,0,
27/12/2009,05:33:59,-54.1044,-37.66597,SFL00000414,WH10,0,14.656173,-0.17,14.57,6,6,0,
27/12/2009,05:48:59,-54.10441,-37.665575,SFL00000414,WH10,0,16.335531,-0.61,13.96,8,8,0,
27/12/2009,06:04:00,-54.104147,-37.666049,SFL00000414,WH10,0,21.089823,-0.69,13.27,8,8,0,
27/12/2009,06:18:59,-54.104102,-37.666431,SFL00000414,WH10,0,13.171987,1.36,14.63,8,8,0,
