Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided,Duplicates,Notes
10/02/2010,13:33:00,-54.253177,-36.491473,0,1.772488,-0.08,-9.48,5,5,0,
10/02/2010,12:30:00,-54.253219,-36.491258,0,3.383247,-0.16,-9.48,6,6,0,
10/02/2010,11:30:00,-54.252875,-36.490641,0,10.915832,-0.35,-9.32,6,6,0,
10/02/2010,10:26:00,-54.252934,-36.490986,0,0.84385,-0.3,-8.97,4,4,0,
10/02/2010,09:25:00,-54.25299,-36.491846,0,4.531862,-0.3,-8.97,5,5,0,
10/02/2010,05:13:00,-54.252626,-36.491689,0,0.762038,-0.03,-8.97,5,5,0,
10/02/2010,04:11:00,-54.253047,-36.491919,0,2.205403,-0.04,-8.97,6,6,0,
10/02/2010,03:11:00,-54.252871,-36.492003,0,6.958926,0,-8.93,8,8,0,
10/02/2010,02:11:00,-54.252458,-36.4926,0,6.103437,-0.07,-8.93,6,6,0,
10/02/2010,01:11:00,-54.253189,-36.491556,0,9.524472,-0.13,-8.86,6,6,0,
09/02/2010,23:05:00,-54.252756,-36.492002,0,1.051493,-0.04,-8.73,5,5,0,
09/02/2010,23:00:00,-54.252759,-36.491785,0,5.450617,0.06,-8.73,7,8,0,
09/02/2010,22:55:00,-54.252999,-36.492444,0,14.000248,-0.07,-8.79,6,7,0,
09/02/2010,22:50:00,-54.252706,-36.491854,0,7.031276,0,-8.72,6,7,0,
09/02/2010,22:45:00,-54.25287,-36.491752,0,4.377475,0,-8.72,7,8,0,
09/02/2010,22:40:00,-54.2529,-36.491837,0,13.115521,0.02,-8.72,7,8,0,
09/02/2010,22:35:00,-54.252278,-36.491457,0,1.201146,0.04,-8.74,5,6,0,
09/02/2010,22:30:00,-54.253196,-36.492512,0,7.384482,-0.02,-8.74,7,8,0,
09/02/2010,22:25:00,-54.252868,-36.491872,0,8.283962,-0.02,-8.72,7,8,0,
09/02/2010,22:20:00,-54.252673,-36.491619,0,7.973489,0,-8.7,7,8,0,
09/02/2010,22:15:00,-54.252779,-36.491304,0,15.912091,0.02,-8.7,7,8,0,
09/02/2010,22:10:00,-54.253012,-36.491362,0,4.442948,-0.04,-8.72,6,7,0,
09/02/2010,22:05:00,-54.252462,-36.491078,0,10.883053,0.02,-8.68,7,8,0,
09/02/2010,22:00:00,-54.252204,-36.491217,0,2.492076,0,-8.7,7,8,0,
09/02/2010,21:55:00,-54.251882,-36.491011,0,8.060859,-0.03,-8.7,7,8,0,
09/02/2010,21:41:00,-54.251197,-36.497061,0,9.412762,0.01,-8.67,7,8,0,
09/02/2010,21:35:00,-54.251415,-36.497974,0,5.826847,0.02,-8.68,7,8,0,
09/02/2010,21:30:00,-54.251164,-36.498088,0,6.469924,-0.02,-8.7,7,8,0,
09/02/2010,21:25:00,-54.251277,-36.498014,0,3.769424,0.02,-8.68,7,8,0,
09/02/2010,21:20:00,-54.251301,-36.498211,0,8.043771,-0.04,-8.7,6,7,0,
09/02/2010,21:15:00,-54.251452,-36.498324,0,10.746569,0.02,-8.66,7,8,0,
