Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided,Duplicates,Notes
01/02/2010,05:09:00,-54.245453,-36.491981,0,5.238316,-0.04,-24.64,7,7,0,
01/02/2010,05:04:00,-54.245505,-36.49206,0,0.18522,-0.04,-24.6,5,5,0,
01/02/2010,04:59:00,-54.245164,-36.492073,0,13.871369,-0.04,-24.6,8,8,0,
01/02/2010,04:54:00,-54.243513,-36.48566,0,0.145352,-0.22,-24.56,4,4,0,
01/02/2010,04:49:00,-54.24452,-36.491792,0,11.204626,-0.18,-24.56,5,5,0,
01/02/2010,04:42:00,-54.24721,-36.501123,0,0.445559,-0.24,-24.56,4,4,0,
01/02/2010,04:36:00,-54.245812,-36.493367,0,4.145814,0.01,-24.56,6,6,0,
01/02/2010,04:29:00,-54.245766,-36.492072,0,5.884367,-0.01,-24.57,6,6,0,
01/02/2010,04:23:00,-54.245408,-36.492318,0,8.32752,-0.05,-24.56,6,6,0,
01/02/2010,04:18:00,-54.245614,-36.492658,0,5.520279,0.03,-24.51,7,7,0,
01/02/2010,04:13:00,-54.245274,-36.492501,0,5.967586,-0.03,-24.54,7,7,0,
01/02/2010,04:08:00,-54.245357,-36.492922,0,3.547644,0.03,-24.51,7,7,0,
01/02/2010,04:03:00,-54.245013,-36.4926,0,5.033802,0.09,-24.54,7,7,0,
01/02/2010,03:58:02,-54.244333,-36.494113,0,3.31525,-0.68,-24.63,5,6,0,
01/02/2010,03:52:04,-54.24169,-36.4926,0,1.980039,-0.63,-24.63,5,6,0,
01/02/2010,03:42:18,-54.23684,-36.4862,0,11.860163,-0.25,-24.63,8,8,0,
01/02/2010,03:37:08,-54.233469,-36.478956,0,6.56418,0.21,-24.38,7,7,0,
01/02/2010,03:32:13,-54.230792,-36.472427,0,4.118558,0.62,-24.59,7,7,0,
01/02/2010,03:24:08,-54.22557,-36.461108,0,7.116166,-0.28,-25.21,7,7,0,
01/02/2010,03:01:02,-54.213034,-36.426106,0,0.621201,-0.02,-24.93,4,4,0,
01/02/2010,02:55:08,-54.21001,-36.419877,0,0.487171,0.23,-24.93,4,4,0,
01/02/2010,02:46:06,-54.207515,-36.402394,0,7.261763,-0.09,-24.93,5,5,0,
01/02/2010,02:30:10,-54.202942,-36.381507,0,3.354848,0.16,-24.93,6,6,0,
01/02/2010,02:24:01,-54.201862,-36.371403,0,0.725345,0,-25.09,4,4,0,
01/02/2010,01:41:02,-54.183512,-36.293194,0,13.472551,-0.53,-25.09,8,8,0,
01/02/2010,01:18:02,-54.166346,-36.261364,0,8.87376,-0.4,-24.56,8,8,0,
01/02/2010,00:51:02,-54.142955,-36.229431,0,16.738157,0.19,-24.16,7,7,0,
01/02/2010,00:37:07,-54.13072,-36.215771,0,9.745483,-0.1,-24.35,5,5,0,
01/02/2010,00:01:36,-54.098119,-36.187654,0,11.785576,0.45,-24.35,6,6,0,
31/01/2010,23:54:17,-54.092212,-36.183257,0,2.420827,0.26,-24.8,5,6,0,
31/01/2010,23:44:35,-54.085323,-36.173199,0,11.218402,-0.8,-24.8,7,8,0,
31/01/2010,23:37:32,-54.079644,-36.166153,0,1.852691,-0.16,-24,4,4,0,
31/01/2010,23:31:03,-54.074939,-36.159229,0,10.93068,-0.22,-24,5,6,0,
31/01/2010,23:26:03,-54.070253,-36.154374,0,0.64479,-0.02,-24,4,4,0,
31/01/2010,23:01:06,-54.047119,-36.133507,0,0.73949,-0.16,-24,4,4,0,
31/01/2010,22:01:00,-53.995157,-36.101243,0,1.449589,-0.29,-24,4,4,0,
31/01/2010,21:45:11,-53.979873,-36.100681,0,0.301278,-0.89,-24,4,4,0,
