Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided,Duplicates,Notes
16/12/2009,10:43:02,-54.000494,-35.912429,0,1.24894,-0.74,-30,5,5,0,
16/12/2009,10:36:02,-54.0013,-35.913687,0,13.112605,0.35,-30,6,7,0,
16/12/2009,10:31:02,-54.002015,-35.914393,0,10.979246,0.22,-30.35,6,6,0,
16/12/2009,10:23:00,-54.002875,-35.915704,0,9.792875,-0.14,-30.57,6,6,0,
16/12/2009,10:16:00,-54.003886,-35.916134,0,11.414093,0.35,-30.43,5,5,0,
16/12/2009,10:11:04,-54.004341,-35.916945,0,5.159966,0.18,-30.43,6,6,0,
16/12/2009,09:58:07,-54.006543,-35.919409,0,6.475192,0.17,-30.61,5,5,0,
16/12/2009,09:52:01,-54.006558,-35.920959,0,2.030695,0.61,-30.61,4,4,0,
16/12/2009,09:19:16,-54.011345,-35.934602,0,8.814998,-0.78,-30.61,6,6,0,
16/12/2009,08:46:23,-54.011721,-35.943883,0,6.208642,-0.86,-29.83,5,5,0,
16/12/2009,08:40:02,-54.010717,-35.946103,0,6.530211,0.55,-29.83,7,7,0,
16/12/2009,08:35:20,-54.009681,-35.947363,0,7.402618,-0.35,-30.38,6,6,0,
16/12/2009,08:30:13,-54.006234,-35.95064,0,0.432704,0.21,-30.03,4,4,0,
16/12/2009,08:23:07,-54.00764,-35.949692,0,0.707073,-0.43,-30.03,5,5,0,
16/12/2009,08:16:24,-54.007607,-35.952184,0,6.155501,-0.34,-30.03,6,6,0,
16/12/2009,07:31:02,-54.013184,-35.972713,0,10.793839,-0.43,-29.69,5,5,0,
16/12/2009,07:18:57,-54.01478,-35.978107,0,7.370046,0.36,-29.69,7,7,0,
16/12/2009,07:04:02,-54.016886,-35.985415,0,9.81667,-0.37,-30.05,7,7,0,
16/12/2009,06:58:38,-54.016816,-35.985399,0,10.061888,0.5,-29.68,8,8,0,
16/12/2009,06:32:17,-54.017102,-35.985787,0,11.89374,-0.03,-30.18,6,6,0,
16/12/2009,06:23:48,-54.020902,-35.99187,0,6.183108,-0.32,-30.15,6,6,0,
16/12/2009,06:14:08,-54.02261,-35.993626,0,0.939566,0.2,-29.83,6,6,0,
16/12/2009,05:44:01,-54.021568,-36.002842,0,1.708276,-0.19,-30.03,5,5,0,
16/12/2009,05:29:04,-54.020832,-36.001658,0,6.73132,0.38,-30.03,7,8,0,
16/12/2009,05:23:29,-54.02054,-36.002541,0,0.6916,0.93,-30.41,4,5,0,
16/12/2009,05:09:13,-54.027285,-36.015379,0,14.871629,-0.75,-30.41,7,8,0,
16/12/2009,05:04:16,-54.029608,-36.01912,0,11.296761,0.46,-29.66,7,7,0,
16/12/2009,04:55:51,-54.032376,-36.023623,0,0.85679,-0.15,-30.12,4,4,0,
16/12/2009,04:48:42,-54.035459,-36.028943,0,16.911891,-0.65,-30.12,6,7,0,
16/12/2009,04:29:12,-54.04417,-36.04418,0,4.17038,-0.87,-29.47,5,6,0,
16/12/2009,04:24:07,-54.045876,-36.04838,0,6.067942,0.61,-29.47,7,8,0,
16/12/2009,04:00:47,-54.05193,-36.058422,0,4.036097,-0.74,-30.08,6,7,0,
16/12/2009,03:18:07,-54.067859,-36.082994,0,1.119399,-0.97,-29.34,4,5,0,
16/12/2009,03:13:07,-54.068061,-36.085016,0,1.233256,-0.7,-29.34,5,6,0,
16/12/2009,02:43:08,-54.086792,-36.10483,0,0.430265,-1.47,-29.34,4,4,0,
16/12/2009,02:38:00,-54.082746,-36.10438,0,7.446521,0.13,-29.34,6,8,0,
