Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites provided,Duplicates,Notes
03/01/2010,18:36:00,-54.104341,-37.666557,SFL00000420,WH19,0,0.590526,0.53,6.01,4,4,0,
03/01/2010,19:36:00,-54.104123,-37.665757,SFL00000420,WH19,0,0.666186,0.87,6.01,4,4,0,
03/01/2010,20:35:59,-54.104633,-37.666713,SFL00000420,WH19,0,0.733286,1.08,6.01,4,4,0,
03/01/2010,21:36:00,-54.104333,-37.66654,SFL00000420,WH19,0,6.709975,6.01,6.01,6,6,0,
03/01/2010,22:36:00,-54.104203,-37.666413,SFL00000420,WH19,0,3.08029,-0.11,6.01,5,6,0,
03/01/2010,23:35:59,-54.10431,-37.666763,SFL00000420,WH19,0,9.05536,0.8,6.81,7,8,0,
04/01/2010,00:36:00,-54.104136,-37.666827,SFL00000420,WH19,0,8.328515,-1.08,6.81,5,5,0,
04/01/2010,01:36:00,-54.104429,-37.666286,SFL00000420,WH19,0,11.208781,-1.1,6.81,5,5,0,
04/01/2010,02:35:59,-54.104296,-37.66631,SFL00000420,WH19,0,9.225222,-0.24,6.57,6,6,0,
04/01/2010,03:36:00,-54.104334,-37.666566,SFL00000420,WH19,0,10.84395,-1.07,5.5,8,8,0,
04/01/2010,04:36:00,-54.104587,-37.666496,SFL00000420,WH19,0,12.386599,-0.06,5.44,8,8,0,
04/01/2010,05:35:59,-54.104215,-37.666938,SFL00000420,WH19,0,8.407522,0.82,6.26,8,8,0,
04/01/2010,06:36:00,-54.104245,-37.666432,SFL00000420,WH19,0,15.250964,-1.03,5.23,8,8,0,
04/01/2010,07:36:00,-54.104339,-37.666686,SFL00000420,WH19,0,0.489993,-0.15,5.23,5,5,0,
04/01/2010,08:35:59,-54.104569,-37.667021,SFL00000420,WH19,0,0.302324,0.69,5.23,4,4,0,
04/01/2010,09:38:00,-54.104274,-37.666524,SFL00000420,WH19,0,1.24028,-0.34,5.23,4,5,0,
04/01/2010,10:38:00,-54.104343,-37.66686,SFL00000420,WH19,0,2.019756,-0.48,5.23,5,6,0,
04/01/2010,11:37:59,-54.10437,-37.666314,SFL00000420,WH19,0,12.360067,0.48,5.71,6,6,0,
04/01/2010,13:41:59,-54.104652,-37.666214,SFL00000420,WH19,0,0.08174,-0.25,5.71,4,5,0,
04/01/2010,14:42:00,-54.104325,-37.665937,SFL00000420,WH19,0,8.140548,-1.34,5.71,5,6,0,
04/01/2010,15:42:00,-54.104426,-37.666054,SFL00000420,WH19,0,13.475657,-1.44,5.71,5,6,0,
04/01/2010,16:41:59,-54.104613,-37.665553,SFL00000420,WH19,0,2.501071,-0.48,5.23,6,7,0,
04/01/2010,17:42:00,-54.104397,-37.66607,SFL00000420,WH19,0,0.30303,-1.16,5.23,5,5,0,
04/01/2010,18:42:00,-54.104422,-37.665785,SFL00000420,WH19,0,11.024124,-1.27,3.96,8,8,0,
04/01/2010,20:46:00,-54.104428,-37.666196,SFL00000420,WH19,0,4.867485,-0.27,3.69,6,6,0,
04/01/2010,22:50:00,-54.10455,-37.666638,SFL00000420,WH19,0,11.613381,-0.27,3.42,6,7,0,
04/01/2010,23:50:00,-54.104581,-37.666006,SFL00000420,WH19,0,5.749334,-0.01,3.41,7,8,0,
05/01/2010,00:51:00,-54.104545,-37.666071,SFL00000420,WH19,0,4.837312,-0.11,3.3,6,7,0,
05/01/2010,01:50:59,-54.104733,-37.666253,SFL00000420,WH19,0,6.011969,0.9,4.2,6,7,0,
05/01/2010,02:51:00,-54.105252,-37.673414,SFL00000420,WH19,0,0.178261,-1.34,4.2,4,4,0,
05/01/2010,03:40:01,-54.118342,-37.694897,SFL00000420,WH19,0,7.629055,-1.25,2.95,7,7,0,
05/01/2010,04:33:08,-54.148749,-37.790107,SFL00000420,WH19,0,15.373026,0.51,3.46,6,6,0,
05/01/2010,07:43:01,-54.362914,-37.884758,SFL00000420,WH19,0,0.362001,0.45,3.46,4,4,0,
05/01/2010,09:36:59,-54.511427,-37.938819,SFL00000420,WH19,0,0.890055,0.26,3.46,4,4,0,
05/01/2010,11:17:05,-54.617028,-38.022419,SFL00000420,WH19,0,0.247544,-1.14,3.46,4,4,0,
05/01/2010,11:22:00,-54.617707,-38.02044,SFL00000420,WH19,0,10.123038,0.78,4.24,6,6,0,
05/01/2010,11:27:00,-54.618701,-38.018041,SFL00000420,WH19,0,0.329715,-0.5,4.24,4,4,0,
05/01/2010,11:32:00,-54.618421,-38.015337,SFL00000420,WH19,0,1.07397,-1.12,4.24,4,4,0,
05/01/2010,11:42:00,-54.621772,-38.024148,SFL00000420,WH19,0,4.182564,-0.47,3.77,6,6,0,
05/01/2010,11:49:00,-54.623518,-38.02582,SFL00000420,WH19,0,7.099169,-0.3,3.47,6,7,0,
05/01/2010,12:16:01,-54.630431,-38.03007,SFL00000420,WH19,0,2.99149,0.08,3.47,5,5,0,
05/01/2010,12:41:00,-54.642057,-38.035933,SFL00000420,WH19,0,0.433198,0.22,3.47,4,4,0,
05/01/2010,13:07:01,-54.641121,-38.033692,SFL00000420,WH19,0,3.445526,-0.97,3.47,5,6,0,
05/01/2010,13:22:01,-54.642544,-38.040703,SFL00000420,WH19,0,0.422992,-1.9,3.47,4,5,0,
05/01/2010,13:56:00,-54.651853,-38.028088,SFL00000420,WH19,0,13.258656,-0.89,2.58,6,7,0,
05/01/2010,14:51:01,-54.659333,-38.027311,SFL00000420,WH19,0,12.759378,0.57,3.15,7,8,0,
05/01/2010,15:17:22,-54.65841,-38.02437,SFL00000420,WH19,0,0.417752,0.28,3.15,4,5,0,
05/01/2010,15:31:02,-54.661465,-38.023908,SFL00000420,WH19,0,8.476857,0.48,3.63,7,8,0,
05/01/2010,17:16:16,-54.686634,-38.101657,SFL00000420,WH19,0,0.415499,-1.1,3.63,4,4,0,
05/01/2010,17:50:00,-54.692099,-38.130272,SFL00000420,WH19,0,9.935331,-1.25,3.63,5,5,0,
05/01/2010,18:34:01,-54.694262,-38.146106,SFL00000420,WH19,0,0.276156,0.36,3.63,4,4,0,
05/01/2010,18:49:01,-54.701887,-38.153915,SFL00000420,WH19,0,0.116071,-0.7,3.63,4,4,0,
05/01/2010,19:22:03,-54.704868,-38.169693,SFL00000420,WH19,0,0.518056,-1.75,3.63,4,4,0,
05/01/2010,20:17:08,-54.719548,-38.212265,SFL00000420,WH19,0,0.620771,-0.5,3.63,4,4,0,
05/01/2010,20:26:00,-54.720955,-38.216248,SFL00000420,WH19,0,2.419712,-1.64,1.99,6,6,0,
05/01/2010,20:39:59,-54.723205,-38.226385,SFL00000420,WH19,0,7.752813,0.77,2.76,6,6,0,
05/01/2010,20:55:59,-54.726836,-38.242296,SFL00000420,WH19,0,10.200656,0,2.76,6,6,0,
05/01/2010,21:05:02,-54.728588,-38.250554,SFL00000420,WH19,0,16.141809,-0.29,2.76,5,6,0,
05/01/2010,21:13:01,-54.72938,-38.254329,SFL00000420,WH19,0,19.850348,-1.02,1.74,8,8,0,
05/01/2010,21:38:59,-54.732688,-38.281594,SFL00000420,WH19,0,9.790446,1.45,1.74,5,5,0,
05/01/2010,23:53:02,-54.773074,-38.467788,SFL00000420,WH19,0,2.463605,1.17,2.91,6,7,0,
05/01/2010,23:59:09,-54.775418,-38.475285,SFL00000420,WH19,0,10.124043,-1.1,1.81,7,8,0,
06/01/2010,01:37:14,-54.795842,-38.600903,SFL00000420,WH19,0,16.183373,0.59,2.4,6,7,0,
06/01/2010,01:41:59,-54.795851,-38.599347,SFL00000420,WH19,0,0.26752,0.08,2.4,4,4,0,
06/01/2010,01:47:09,-54.796249,-38.599649,SFL00000420,WH19,0,13.390993,-0.87,1.53,6,6,0,
06/01/2010,01:53:24,-54.796653,-38.597458,SFL00000420,WH19,0,1.523904,0.53,1.53,5,6,0,
06/01/2010,01:58:37,-54.79658,-38.600364,SFL00000420,WH19,0,10.484433,1.32,1.53,5,5,0,
06/01/2010,02:03:12,-54.797791,-38.599271,SFL00000420,WH19,0,9.063644,0.03,1.53,5,5,0,
06/01/2010,02:18:24,-54.79817,-38.596011,SFL00000420,WH19,0,16.728675,1.79,1.53,5,5,0,
06/01/2010,02:23:01,-54.799558,-38.59555,SFL00000420,WH19,0,0.73697,0.24,1.53,4,4,0,
06/01/2010,02:39:00,-54.79899,-38.593507,SFL00000420,WH19,0,0.970741,0.62,1.53,4,4,0,
06/01/2010,02:45:34,-54.800023,-38.592712,SFL00000420,WH19,0,0.305132,0.02,1.53,4,4,0,
06/01/2010,02:51:29,-54.799864,-38.593002,SFL00000420,WH19,0,5.629967,-0.04,1.49,6,6,0,
06/01/2010,03:05:31,-54.800163,-38.590287,SFL00000420,WH19,0,9.240875,1.11,2.6,8,8,0,
06/01/2010,03:10:36,-54.802697,-38.586327,SFL00000420,WH19,0,0.242367,0.23,2.6,4,4,0,
06/01/2010,03:15:27,-54.800864,-38.588951,SFL00000420,WH19,0,0.675802,-1.01,2.6,4,4,0,
06/01/2010,03:20:00,-54.801047,-38.589078,SFL00000420,WH19,0,11.30592,-0.91,1.69,8,8,0,
06/01/2010,03:35:45,-54.802502,-38.58816,SFL00000420,WH19,0,0.567093,-0.38,1.69,4,4,0,
06/01/2010,03:40:03,-54.802945,-38.586792,SFL00000420,WH19,0,13.808813,1.5,3.19,8,8,0,
06/01/2010,03:46:35,-54.803316,-38.586621,SFL00000420,WH19,0,12.96744,-0.13,3.06,7,7,0,
06/01/2010,03:52:01,-54.803927,-38.585589,SFL00000420,WH19,0,4.130949,-0.24,2.82,7,7,0,
06/01/2010,03:58:03,-54.803867,-38.585359,SFL00000420,WH19,0,6.90841,-0.41,2.41,7,7,0,
06/01/2010,04:05:30,-54.804809,-38.584077,SFL00000420,WH19,0,4.047245,-0.51,1.9,7,7,0,
06/01/2010,04:11:02,-54.80525,-38.583867,SFL00000420,WH19,0,7.571885,0.22,2.12,7,7,0,
06/01/2010,04:17:04,-54.805109,-38.582333,SFL00000420,WH19,0,10.106264,1.07,3.19,6,6,0,
06/01/2010,04:24:02,-54.805919,-38.581846,SFL00000420,WH19,0,0.488587,-1.53,3.19,4,4,0,
06/01/2010,04:29:43,-54.805443,-38.581808,SFL00000420,WH19,0,0.211042,-0.25,3.19,4,4,0,
06/01/2010,04:35:04,-54.806538,-38.579907,SFL00000420,WH19,0,14.458165,-0.36,3.19,5,5,0,
06/01/2010,04:59:07,-54.809363,-38.602223,SFL00000420,WH19,0,8.391687,-0.09,3.1,6,6,0,
06/01/2010,05:04:00,-54.810744,-38.608285,SFL00000420,WH19,0,27.239694,-0.02,3.08,6,6,0,
06/01/2010,05:12:13,-54.816347,-38.615963,SFL00000420,WH19,0,11.765351,-1.4,1.68,7,7,0,
06/01/2010,05:18:18,-54.819985,-38.621809,SFL00000420,WH19,0,13.718297,0.5,2.18,8,8,0,
06/01/2010,05:23:07,-54.822603,-38.62577,SFL00000420,WH19,0,3.059017,-0.14,2.18,5,5,0,
06/01/2010,05:30:59,-54.825913,-38.629538,SFL00000420,WH19,0,14.530806,0.89,3.07,7,7,0,
