Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites used,Duplicates,Notes
28/12/2009,05:09:14,-54.416359,-38.484098,SFL00000415,WH9,0,13.332213,-1.26,6.39,6,6,0,
28/12/2009,05:15:00,-54.415459,-38.484379,SFL00000415,WH9,0,0.791229,0.93,6.39,4,4,0,
28/12/2009,05:29:03,-54.412158,-38.486653,SFL00000415,WH9,0,16.860779,-0.03,6.39,5,5,0,
28/12/2009,05:34:01,-54.410521,-38.488297,SFL00000415,WH9,0,10.309136,-0.24,6.15,8,8,0,
28/12/2009,06:15:03,-54.408301,-38.500628,SFL00000415,WH9,0,18.975918,0.79,6.94,8,8,0,
28/12/2009,06:23:03,-54.408802,-38.501538,SFL00000415,WH9,0,8.438027,-0.39,6.55,6,6,0,
28/12/2009,06:32:06,-54.409795,-38.502204,SFL00000415,WH9,0,0.921245,1.11,6.55,4,4,0,
28/12/2009,06:39:12,-54.410064,-38.502725,SFL00000415,WH9,0,5.137808,1.03,7.58,6,6,0,
28/12/2009,06:56:26,-54.410081,-38.503802,SFL00000415,WH9,0,8.688496,0.04,7.62,8,8,0,
28/12/2009,07:03:14,-54.411371,-38.507563,SFL00000415,WH9,0,0.570575,-0.07,7.62,4,4,0,
28/12/2009,07:10:03,-54.411515,-38.509799,SFL00000415,WH9,0,11.279039,-1.79,5.83,6,6,0,
28/12/2009,07:25:02,-54.412201,-38.517441,SFL00000415,WH9,0,0.277198,1.75,5.83,4,4,0,
28/12/2009,07:43:01,-54.410071,-38.526713,SFL00000415,WH9,0,8.845222,1.48,7.31,6,6,0,
28/12/2009,08:55:03,-54.410234,-38.538219,SFL00000415,WH9,0,1.083621,-0.33,7.31,4,4,0,
28/12/2009,09:02:00,-54.411773,-38.54152,SFL00000415,WH9,0,5.984437,0.17,7.31,5,5,0,
28/12/2009,10:32:00,-54.430963,-38.575492,SFL00000415,WH9,0,3.061473,0.54,7.85,6,6,0,
28/12/2009,11:06:00,-54.440726,-38.597272,SFL00000415,WH9,0,0.288367,-1.22,7.85,4,4,0,
28/12/2009,11:56:03,-54.451336,-38.596007,SFL00000415,WH9,0,0.20117,-1,7.85,4,4,0,
28/12/2009,12:11:07,-54.449704,-38.603348,SFL00000415,WH9,0,0.744086,-1.18,7.85,4,4,0,
28/12/2009,12:43:01,-54.451913,-38.602082,SFL00000415,WH9,0,5.574175,-0.14,7.71,6,7,0,
28/12/2009,13:45:00,-54.454636,-38.614526,SFL00000415,WH9,0,1.930519,-0.72,7.71,4,4,0,
28/12/2009,13:50:06,-54.454431,-38.613637,SFL00000415,WH9,0,1.846359,-0.9,7.71,4,5,0,
28/12/2009,14:06:32,-54.460238,-38.612225,SFL00000415,WH9,0,0.377027,0.9,7.71,4,4,0,
28/12/2009,14:16:01,-54.462944,-38.633554,SFL00000415,WH9,0,9.27636,-2.1,7.71,4,5,0,
28/12/2009,14:21:02,-54.461842,-38.618806,SFL00000415,WH9,0,10.781055,-0.54,7.17,7,7,0,
28/12/2009,14:39:58,-54.462856,-38.614754,SFL00000415,WH9,0,2.410783,-0.31,7.17,5,6,0,
28/12/2009,15:23:05,-54.463158,-38.614435,SFL00000415,WH9,0,7.178487,0.17,7.34,7,8,0,
28/12/2009,16:05:04,-54.461815,-38.607903,SFL00000415,WH9,0,0.547065,-0.26,7.34,4,5,0,
28/12/2009,17:16:01,-54.461613,-38.591151,SFL00000415,WH9,0,5.286325,-0.28,7.34,5,5,0,
28/12/2009,17:32:08,-54.465232,-38.58065,SFL00000415,WH9,0,0.236963,0.4,7.34,4,4,0,
28/12/2009,17:39:00,-54.462803,-38.591803,SFL00000415,WH9,0,0.95484,-0.92,7.34,4,4,0,
28/12/2009,18:11:02,-54.463742,-38.598742,SFL00000415,WH9,0,10.863692,0.48,7.82,6,6,0,
28/12/2009,18:18:01,-54.466154,-38.598455,SFL00000415,WH9,0,2.646516,-0.4,7.82,4,4,0,
28/12/2009,18:36:00,-54.464269,-38.601487,SFL00000415,WH9,0,1.248081,-0.38,7.82,4,4,0,
28/12/2009,18:59:17,-54.464315,-38.601745,SFL00000415,WH9,0,13.837802,-1.3,6.52,6,6,0,
28/12/2009,19:05:00,-54.464493,-38.601886,SFL00000415,WH9,0,2.007753,0.49,6.52,5,5,0,
28/12/2009,19:32:08,-54.465955,-38.590176,SFL00000415,WH9,0,1.408738,1.55,6.52,4,4,0,
28/12/2009,19:48:59,-54.46031,-38.599131,SFL00000415,WH9,0,1.088204,1.62,6.52,4,4,0,
28/12/2009,19:57:59,-54.461461,-38.599325,SFL00000415,WH9,0,0.349103,1.37,6.52,4,4,0,
28/12/2009,20:32:02,-54.471656,-38.617767,SFL00000415,WH9,0,0.628079,1.27,6.52,4,4,0,
28/12/2009,21:14:11,-54.470248,-38.620181,SFL00000415,WH9,0,1.486223,0.19,6.52,4,4,0,
28/12/2009,21:47:06,-54.469716,-38.621613,SFL00000415,WH9,0,2.286653,0.1,6.62,6,6,0,
28/12/2009,21:52:12,-54.470052,-38.62132,SFL00000415,WH9,0,8.586287,0.13,6.75,6,6,0,
28/12/2009,22:01:01,-54.470539,-38.620457,SFL00000415,WH9,0,10.547007,0.87,7.62,6,7,0,
28/12/2009,22:09:03,-54.471802,-38.6201,SFL00000415,WH9,0,6.956115,-0.13,7.49,6,7,0,
28/12/2009,22:23:00,-54.470575,-38.620772,SFL00000415,WH9,0,8.302788,-0.22,7.49,5,6,0,
28/12/2009,23:05:02,-54.470479,-38.623251,SFL00000415,WH9,0,0.194427,0.82,7.49,4,5,0,
28/12/2009,23:10:19,-54.470937,-38.625188,SFL00000415,WH9,0,5.64881,-0.29,7.49,4,4,0,
28/12/2009,23:35:01,-54.470709,-38.620813,SFL00000415,WH9,0,0.236255,0.46,7.49,4,4,0,
28/12/2009,23:53:33,-54.472189,-38.628017,SFL00000415,WH9,0,0.320566,0.33,7.49,4,5,0,
29/12/2009,00:09:00,-54.472807,-38.629255,SFL00000415,WH9,0,0.345078,-0.75,7.49,4,4,0,
29/12/2009,00:29:34,-54.478607,-38.628818,SFL00000415,WH9,0,1.977281,0.5,7.49,4,5,0,
29/12/2009,00:55:03,-54.473906,-38.639356,SFL00000415,WH9,0,5.374759,-0.62,6.87,6,7,0,
29/12/2009,01:01:12,-54.471554,-38.682198,SFL00000415,WH9,0,1.137632,0.62,6.87,4,4,0,
29/12/2009,01:14:36,-54.473985,-38.638177,SFL00000415,WH9,0,8.444594,0.07,6.87,5,6,0,
29/12/2009,01:33:38,-54.473346,-38.637219,SFL00000415,WH9,0,3.651636,1.57,6.87,4,5,0,
29/12/2009,01:42:11,-54.476349,-38.642536,SFL00000415,WH9,0,0.922759,1.15,6.87,5,6,0,
29/12/2009,01:50:59,-54.477122,-38.641681,SFL00000415,WH9,0,17.188426,1.18,8.05,7,7,0,
29/12/2009,02:18:03,-54.478766,-38.646307,SFL00000415,WH9,0,0.247046,-1.21,8.05,4,4,0,
29/12/2009,02:27:25,-54.478556,-38.644052,SFL00000415,WH9,0,11.339836,0.3,8.05,5,6,0,
29/12/2009,02:45:15,-54.479338,-38.642975,SFL00000415,WH9,0,3.618334,-1.25,8.05,5,5,0,
29/12/2009,03:03:43,-54.481818,-38.644921,SFL00000415,WH9,0,15.598228,-0.32,8.05,5,5,0,
29/12/2009,04:03:05,-54.48969,-38.646448,SFL00000415,WH9,0,8.726955,-1.33,6.72,6,6,0,
29/12/2009,04:08:30,-54.489288,-38.644322,SFL00000415,WH9,0,0.227801,1.48,6.72,4,4,0,
29/12/2009,04:13:03,-54.490719,-38.643471,SFL00000415,WH9,0,6.78102,1.53,8.25,6,6,0,
29/12/2009,04:21:59,-54.492522,-38.64487,SFL00000415,WH9,0,0.172516,-0.1,8.25,4,4,0,
29/12/2009,05:08:00,-54.497223,-38.635507,SFL00000415,WH9,0,9.645102,-1.11,7.14,6,6,0,
29/12/2009,05:23:09,-54.496496,-38.631175,SFL00000415,WH9,0,9.039558,0.39,7.14,5,5,0,
29/12/2009,05:29:00,-54.495356,-38.630209,SFL00000415,WH9,0,10.219384,1.33,7.14,5,5,0,
29/12/2009,05:45:02,-54.493648,-38.627116,SFL00000415,WH9,0,4.079855,0.07,7.21,6,6,0,
29/12/2009,05:51:06,-54.493608,-38.626099,SFL00000415,WH9,0,14.327155,1.35,8.56,6,6,0,
29/12/2009,05:56:04,-54.492784,-38.625959,SFL00000415,WH9,0,10.152927,-0.75,7.81,7,7,0,
29/12/2009,06:03:15,-54.492131,-38.625072,SFL00000415,WH9,0,11.551106,-0.46,7.35,6,6,0,
29/12/2009,06:11:00,-54.491408,-38.624347,SFL00000415,WH9,0,12.996143,0.24,7.59,8,8,0,
29/12/2009,06:15:59,-54.490697,-38.623902,SFL00000415,WH9,0,5.027561,0.9,8.49,7,7,0,
29/12/2009,06:48:10,-54.488501,-38.620316,SFL00000415,WH9,0,7.86009,-0.45,8.04,6,6,0,
29/12/2009,07:02:01,-54.486914,-38.621018,SFL00000415,WH9,0,16.574915,-0.61,8.04,5,5,0,
29/12/2009,07:07:02,-54.485866,-38.620877,SFL00000415,WH9,0,17.539482,0.77,8.81,7,7,0,
29/12/2009,08:33:00,-54.476124,-38.624053,SFL00000415,WH9,0,12.439502,-0.43,8.81,5,5,0,
29/12/2009,08:39:03,-54.475344,-38.627004,SFL00000415,WH9,0,0.248038,-0.66,8.81,4,4,0,
29/12/2009,08:46:01,-54.474767,-38.621153,SFL00000415,WH9,0,7.885806,-0.22,8.81,5,5,0,
29/12/2009,09:30:00,-54.474737,-38.62228,SFL00000415,WH9,0,0.288981,-0.5,8.81,4,4,0,
29/12/2009,09:37:05,-54.47505,-38.622535,SFL00000415,WH9,0,3.041817,0.04,8.81,5,6,0,
29/12/2009,09:46:22,-54.476939,-38.617266,SFL00000415,WH9,0,2.042408,-1.04,8.81,4,4,0,
29/12/2009,10:29:02,-54.483401,-38.628935,SFL00000415,WH9,0,3.233212,-0.56,8.81,5,5,0,
29/12/2009,10:47:02,-54.482741,-38.634434,SFL00000415,WH9,0,0.646859,-1.65,8.81,4,5,0,
29/12/2009,12:04:12,-54.480519,-38.623518,SFL00000415,WH9,0,1.218179,-1.8,8.81,4,4,0,
29/12/2009,12:11:55,-54.479872,-38.619574,SFL00000415,WH9,0,0.340718,-1.35,8.81,4,4,0,
29/12/2009,12:28:09,-54.474376,-38.612293,SFL00000415,WH9,0,2.891532,-1.47,8.81,5,6,0,
29/12/2009,12:35:00,-54.471756,-38.609447,SFL00000415,WH9,0,20.892105,-1.01,8.81,5,6,0,
29/12/2009,12:42:33,-54.470729,-38.609573,SFL00000415,WH9,0,4.58648,-1.73,8.81,5,6,0,
29/12/2009,12:59:06,-54.469868,-38.613116,SFL00000415,WH9,0,0.746592,-0.45,8.81,4,5,0,
29/12/2009,14:16:08,-54.471823,-38.62558,SFL00000415,WH9,0,7.796352,-0.88,8.81,5,6,0,
29/12/2009,14:35:28,-54.474366,-38.649636,SFL00000415,WH9,0,0.136369,-2.02,8.81,4,5,0,
29/12/2009,15:06:33,-54.474419,-38.631526,SFL00000415,WH9,0,12.775234,-0.75,8.06,6,7,0,
29/12/2009,15:13:02,-54.474562,-38.631195,SFL00000415,WH9,0,11.538217,0.39,8.45,7,8,0,
29/12/2009,15:33:08,-54.475759,-38.632758,SFL00000415,WH9,0,0.559613,-0.64,8.45,4,4,0,
29/12/2009,15:48:04,-54.473798,-38.633895,SFL00000415,WH9,0,12.506974,-0.71,7.74,7,8,0,
29/12/2009,16:02:07,-54.472355,-38.629596,SFL00000415,WH9,0,3.721203,0.12,7.74,5,6,0,
29/12/2009,16:18:08,-54.471797,-38.619595,SFL00000415,WH9,0,1.399697,0.25,7.74,5,6,0,
29/12/2009,16:33:03,-54.470265,-38.610322,SFL00000415,WH9,0,1.010979,0.02,7.74,4,4,0,
29/12/2009,16:38:03,-54.472611,-38.610223,SFL00000415,WH9,0,1.026144,0.58,7.74,4,4,0,
29/12/2009,16:47:01,-54.473545,-38.608389,SFL00000415,WH9,0,0.667817,-0.23,7.74,4,5,0,
29/12/2009,17:10:21,-54.47808,-38.608267,SFL00000415,WH9,0,0.405658,1.48,7.74,4,4,0,
29/12/2009,17:19:01,-54.482459,-38.618685,SFL00000415,WH9,0,0.873581,0.2,7.74,4,4,0,
29/12/2009,19:15:05,-54.495924,-38.602414,SFL00000415,WH9,0,6.496719,1.16,8.9,7,7,0,
29/12/2009,19:24:00,-54.49726,-38.598214,SFL00000415,WH9,0,4.191573,-0.26,8.64,6,6,0,
29/12/2009,19:29:02,-54.497439,-38.596186,SFL00000415,WH9,0,10.092738,0.63,9.27,6,6,0,
29/12/2009,19:36:03,-54.499408,-38.594274,SFL00000415,WH9,0,11.160958,-0.86,8.41,6,6,0,
29/12/2009,19:42:04,-54.501438,-38.589975,SFL00000415,WH9,0,0.850251,-0.4,8.41,4,4,0,
29/12/2009,21:04:00,-54.51711,-38.550118,SFL00000415,WH9,0,0.222453,-0.39,8.41,4,4,0,
29/12/2009,21:30:06,-54.518499,-38.538474,SFL00000415,WH9,0,12.186088,0.79,9.2,7,7,0,
29/12/2009,21:46:01,-54.518226,-38.535533,SFL00000415,WH9,0,24.968839,-0.8,8.4,7,8,0,
29/12/2009,22:01:00,-54.514739,-38.531458,SFL00000415,WH9,0,0.760437,0.77,8.4,4,5,0,
29/12/2009,22:07:07,-54.514774,-38.528478,SFL00000415,WH9,0,5.269839,-0.27,8.4,5,6,0,
29/12/2009,22:14:08,-54.510676,-38.524243,SFL00000415,WH9,0,15.1132,0.9,8.4,5,6,0,
29/12/2009,22:23:07,-54.510771,-38.517071,SFL00000415,WH9,0,8.84909,-0.25,8.15,6,7,0,
29/12/2009,22:31:01,-54.509973,-38.51131,SFL00000415,WH9,0,11.364513,0.22,8.15,5,5,0,
29/12/2009,22:36:02,-54.510113,-38.50718,SFL00000415,WH9,0,0.185581,0.68,8.15,4,4,0,
29/12/2009,22:41:01,-54.508894,-38.504603,SFL00000415,WH9,0,0.25402,0.94,8.15,4,5,0,
29/12/2009,22:47:01,-54.505908,-38.496091,SFL00000415,WH9,0,0.298046,-0.2,8.15,4,4,0,
29/12/2009,22:53:00,-54.504095,-38.494233,SFL00000415,WH9,0,0.130759,0.42,8.15,4,5,0,
29/12/2009,22:57:59,-54.504088,-38.491666,SFL00000415,WH9,0,0.43732,0.89,8.15,4,4,0,
29/12/2009,23:15:00,-54.501727,-38.490376,SFL00000415,WH9,0,8.499034,-0.14,8.01,6,7,0,
30/12/2009,00:32:24,-54.494177,-38.48753,SFL00000415,WH9,0,0.414224,0.95,8.01,4,5,0,
30/12/2009,01:02:29,-54.490925,-38.488683,SFL00000415,WH9,0,7.940159,0.73,8.74,7,8,0,
30/12/2009,01:53:15,-54.486902,-38.492086,SFL00000415,WH9,0,4.573477,-0.45,8.29,6,6,0,
30/12/2009,02:07:03,-54.485758,-38.492937,SFL00000415,WH9,0,12.001941,0.84,8.29,5,6,0,
30/12/2009,02:22:24,-54.484244,-38.497783,SFL00000415,WH9,0,17.975202,0.09,8.29,5,5,0,
30/12/2009,02:38:02,-54.48359,-38.498859,SFL00000415,WH9,0,1.573237,0,8.29,5,5,0,
30/12/2009,03:58:11,-54.478538,-38.503881,SFL00000415,WH9,0,5.618355,0.31,8.6,6,6,0,
30/12/2009,04:03:26,-54.476472,-38.50143,SFL00000415,WH9,0,6.288096,0.89,9.49,6,6,0,
30/12/2009,04:17:17,-54.474031,-38.491153,SFL00000415,WH9,0,27.410653,-0.51,9.49,5,5,0,
30/12/2009,04:28:26,-54.467534,-38.485441,SFL00000415,WH9,0,2.478681,-0.69,9.49,5,5,0,
30/12/2009,04:44:30,-54.467547,-38.4854,SFL00000415,WH9,0,1.719964,-0.22,9.49,5,5,0,
30/12/2009,05:13:43,-54.460965,-38.473264,SFL00000415,WH9,0,3.163585,-0.22,9.49,5,5,0,
30/12/2009,05:33:00,-54.457716,-38.461755,SFL00000415,WH9,0,5.670479,-1.07,8.42,7,7,0,
30/12/2009,05:40:00,-54.457033,-38.461521,SFL00000415,WH9,0,14.020276,0.52,8.94,8,8,0,
30/12/2009,05:51:36,-54.45613,-38.45718,SFL00000415,WH9,0,3.141667,-0.36,8.94,5,5,0,
30/12/2009,05:56:02,-54.45601,-38.457961,SFL00000415,WH9,0,8.590773,-1.11,7.83,8,8,0,
30/12/2009,06:01:20,-54.455322,-38.455036,SFL00000415,WH9,0,11.034704,0.59,8.42,6,6,0,
30/12/2009,06:06:01,-54.454624,-38.452113,SFL00000415,WH9,0,6.310948,-0.46,7.96,7,7,0,
30/12/2009,06:11:31,-54.454294,-38.448422,SFL00000415,WH9,0,8.76674,0.01,7.97,8,8,0,
30/12/2009,06:19:08,-54.456152,-38.444746,SFL00000415,WH9,0,8.150074,-0.3,7.97,5,5,0,
30/12/2009,06:28:16,-54.442425,-38.436196,SFL00000415,WH9,0,5.359503,1.79,7.97,4,4,0,
30/12/2009,06:33:33,-54.451326,-38.434677,SFL00000415,WH9,0,3.119926,1.12,9.09,8,8,0,
30/12/2009,07:05:34,-54.446256,-38.413275,SFL00000415,WH9,0,12.972237,0.03,9.12,6,6,0,
30/12/2009,07:17:16,-54.4459,-38.40554,SFL00000415,WH9,0,9.642765,-0.78,9.12,5,5,0,
30/12/2009,07:24:50,-54.443922,-38.400373,SFL00000415,WH9,0,4.324909,-0.03,9.09,6,6,0,
30/12/2009,07:37:28,-54.438016,-38.39163,SFL00000415,WH9,0,0.412326,-0.43,9.09,4,4,0,
30/12/2009,07:48:08,-54.441089,-38.386257,SFL00000415,WH9,0,11.586225,0.07,9.09,5,5,0,
30/12/2009,07:55:16,-54.440555,-38.381129,SFL00000415,WH9,0,1.037321,-0.88,9.09,4,4,0,
30/12/2009,08:19:02,-54.432458,-38.359493,SFL00000415,WH9,0,0.359896,0.94,9.09,4,4,0,
30/12/2009,09:07:19,-54.425544,-38.315607,SFL00000415,WH9,0,4.939217,-0.16,9.09,5,5,0,
30/12/2009,09:18:18,-54.421176,-38.304582,SFL00000415,WH9,0,2.273805,-0.25,9.09,5,5,0,
30/12/2009,09:30:09,-54.415661,-38.293392,SFL00000415,WH9,0,0.563419,-0.44,9.09,4,4,0,
30/12/2009,09:40:58,-54.411418,-38.284115,SFL00000415,WH9,0,2.753071,-1.18,9.09,4,4,0,
30/12/2009,10:16:37,-54.39492,-38.252484,SFL00000415,WH9,0,14.775639,-0.35,9.09,5,5,0,
30/12/2009,10:24:44,-54.391131,-38.245124,SFL00000415,WH9,0,0.332505,0.65,9.09,4,4,0,
30/12/2009,10:31:12,-54.388104,-38.238322,SFL00000415,WH9,0,11.805108,0.29,9.09,5,5,0,
30/12/2009,10:37:18,-54.38455,-38.232244,SFL00000415,WH9,0,1.072675,-0.34,9.09,4,4,0,
30/12/2009,11:08:32,-54.367372,-38.201319,SFL00000415,WH9,0,21.018078,0.7,9.09,4,5,0,
30/12/2009,11:16:34,-54.369085,-38.207709,SFL00000415,WH9,0,2.002463,-1.6,9.09,4,4,0,
30/12/2009,11:21:08,-54.361042,-38.192068,SFL00000415,WH9,0,3.344243,-0.77,9.09,5,5,0,
30/12/2009,11:29:43,-54.356844,-38.182456,SFL00000415,WH9,0,0.090269,-0.28,9.09,4,4,0,
30/12/2009,11:49:18,-54.344824,-38.165877,SFL00000415,WH9,0,0.404571,-0.58,9.09,4,4,0,
30/12/2009,11:59:02,-54.339181,-38.154629,SFL00000415,WH9,0,4.929175,-0.9,9.09,5,5,0,
30/12/2009,12:04:53,-54.335087,-38.149966,SFL00000415,WH9,0,1.527479,-0.04,9.09,4,4,0,
30/12/2009,12:09:25,-54.33245,-38.146983,SFL00000415,WH9,0,0.13831,-0.91,9.09,4,4,0,
30/12/2009,12:16:31,-54.327864,-38.140052,SFL00000415,WH9,0,9.497837,0.38,9.47,7,7,0,
30/12/2009,12:22:51,-54.324289,-38.133956,SFL00000415,WH9,0,0.565618,-1.05,9.47,4,4,0,
30/12/2009,12:27:54,-54.320759,-38.13097,SFL00000415,WH9,0,0.345266,-0.57,9.47,4,4,0,
30/12/2009,12:34:12,-54.315882,-38.126416,SFL00000415,WH9,0,0.148182,-0.5,9.47,4,4,0,
30/12/2009,12:39:56,-54.31272,-38.121321,SFL00000415,WH9,0,1.061916,0.53,9.47,4,4,0,
30/12/2009,12:44:28,-54.309631,-38.114865,SFL00000415,WH9,0,0.25808,-1.24,9.47,4,4,0,
30/12/2009,12:49:57,-54.307005,-38.112539,SFL00000415,WH9,0,1.842254,-0.86,9.47,4,5,0,
30/12/2009,12:56:00,-54.303281,-38.108114,SFL00000415,WH9,0,5.54166,-1.07,9.47,5,6,0,
30/12/2009,13:03:18,-54.298919,-38.102722,SFL00000415,WH9,0,4.343689,-0.6,8.87,6,7,0,
30/12/2009,13:09:51,-54.295111,-38.097188,SFL00000415,WH9,0,12.327346,-0.28,8.87,5,6,0,
30/12/2009,13:15:17,-54.291681,-38.092671,SFL00000415,WH9,0,0.626476,0.88,8.87,4,4,0,
30/12/2009,13:40:52,-54.277299,-38.070587,SFL00000415,WH9,0,0.251367,0.16,8.87,4,4,0,
30/12/2009,13:45:14,-54.274059,-38.061909,SFL00000415,WH9,0,0.266686,0,8.87,4,4,0,
30/12/2009,13:50:50,-54.272126,-38.059354,SFL00000415,WH9,0,9.110516,-0.62,8.25,7,8,0,
30/12/2009,13:55:10,-54.270498,-38.041064,SFL00000415,WH9,0,0.627113,1,8.25,4,5,0,
30/12/2009,14:00:35,-54.268922,-38.052286,SFL00000415,WH9,0,5.269274,0.49,8.25,4,4,0,
30/12/2009,14:06:20,-54.264279,-38.042106,SFL00000415,WH9,0,7.345706,0.91,8.25,5,6,0,
30/12/2009,14:12:22,-54.262006,-38.035771,SFL00000415,WH9,0,22.530901,1.79,8.25,5,6,0,
30/12/2009,14:19:14,-54.258558,-38.02113,SFL00000415,WH9,0,4.373653,1.79,8.25,4,4,0,
30/12/2009,14:24:02,-54.255573,-38.021592,SFL00000415,WH9,0,0.187501,1.06,8.25,4,4,0,
30/12/2009,14:32:02,-54.25643,-38.034459,SFL00000415,WH9,0,9.838376,-2,8.25,4,4,0,
30/12/2009,14:37:06,-54.250354,-38.000823,SFL00000415,WH9,0,0.211072,0.91,8.25,4,5,0,
30/12/2009,14:42:02,-54.244945,-37.980377,SFL00000415,WH9,0,16.406972,3.4,8.25,4,4,0,
30/12/2009,14:50:01,-54.243459,-37.988229,SFL00000415,WH9,0,2.681881,0.29,8.25,5,6,0,
30/12/2009,15:14:07,-54.231693,-37.95321,SFL00000415,WH9,0,0.479104,1.21,8.25,4,4,0,
30/12/2009,15:38:07,-54.234498,-37.921921,SFL00000415,WH9,0,0.555919,-2.1,8.25,4,4,0,
30/12/2009,15:54:08,-54.211708,-37.898774,SFL00000415,WH9,0,0.581788,1.42,8.25,4,4,0,
30/12/2009,16:37:11,-54.183992,-37.844583,SFL00000415,WH9,0,0.292557,0.61,8.25,4,4,0,
30/12/2009,17:21:00,-54.156329,-37.820478,SFL00000415,WH9,0,1.426643,-2.1,8.25,4,4,0,
30/12/2009,17:33:46,-54.155283,-37.779461,SFL00000415,WH9,0,3.326173,1.69,8.25,5,5,0,
30/12/2009,17:39:36,-54.152267,-37.774391,SFL00000415,WH9,0,8.750969,1.36,8.25,5,5,0,
30/12/2009,17:54:48,-54.144584,-37.769649,SFL00000415,WH9,0,0.104916,1.47,8.25,4,4,0,
30/12/2009,18:10:31,-54.137288,-37.759044,SFL00000415,WH9,0,0.099779,1.6,8.25,4,4,0,
30/12/2009,18:55:01,-54.118217,-37.693073,SFL00000415,WH9,0,4.302443,0.95,8.25,5,5,0,
30/12/2009,19:18:00,-54.105555,-37.665513,SFL00000415,WH9,0,0.157587,0.74,8.25,4,4,0,
30/12/2009,19:23:00,-54.104731,-37.666503,SFL00000415,WH9,0,7.80871,0.23,8.48,6,6,0,
30/12/2009,19:27:59,-54.10433,-37.666285,SFL00000415,WH9,0,7.537626,1.03,9.51,7,7,0,
30/12/2009,19:32:59,-54.104374,-37.666389,SFL00000415,WH9,0,3.079173,-0.02,9.51,5,5,0,
30/12/2009,19:38:00,-54.104433,-37.665805,SFL00000415,WH9,0,6.885516,-0.96,8.55,6,6,0,
30/12/2009,19:43:00,-54.104644,-37.666583,SFL00000415,WH9,0,4.297957,-0.07,8.48,6,6,0,
30/12/2009,19:48:00,-54.104673,-37.666362,SFL00000415,WH9,0,7.824439,0.02,8.48,5,5,0,
30/12/2009,19:52:59,-54.104594,-37.666439,SFL00000415,WH9,0,6.540459,1.03,9.51,7,7,0,
30/12/2009,19:57:59,-54.10414,-37.665683,SFL00000415,WH9,0,0.335417,0.04,9.51,4,4,0,
30/12/2009,20:03:59,-54.104589,-37.667309,SFL00000415,WH9,0,0.487839,-0.06,9.51,4,4,0,
30/12/2009,20:08:59,-54.104835,-37.666257,SFL00000415,WH9,0,0.205853,0.03,9.51,4,4,0,
30/12/2009,20:14:00,-54.10434,-37.666681,SFL00000415,WH9,0,0.379661,-1.03,9.51,4,4,0,
30/12/2009,20:19:00,-54.104733,-37.666194,SFL00000415,WH9,0,0.908396,-0.97,9.51,4,4,0,
30/12/2009,20:42:00,-54.104291,-37.663496,SFL00000415,WH9,0,10.84299,-1.1,8.41,6,6,0,
30/12/2009,20:46:59,-54.104114,-37.662259,SFL00000415,WH9,0,0.265113,1.12,8.41,5,5,0,
30/12/2009,20:51:59,-54.103887,-37.662997,SFL00000415,WH9,0,13.646387,1.06,9.47,7,7,0,
30/12/2009,20:57:00,-54.104089,-37.663147,SFL00000415,WH9,0,12.976672,-0.96,8.51,6,6,0,
30/12/2009,21:02:00,-54.103677,-37.662966,SFL00000415,WH9,0,3.567749,-0.03,8.48,6,6,0,
30/12/2009,21:08:00,-54.10397,-37.662515,SFL00000415,WH9,0,11.343427,0.06,8.54,7,7,0,
