Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites provided,Duplicates,Notes
31/12/2009,08:01:59,-54.103875,-37.662501,SFL00000415,WH15,0,0.04783,0.97,6.14,4,4,0,
31/12/2009,09:02:00,-54.103764,-37.662995,SFL00000415,WH15,0,4.734477,-0.03,6.14,5,5,0,
31/12/2009,10:02:00,-54.103807,-37.662822,SFL00000415,WH15,0,6.017379,6.14,6.14,6,7,0,
31/12/2009,11:01:59,-54.104143,-37.663302,SFL00000415,WH15,0,0.464738,0.99,6.14,4,5,0,
31/12/2009,12:02:00,-54.103621,-37.662839,SFL00000415,WH15,0,8.138658,0.01,6.15,6,6,0,
31/12/2009,13:02:00,-54.103517,-37.662678,SFL00000415,WH15,0,0.800445,0.08,6.15,4,5,0,
31/12/2009,15:06:59,-54.104635,-37.661634,SFL00000415,WH15,0,0.256441,0.9,6.15,4,4,0,
31/12/2009,16:07:00,-54.104576,-37.667259,SFL00000415,WH15,0,2.471584,0.03,6.18,7,8,0,
31/12/2009,16:59:04,-54.104705,-37.666662,SFL00000415,WH15,0,0.439165,-0.17,6.18,4,4,0,
31/12/2009,17:04:04,-54.104723,-37.66727,SFL00000415,WH15,0,0.329899,-0.39,6.18,4,4,0,
31/12/2009,17:08:59,-54.10445,-37.667735,SFL00000415,WH15,0,0.733079,0.95,6.18,4,4,0,
31/12/2009,17:14:00,-54.104699,-37.666326,SFL00000415,WH15,0,0.732648,0.07,6.18,5,6,0,
31/12/2009,17:19:00,-54.098562,-37.695652,SFL00000415,WH15,0,0.963798,-2,6.18,4,4,0,
31/12/2009,17:24:00,-54.106377,-37.686328,SFL00000415,WH15,0,0.982007,-2,6.18,4,4,0,
31/12/2009,17:28:59,-54.106314,-37.662349,SFL00000415,WH15,0,0.369437,1.36,6.18,4,4,0,
31/12/2009,17:37:59,-54.104846,-37.665776,SFL00000415,WH15,0,2.730422,1.11,6.18,5,5,0,
31/12/2009,17:44:00,-54.104757,-37.666484,SFL00000415,WH15,0,2.588821,0.05,6.23,6,6,0,
31/12/2009,17:48:59,-54.104675,-37.666163,SFL00000415,WH15,0,6.098676,0.98,7.21,7,7,0,
31/12/2009,17:53:59,-54.104317,-37.666417,SFL00000415,WH15,0,13.259638,0,7.21,8,8,0,
31/12/2009,17:59:00,-54.104597,-37.666139,SFL00000415,WH15,0,19.626983,-0.99,6.22,7,7,0,
31/12/2009,18:04:00,-54.1036,-37.666581,SFL00000415,WH15,0,17.685852,0.04,6.26,6,6,0,
31/12/2009,18:09:00,-54.104361,-37.666716,SFL00000415,WH15,0,12.004799,-0.02,6.24,6,6,0,
31/12/2009,18:13:59,-54.104559,-37.666234,SFL00000415,WH15,0,7.264423,1.01,7.25,6,6,0,
31/12/2009,18:18:59,-54.10435,-37.666427,SFL00000415,WH15,0,5.170045,-0.03,7.22,7,7,0,
31/12/2009,18:24:00,-54.104488,-37.666049,SFL00000415,WH15,0,6.348643,-0.97,6.25,6,6,0,
31/12/2009,18:29:00,-54.104527,-37.666239,SFL00000415,WH15,0,6.047579,0.02,6.27,6,6,0,
31/12/2009,18:33:59,-54.104339,-37.666332,SFL00000415,WH15,0,8.8403,0.97,7.24,6,6,0,
31/12/2009,18:38:59,-54.104233,-37.666888,SFL00000415,WH15,0,4.648421,0,7.24,5,5,0,
31/12/2009,18:44:00,-54.104378,-37.666509,SFL00000415,WH15,0,5.27721,-0.97,7.24,5,5,0,
31/12/2009,18:49:00,-54.104261,-37.666436,SFL00000415,WH15,0,2.553118,-0.99,7.24,5,5,0,
31/12/2009,18:54:00,-54.104325,-37.666631,SFL00000415,WH15,0,10.237858,-0.96,7.24,5,5,0,
31/12/2009,18:58:59,-54.104354,-37.666663,SFL00000415,WH15,0,8.396843,0.04,7.28,6,6,0,
31/12/2009,19:03:59,-54.104349,-37.666317,SFL00000415,WH15,0,7.680399,-0.01,7.28,5,5,0,
31/12/2009,19:09:00,-54.10442,-37.666141,SFL00000415,WH15,0,2.997017,-1.02,7.28,5,5,0,
31/12/2009,19:18:00,-54.103869,-37.666837,SFL00000415,WH15,0,0.737234,-0.96,7.28,4,4,0,
31/12/2009,19:23:00,-54.104489,-37.666234,SFL00000415,WH15,0,12.317961,-1.02,6.26,6,6,0,
31/12/2009,19:27:59,-54.104571,-37.666133,SFL00000415,WH15,0,8.816673,1,7.26,6,6,0,
31/12/2009,19:32:59,-54.104383,-37.666134,SFL00000415,WH15,0,10.755719,0.02,7.26,5,5,0,
31/12/2009,19:38:00,-54.104714,-37.666131,SFL00000415,WH15,0,9.851138,-0.99,6.27,6,6,0,
31/12/2009,19:43:00,-54.104233,-37.666006,SFL00000415,WH15,0,5.413209,0,6.27,5,5,0,
