Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites provided,Duplicates,Notes
04/01/2010,18:40:59,-54.104261,-37.666574,SFL00000418,WH16,0,0.394641,0.95,1.46,4,4,0,
04/01/2010,19:41:00,-54.104162,-37.665814,SFL00000418,WH16,0,6.736281,1.46,1.46,6,6,0,
04/01/2010,20:41:00,-54.104148,-37.666473,SFL00000418,WH16,0,19.768139,-0.17,1.29,6,6,0,
04/01/2010,21:40:59,-54.104284,-37.666662,SFL00000418,WH16,0,6.066046,0.94,2.23,6,6,0,
04/01/2010,22:41:00,-54.104188,-37.666674,SFL00000418,WH16,0,1.400934,-1.05,2.23,5,6,0,
04/01/2010,23:41:00,-54.103854,-37.665606,SFL00000418,WH16,0,0.16191,-1.01,2.23,4,5,0,
05/01/2010,00:40:59,-54.104548,-37.666404,SFL00000418,WH16,0,4.012804,-0.12,2.11,6,7,0,
05/01/2010,02:44:59,-54.104373,-37.666368,SFL00000418,WH16,0,10.4856,-0.09,2.02,7,7,0,
05/01/2010,03:45:00,-54.104762,-37.66619,SFL00000418,WH16,0,11.899941,-1.03,0.99,7,7,0,
05/01/2010,04:45:00,-54.104792,-37.666748,SFL00000418,WH16,0,11.836664,-0.03,0.96,6,6,0,
05/01/2010,05:44:59,-54.104347,-37.666553,SFL00000418,WH16,0,7.252033,0.97,1.93,7,8,0,
05/01/2010,06:45:00,-54.104227,-37.666686,SFL00000418,WH16,0,4.545409,-1.01,0.92,8,8,0,
05/01/2010,07:45:00,-54.104738,-37.66648,SFL00000418,WH16,0,9.287915,-0.02,0.92,5,5,0,
05/01/2010,08:44:59,-54.104427,-37.66676,SFL00000418,WH16,0,17.014158,0.94,1.86,8,8,0,
05/01/2010,09:45:00,-54.104476,-37.666386,SFL00000418,WH16,0,1.628559,-0.98,0.88,6,7,0,
05/01/2010,10:45:59,-54.104722,-37.668503,SFL00000418,WH16,0,0.192025,0.73,0.88,4,5,0,
05/01/2010,12:49:59,-54.104656,-37.666594,SFL00000418,WH16,0,6.190419,0.81,1.69,7,8,0,
05/01/2010,13:50:00,-54.104762,-37.665966,SFL00000418,WH16,0,8.787308,-1.04,0.65,7,8,0,
05/01/2010,14:50:00,-54.104752,-37.666526,SFL00000418,WH16,0,4.423301,-0.11,0.54,7,8,0,
05/01/2010,15:49:59,-54.104623,-37.666606,SFL00000418,WH16,0,10.390347,1,1.54,7,8,0,
05/01/2010,16:50:00,-54.104716,-37.666291,SFL00000418,WH16,0,3.326722,-1.05,1.54,5,6,0,
05/01/2010,17:50:00,-54.104604,-37.666476,SFL00000418,WH16,0,21.527274,-1.11,0.43,6,6,0,
05/01/2010,18:49:59,-54.104658,-37.666308,SFL00000418,WH16,0,8.762913,0.95,1.38,7,7,0,
05/01/2010,19:53:03,-54.106364,-37.667404,SFL00000418,WH16,0,7.723556,-0.39,1.38,5,5,0,
05/01/2010,21:00:35,-54.125285,-37.72805,SFL00000418,WH16,0,11.658461,-1.33,0.05,6,6,0,
05/01/2010,21:35:02,-54.140137,-37.768063,SFL00000418,WH16,0,15.924939,1.49,1.54,7,7,0,
05/01/2010,21:52:01,-54.152014,-37.77674,SFL00000418,WH16,0,5.129853,-0.08,1.54,5,6,0,
05/01/2010,22:15:17,-54.168738,-37.790114,SFL00000418,WH16,0,0.148468,-0.41,1.54,4,4,0,
05/01/2010,22:30:02,-54.181697,-37.79757,SFL00000418,WH16,0,10.969282,-0.42,1.12,6,7,0,
05/01/2010,22:34:59,-54.186491,-37.798634,SFL00000418,WH16,0,3.542987,0.8,1.12,5,6,0,
05/01/2010,22:43:14,-54.193913,-37.801561,SFL00000418,WH16,0,9.622565,0.45,1.12,5,6,0,
05/01/2010,22:48:06,-54.197881,-37.803781,SFL00000418,WH16,0,2.38176,0.62,1.12,5,6,0,
05/01/2010,22:55:12,-54.202039,-37.806472,SFL00000418,WH16,0,1.212702,0.63,1.75,6,7,0,
05/01/2010,23:01:16,-54.206183,-37.809052,SFL00000418,WH16,0,9.154664,-0.1,1.75,5,6,0,
06/01/2010,00:07:03,-54.246447,-37.847123,SFL00000418,WH16,0,5.412241,-1,0.75,6,7,0,
06/01/2010,00:39:09,-54.273323,-37.872153,SFL00000418,WH16,0,1.838084,0.01,0.76,6,6,0,
06/01/2010,00:47:01,-54.278379,-37.880852,SFL00000418,WH16,0,0.03832,0.62,0.76,4,4,0,
06/01/2010,03:00:01,-54.351698,-37.991218,SFL00000418,WH16,0,0.440837,0.31,0.76,4,5,0,
06/01/2010,03:08:07,-54.351561,-37.991355,SFL00000418,WH16,0,5.554194,-0.48,0.76,5,5,0,
06/01/2010,03:18:40,-54.352735,-37.989938,SFL00000418,WH16,0,10.742489,0.7,1.46,8,8,0,
06/01/2010,04:29:19,-54.356304,-37.982817,SFL00000418,WH16,0,16.852861,-1.46,0,7,7,0,
06/01/2010,04:38:01,-54.356916,-37.982378,SFL00000418,WH16,0,6.283016,0.2,0.2,6,6,0,
06/01/2010,04:46:05,-54.35656,-37.981924,SFL00000418,WH16,0,9.472033,0.49,0.69,8,8,0,
06/01/2010,04:51:16,-54.35605,-37.98088,SFL00000418,WH16,0,16.523407,-0.76,-0.07,8,8,0,
06/01/2010,05:08:13,-54.356291,-37.979195,SFL00000418,WH16,0,10.240451,0.07,-5.55E-17,6,6,0,
06/01/2010,05:16:10,-54.356649,-37.979152,SFL00000418,WH16,0,6.483161,1.34,1.34,8,8,0,
06/01/2010,05:41:00,-54.362772,-37.986326,SFL00000418,WH16,0,8.985301,-1.15,0.19,7,7,0,
06/01/2010,05:56:07,-54.365181,-37.986955,SFL00000418,WH16,0,9.821104,1.48,1.67,8,8,0,
06/01/2010,06:03:10,-54.368222,-37.993998,SFL00000418,WH16,0,15.11926,-1.27,0.4,8,8,0,
06/01/2010,06:53:00,-54.371479,-37.996393,SFL00000418,WH16,0,5.504062,0.37,0.77,7,7,0,
06/01/2010,07:00:01,-54.371513,-37.996359,SFL00000418,WH16,0,8.901845,-0.57,0.2,8,8,0,
06/01/2010,07:08:00,-54.372041,-37.99736,SFL00000418,WH16,0,10.27316,1.36,1.56,8,8,0,
06/01/2010,07:33:00,-54.374072,-37.999219,SFL00000418,WH16,0,2.337369,-0.52,1.04,6,6,0,
06/01/2010,08:00:00,-54.376896,-38.000005,SFL00000418,WH16,0,8.057135,0.45,1.49,7,7,0,
