Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided,Duplicates,Notes
13/12/2009,13:50:00,-54.244801,-36.492652,0,11.887326,-0.43,-1.14,7,7,0,
13/12/2009,12:50:00,-54.244637,-36.492005,0,0.242803,-0.27,-0.71,5,5,0,
13/12/2009,11:50:00,-54.244382,-36.492123,0,0.155277,-0.22,-0.71,4,4,0,
13/12/2009,10:50:00,-54.24464,-36.492859,0,2.30198,-0.17,-0.71,4,4,0,
13/12/2009,09:50:00,-54.244393,-36.493073,0,0.197864,-0.15,-0.71,4,4,0,
13/12/2009,07:50:00,-54.244943,-36.492822,0,6.431781,0.01,-0.71,7,7,0,
13/12/2009,06:50:00,-54.244812,-36.492906,0,1.79964,-0.04,-0.72,8,8,0,
13/12/2009,05:50:00,-54.244812,-36.492507,0,10.312407,-0.03,-0.68,7,7,0,
13/12/2009,04:50:00,-54.244876,-36.493068,0,6.427819,-0.03,-0.65,5,6,0,
13/12/2009,03:50:00,-54.244853,-36.492525,0,4.634914,0.01,-0.65,6,7,0,
13/12/2009,02:50:00,-54.244908,-36.492919,0,1.234849,-0.05,-0.66,6,8,0,
13/12/2009,01:50:00,-54.244699,-36.493228,0,6.111324,0.05,-0.61,6,8,0,
13/12/2009,00:50:00,-54.24474,-36.49308,0,3.108508,-0.88,-0.66,6,8,0,
12/12/2009,16:50:00,-54.244203,-36.493011,0,10.568057,0.87,0.22,6,6,0,
12/12/2009,16:40:14,-54.236675,-36.488222,0,0.198158,0.32,-0.65,4,4,0,
12/12/2009,16:12:06,-54.226228,-36.450778,0,5.625706,0.63,-0.65,5,5,0,
12/12/2009,16:02:19,-54.222715,-36.438037,0,0.728689,0.14,-0.65,5,5,0,
12/12/2009,15:57:09,-54.220766,-36.431159,0,5.439322,0.16,-0.65,6,6,0,
12/12/2009,15:52:00,-54.219346,-36.423861,0,7.785443,1.03,-0.81,5,5,0,
12/12/2009,15:32:02,-54.211372,-36.396778,0,6.642298,0.53,-0.81,5,5,0,
12/12/2009,15:27:01,-54.209352,-36.392024,0,7.24081,-1.19,-0.81,6,6,0,
12/12/2009,15:22:01,-54.207587,-36.383395,0,3.6243,-0.23,0.38,5,5,0,
12/12/2009,14:57:01,-54.198681,-36.355795,0,20.926775,-0.9,0.38,5,5,0,
12/12/2009,14:52:10,-54.200408,-36.355233,0,0.566459,-0.84,0.38,4,4,0,
12/12/2009,14:42:03,-54.194061,-36.336925,0,1.695782,-0.85,0.38,5,5,0,
12/12/2009,14:37:29,-54.193165,-36.33014,0,4.146174,-0.25,0.38,5,5,0,
12/12/2009,14:02:02,-54.18616,-36.277219,0,1.001222,-0.65,0.38,4,4,0,
12/12/2009,13:27:01,-54.183743,-36.23316,0,9.187512,-0.91,0.38,5,5,0,
12/12/2009,11:27:04,-54.158897,-36.069407,0,0.193865,-0.32,0.38,4,5,0,
12/12/2009,10:27:05,-54.129033,-36.014697,0,0.902821,-0.18,0.38,4,4,0,
12/12/2009,08:47:02,-54.043163,-35.95008,0,0.408412,-0.61,0.38,4,4,0,
12/12/2009,08:12:47,-54.01519,-35.94225,0,14.256251,0.54,0.38,7,7,0,
12/12/2009,08:07:33,-54.012142,-35.940285,0,7.038704,-0.46,-0.16,6,6,0,
12/12/2009,07:21:12,-53.989604,-35.931354,0,0.788182,-0.58,0.3,4,4,0,
12/12/2009,06:59:10,-53.980164,-35.929355,0,21.78069,0.25,0.3,8,8,0,
12/12/2009,06:29:12,-53.962049,-35.92781,0,8.074898,-0.59,0.05,6,7,0,
12/12/2009,06:24:09,-53.958802,-35.926628,0,1.626276,-0.19,0.64,5,5,0,
12/12/2009,05:54:11,-53.940343,-35.916205,0,5.425739,-0.55,0.64,5,5,0,
12/12/2009,05:49:01,-53.937019,-35.914473,0,2.686698,-0.91,0.64,5,6,0,
12/12/2009,04:39:02,-53.900867,-35.888959,0,3.059912,-0.04,0.64,5,6,0,
12/12/2009,04:04:40,-53.888094,-35.883695,0,0.647214,-1.04,0.64,4,5,0,
12/12/2009,03:28:19,-53.867275,-35.883863,0,1.414974,-0.4,0.64,4,5,0,
12/12/2009,03:16:03,-53.865953,-35.880372,0,6.091771,-0.03,0.64,6,8,0,
12/12/2009,03:01:22,-53.864867,-35.879445,0,4.672224,-0.23,0.67,5,7,0,
12/12/2009,02:51:51,-53.865791,-35.878847,0,0.333078,-0.73,0.67,4,6,0,
12/12/2009,02:34:00,-53.862174,-35.879618,0,0.202035,0.22,0.67,4,4,0,
12/12/2009,02:29:07,-53.85956,-35.874924,0,0.163008,-0.14,0.67,4,5,0,
12/12/2009,02:09:03,-53.854288,-35.874741,0,11.334878,0.88,0.67,6,8,0,
12/12/2009,02:04:44,-53.855379,-35.874416,0,3.396658,-0.89,-0.21,6,8,0,
12/12/2009,01:58:01,-53.854922,-35.872865,0,8.973897,0.49,0.68,6,8,0,
12/12/2009,01:26:33,-53.855227,-35.877775,0,0.167587,0.27,0.19,5,6,0,
12/12/2009,01:14:39,-53.852661,-35.880997,0,4.172538,-0.28,0.19,6,6,0,
12/12/2009,00:59:13,-53.850966,-35.882885,0,0.220243,-0.66,0.47,4,4,0,
12/12/2009,00:28:22,-53.841609,-35.871278,0,0.190324,-0.07,0.47,4,4,0,
12/12/2009,00:18:27,-53.838112,-35.870407,0,3.188632,0.07,0.47,6,6,0,
12/12/2009,00:03:51,-53.834967,-35.867845,0,5.087189,-0.15,0.4,5,5,0,
11/12/2009,23:48:02,-53.835272,-35.867569,0,7.530354,-0.12,0.4,6,6,0,
11/12/2009,23:43:00,-53.836692,-35.870139,0,0.06056,-0.24,0.52,4,4,0,
11/12/2009,23:18:05,-53.832216,-35.867542,0,3.541574,0.25,0.52,6,6,0,
11/12/2009,22:53:07,-53.831482,-35.87136,0,1.774204,-0.12,0.27,5,5,0,
11/12/2009,22:42:32,-53.832376,-35.871299,0,13.225663,0.04,0.27,7,7,0,
11/12/2009,21:53:01,-53.836458,-35.871445,0,1.466117,-0.02,0.23,5,5,0,
11/12/2009,21:48:03,-53.836493,-35.872206,0,2.98585,-0.56,0.23,6,6,0,
11/12/2009,21:28:06,-53.838291,-35.87331,0,4.538266,-0.63,0.79,5,5,0,
11/12/2009,20:56:18,-53.840452,-35.876943,0,1.473728,-0.11,0.79,5,5,0,
11/12/2009,20:26:09,-53.83974,-35.879957,0,6.168646,-0.44,0.79,5,5,0,
11/12/2009,20:11:08,-53.846776,-35.892153,0,1.63485,-0.42,0.79,4,4,0,
11/12/2009,20:05:44,-53.847471,-35.892832,0,1.274991,0.07,0.79,4,4,0,
11/12/2009,20:00:55,-53.839393,-35.881146,0,4.20927,-0.43,0.79,5,6,0,
11/12/2009,19:55:18,-53.83924,-35.880753,0,0.768371,-0.29,0.79,5,5,0,
11/12/2009,19:24:05,-53.838632,-35.886273,0,0.412706,-0.7,0.79,5,5,0,
11/12/2009,19:09:12,-53.837793,-35.888141,0,17.895865,0.07,0.79,5,5,0,
11/12/2009,19:04:47,-53.839871,-35.883671,0,5.710775,0,0.79,5,5,0,
11/12/2009,18:28:21,-53.838404,-35.877332,0,1.275023,0.8,0.79,4,5,0,
11/12/2009,18:18:25,-53.842267,-35.88615,0,1.287119,-0.49,0.79,4,4,0,
11/12/2009,17:55:03,-53.84193,-35.895414,0,6.111766,0.65,0.79,7,8,0,
11/12/2009,17:44:24,-53.841959,-35.893939,0,7.851927,-0.41,0.14,7,7,0,
11/12/2009,17:28:30,-53.84179,-35.893093,0,18.20457,0.12,0.55,6,6,0,
11/12/2009,17:22:24,-53.84075,-35.893757,0,5.652485,0.12,0.43,5,6,0,
11/12/2009,17:07:02,-53.840233,-35.893069,0,2.700413,-0.53,0.43,6,7,0,
11/12/2009,16:51:37,-53.838888,-35.894196,0,16.596589,0.09,0.96,7,7,0,
11/12/2009,16:45:01,-53.838965,-35.89512,0,6.818603,0.05,0.87,6,7,0,
11/12/2009,16:40:02,-53.838134,-35.895485,0,9.471351,-0.13,0.82,7,8,0,
11/12/2009,16:35:00,-53.837694,-35.894933,0,6.425818,-0.01,0.95,7,7,0,
11/12/2009,16:25:02,-53.83644,-35.896109,0,11.174414,0.09,0.96,7,8,0,
11/12/2009,16:15:56,-53.836321,-35.893252,0,9.925298,0.27,0.87,7,8,0,
11/12/2009,16:10:07,-53.83539,-35.894686,0,6.805169,0.55,0.6,6,6,0,
11/12/2009,16:05:49,-53.834963,-35.895189,0,4.386697,-0.81,0.05,6,7,0,
11/12/2009,15:59:03,-53.834199,-35.893084,0,4.369422,-0.63,0.86,5,5,0,
11/12/2009,15:49:30,-53.833638,-35.88945,0,2.411432,0.51,0.86,5,6,0,
11/12/2009,15:40:46,-53.835544,-35.89894,0,8.257568,0.04,0.86,7,7,0,
11/12/2009,13:53:00,-53.86123,-35.964564,0,5.679141,0.07,0.82,5,5,0,
11/12/2009,13:35:50,-53.862508,-35.970608,0,11.3858,0.21,0.82,6,6,0,
11/12/2009,13:10:02,-53.866949,-35.987036,0,0.558508,0.05,0.61,4,4,0,
11/12/2009,13:00:11,-53.868294,-35.98979,0,0.600669,0.57,0.61,4,4,0,
11/12/2009,11:36:32,-53.890751,-36.033777,0,0.926512,0.08,0.61,4,4,0,
