Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided,Duplicates,Notes
12/01/2010,15:42:00,-54.244652,-36.492946,0,12.659804,-0.23,-2.07,6,6,0,
12/01/2010,14:42:00,-54.244053,-36.492893,0,7.387205,-0.03,-1.84,6,7,0,
12/01/2010,13:42:00,-54.244741,-36.491912,0,2.828646,-0.09,-1.81,7,8,0,
12/01/2010,12:42:00,-54.244456,-36.490455,0,1.026002,0.1,-1.72,4,4,0,
12/01/2010,11:42:00,-54.244739,-36.492841,0,5.66775,-0.24,-1.72,7,8,0,
12/01/2010,10:42:00,-54.241687,-36.48231,0,0.675334,0.7,-1.48,4,5,0,
12/01/2010,09:42:00,-54.244684,-36.492487,0,1.127195,-0.1,-1.48,4,4,0,
12/01/2010,06:34:00,-54.244256,-36.492531,0,13.020455,0.02,-1.48,6,6,0,
12/01/2010,05:32:00,-54.244821,-36.492918,0,4.04765,-0.08,-1.5,7,7,0,
12/01/2010,02:24:00,-54.244616,-36.492878,0,12.159332,-0.11,-1.42,6,6,0,
12/01/2010,00:17:00,-54.244894,-36.492747,0,4.331139,0.01,-1.31,7,8,0,
12/01/2010,00:12:00,-54.245245,-36.492454,0,0.43116,0.05,-1.32,4,4,0,
12/01/2010,00:07:00,-54.244713,-36.492922,0,5.759046,0,-1.32,6,6,0,
12/01/2010,00:02:00,-54.244805,-36.492776,0,11.04898,-0.02,-1.32,7,8,0,
11/01/2010,23:57:00,-54.244719,-36.493001,0,6.632191,0.01,-1.3,7,8,0,
11/01/2010,23:52:00,-54.244824,-36.493008,0,10.457127,0,-1.31,7,8,0,
11/01/2010,23:47:00,-54.244774,-36.492714,0,11.154349,0,-1.31,7,8,0,
11/01/2010,23:33:00,-54.244382,-36.492973,0,0.830969,0.03,-1.31,4,4,0,
11/01/2010,23:28:00,-54.244613,-36.492778,0,14.218647,0,-1.31,7,8,0,
11/01/2010,23:23:00,-54.24469,-36.492969,0,4.493009,0.02,-1.31,7,8,0,
11/01/2010,23:18:00,-54.244782,-36.493087,0,4.944377,0.06,-1.33,7,8,0,
11/01/2010,23:13:00,-54.24391,-36.49352,0,9.458858,-0.12,-1.39,7,8,0,
11/01/2010,23:08:00,-54.244798,-36.492736,0,9.928888,0.02,-1.27,6,7,0,
11/01/2010,23:03:00,-54.244873,-36.492999,0,2.508748,0.04,-1.29,7,8,0,
11/01/2010,22:58:00,-54.2447,-36.492737,0,0.192386,0.01,-1.33,4,5,0,
11/01/2010,22:53:00,-54.244747,-36.493201,0,0.814339,-0.02,-1.33,5,6,0,
11/01/2010,22:48:00,-54.244716,-36.4927,0,1.059435,0.03,-1.33,5,6,0,
11/01/2010,22:43:00,-54.244867,-36.493234,0,4.633823,-0.03,-1.33,7,8,0,
11/01/2010,22:38:00,-54.244904,-36.492796,0,1.959051,-0.02,-1.3,7,8,0,
11/01/2010,22:33:00,-54.244645,-36.492867,0,13.496215,0.03,-1.28,7,8,0,
11/01/2010,22:28:00,-54.244984,-36.494483,0,17.487601,-0.18,-1.31,5,6,0,
11/01/2010,22:23:00,-54.244226,-36.49271,0,0.348217,0.05,-1.31,4,5,0,
11/01/2010,22:18:11,-54.242179,-36.491695,0,6.581158,-0.78,-1.31,5,6,0,
11/01/2010,22:11:12,-54.236799,-36.491061,0,3.57075,-0.02,-1.31,5,5,0,
11/01/2010,22:02:08,-54.226776,-36.489137,0,6.11088,0.83,-1.31,6,7,0,
11/01/2010,21:45:21,-54.20792,-36.487414,0,15.028549,0.47,-2.14,5,6,0,
11/01/2010,21:39:12,-54.202811,-36.48669,0,12.949756,0.26,-2.14,5,6,0,
11/01/2010,21:07:10,-54.178455,-36.51171,0,23.905632,-0.51,-2.14,7,7,0,
11/01/2010,21:00:21,-54.175982,-36.520321,0,20.402378,-0.24,-1.63,7,8,0,
11/01/2010,20:52:04,-54.170741,-36.531337,0,14.779127,0.75,-1.39,6,6,0,
