Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided,Duplicates,Notes
28/01/2010,15:33:00,-54.245292,-36.49747,0,1.729389,-0.14,-3.55,5,5,0,
28/01/2010,14:33:00,-54.245378,-36.497563,0,1.107195,-0.12,-3.55,5,6,0,
28/01/2010,13:33:00,-54.245637,-36.497825,0,8.431014,-0.52,-3.55,7,8,0,
28/01/2010,12:33:00,-54.244327,-36.498383,0,0.500625,-0.38,-3.03,4,4,0,
28/01/2010,11:30:00,-54.246148,-36.498686,0,5.468091,-0.43,-3.03,5,6,0,
28/01/2010,10:30:00,-54.245263,-36.498123,0,8.024201,-0.27,-3.03,5,7,0,
28/01/2010,08:26:00,-54.245662,-36.497823,0,0.558995,-0.19,-3.03,4,5,0,
28/01/2010,06:22:00,-54.245444,-36.497871,0,4.857452,-0.05,-3.03,5,5,0,
28/01/2010,05:18:00,-54.245908,-36.500084,0,2.791865,-0.08,-3.03,5,5,0,
28/01/2010,05:13:00,-54.24566,-36.497885,0,7.20343,0,-3.03,8,8,0,
28/01/2010,05:08:00,-54.24567,-36.497933,0,4.120897,-0.01,-3.03,8,8,0,
28/01/2010,05:03:00,-54.245523,-36.497784,0,13.08595,0.04,-3.02,7,7,0,
28/01/2010,04:58:00,-54.245437,-36.498927,0,7.639672,-0.05,-3.06,6,6,0,
28/01/2010,04:53:00,-54.245813,-36.498551,0,6.373095,0.03,-3.01,6,6,0,
28/01/2010,04:48:00,-54.245729,-36.498795,0,13.188201,-0.06,-3.04,6,6,0,
28/01/2010,04:43:00,-54.245979,-36.498518,0,6.443788,0.03,-2.98,6,6,0,
28/01/2010,04:38:00,-54.245242,-36.497571,0,14.311431,-0.03,-3.01,7,7,0,
28/01/2010,04:33:00,-54.245642,-36.49783,0,12.359748,0.03,-2.98,7,7,0,
28/01/2010,04:28:00,-54.245425,-36.497408,0,7.889243,-0.01,-3.01,8,8,0,
28/01/2010,04:23:00,-54.245523,-36.49813,0,3.869409,0,-3,8,8,0,
28/01/2010,04:18:00,-54.24541,-36.497685,0,12.703921,-0.01,-3,8,8,0,
28/01/2010,04:13:00,-54.245592,-36.497996,0,7.632187,0,-2.99,8,8,0,
28/01/2010,04:08:00,-54.245519,-36.497851,0,10.769779,-0.02,-2.99,8,8,0,
28/01/2010,04:03:00,-54.245682,-36.497837,0,6.155875,-0.01,-2.97,8,8,0,
28/01/2010,03:58:00,-54.245569,-36.497859,0,12.769773,-0.01,-2.96,6,6,0,
28/01/2010,03:53:00,-54.24548,-36.498087,0,5.844654,-0.01,-2.95,7,7,0,
28/01/2010,03:48:00,-54.245623,-36.498111,0,4.553249,0.01,-2.94,8,8,0,
28/01/2010,03:43:00,-54.24549,-36.497758,0,4.324623,0.02,-2.95,6,6,0,
28/01/2010,03:38:00,-54.245553,-36.497904,0,11.934465,-0.04,-2.97,8,8,0,
28/01/2010,03:33:00,-54.245293,-36.497888,0,4.486518,0.02,-2.93,5,5,0,
28/01/2010,03:28:00,-54.245514,-36.497724,0,10.399053,0.01,-2.93,7,7,0,
