Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites provided,Duplicates,Notes
20/12/2009,00:54:00,-54.103917,-37.662251,SFL00000418,WH7,0,2.153846,0.16,4.58,5,7,0,
20/12/2009,02:53:59,-54.103997,-37.662473,SFL00000418,WH7,0,0.307765,1.08,4.58,4,5,0,
20/12/2009,03:54:00,-54.104085,-37.662351,SFL00000418,WH7,0,7.403893,4.58,4.58,6,7,0,
20/12/2009,04:54:00,-54.103828,-37.662896,SFL00000418,WH7,0,4.492462,-0.02,4.58,5,5,0,
20/12/2009,05:53:59,-54.103799,-37.662638,SFL00000418,WH7,0,10.101739,0.97,5.55,6,6,0,
20/12/2009,06:54:00,-54.104008,-37.662782,SFL00000418,WH7,0,13.503999,-1.05,4.5,7,7,0,
20/12/2009,07:54:00,-54.104293,-37.663053,SFL00000418,WH7,0,1.384057,0.02,4.5,5,5,0,
20/12/2009,09:58:00,-54.103599,-37.662894,SFL00000418,WH7,0,0.364269,-0.09,4.5,4,4,0,
20/12/2009,10:57:59,-54.104164,-37.662783,SFL00000418,WH7,0,0.490583,0.83,4.5,4,4,0,
20/12/2009,13:02:00,-54.104332,-37.666004,SFL00000418,WH7,0,3.825063,-0.31,4.19,7,8,0,
20/12/2009,14:01:59,-54.104471,-37.665992,SFL00000418,WH7,0,9.237348,0.9,5.09,7,8,0,
20/12/2009,15:04:00,-54.104587,-37.666309,SFL00000418,WH7,0,6.196034,-1.12,3.97,6,7,0,
20/12/2009,16:03:59,-54.104216,-37.666558,SFL00000418,WH7,0,0.179962,0.8,3.97,4,4,0,
20/12/2009,17:03:59,-54.104585,-37.666103,SFL00000418,WH7,0,6.428787,0.85,4.82,7,8,0,
20/12/2009,21:15:59,-54.104875,-37.66618,SFL00000418,WH7,0,4.082025,-0.36,4.46,6,6,0,
20/12/2009,23:23:00,-54.104643,-37.66617,SFL00000418,WH7,0,3.234454,-1.14,3.32,7,8,0,
21/12/2009,01:30:00,-54.104534,-37.666332,SFL00000418,WH7,0,3.898419,-0.16,3.16,6,8,0,
21/12/2009,03:33:59,-54.104387,-37.666192,SFL00000418,WH7,0,7.382211,0.91,4.07,7,8,0,
21/12/2009,05:37:59,-54.104683,-37.667436,SFL00000418,WH7,0,1.051223,-0.19,4.07,5,5,0,
21/12/2009,06:38:00,-54.104662,-37.666283,SFL00000418,WH7,0,6.358262,-1.16,2.91,8,8,0,
