Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided,Duplicates,Notes
08/01/2010,12:07:00,-54.243993,-36.494647,0,1.944198,-0.98,-30.43,4,4,0,
08/01/2010,11:07:00,-54.24499,-36.49249,0,3.366063,-0.77,-30.43,5,5,0,
08/01/2010,07:59:00,-54.244395,-36.493184,0,2.019319,-0.57,-30.43,5,5,0,
08/01/2010,03:45:00,-54.244343,-36.492592,0,0.394899,-0.03,-30.43,4,4,0,
08/01/2010,02:43:00,-54.244919,-36.492561,0,5.738877,0.03,-30.43,5,5,0,
08/01/2010,02:38:00,-54.244746,-36.493253,0,2.039278,0.04,-30.43,5,5,0,
08/01/2010,02:33:00,-54.244622,-36.493255,0,2.776493,-0.04,-30.43,6,6,0,
08/01/2010,02:28:00,-54.244438,-36.493421,0,6.12002,-0.05,-30.39,5,5,0,
08/01/2010,02:23:00,-54.24446,-36.492731,0,11.106225,-0.04,-30.39,6,6,0,
08/01/2010,02:18:00,-54.244804,-36.492833,0,3.884565,-0.05,-30.35,6,6,0,
08/01/2010,02:13:00,-54.245006,-36.492557,0,15.413643,0.08,-30.3,7,7,0,
08/01/2010,02:08:00,-54.244781,-36.493101,0,6.807227,-0.05,-30.38,7,7,0,
08/01/2010,02:03:00,-54.244555,-36.49283,0,4.563943,-0.01,-30.33,6,6,0,
08/01/2010,01:58:00,-54.244799,-36.492493,0,10.812938,0.18,-30.32,6,6,0,
08/01/2010,01:53:00,-54.244451,-36.494268,0,7.159059,-0.31,-30.5,6,6,0,
08/01/2010,01:48:00,-54.244707,-36.491504,0,6.403024,0.08,-30.19,6,6,0,
08/01/2010,01:43:00,-54.244485,-36.49404,0,7.118372,-0.18,-30.27,5,6,0,
08/01/2010,01:38:00,-54.244869,-36.492475,0,5.564666,0,-30.27,5,6,0,
08/01/2010,01:30:00,-54.244818,-36.491605,0,0.286691,0.06,-30.27,4,4,0,
08/01/2010,01:25:00,-54.24486,-36.487556,0,0.79645,0.37,-30.27,4,4,0,
08/01/2010,01:18:00,-54.244406,-36.492861,0,0.296528,-0.01,-30.27,4,4,0,
08/01/2010,01:01:00,-54.244621,-36.492843,0,2.973831,0,-30.27,7,8,0,
08/01/2010,00:56:00,-54.245049,-36.493188,0,8.035644,-0.02,-30.27,6,7,0,
08/01/2010,00:51:00,-54.244797,-36.492998,0,5.875712,0,-30.25,7,8,0,
08/01/2010,00:46:00,-54.244986,-36.492994,0,3.091574,-0.02,-30.25,7,8,0,
08/01/2010,00:41:00,-54.244463,-36.492324,0,4.64034,0.23,-30.23,7,8,0,
08/01/2010,00:36:02,-54.242328,-36.492677,0,4.824633,-0.25,-30.46,7,8,0,
