Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided,Duplicates,Notes
27/12/2009,15:37:00,-54.245371,-36.492556,0,7.713438,0.19,-26.04,6,7,0,
27/12/2009,14:36:00,-54.244942,-36.496532,0,18.483398,-1.21,-26.23,6,7,0,
27/12/2009,11:30:00,-54.245434,-36.49354,0,0.60671,-0.53,-25.02,4,4,0,
27/12/2009,10:30:00,-54.245501,-36.49322,0,0.759467,-0.43,-25.02,4,4,0,
27/12/2009,09:30:00,-54.24466,-36.493291,0,1.0089,-0.32,-25.02,4,4,0,
27/12/2009,08:30:00,-54.245198,-36.493173,0,1.73279,-0.18,-25.02,5,5,0,
27/12/2009,07:30:00,-54.245068,-36.493406,0,10.172398,-0.2,-25.02,7,7,0,
27/12/2009,05:27:00,-54.245142,-36.493255,0,12.383845,-0.38,-24.82,8,8,0,
27/12/2009,02:21:00,-54.245219,-36.493174,0,6.633391,-0.11,-24.44,6,7,0,
27/12/2009,01:21:00,-54.24541,-36.493435,0,2.965923,-0.1,-24.33,7,8,0,
27/12/2009,00:21:00,-54.245129,-36.493331,0,8.721868,-0.59,-24.23,7,8,0,
26/12/2009,21:15:00,-54.245773,-36.493519,0,0.563827,-0.1,-23.64,5,5,0,
26/12/2009,20:15:00,-54.244949,-36.492813,0,8.593082,-0.14,-23.64,6,6,0,
26/12/2009,19:15:00,-54.245055,-36.493116,0,10.055531,-0.41,-23.5,7,7,0,
26/12/2009,16:11:00,-54.245147,-36.493232,0,3.947615,-1.66,-23.09,7,8,0,
26/12/2009,15:11:00,-54.239458,-36.463003,0,1.049367,1.2,-21.43,4,5,0,
26/12/2009,14:11:00,-54.245199,-36.492983,0,6.208569,-1.38,-21.43,5,6,0,
26/12/2009,13:11:00,-54.245152,-36.493142,0,1.354953,-1.25,-21.43,4,5,0,
26/12/2009,12:11:00,-54.244564,-36.493317,0,0.71668,-1.12,-21.43,4,4,0,
26/12/2009,11:10:00,-54.246962,-36.494726,0,0.123117,-1.14,-21.43,4,4,0,
26/12/2009,09:07:00,-54.246157,-36.49281,0,0.231693,-0.55,-21.43,4,4,0,
26/12/2009,04:58:00,-54.251498,-36.506684,0,0.281213,-0.59,-21.43,4,4,0,
26/12/2009,03:58:00,-54.245047,-36.493392,0,8.173358,-0.43,-21.43,6,6,0,
26/12/2009,02:58:00,-54.245053,-36.494124,0,0.37793,-0.38,-21,4,4,0,
26/12/2009,01:58:00,-54.245333,-36.493296,0,2.317014,-0.19,-21,5,6,0,
26/12/2009,00:56:00,-54.24375,-36.491706,0,0.822651,-0.1,-21,4,4,0,
26/12/2009,00:43:00,-54.245119,-36.492663,0,1.509348,-0.01,-21,4,4,0,
26/12/2009,00:19:00,-54.245471,-36.492909,0,3.488704,-0.01,-21,5,6,0,
26/12/2009,00:14:00,-54.24515,-36.493542,0,3.86439,-0.01,-21,6,7,0,
26/12/2009,00:01:00,-54.244361,-36.493399,0,1.308854,-0.08,-20.99,4,4,0,
25/12/2009,23:56:00,-54.245383,-36.493008,0,1.560517,0,-20.99,4,4,0,
25/12/2009,23:51:00,-54.245004,-36.493642,0,6.678711,-0.15,-20.99,6,7,0,
25/12/2009,23:46:00,-54.244828,-36.492332,0,3.101932,-0.02,-20.84,5,6,0,
25/12/2009,23:41:00,-54.244993,-36.492127,0,0.549986,-0.03,-20.84,4,5,0,
25/12/2009,23:28:00,-54.244831,-36.492652,0,17.096066,0.03,-20.84,7,8,0,
25/12/2009,23:23:00,-54.24522,-36.494927,0,0.155983,-0.21,-20.87,4,5,0,
25/12/2009,23:18:00,-54.24521,-36.493193,0,1.724234,-0.03,-20.87,5,6,0,
25/12/2009,23:13:00,-54.245148,-36.49301,0,11.887192,-0.01,-20.87,6,6,0,
25/12/2009,23:08:00,-54.245074,-36.493213,0,3.267906,-0.02,-20.86,5,6,0,
25/12/2009,23:03:00,-54.245093,-36.492885,0,2.107177,0.35,-20.86,6,7,0,
25/12/2009,22:58:00,-54.244357,-36.49331,0,4.548324,0.4,-21.21,4,4,0,
25/12/2009,22:18:05,-54.209087,-36.447829,0,11.126248,-0.29,-21.21,7,8,0,
25/12/2009,22:11:10,-54.203986,-36.452029,0,15.474208,0.24,-20.92,6,6,0,
25/12/2009,21:50:13,-54.189832,-36.465205,0,11.016942,-0.22,-21.16,6,6,0,
25/12/2009,21:04:08,-54.153274,-36.523846,0,4.018547,-0.16,-20.94,5,5,0,
25/12/2009,20:59:02,-54.148641,-36.531494,0,4.901399,-0.68,-20.94,6,6,0,
25/12/2009,20:14:00,-54.10386,-36.581178,0,11.796089,0.03,-20.26,6,6,0,
25/12/2009,19:05:08,-54.037216,-36.621385,0,9.346114,0.4,-20.29,6,6,0,
25/12/2009,18:03:04,-53.969261,-36.622954,0,0.70922,0.19,-20.69,4,4,0,
25/12/2009,17:17:02,-53.933666,-36.599541,0,1.201425,-0.25,-20.69,6,6,0,
25/12/2009,17:10:13,-53.92918,-36.593348,0,5.676046,0.3,-20.44,5,5,0,
25/12/2009,16:47:10,-53.909874,-36.576881,0,6.629557,0.29,-20.44,5,5,0,
25/12/2009,16:15:02,-53.880325,-36.565066,0,11.623721,0.03,-20.44,5,5,0,
25/12/2009,15:54:08,-53.861869,-36.564965,0,7.552158,0.19,-20.44,7,8,0,
25/12/2009,15:24:02,-53.836131,-36.558889,0,5.733996,0.12,-20.63,7,8,0,
25/12/2009,15:16:01,-53.829374,-36.559188,0,11.514039,-0.92,-20.75,7,8,0,
25/12/2009,15:03:01,-53.82014,-36.557242,0,9.775269,0.37,-19.83,7,8,0,
25/12/2009,14:56:05,-53.81961,-36.561308,0,4.138625,-0.25,-20.2,5,6,0,
25/12/2009,14:42:05,-53.81067,-36.553299,0,7.231166,0.13,-20.2,5,5,0,
25/12/2009,13:14:01,-53.735657,-36.551005,0,8.047476,-0.24,-20.2,6,7,0,
25/12/2009,13:09:01,-53.735884,-36.552596,0,9.684898,0.08,-19.96,7,8,0,
25/12/2009,12:53:03,-53.735937,-36.554834,0,0.337982,0.01,-20.04,4,4,0,
25/12/2009,12:39:16,-53.736727,-36.557873,0,2.675124,-0.3,-20.04,5,6,0,
25/12/2009,11:46:00,-53.739958,-36.566843,0,0.837171,0.06,-20.04,4,5,0,
25/12/2009,10:40:05,-53.744671,-36.576468,0,5.332835,-0.26,-20.04,5,6,0,
25/12/2009,09:38:04,-53.71803,-36.575849,0,19.468908,-0.1,-20.04,5,5,0,
25/12/2009,09:30:16,-55.586755,-30.198116,0,1.252125,0.52,-20.04,4,4,0,
25/12/2009,08:59:00,-53.694602,-36.577456,0,0.073067,0.37,-20.04,4,4,0,
25/12/2009,08:46:04,-53.688121,-36.578238,0,0.345702,0.46,-20.04,4,4,0,
25/12/2009,08:41:02,-53.685507,-36.579268,0,7.021442,-0.43,-20.04,6,6,0,
25/12/2009,08:26:00,-53.679211,-36.580224,0,0.611224,0.03,-19.61,5,5,0,
25/12/2009,08:21:03,-53.677859,-36.582733,0,5.700302,-0.33,-19.61,5,5,0,
25/12/2009,07:44:02,-53.659794,-36.586542,0,3.558804,0.47,-19.61,7,7,0,
