Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites provided,Duplicates,Notes
20/12/2009,15:13:12,-54.104149,-37.663001,SFL00000416,WH3,0,7.382533,-0.27,3.75,5,5,0,
20/12/2009,15:18:00,-54.103885,-37.662743,SFL00000416,WH3,0,4.59212,3.75,3.75,7,7,0,
20/12/2009,15:22:59,-54.103987,-37.662679,SFL00000416,WH3,0,20.886092,1.34,5.09,7,8,0,
20/12/2009,15:29:59,-54.104081,-37.662743,SFL00000416,WH3,0,8.400873,-0.25,4.84,6,8,0,
20/12/2009,15:36:00,-54.103582,-37.661622,SFL00000416,WH3,0,0.163645,-0.36,4.84,4,4,0,
20/12/2009,15:40:59,-54.104125,-37.662849,SFL00000416,WH3,0,2.051008,-0.18,4.84,5,6,0,
20/12/2009,16:00:59,-54.104278,-37.666017,SFL00000416,WH3,0,10.063425,0.31,5.15,6,7,0,
20/12/2009,16:05:59,-54.104545,-37.66607,SFL00000416,WH3,0,6.135215,-0.02,5.13,6,7,0,
20/12/2009,16:11:00,-54.105625,-37.665838,SFL00000416,WH3,0,0.978821,-1.07,5.13,4,6,0,
20/12/2009,16:16:00,-54.104817,-37.665531,SFL00000416,WH3,0,0.464834,-0.98,5.13,4,4,0,
20/12/2009,16:32:00,-54.103726,-37.667278,SFL00000416,WH3,0,1.384715,-1.03,5.13,4,4,0,
20/12/2009,16:39:00,-54.104239,-37.66646,SFL00000416,WH3,0,2.06372,-1.07,5.13,5,6,0,
20/12/2009,16:43:59,-54.104188,-37.6662,SFL00000416,WH3,0,1.207982,-0.06,5.13,4,4,0,
20/12/2009,16:50:00,-54.104877,-37.666399,SFL00000416,WH3,0,0.194575,-1.14,5.13,4,4,0,
20/12/2009,16:54:59,-54.104352,-37.666615,SFL00000416,WH3,0,0.45065,-0.13,5.13,4,4,0,
20/12/2009,16:59:59,-54.104427,-37.666023,SFL00000416,WH3,0,1.435105,-0.1,5.13,5,5,0,
20/12/2009,17:05:00,-54.104378,-37.666287,SFL00000416,WH3,0,5.404578,-1.11,4.02,6,6,0,
20/12/2009,17:10:00,-54.104263,-37.666379,SFL00000416,WH3,0,1.121884,-0.02,4.02,5,5,0,
20/12/2009,18:13:59,-54.104251,-37.667426,SFL00000416,WH3,0,0.320454,0.84,4.02,4,4,0,
20/12/2009,19:14:00,-54.104505,-37.666315,SFL00000416,WH3,0,10.897763,-0.26,4.02,5,5,0,
20/12/2009,20:14:00,-54.104664,-37.666861,SFL00000416,WH3,0,1.040072,-0.45,4.02,5,5,0,
20/12/2009,21:13:59,-54.107267,-37.667682,SFL00000416,WH3,0,10.565139,0.33,4.02,5,5,0,
20/12/2009,22:14:00,-54.104307,-37.666724,SFL00000416,WH3,0,7.944997,-0.63,3.39,7,8,0,
20/12/2009,23:14:00,-54.104383,-37.666566,SFL00000416,WH3,0,4.395128,-0.13,3.26,6,7,0,
21/12/2009,01:18:00,-54.104232,-37.666584,SFL00000416,WH3,0,23.623532,-0.28,2.98,6,8,0,
21/12/2009,05:33:59,-54.104407,-37.666257,SFL00000416,WH3,0,4.487209,0.59,3.57,6,6,0,
21/12/2009,06:33:59,-54.104634,-37.666519,SFL00000416,WH3,0,4.90089,-0.1,3.47,7,7,0,
21/12/2009,07:34:00,-54.104356,-37.6667,SFL00000416,WH3,0,1.874138,-1.12,3.47,4,4,0,
21/12/2009,08:35:00,-54.104401,-37.666548,SFL00000416,WH3,0,4.541623,-1.24,2.23,6,6,0,
21/12/2009,09:35:00,-54.105073,-37.666611,SFL00000416,WH3,0,0.825161,-0.1,2.23,4,4,0,
21/12/2009,10:34:59,-54.104122,-37.66708,SFL00000416,WH3,0,0.136213,0.78,2.23,4,4,0,
21/12/2009,11:35:00,-54.10434,-37.666205,SFL00000416,WH3,0,9.838279,-0.35,2.23,5,6,0,
21/12/2009,12:35:00,-54.104444,-37.666777,SFL00000416,WH3,0,1.051335,-0.49,2.23,4,4,0,
21/12/2009,13:38:00,-54.104777,-37.666499,SFL00000416,WH3,0,0.244927,-0.64,2.23,4,4,0,
21/12/2009,14:37:59,-54.104655,-37.667918,SFL00000416,WH3,0,6.695983,0.14,2.37,6,7,0,
21/12/2009,15:38:00,-54.104504,-37.666522,SFL00000416,WH3,0,10.409807,-1.02,1.35,7,8,0,
21/12/2009,16:38:00,-54.104445,-37.666504,SFL00000416,WH3,0,16.051984,-0.12,1.23,6,7,0,
21/12/2009,17:37:59,-54.104495,-37.665933,SFL00000416,WH3,0,7.215376,0.94,2.17,6,7,0,
21/12/2009,18:38:00,-54.104428,-37.666849,SFL00000416,WH3,0,3.746604,-1.19,0.98,6,6,0,
21/12/2009,20:42:00,-54.104466,-37.666115,SFL00000416,WH3,0,11.353392,-0.2,0.78,7,7,0,
21/12/2009,21:42:00,-54.104462,-37.666378,SFL00000416,WH3,0,9.603631,-0.18,0.6,6,6,0,
21/12/2009,22:43:59,-54.104535,-37.666476,SFL00000416,WH3,0,2.019058,0.92,0.6,5,6,0,
21/12/2009,23:44:00,-54.104552,-37.666247,SFL00000416,WH3,0,4.860938,-0.2,0.6,5,6,0,
22/12/2009,00:44:00,-54.104376,-37.666588,SFL00000416,WH3,0,5.042709,-0.32,0.28,8,8,0,
22/12/2009,01:43:59,-54.104569,-37.666328,SFL00000416,WH3,0,5.907245,0.9,0.28,5,7,0,
22/12/2009,02:44:00,-54.104382,-37.666634,SFL00000416,WH3,0,1.452405,-0.21,0.28,5,6,0,
22/12/2009,03:44:00,-54.104566,-37.666505,SFL00000416,WH3,0,2.050808,-0.3,0.28,4,4,0,
22/12/2009,04:43:59,-54.104391,-37.666581,SFL00000416,WH3,0,7.84827,0.64,0.92,6,7,0,
22/12/2009,05:44:00,-54.104672,-37.666722,SFL00000416,WH3,0,6.265835,-1.11,-0.19,7,7,0,
22/12/2009,06:44:00,-54.104764,-37.666853,SFL00000416,WH3,0,15.45573,-0.09,-0.28,8,8,0,
22/12/2009,07:43:59,-54.104387,-37.666532,SFL00000416,WH3,0,9.767614,0.9,0.62,8,8,0,
22/12/2009,08:44:00,-54.105231,-37.66463,SFL00000416,WH3,0,0.203906,-0.9,0.62,4,4,0,
22/12/2009,09:44:00,-54.104396,-37.666788,SFL00000416,WH3,0,8.582505,-1.22,-0.6,7,7,0,
22/12/2009,10:43:59,-54.104388,-37.666721,SFL00000416,WH3,0,0.472113,0.93,-0.6,4,5,0,
22/12/2009,11:44:00,-54.104715,-37.667389,SFL00000416,WH3,0,0.781756,-0.26,-0.6,5,6,0,
22/12/2009,12:44:00,-54.104436,-37.6666,SFL00000416,WH3,0,0.897476,-0.25,-0.6,4,4,0,
22/12/2009,13:45:00,-54.104126,-37.666293,SFL00000416,WH3,0,0.244368,-0.3,-0.6,4,5,0,
22/12/2009,14:44:59,-54.106274,-37.685076,SFL00000416,WH3,0,0.111978,-1.03,-0.6,4,4,0,
22/12/2009,15:45:00,-54.104796,-37.666712,SFL00000416,WH3,0,13.734141,-0.54,-1.14,7,8,0,
22/12/2009,16:45:00,-54.104669,-37.666979,SFL00000416,WH3,0,11.763878,-0.08,-1.22,6,7,0,
22/12/2009,17:44:59,-54.104087,-37.668777,SFL00000416,WH3,0,0.427987,0.72,-1.22,4,4,0,
22/12/2009,19:48:59,-54.104456,-37.666544,SFL00000416,WH3,0,2.032055,0.65,-0.57,7,7,0,
22/12/2009,20:48:59,-54.104429,-37.666385,SFL00000416,WH3,0,5.683685,-0.1,-0.67,6,6,0,
22/12/2009,21:49:00,-54.104802,-37.666967,SFL00000416,WH3,0,0.240162,-1.09,-0.67,4,4,0,
22/12/2009,22:48:59,-54.104428,-37.666557,SFL00000416,WH3,0,3.344939,-0.25,-0.92,6,7,0,
23/12/2009,00:53:00,-54.104462,-37.666967,SFL00000416,WH3,0,5.285744,-1.2,-2.12,7,8,0,
