Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided,Duplicates,Notes
27/12/2009,15:03:00,-54.244912,-36.493514,0,3.230325,-0.41,-3.16,5,6,0,
27/12/2009,14:03:00,-54.245316,-36.493932,0,0.136386,-0.43,-3.16,4,5,0,
27/12/2009,13:03:00,-54.245127,-36.493209,0,7.135796,-0.31,-3.16,5,6,0,
27/12/2009,12:00:00,-54.245203,-36.493112,0,11.37498,-0.2,-3.16,5,5,0,
27/12/2009,11:00:00,-54.246291,-36.493367,0,0.143181,-0.24,-3.16,4,4,0,
27/12/2009,09:59:00,-54.242203,-36.492878,0,2.646792,-0.16,-3.16,4,4,0,
27/12/2009,08:56:00,-54.24204,-36.490981,0,4.473531,-0.03,-3.16,5,5,0,
27/12/2009,08:46:00,-54.243234,-36.491973,0,0.156881,-0.15,-3.16,4,4,0,
27/12/2009,08:41:00,-54.244411,-36.492795,0,0.63656,-0.24,-3.16,4,4,0,
27/12/2009,08:25:00,-54.242519,-36.491157,0,1.033839,-0.05,-3.16,4,4,0,
27/12/2009,08:20:00,-54.242656,-36.491692,0,0.864408,-0.06,-3.16,4,4,0,
27/12/2009,08:15:00,-54.241872,-36.4911,0,7.083193,0,-3.16,5,5,0,
27/12/2009,08:10:00,-54.242646,-36.491601,0,1.797358,-0.06,-3.16,5,5,0,
27/12/2009,08:05:00,-54.242269,-36.49129,0,2.300908,-0.05,-3.16,5,5,0,
27/12/2009,08:00:00,-54.242016,-36.491175,0,0.237485,0,-3.16,4,4,0,
27/12/2009,07:55:00,-54.242183,-36.491246,0,3.555042,0.01,-3.16,6,6,0,
27/12/2009,07:50:00,-54.242399,-36.491412,0,7.235089,-0.01,-3.17,7,7,0,
27/12/2009,07:45:00,-54.242102,-36.4913,0,7.849468,-0.04,-3.16,7,7,0,
27/12/2009,07:40:00,-54.242007,-36.491066,0,12.410073,0.05,-3.12,7,7,0,
27/12/2009,07:35:00,-54.242258,-36.491188,0,7.54602,0,-3.17,6,6,0,
27/12/2009,07:30:00,-54.242196,-36.491298,0,9.847057,-0.02,-3.17,7,7,0,
27/12/2009,07:25:00,-54.241983,-36.491488,0,10.691478,-0.01,-3.15,5,5,0,
27/12/2009,07:20:00,-54.242226,-36.491502,0,4.760084,-0.03,-3.15,8,8,0,
27/12/2009,07:15:00,-54.241954,-36.491374,0,10.875914,0.04,-3.12,8,8,0,
27/12/2009,07:10:00,-54.242453,-36.491323,0,12.999752,-0.02,-3.16,6,6,0,
27/12/2009,07:05:00,-54.242122,-36.491166,0,2.045668,-0.06,-3.14,6,6,0,
27/12/2009,07:00:00,-54.242053,-36.491839,0,9.10149,0.04,-3.08,6,6,0,
27/12/2009,06:55:00,-54.242299,-36.491181,0,6.762523,-0.12,-3.12,6,6,0,
27/12/2009,06:50:04,-54.24382,-36.494018,0,9.518261,-0.01,-3,7,7,0,
27/12/2009,06:41:02,-54.243655,-36.498847,0,9.47516,-0.25,-2.99,8,8,0,
27/12/2009,06:34:05,-54.243543,-36.494292,0,6.122566,0.37,-2.74,8,8,0,
27/12/2009,06:29:00,-54.242413,-36.49192,0,13.201854,0.05,-3.11,7,7,0,
27/12/2009,06:15:00,-54.241946,-36.49125,0,0.508519,-0.01,-3.16,4,4,0,
27/12/2009,06:10:00,-54.242437,-36.491872,0,7.102113,-0.02,-3.16,6,6,0,
27/12/2009,06:05:00,-54.24235,-36.491437,0,5.189734,0.11,-3.14,7,7,0,
27/12/2009,06:00:00,-54.242101,-36.49136,0,2.146426,0.21,-3.25,5,5,0,
27/12/2009,05:55:04,-54.242765,-36.493043,0,9.245168,-0.5,-3.25,7,7,0,
27/12/2009,05:47:13,-54.243837,-36.493767,0,10.77571,0.59,-2.75,8,8,0,
27/12/2009,05:33:05,-54.240973,-36.493551,0,13.786645,-0.56,-3.34,8,8,0,
27/12/2009,05:28:08,-54.236257,-36.4871,0,10.469864,0.49,-2.78,7,7,0,
27/12/2009,05:23:13,-54.232728,-36.480739,0,5.816018,0.18,-3.27,6,6,0,
27/12/2009,05:18:13,-54.228402,-36.476702,0,21.396841,-0.39,-3.45,6,6,0,
27/12/2009,05:13:11,-54.223703,-36.473498,0,8.207733,0.06,-3.06,6,6,0,
27/12/2009,05:08:10,-54.220181,-36.467976,0,13.290382,0.29,-3.12,7,7,0,
27/12/2009,05:03:10,-54.215923,-36.463859,0,11.842115,-0.51,-3.41,8,8,0,
27/12/2009,04:58:02,-54.210902,-36.459889,0,10.211296,0.36,-2.9,8,8,0,
27/12/2009,04:53:07,-54.206452,-36.458334,0,8.951136,-0.52,-3.26,8,8,0,
27/12/2009,04:48:23,-54.201364,-36.460458,0,11.293099,0.28,-2.74,8,8,0,
27/12/2009,04:43:26,-54.196156,-36.465708,0,13.613792,0.35,-3.02,6,6,0,
27/12/2009,04:38:15,-54.190495,-36.469329,0,8.079888,-0.64,-3.37,8,8,0,
27/12/2009,04:33:08,-54.184067,-36.476435,0,8.819492,-0.12,-2.73,8,8,0,
27/12/2009,04:27:05,-54.177964,-36.488546,0,9.913633,0.88,-2.61,8,8,0,
27/12/2009,04:22:02,-54.174453,-36.500386,0,11.506018,-0.5,-3.49,7,7,0,
27/12/2009,04:17:01,-54.170439,-36.51213,0,7.869295,0.25,-2.99,8,8,0,
27/12/2009,04:10:02,-54.166663,-36.529816,0,8.831865,0,-3.24,8,8,0,
27/12/2009,04:05:04,-54.163012,-36.540548,0,6.113687,-0.01,-3.24,7,7,0,
27/12/2009,04:00:01,-54.157844,-36.552349,0,5.458463,-0.6,-3.23,7,7,0,
27/12/2009,03:54:12,-53.168669,-30.43109,0,2.059467,-8.98,-2.63,4,4,0,
27/12/2009,03:49:04,-54.149015,-36.575969,0,13.579748,0.24,-2.63,8,8,0,
27/12/2009,03:31:02,-54.131124,-36.609225,0,4.787609,0.63,-2.87,6,6,0,
27/12/2009,03:25:02,-54.126329,-36.621164,0,3.812667,0.76,-3.5,5,5,0,
27/12/2009,03:19:08,-54.120711,-36.631885,0,9.003523,-0.24,-3.5,7,7,0,
27/12/2009,03:14:02,-54.116802,-36.642776,0,4.797681,-0.12,-3.26,5,5,0,
27/12/2009,03:06:04,-54.11252,-36.659968,0,5.32171,-0.43,-3.26,7,7,0,
27/12/2009,02:58:10,-54.110539,-36.675715,0,5.425686,0.15,-2.83,6,6,0,
27/12/2009,02:53:04,-54.108838,-36.684827,0,0.876667,-0.2,-2.98,5,5,0,
27/12/2009,02:46:05,-54.103676,-36.694823,0,0.116359,-0.25,-2.98,4,4,0,
27/12/2009,02:39:06,-54.100017,-36.707597,0,8.996698,0.25,-2.98,6,6,0,
27/12/2009,02:34:15,-54.0974,-36.715567,0,7.463884,-0.05,-3.23,5,6,0,
27/12/2009,02:29:19,-54.096047,-36.72369,0,11.733519,-0.53,-3.23,7,8,0,
27/12/2009,02:24:02,-54.094158,-36.731414,0,7.160899,0.76,-2.7,7,8,0,
27/12/2009,02:19:09,-54.090659,-36.738544,0,3.60217,-0.01,-3.46,7,8,0,
27/12/2009,02:14:01,-54.087639,-36.746847,0,5.351147,-0.72,-3.45,7,8,0,
27/12/2009,02:09:04,-54.085426,-36.755199,0,6.104954,0.34,-2.73,6,7,0,
27/12/2009,02:04:02,-54.084464,-36.763591,0,7.714361,0.39,-3.07,7,8,0,
27/12/2009,01:58:16,-54.084045,-36.772509,0,3.435354,-0.52,-3.46,6,7,0,
27/12/2009,01:44:02,-54.069614,-36.781818,0,12.135215,0.28,-2.94,7,8,0,
27/12/2009,01:39:16,-54.064038,-36.784187,0,7.931057,-0.11,-3.22,7,8,0,
27/12/2009,01:22:03,-54.044848,-36.792407,0,5.900707,-0.25,-3.11,5,6,0,
27/12/2009,01:07:07,-54.027273,-36.794711,0,8.691823,-0.06,-3.11,7,8,0,
27/12/2009,00:59:07,-54.01788,-36.796833,0,11.72164,-0.09,-3.05,6,7,0,
27/12/2009,00:53:04,-54.012231,-36.798289,0,6.397956,-0.11,-2.96,7,8,0,
27/12/2009,00:47:07,-54.005226,-36.795869,0,0.752463,-0.16,-2.85,4,5,0,
27/12/2009,00:29:03,-53.984292,-36.774686,0,8.616033,0.62,-2.85,7,8,0,
27/12/2009,00:22:09,-53.979657,-36.772142,0,5.894811,-0.39,-3.47,7,8,0,
27/12/2009,00:16:02,-53.972278,-36.768131,0,5.661675,0.37,-3.08,7,8,0,
27/12/2009,00:10:05,-53.964939,-36.765415,0,7.112432,-0.36,-3.45,6,7,0,
26/12/2009,23:20:04,-53.90796,-36.711882,0,6.777783,-0.05,-3.09,6,7,0,
26/12/2009,23:05:13,-53.892117,-36.694216,0,0.531797,-0.45,-3.04,4,4,0,
26/12/2009,22:22:55,-53.863388,-36.657474,0,1.108211,0.44,-3.04,4,4,0,
26/12/2009,22:04:02,-53.863536,-36.653866,0,15.255251,0.15,-3.04,7,8,0,
26/12/2009,21:57:02,-53.862474,-36.656135,0,0.149011,0.31,-3.19,4,4,0,
26/12/2009,21:51:03,-53.865065,-36.654485,0,3.763142,0.12,-3.19,7,7,0,
