Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites provided,Duplicates,Notes
20/12/2009,00:49:59,-54.10425,-37.66392,SFL00000417,WH8,0,6.953264,1.79,3.39,4,6,0,
20/12/2009,03:49:59,-54.104361,-37.662375,SFL00000417,WH8,0,0.709166,1.73,3.39,4,5,0,
20/12/2009,04:50:00,-54.104161,-37.662453,SFL00000417,WH8,0,3.606093,0.7,3.39,5,5,0,
20/12/2009,05:50:00,-54.104042,-37.662431,SFL00000417,WH8,0,7.407814,0.67,3.39,5,5,0,
20/12/2009,06:49:59,-54.104349,-37.662733,SFL00000417,WH8,0,0.56315,1.59,3.39,5,5,0,
20/12/2009,07:50:00,-54.104932,-37.663457,SFL00000417,WH8,0,0.622469,0.65,3.39,4,4,0,
20/12/2009,12:49:59,-54.104302,-37.666274,SFL00000417,WH8,0,0.473304,1.22,3.39,4,4,0,
20/12/2009,13:50:00,-54.104443,-37.665797,SFL00000417,WH8,0,6.260294,0.13,3.39,5,6,0,
20/12/2009,14:50:00,-54.104496,-37.665926,SFL00000417,WH8,0,4.188976,3.39,3.39,6,7,0,
20/12/2009,15:49:59,-54.10449,-37.665957,SFL00000417,WH8,0,0.345739,0.91,3.39,4,5,0,
20/12/2009,16:50:00,-54.104594,-37.666558,SFL00000417,WH8,0,6.940899,-0.21,3.18,7,8,0,
20/12/2009,17:50:00,-54.104704,-37.664883,SFL00000417,WH8,0,1.276095,0.05,3.18,5,6,0,
20/12/2009,18:49:59,-54.104658,-37.666664,SFL00000417,WH8,0,9.292704,0.81,3.99,8,8,0,
20/12/2009,19:50:00,-54.104539,-37.666357,SFL00000417,WH8,0,8.915335,-1.09,3.99,5,5,0,
20/12/2009,20:50:00,-54.104559,-37.666122,SFL00000417,WH8,0,0.243096,-1.18,3.99,5,5,0,
20/12/2009,21:49:59,-54.104628,-37.666535,SFL00000417,WH8,0,9.760668,-0.31,3.68,7,8,0,
20/12/2009,22:50:00,-54.104853,-37.666102,SFL00000417,WH8,0,8.679681,-1.08,2.6,6,7,0,
20/12/2009,23:50:00,-54.104743,-37.666452,SFL00000417,WH8,0,11.333816,-0.07,2.6,5,6,0,
21/12/2009,00:49:59,-54.104245,-37.666756,SFL00000417,WH8,0,4.968811,0.85,3.45,6,8,0,
21/12/2009,01:50:00,-54.104772,-37.666766,SFL00000417,WH8,0,3.597573,-1.05,2.4,6,8,0,
21/12/2009,02:50:00,-54.10457,-37.666803,SFL00000417,WH8,0,0.394256,-0.09,2.4,4,5,0,
21/12/2009,03:49:59,-54.104626,-37.666225,SFL00000417,WH8,0,18.050425,0.87,3.27,7,8,0,
21/12/2009,05:50:00,-54.104601,-37.66633,SFL00000417,WH8,0,9.225479,-1.12,2.15,7,7,0,
21/12/2009,06:49:59,-54.104036,-37.666169,SFL00000417,WH8,0,10.731622,0.88,2.15,5,5,0,
21/12/2009,09:49:59,-54.104489,-37.666647,SFL00000417,WH8,0,13.999976,0.61,2.76,8,8,0,
21/12/2009,10:50:00,-54.104565,-37.666375,SFL00000417,WH8,0,12.885122,-1.1,1.66,6,7,0,
21/12/2009,11:50:00,-54.104784,-37.66649,SFL00000417,WH8,0,1.563045,-0.11,1.55,6,7,0,
21/12/2009,12:49:59,-54.104533,-37.666708,SFL00000417,WH8,0,2.336681,0.9,2.45,7,8,0,
