Date,Time,No satellites used,Latitude,Longitude,Altitude,Clock offset,Accuracy indicator,Battery voltage
28/01/2012,10:27:18,2,0,0,0,9999.999,9999.999,4.12
28/01/2012,10:32:18,1,0,0,0,9999.999,9999.999,4.12
28/01/2012,10:37:18,4,-54.008793,-38.050908,0,9999.999,3.14602E-07,4.12
28/01/2012,10:42:18,4,-54.008129,-38.050632,0,2.535,4.61162E-07,4.12
28/01/2012,10:47:18,3,0,0,0,9999.999,9999.999,4.12
28/01/2012,10:52:18,5,-54.008353,-38.051532,31,9999.999,1.77139E-07,4.12
28/01/2012,10:57:18,3,0,0,0,9999.999,9999.999,4.1
28/01/2012,11:02:18,6,-54.008296,-38.051099,87,1.48,9.19254E-06,4.1
28/01/2012,11:07:16,4,-54.029811,-38.053977,0,0.355,5.46928E-07,4.1
28/01/2012,11:12:18,5,-54.007756,-38.051289,33,9999.999,7.99901E-07,4.1
28/01/2012,11:17:16,3,0,0,0,9999.999,9999.999,4.1
28/01/2012,11:22:16,3,0,0,0,9999.999,9999.999,4.1
28/01/2012,11:27:18,8,-54.008371,-38.051364,48,2.435,1.19254E-05,4.1
28/01/2012,11:32:18,5,-54.008105,-38.051503,37,9999.999,3.9578E-07,4.1
28/01/2012,11:37:18,6,-54.008287,-38.051619,39,2.38,8.51384E-07,4.1
28/01/2012,11:42:18,8,-54.008262,-38.051306,30,2.345,4.22564E-06,4.1
28/01/2012,11:47:18,6,-54.008037,-38.051136,6,2.365,4.45761E-06,4.1
28/01/2012,11:52:18,7,-54.007901,-38.051371,11,2.36,1.87029E-06,4.1
28/01/2012,11:57:18,6,-54.008039,-38.051236,19,2.325,1.45957E-06,4.1
28/01/2012,12:02:18,4,-54.008829,-38.051171,19,2.275,8.02254E-07,4.1
28/01/2012,12:07:18,4,-54.008086,-38.051752,19,2.235,5.25287E-07,4.1
28/01/2012,12:12:18,6,-54.008106,-38.051389,9,2.245,1.63587E-06,4.1
28/01/2012,12:17:18,4,-54.007706,-38.05185,9,2.275,1.56055E-07,4.1
28/01/2012,12:22:18,5,-54.008211,-38.051625,43,2.265,5.20098E-06,4.1
28/01/2012,12:27:18,6,-54.008056,-38.051621,-5,2.21,8.4241E-06,4.1
28/01/2012,12:32:18,6,-54.007574,-38.051869,-104,2.175,1.36682E-05,4.1
28/01/2012,12:37:18,5,-54.007927,-38.051327,-5,2.185,6.36833E-06,4.1
28/01/2012,12:42:18,2,0,0,0,9999.999,9999.999,4.1
28/01/2012,12:47:18,4,-54.007777,-38.051052,-5,2.21,4.70567E-07,4.1
28/01/2012,12:52:19,4,-54.000241,-38.046992,-5,9999.999,7.68835E-07,4.1
28/01/2012,12:57:18,5,-54.007869,-38.050479,-67,9999.999,7.65966E-07,4.1
28/01/2012,13:02:18,5,-54.008189,-38.051425,7,2.135,1.62245E-06,4.1
28/01/2012,13:07:18,6,-54.008088,-38.05171,38,2.085,5.20176E-06,4.1
28/01/2012,13:12:18,5,-54.008662,-38.05098,109,2.125,1.34266E-06,4.1
28/01/2012,13:17:18,6,-54.008946,-38.050461,170,2.22,6.12479E-06,4.1
28/01/2012,13:22:18,4,-54.00869,-38.049748,170,2.285,4.93749E-07,4.1
28/01/2012,13:27:18,3,0,0,0,9999.999,9999.999,4.1
28/01/2012,13:32:18,3,0,0,0,9999.999,9999.999,4.1
28/01/2012,13:37:18,5,-54.008477,-38.051243,75,2.185,3.63564E-07,4.1
28/01/2012,13:42:18,3,0,0,0,9999.999,9999.999,4.1
28/01/2012,13:47:18,4,-54.004784,-38.051092,75,2.06,3.40851E-07,4.1
28/01/2012,13:52:17,4,-54.007925,-38.051334,75,1.99,3.55163E-07,4.1
28/01/2012,13:57:17,10,-54.008023,-38.051041,9,9999.999,1.07383E-05,4.1
28/01/2012,14:02:17,5,-54.008119,-38.051417,55,0.935,5.90072E-07,4.1
28/01/2012,14:07:17,7,-54.007818,-38.051209,-4,9999.999,1.13649E-05,4.08
28/01/2012,14:12:17,6,-54.007884,-38.051464,42,0.925,1.97484E-06,4.08
28/01/2012,14:17:17,4,-54.007828,-38.051018,42,0.925,2.00893E-06,4.08
28/01/2012,14:22:17,5,-54.007791,-38.051538,63,0.92,1.03008E-06,4.08
28/01/2012,14:27:17,8,-54.008189,-38.050975,49,0.9,9.29365E-06,4.08
28/01/2012,14:32:16,2,0,0,0,9999.999,9999.999,4.08
28/01/2012,14:37:16,0,0,0,0,9999.999,9999.999,4.08
28/01/2012,14:42:16,0,0,0,0,9999.999,9999.999,4.1
28/01/2012,14:47:17,6,-54.007779,-38.051751,58,0.86,8.0035E-06,4.08
28/01/2012,14:52:17,6,-54.008192,-38.050741,86,0.8,2.17404E-06,4.08
28/01/2012,14:57:17,6,-54.007809,-38.051358,26,0.76,5.79808E-06,4.08
28/01/2012,15:02:17,6,-54.008056,-38.051279,79,0.75,3.4751E-06,4.08
28/01/2012,15:07:17,6,-54.008449,-38.050501,36,0.73,1.88119E-06,4.08
28/01/2012,15:12:17,6,-54.007654,-38.051546,57,0.735,3.27477E-06,4.08
28/01/2012,15:17:17,5,-54.008298,-38.051194,114,0.74,2.53099E-07,4.08
28/01/2012,15:22:16,3,0,0,0,9999.999,9999.999,4.08
28/01/2012,15:27:17,6,-54.007947,-38.051147,16,0.705,5.64032E-06,4.08
28/01/2012,15:32:17,5,-54.006697,-38.052734,12,0.75,7.46085E-07,4.08
28/01/2012,15:37:17,6,-54.008134,-38.050802,33,0.765,1.00276E-05,4.08
28/01/2012,15:42:17,5,-54.007254,-38.051965,65,0.7,6.51045E-07,4.08
28/01/2012,15:47:17,5,-54.006914,-38.051754,20,0.72,1.92286E-07,4.08
28/01/2012,15:52:17,6,-54.007734,-38.050942,11,0.725,1.17316E-06,4.08
28/01/2012,15:57:17,4,-54.007652,-38.051165,11,0.67,6.87953E-07,4.08
28/01/2012,16:02:17,6,-54.008247,-38.05113,67,0.605,5.21756E-06,4.08
28/01/2012,16:07:17,4,-54.008278,-38.051671,67,0.54,9.1655E-08,4.08
28/01/2012,16:12:16,2,0,0,0,9999.999,9999.999,4.08
28/01/2012,16:17:17,5,-54.007934,-38.050789,-9,0.545,3.86193E-07,4.08
28/01/2012,16:22:17,4,-54.007701,-38.050617,-9,0.605,2.04493E-07,4.08
28/01/2012,16:27:17,4,-54.008985,-38.050854,-9,0.595,9.46283E-07,4.08
28/01/2012,16:32:17,4,-54.008554,-38.051874,-9,0.485,5.12603E-07,4.08
28/01/2012,16:37:17,4,-54.009015,-38.052672,-9,9999.999,4.5393E-08,4.08
28/01/2012,16:42:17,4,-54.008196,-38.05136,-9,1.42,1.70674E-07,4.08
28/01/2012,16:47:17,4,-54.008134,-38.050717,-9,9999.999,5.5033E-08,4.08
28/01/2012,16:52:17,4,-54.008587,-38.051115,-9,1.525,1.7259E-06,4.08
28/01/2012,16:57:17,4,-54.008531,-38.051021,-9,9999.999,6.88911E-07,4.08
28/01/2012,17:02:17,0,0,0,0,9999.999,9999.999,4.08
28/01/2012,17:07:17,0,0,0,0,9999.999,9999.999,4.08
