Date,Time,No of satellites used,Latitude,Longitude,Altitude,Clock offset,Accuracy indicator,Battery indicator
13/01/2012,18:42:00,5,-53.744724,-38.09708,145,-14.945,9.79785E-07,4.02
13/01/2012,20:05:32,0,0,0,0,9999.999,9999.999,4.02
13/01/2012,20:16:48,0,0,0,0,9999.999,9999.999,4.02
13/01/2012,20:30:35,0,0,0,0,9999.999,9999.999,4.02
13/01/2012,20:52:54,0,0,0,0,9999.999,9999.999,4.02
13/01/2012,21:44:26,4,-53.761902,-38.09243,145,-15.33,9.02212E-07,4.02
13/01/2012,23:25:04,0,0,0,0,9999.999,9999.999,4.02
13/01/2012,23:35:45,0,0,0,0,9999.999,9999.999,4.02
14/01/2012,00:02:08,0,0,0,0,9999.999,9999.999,4.02
14/01/2012,01:12:13,5,-53.776089,-38.097744,46,9999.999,6.73456E-06,4.02
14/01/2012,01:22:42,0,0,0,0,9999.999,9999.999,4.02
14/01/2012,01:28:37,5,-53.775608,-38.097785,46,-16.8,2.61228E-06,4.02
14/01/2012,01:45:37,6,-53.775025,-38.097089,46,9999.999,1.67924E-05,4.02
14/01/2012,01:58:49,7,-53.773017,-38.097447,46,-16.015,9.45421E-06,4.02
14/01/2012,02:56:37,0,0,0,0,9999.999,9999.999,4.02
14/01/2012,03:32:40,0,0,0,0,9999.999,9999.999,4.02
14/01/2012,04:21:13,0,0,0,0,9999.999,9999.999,4.02
14/01/2012,04:51:22,0,0,0,0,9999.999,9999.999,4.02
14/01/2012,06:03:42,0,0,0,0,9999.999,9999.999,4.02
14/01/2012,06:24:42,0,0,0,0,9999.999,9999.999,4.02
14/01/2012,08:15:24,0,0,0,0,9999.999,9999.999,4
14/01/2012,08:28:26,0,0,0,0,9999.999,9999.999,4
14/01/2012,08:40:54,4,-53.272577,-34.709885,145,-15.3,3.59294E-07,4
14/01/2012,08:48:39,0,0,0,0,9999.999,9999.999,4
14/01/2012,08:59:33,6,-53.894859,-38.052728,46,9999.999,1.15711E-05,4
14/01/2012,09:19:59,7,-53.906213,-38.046966,46,-18.44,1.05442E-05,4
14/01/2012,09:33:03,0,0,0,0,9999.999,9999.999,4
14/01/2012,10:03:51,0,0,0,0,9999.999,9999.999,4
14/01/2012,10:29:57,6,-53.964921,-38.009091,46,9999.999,4.24629E-06,4
14/01/2012,11:06:58,7,-53.999023,-38.006593,5,-18.715,6.23058E-06,4
14/01/2012,12:02:16,9,-54.008732,-38.052357,22,9999.999,6.44445E-06,4
14/01/2012,12:07:16,8,-54.0086,-38.052095,11,-18.015,7.69094E-06,4
14/01/2012,12:12:16,8,-54.008484,-38.052031,-18,9999.999,1.13806E-05,4
14/01/2012,12:17:16,6,-54.008312,-38.052731,-1,-19.05,3.20355E-06,4
14/01/2012,12:22:16,5,-54.008122,-38.052133,-20,9999.999,1.21896E-06,4
14/01/2012,12:27:17,4,-54.005927,-38.054627,-20,-19.005,2.02281E-06,4
14/01/2012,12:32:15,3,0,0,0,9999.999,9999.999,4
14/01/2012,12:37:15,3,0,0,0,9999.999,9999.999,4
14/01/2012,12:42:16,4,-54.006445,-38.052263,-20,-19.045,1.34198E-07,4
14/01/2012,12:47:16,8,-54.008026,-38.052017,42,-19.19,9.58276E-06,4
14/01/2012,12:52:16,5,-54.008031,-38.04963,141,-19.265,1.05111E-05,4
14/01/2012,12:57:16,6,-54.007929,-38.051903,66,-19.24,2.63557E-06,4
14/01/2012,13:02:16,8,-54.007822,-38.05167,-33,-19.17,4.6983E-06,4
14/01/2012,13:07:16,8,-54.00789,-38.051664,8,-19.155,1.34057E-05,4
14/01/2012,13:12:16,8,-54.007772,-38.052072,16,-19.21,9.18182E-06,4
14/01/2012,13:17:16,6,-54.007791,-38.051982,25,-19.255,5.31516E-06,4
14/01/2012,13:22:16,7,-54.007869,-38.052002,-26,-19.25,5.4962E-06,4
14/01/2012,13:27:16,8,-54.007668,-38.051734,-16,-19.24,1.26274E-05,4
14/01/2012,13:32:16,5,-54.007167,-38.050562,83,-19.225,2.95013E-06,4
14/01/2012,13:37:15,3,0,0,0,9999.999,9999.999,3.98
14/01/2012,13:42:15,3,0,0,0,9999.999,9999.999,3.98
14/01/2012,13:47:15,2,0,0,0,9999.999,9999.999,3.98
14/01/2012,13:52:15,2,0,0,0,9999.999,9999.999,3.98
14/01/2012,13:57:16,5,-54.007596,-38.051704,-16,-19.27,7.02758E-06,3.98
14/01/2012,14:02:16,4,-54.006661,-38.050581,-16,-19.355,4.42147E-07,3.98
14/01/2012,14:07:15,1,0,0,0,9999.999,9999.999,3.98
14/01/2012,14:12:15,3,0,0,0,9999.999,9999.999,3.98
14/01/2012,14:17:16,4,-54.008653,-38.048925,-16,-19.285,3.5103E-07,3.98
14/01/2012,14:22:16,4,-54.010106,-38.047236,-16,-19.06,3.60976E-07,3.98
14/01/2012,14:27:16,5,-54.008329,-38.051214,83,9999.999,6.81222E-06,3.98
14/01/2012,14:32:15,2,0,0,0,9999.999,9999.999,3.98
14/01/2012,14:37:16,5,-54.007745,-38.051693,-16,-19.41,2.2701E-06,3.98
14/01/2012,14:42:16,5,-54.007552,-38.051698,13,-19.64,9.58801E-07,3.98
14/01/2012,14:47:15,3,0,0,0,9999.999,9999.999,3.98
14/01/2012,14:52:16,6,-54.007326,-38.052513,63,9999.999,6.24885E-06,3.98
14/01/2012,14:57:16,4,-54.005959,-38.052829,13,-18.53,2.74982E-07,3.98
14/01/2012,15:02:16,5,-54.007137,-38.053114,57,9999.999,4.78035E-07,3.98
14/01/2012,15:07:16,1,0,0,0,9999.999,9999.999,3.98
14/01/2012,15:12:16,4,-54.005611,-38.057251,57,-18.705,1.19167E-06,3.98
14/01/2012,15:17:16,6,-54.007201,-38.053394,-42,-18.83,1.1217E-05,3.98
14/01/2012,15:22:16,5,-54.007239,-38.053068,57,-18.715,1.0452E-05,3.98
14/01/2012,15:27:16,5,-54.006944,-38.052979,-42,-18.595,1.80093E-06,3.98
14/01/2012,15:32:16,5,-54.007049,-38.053159,12,-18.605,5.72485E-07,3.98
14/01/2012,15:37:16,5,-54.007042,-38.053111,-87,-18.69,1.24314E-05,3.98
14/01/2012,15:42:16,4,-54.007124,-38.052556,-87,-18.775,2.04221E-07,3.98
14/01/2012,15:47:16,6,-54.007604,-38.052683,12,-18.795,8.49792E-06,3.98
14/01/2012,15:52:16,4,-54.006493,-38.050706,12,-18.73,5.8226E-07,3.98
14/01/2012,15:57:16,4,-54.005757,-38.051997,12,-18.66,4.33921E-07,3.98
14/01/2012,16:02:16,5,-54.007548,-38.05244,89,-18.685,3.78936E-07,3.98
14/01/2012,16:07:16,5,-54.007229,-38.052862,31,-18.795,3.74114E-07,3.98
14/01/2012,16:12:16,5,-54.007334,-38.052539,11,-18.845,5.42506E-07,3.98
14/01/2012,16:17:16,6,-54.006171,-38.051738,-88,-18.775,9.35581E-06,3.98
14/01/2012,16:22:16,5,-54.007357,-38.052914,1,-18.755,1.29624E-07,3.98
14/01/2012,16:27:16,7,-54.007275,-38.052716,-4,-18.835,1.24277E-05,3.98
14/01/2012,16:32:16,6,-54.007642,-38.052986,50,-18.91,6.52778E-06,3.98
14/01/2012,16:37:16,5,-54.007553,-38.05265,88,-18.95,8.22799E-07,3.98
14/01/2012,16:42:16,4,-54.006832,-38.052296,88,-18.91,2.56974E-07,3.98
14/01/2012,16:47:16,4,-54.007763,-38.052745,88,-18.885,3.14592E-07,3.98
14/01/2012,16:52:16,5,-54.007199,-38.052556,51,-18.94,6.87943E-07,3.98
14/01/2012,16:57:15,5,-54.008164,-38.053372,148,-19.025,9.47318E-06,3.98
14/01/2012,17:02:15,5,-54.007887,-38.053465,49,9999.999,8.62611E-06,3.98
14/01/2012,17:07:15,4,-54.007927,-38.053034,148,-20.05,7.3356E-07,3.98
14/01/2012,17:12:15,4,-54.007803,-38.052906,148,9999.999,5.11633E-07,3.98
14/01/2012,17:17:16,5,-54.007173,-38.052786,74,-20.03,1.49873E-07,3.98
14/01/2012,17:22:15,6,-54.007404,-38.053015,80,-20.005,4.63586E-06,3.98
14/01/2012,17:27:15,4,-54.007124,-38.053159,80,-20.015,5.66137E-07,3.98
14/01/2012,17:32:14,3,0,0,0,9999.999,9999.999,3.96
14/01/2012,17:37:16,4,-54.00687,-38.051797,80,-19.985,2.22464E-07,3.98
14/01/2012,17:42:15,3,0,0,0,9999.999,9999.999,3.96
14/01/2012,17:47:15,3,0,0,0,9999.999,9999.999,3.96
14/01/2012,17:52:15,4,-54.008029,-38.05288,80,9999.999,2.29386E-07,3.96
14/01/2012,17:57:15,0,0,0,0,9999.999,9999.999,3.96
14/01/2012,18:02:15,6,-54.007545,-38.052302,106,-19.135,5.10531E-07,3.96
14/01/2012,18:07:15,0,0,0,0,9999.999,9999.999,3.96
14/01/2012,18:12:15,0,0,0,0,9999.999,9999.999,3.96
14/01/2012,18:17:15,0,0,0,0,9999.999,9999.999,3.96
