Date,Time,No satellites used,Latitude,Longitude,Altitude,Clock offset,Accuracy indicator,Battery voltage
06/01/2012,12:17:04,0,0,0,0,9999.999,9999.999,4.1
06/01/2012,12:22:04,0,0,0,0,9999.999,9999.999,4.1
06/01/2012,12:27:04,0,0,0,0,9999.999,9999.999,4.1
06/01/2012,12:32:04,1,0,0,0,9999.999,9999.999,4.1
06/01/2012,12:37:04,7,-54.008271,-38.050908,45,9999.999,6.11453E-06,4.1
06/01/2012,12:42:04,4,-54.008217,-38.050187,45,-5.965,1.29817E-06,4.1
06/01/2012,12:47:04,5,-54.008183,-38.052631,-54,-5.985,5.20136E-06,4.1
06/01/2012,12:52:04,6,-54.008503,-38.050922,-16,-5.985,4.27934E-06,4.1
06/01/2012,12:57:03,5,-54.008735,-38.051508,49,-6.005,4.48148E-07,4.1
06/01/2012,13:02:09,0,0,0,0,9999.999,9999.999,4.1
06/01/2012,13:07:09,6,-54.008785,-38.052638,26,9999.999,5.39633E-06,4.1
06/01/2012,13:12:09,6,-54.008685,-38.052499,38,-7.065,6.27665E-06,4.1
06/01/2012,13:17:09,5,-54.008555,-38.052314,20,9999.999,7.32337E-07,4.1
06/01/2012,13:22:08,3,0,0,0,9999.999,9999.999,4.1
06/01/2012,13:27:09,7,-54.008829,-38.052951,14,-7.095,1.13505E-05,4.1
06/01/2012,13:32:09,6,-54.008574,-38.052411,85,-7.12,8.88913E-06,4.1
06/01/2012,13:37:09,5,-54.007948,-38.052387,115,-7.15,1.1634E-06,4.1
06/01/2012,13:42:09,5,-54.008016,-38.052986,112,-7.185,3.37553E-07,4.1
06/01/2012,13:47:09,5,-54.008647,-38.052324,17,-7.175,3.9292E-06,4.1
06/01/2012,13:52:08,3,0,0,0,9999.999,9999.999,4.1
06/01/2012,13:57:08,3,0,0,0,9999.999,9999.999,4.1
06/01/2012,14:02:08,3,0,0,0,9999.999,9999.999,4.1
06/01/2012,14:07:08,0,0,0,0,9999.999,9999.999,4.1
06/01/2012,14:12:08,0,0,0,0,9999.999,9999.999,4.1
06/01/2012,14:17:08,2,0,0,0,9999.999,9999.999,4.1
06/01/2012,14:22:08,3,0,0,0,9999.999,9999.999,4.1
06/01/2012,14:27:08,1,0,0,0,9999.999,9999.999,4.1
06/01/2012,14:32:08,2,0,0,0,9999.999,9999.999,4.1
06/01/2012,14:37:08,0,0,0,0,9999.999,9999.999,4.1
06/01/2012,14:42:08,0,0,0,0,9999.999,9999.999,4.1
06/01/2012,14:47:08,0,0,0,0,9999.999,9999.999,4.1
06/01/2012,14:52:08,0,0,0,0,9999.999,9999.999,4.1
06/01/2012,14:57:09,4,-54.008715,-38.052072,17,-7.28,2.46026E-07,4.1
06/01/2012,15:02:08,3,0,0,0,9999.999,9999.999,4.1
06/01/2012,15:07:08,3,0,0,0,9999.999,9999.999,4.1
06/01/2012,15:12:09,5,-54.008687,-38.052743,4,-7.5,1.32814E-06,4.1
06/01/2012,15:17:09,4,-54.008213,-38.052171,4,-7.585,8.47051E-07,4.1
06/01/2012,15:22:08,0,0,0,0,9999.999,9999.999,4.1
06/01/2012,15:27:08,0,0,0,0,9999.999,9999.999,4.1
06/01/2012,15:32:08,0,0,0,0,9999.999,9999.999,4.08
06/01/2012,15:37:08,0,0,0,0,9999.999,9999.999,4.08
06/01/2012,15:42:09,5,-54.008527,-38.052209,23,9999.999,2.0136E-07,4.1
06/01/2012,15:47:09,6,-54.008688,-38.052286,31,-6.58,1.74681E-06,4.08
06/01/2012,15:52:09,4,-54.008548,-38.052721,4,9999.999,4.38701E-07,4.08
06/01/2012,15:57:09,5,-54.008396,-38.052488,-77,-6.59,5.57172E-07,4.08
06/01/2012,16:02:09,4,-54.008166,-38.052715,-77,-6.63,5.09923E-07,4.08
06/01/2012,16:07:09,6,-54.008653,-38.052364,22,-6.665,4.5572E-06,4.08
06/01/2012,16:12:09,5,-54.008392,-38.052661,-77,-6.67,1.00369E-06,4.08
06/01/2012,16:17:09,5,-54.008672,-38.052744,-15,-6.66,2.43709E-07,4.08
06/01/2012,16:22:09,6,-54.008526,-38.052661,-15,-6.66,5.46876E-07,4.08
06/01/2012,16:27:09,4,-54.008575,-38.052585,-15,-6.68,1.23567E-06,4.08
06/01/2012,16:32:09,5,-54.008566,-38.052817,-6,-6.715,1.14195E-06,4.08
06/01/2012,16:37:09,4,-54.008955,-38.052562,-6,-6.745,7.56056E-07,4.08
06/01/2012,16:42:09,4,-54.008644,-38.052594,-6,-6.755,1.26262E-06,4.08
06/01/2012,16:47:09,3,0,0,0,9999.999,9999.999,4.08
06/01/2012,16:52:09,4,-54.008543,-38.05277,-6,-6.77,1.49827E-06,4.08
06/01/2012,16:57:09,4,-54.008336,-38.052079,-6,-6.785,2.74544E-07,4.08
06/01/2012,17:02:09,4,-54.00843,-38.053251,-6,-6.815,1.21029E-06,4.08
06/01/2012,17:07:09,6,-54.008968,-38.052571,56,-6.89,1.24036E-05,4.1
06/01/2012,17:12:09,5,-54.00904,-38.051897,155,-6.97,1.83769E-06,4.1
06/01/2012,17:17:09,6,-54.008596,-38.052499,57,-6.96,8.69302E-06,4.1
06/01/2012,17:22:09,5,-54.008915,-38.052004,91,-6.91,9.48845E-07,4.1
06/01/2012,17:27:09,6,-54.008763,-38.052913,41,-6.915,1.04115E-05,4.08
06/01/2012,17:32:09,2,0,0,0,9999.999,9999.999,4.08
06/01/2012,17:37:09,4,-54.007755,-38.052629,41,-6.925,1.00902E-06,4.08
06/01/2012,17:42:09,4,-54.007916,-38.052091,41,-6.91,3.20472E-07,4.08
06/01/2012,17:47:09,4,-54.008444,-38.052588,41,-6.925,1.22759E-06,4.08
06/01/2012,17:52:09,5,-54.00833,-38.052672,80,-6.985,2.31386E-06,4.08
