Date,Time,No of satellites,Latitude,Longitude,Altitude,Clock offset,Accuracy indicator,Battery voltage
23/02/2012,09:53:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,09:58:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,10:03:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,10:08:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,10:13:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,10:18:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,10:23:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,10:28:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,10:33:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,10:38:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,10:43:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,10:48:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,10:53:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,10:58:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,11:03:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,11:08:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,11:13:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,11:18:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,11:23:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,11:28:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,11:33:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,11:38:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,11:43:53,0,0,0,0,9999.999,9999.999,3.94
23/02/2012,11:48:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,11:53:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,11:58:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,12:03:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,12:08:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,12:13:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,12:18:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,12:23:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,12:28:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,12:33:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,12:38:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,12:43:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,12:48:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,12:53:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,12:58:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,13:03:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,13:08:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,13:13:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,13:18:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,13:23:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,13:28:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,13:33:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,13:38:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,13:43:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,13:48:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,13:53:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,13:58:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,14:03:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,14:08:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,14:13:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,14:18:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,14:23:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,14:28:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,14:33:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,14:38:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,14:43:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,14:48:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,14:53:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,14:58:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,15:03:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,15:08:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,15:13:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,15:18:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,15:23:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,15:28:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,15:33:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,15:38:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,15:43:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,15:48:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,15:53:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,15:58:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,16:03:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,16:08:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,16:13:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,16:18:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,16:23:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,16:28:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,16:33:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,16:38:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,16:43:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,16:48:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,16:53:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,16:58:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,17:03:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,17:08:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,17:13:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,17:18:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,17:23:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,17:28:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,17:33:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,17:38:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,17:43:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,17:48:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,17:53:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,17:58:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,18:03:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,18:08:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,18:13:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,18:18:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,18:23:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,18:28:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,18:33:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,18:38:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,18:43:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,18:48:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,18:53:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,18:58:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,19:03:53,0,0,0,0,9999.999,9999.999,3.92
23/02/2012,19:08:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,19:13:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,19:18:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,19:23:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,19:28:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,19:33:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,19:38:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,19:43:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,19:48:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,19:53:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,19:58:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,20:03:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,20:08:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,20:13:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,20:18:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,20:23:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,20:28:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,20:33:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,20:38:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,20:43:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,20:48:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,20:53:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,20:58:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,21:03:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,21:08:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,21:13:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,21:18:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,21:23:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,21:28:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,21:33:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,21:38:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,21:43:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,21:48:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,21:53:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,21:58:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,22:03:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,22:08:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,22:13:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,22:18:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,22:23:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,22:28:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,22:33:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,22:38:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,22:43:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,22:48:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,22:53:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,22:58:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,23:03:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,23:08:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,23:13:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,23:18:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,23:23:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,23:28:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,23:33:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,23:38:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,23:43:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,23:48:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,23:53:53,0,0,0,0,9999.999,9999.999,3.9
23/02/2012,23:58:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,00:03:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,00:08:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,00:13:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,00:18:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,00:23:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,00:28:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,00:33:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,00:38:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,00:43:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,00:48:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,00:53:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,00:58:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,01:03:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,01:08:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,01:13:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,01:18:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,01:23:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,01:28:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,01:33:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,01:38:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,01:43:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,01:48:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,01:53:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,01:58:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,02:03:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,02:08:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,02:13:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,02:18:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,02:23:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,02:28:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,02:33:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,02:38:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,02:43:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,02:48:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,02:53:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,02:58:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,03:03:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,03:08:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,03:13:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,03:18:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,03:23:53,0,0,0,0,9999.999,9999.999,3.9
24/02/2012,03:28:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,03:33:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,03:38:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,03:43:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,03:48:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,03:53:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,03:58:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,04:03:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,04:08:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,04:13:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,04:18:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,04:23:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,04:28:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,04:33:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,04:38:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,04:43:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,04:48:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,04:53:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,04:58:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,05:03:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,05:08:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,05:13:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,05:18:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,05:23:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,05:28:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,05:33:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,05:38:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,05:43:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,05:48:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,05:53:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,05:58:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,06:03:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,06:08:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,06:13:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,06:18:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,06:23:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,06:28:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,06:33:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,06:38:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,06:43:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,06:48:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,06:53:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,06:58:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,07:03:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,07:08:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,07:13:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,07:18:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,07:23:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,07:28:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,07:33:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,07:38:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,07:43:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,07:48:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,07:53:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,07:58:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,08:03:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,08:08:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,08:13:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,08:18:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,08:23:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,08:28:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,08:33:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,08:38:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,08:43:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,08:48:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,08:53:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,08:58:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,09:03:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,09:08:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,09:13:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,09:18:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,09:23:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,09:28:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,09:33:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,09:38:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,09:43:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,09:48:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,09:53:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,09:58:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,10:03:53,0,0,0,0,9999.999,9999.999,3.88
24/02/2012,10:08:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,10:13:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,10:18:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,10:23:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,10:28:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,10:33:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,10:38:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,10:43:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,10:48:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,10:53:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,10:58:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,11:03:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,11:08:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,11:13:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,11:18:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,11:23:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,11:28:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,11:33:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,11:38:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,11:43:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,11:48:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,11:53:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,11:58:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,12:03:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,12:08:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,12:13:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,12:18:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,12:23:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,12:28:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,12:33:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,12:38:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,12:43:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,12:48:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,12:53:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,12:58:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,13:03:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,13:08:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,13:13:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,13:18:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,13:23:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,13:28:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,13:33:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,13:38:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,13:43:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,13:48:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,13:53:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,13:58:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,14:03:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,14:08:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,14:13:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,14:18:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,14:23:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,14:28:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,14:33:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,14:38:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,14:43:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,14:48:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,14:53:53,1,0,0,0,9999.999,9999.999,3.86
24/02/2012,14:58:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,15:03:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,15:08:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,15:13:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,15:19:46,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,15:25:28,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,15:32:45,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,15:39:28,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,15:45:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,15:51:03,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,15:56:39,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,16:01:39,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,16:07:28,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,16:13:03,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,16:18:45,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,16:26:04,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,16:31:19,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,16:36:19,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,16:43:28,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,16:50:06,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,17:00:49,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,17:06:48,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,17:12:21,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,17:18:38,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,17:24:28,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,17:29:31,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,17:35:27,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,17:43:00,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,17:48:00,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,17:54:52,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,18:10:02,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,18:15:10,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,18:28:40,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,18:39:55,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,18:47:52,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,18:59:38,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,19:20:07,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,19:25:41,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,19:32:53,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,19:47:27,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,20:03:05,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,20:08:44,0,0,0,0,9999.999,9999.999,3.83
24/02/2012,20:18:58,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,20:32:56,0,0,0,0,9999.999,9999.999,3.83
24/02/2012,20:42:20,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,20:49:52,0,0,0,0,9999.999,9999.999,3.83
24/02/2012,21:04:06,0,0,0,0,9999.999,9999.999,3.83
24/02/2012,21:11:46,0,0,0,0,9999.999,9999.999,3.86
24/02/2012,21:17:11,0,0,0,0,9999.999,9999.999,3.83
