Date,Time,No satellites used,Latitude,Longitude,Altitude,Clock offset,Accuracy indicator,Battery voltage
17/01/2012,10:46:46,3,0,0,0,9999.999,9999.999,4.1
17/01/2012,10:51:46,0,0,0,0,9999.999,9999.999,4.1
17/01/2012,10:56:46,1,0,0,0,9999.999,9999.999,4.1
17/01/2012,11:01:46,1,0,0,0,9999.999,9999.999,4.1
17/01/2012,11:06:46,2,0,0,0,9999.999,9999.999,4.1
17/01/2012,11:11:46,3,0,0,0,9999.999,9999.999,4.1
17/01/2012,11:16:46,3,0,0,0,9999.999,9999.999,4.1
17/01/2012,11:21:46,4,-54.012612,-38.051628,100,9999.999,7.98519E-07,4.1
17/01/2012,11:26:46,8,-54.008559,-38.051556,36,1.905,4.11968E-06,4.1
17/01/2012,11:45:44,0,0,0,0,9999.999,9999.999,4.1
17/01/2012,12:06:15,2,0,0,0,9999.999,9999.999,4.1
17/01/2012,12:11:40,0,0,0,0,9999.999,9999.999,4.1
17/01/2012,12:19:40,0,0,0,0,9999.999,9999.999,4.1
17/01/2012,12:40:11,5,-53.989048,-38.131949,1,9999.999,6.75831E-07,4.1
17/01/2012,12:59:33,5,-53.972444,-38.152526,12,9999.999,1.04202E-06,4.1
17/01/2012,14:10:12,0,0,0,0,9999.999,9999.999,4.1
17/01/2012,15:00:57,0,0,0,0,9999.999,9999.999,4.1
17/01/2012,17:28:35,0,0,0,0,9999.999,9999.999,4.1
17/01/2012,17:34:26,0,0,0,0,9999.999,9999.999,4.1
17/01/2012,19:29:20,0,0,0,0,9999.999,9999.999,4.1
17/01/2012,19:37:29,0,0,0,0,9999.999,9999.999,4.1
17/01/2012,22:21:28,0,0,0,0,9999.999,9999.999,4.1
17/01/2012,22:49:33,4,-53.735543,-38.632895,12,9999.999,6.33276E-07,4.1
17/01/2012,23:09:03,0,0,0,0,9999.999,9999.999,4.1
17/01/2012,23:29:19,4,-53.734155,-38.632594,12,0.35,1.31323E-06,4.1
17/01/2012,23:58:08,6,-53.732093,-38.629634,-16,9999.999,7.68584E-07,4.1
18/01/2012,00:54:11,10,-53.721061,-38.65379,-44,1.38,1.51453E-05,4.1
18/01/2012,01:23:16,3,0,0,0,9999.999,9999.999,4.1
18/01/2012,05:37:07,0,0,0,0,9999.999,9999.999,4.1
