Date,Time,No satellites used,Latitude,Longitude,Altitude,Clock offset,Accuracy indicator,Battery voltage
19/01/2012,14:40:37,3,0,0,0,9999.999,9999.999,4.12
19/01/2012,14:45:37,1,0,0,0,9999.999,9999.999,4.12
19/01/2012,14:50:37,1,0,0,0,9999.999,9999.999,4.12
19/01/2012,14:55:37,3,0,0,0,9999.999,9999.999,4.12
19/01/2012,15:00:37,1,0,0,0,9999.999,9999.999,4.12
19/01/2012,15:05:37,4,-54.008579,-38.051791,0,9999.999,3.3654E-07,4.12
19/01/2012,15:10:37,3,0,0,0,9999.999,9999.999,4.12
19/01/2012,15:15:37,8,-54.008284,-38.051136,42,-5.705,1.66996E-05,4.12
19/01/2012,15:20:37,10,-54.008004,-38.051461,21,-5.73,1.4806E-05,4.12
19/01/2012,15:25:37,4,-54.008226,-38.051867,21,-5.775,1.26629E-06,4.12
19/01/2012,15:30:37,3,0,0,0,9999.999,9999.999,4.1
19/01/2012,15:35:37,5,-54.008298,-38.052079,57,-5.795,8.56824E-07,4.1
19/01/2012,15:40:37,5,-54.00931,-38.051554,156,-5.82,1.56411E-06,4.1
19/01/2012,15:45:37,8,-54.008865,-38.052311,57,-5.865,1.36532E-05,4.1
19/01/2012,15:50:54,7,-54.009192,-38.052846,-24,9999.999,7.18062E-06,4.12
19/01/2012,15:56:26,0,0,0,0,9999.999,9999.999,4.12
19/01/2012,16:01:33,0,0,0,0,9999.999,9999.999,4.12
19/01/2012,16:06:33,5,-54.010036,-38.052331,61,9999.999,7.83161E-07,4.12
19/01/2012,16:11:33,5,-54.009896,-38.052295,-38,-5.78,1.79384E-06,4.12
19/01/2012,16:16:46,4,-54.007967,-38.057054,-38,9999.999,6.07513E-07,4.12
19/01/2012,16:21:45,6,-54.010319,-38.052202,61,9999.999,3.54469E-06,4.12
19/01/2012,16:26:45,3,0,0,0,9999.999,9999.999,4.12
19/01/2012,16:31:44,5,-54.009862,-38.05252,49,-5.985,1.20069E-07,4.12
19/01/2012,16:36:45,3,0,0,0,9999.999,9999.999,4.1
19/01/2012,16:41:45,3,0,0,0,9999.999,9999.999,4.1
19/01/2012,16:46:45,2,0,0,0,9999.999,9999.999,4.1
19/01/2012,16:51:45,0,0,0,0,9999.999,9999.999,4.1
19/01/2012,16:56:45,1,0,0,0,9999.999,9999.999,4.1
19/01/2012,17:01:45,1,0,0,0,9999.999,9999.999,4.1
19/01/2012,17:06:45,0,0,0,0,9999.999,9999.999,4.1
19/01/2012,17:11:45,2,0,0,0,9999.999,9999.999,4.1
19/01/2012,17:16:45,1,0,0,0,9999.999,9999.999,4.1
19/01/2012,17:21:44,5,-54.010185,-38.052209,31,-6.16,4.98033E-07,4.1
19/01/2012,17:26:44,4,-54.010457,-38.052117,31,9999.999,3.38287E-07,4.1
19/01/2012,17:31:44,5,-54.009814,-38.05249,-47,-7.13,5.28244E-07,4.1
19/01/2012,17:36:44,4,-54.009969,-38.052226,31,9999.999,1.28667E-06,4.1
19/01/2012,17:41:44,5,-54.009991,-38.052321,27,-7.16,1.53168E-06,4.1
19/01/2012,17:46:44,4,-54.011353,-38.050686,27,-7.225,3.0693E-06,4.1
19/01/2012,17:51:44,4,-54.012132,-38.049707,27,-7.32,3.37441E-06,4.1
19/01/2012,17:56:44,6,-54.010127,-38.052362,8,-7.34,1.2967E-06,4.1
19/01/2012,18:01:43,3,0,0,0,9999.999,9999.999,4.1
19/01/2012,18:06:44,6,-54.009736,-38.052739,68,-7.26,6.62398E-06,4.1
19/01/2012,18:11:44,6,-54.009857,-38.052465,47,-7.21,3.04458E-06,4.1
19/01/2012,18:16:44,5,-54.010036,-38.052481,45,-7.25,1.65559E-06,4.1
19/01/2012,18:21:44,6,-54.009894,-38.052415,64,-7.315,6.03109E-06,4.1
19/01/2012,18:26:44,4,-54.010014,-38.052794,64,-7.34,7.07989E-07,4.1
19/01/2012,18:31:44,5,-54.009867,-38.052417,88,-7.335,1.55132E-06,4.1
19/01/2012,18:36:44,5,-54.009898,-38.052371,92,-7.34,8.95897E-07,4.1
19/01/2012,18:41:44,5,-54.009861,-38.052566,108,-7.365,1.1166E-06,4.1
19/01/2012,18:46:44,6,-54.010019,-38.05212,56,-7.405,8.40256E-06,4.1
19/01/2012,18:51:44,5,-54.010278,-38.052655,56,-7.435,3.45642E-07,4.1
19/01/2012,18:56:44,5,-54.009751,-38.051867,-43,-7.435,7.40289E-06,4.1
19/01/2012,19:01:44,4,-54.011117,-38.054349,-43,-7.4,6.4796E-07,4.1
19/01/2012,19:06:44,6,-54.009841,-38.05189,-12,-7.4,2.57258E-06,4.1
19/01/2012,19:11:43,3,0,0,0,9999.999,9999.999,4.1
19/01/2012,19:16:43,2,0,0,0,9999.999,9999.999,4.1
19/01/2012,19:21:44,4,-54.009653,-38.052277,-12,-7.525,4.82166E-07,4.1
19/01/2012,19:26:44,4,-54.009759,-38.052781,-12,9999.999,4.46876E-07,4.1
19/01/2012,19:31:44,4,-54.009637,-38.052349,-12,-6.62,2.89168E-07,4.1
19/01/2012,19:36:44,0,0,0,0,9999.999,9999.999,4.1
19/01/2012,19:41:44,0,0,0,0,9999.999,9999.999,4.1
19/01/2012,19:46:44,5,-54.010077,-38.052288,10,9999.999,2.08907E-07,4.1
19/01/2012,19:51:44,4,-54.009725,-38.051973,10,-6.61,7.25749E-07,4.1
19/01/2012,19:56:44,3,0,0,0,9999.999,9999.999,4.1
19/01/2012,20:01:44,4,-54.010386,-38.051721,10,-6.6,1.15816E-06,4.1
19/01/2012,20:06:44,4,-54.009814,-38.052088,10,-6.635,2.18278E-07,4.1
19/01/2012,20:11:44,6,-54.010103,-38.05219,9,-6.695,9.53304E-06,4.08
19/01/2012,20:16:44,5,-54.009155,-38.05287,-90,-6.75,1.10055E-06,4.1
19/01/2012,20:21:44,6,-54.008474,-38.052875,-185,-6.795,4.64683E-06,4.1
19/01/2012,20:26:44,5,-54.009113,-38.052861,-172,-6.845,2.43784E-07,4.1
19/01/2012,20:31:44,3,0,0,0,9999.999,9999.999,4.1
19/01/2012,20:36:44,4,-54.008603,-38.052235,-172,-6.895,2.84589E-07,4.1
19/01/2012,20:41:44,8,-54.009586,-38.052864,-73,-6.89,5.96417E-06,4.1
19/01/2012,20:46:44,7,-54.009967,-38.052244,-17,-6.815,8.15532E-06,4.1
19/01/2012,20:51:44,8,-54.009905,-38.052316,8,-6.775,1.44659E-06,4.1
19/01/2012,20:56:44,6,-54.009382,-38.052149,-91,-6.825,1.4839E-06,4.1
19/01/2012,21:01:44,6,-54.01,-38.05252,8,-6.885,4.1127E-06,4.1
19/01/2012,21:06:44,5,-54.009662,-38.052306,0,-6.89,3.81764E-07,4.1
19/01/2012,21:11:44,6,-54.009743,-38.052059,-12,-6.855,2.66085E-06,4.1
19/01/2012,21:16:44,7,-54.009804,-38.052191,26,-6.855,3.64985E-06,4.1
19/01/2012,21:21:44,7,-54.010073,-38.052311,11,-6.915,5.46755E-06,4.1
19/01/2012,21:26:44,8,-54.010104,-38.052233,64,-6.96,5.58225E-06,4.1
19/01/2012,21:31:44,3,0,0,0,9999.999,9999.999,4.1
19/01/2012,21:36:43,5,-54.010739,-38.053429,3,-7.025,6.70755E-07,4.1
19/01/2012,21:41:43,0,0,0,0,9999.999,9999.999,4.1
19/01/2012,21:46:44,7,-54.009856,-38.05223,-27,9999.999,5.89723E-06,4.1
19/01/2012,21:51:45,7,-54.010641,-38.052205,34,-7.99,6.57019E-06,4.1
