Date,Time,No satellites used,Latitude,Longitude,Altitude,Clock offset,Accuracy indicator,Battery voltage
21/02/2012,13:45:15,3,0,0,0,9999.999,9999.999,4.12
21/02/2012,13:50:16,5,-54.008086,-38.051071,99,9999.999,1.17387E-06,4.12
21/02/2012,13:55:15,2,0,0,0,9999.999,9999.999,4.12
21/02/2012,14:00:15,1,0,0,0,9999.999,9999.999,4.12
21/02/2012,14:05:15,1,0,0,0,9999.999,9999.999,4.12
21/02/2012,14:10:15,1,0,0,0,9999.999,9999.999,4.12
21/02/2012,14:15:15,4,-54.008143,-38.051569,0,-8.005,1.06452E-06,4.12
21/02/2012,14:20:15,4,-54.007784,-38.051179,0,9999.999,1.06662E-06,4.12
21/02/2012,14:25:14,3,0,0,0,9999.999,9999.999,4.12
21/02/2012,14:30:14,2,0,0,0,9999.999,9999.999,4.12
21/02/2012,14:35:14,0,0,0,0,9999.999,9999.999,4.12
21/02/2012,14:40:14,3,0,0,0,9999.999,9999.999,4.12
21/02/2012,14:45:15,5,-54.008727,-38.051469,28,-8.12,2.5331E-07,4.12
21/02/2012,14:50:15,5,-54.008582,-38.05204,87,-8.25,1.49979E-07,4.12
21/02/2012,14:55:15,5,-54.00816,-38.051676,43,-8.285,5.07614E-07,4.12
21/02/2012,15:00:16,4,-54.003516,-38.044126,43,9999.999,1.43793E-07,4.12
21/02/2012,15:05:15,5,-54.008385,-38.051717,1,9999.999,1.61815E-06,4.12
21/02/2012,15:10:15,4,-54.009087,-38.052179,1,-8.2,2.91288E-07,4.12
21/02/2012,15:15:14,2,0,0,0,9999.999,9999.999,4.1
21/02/2012,15:20:15,4,-54.008448,-38.05194,1,-8.18,1.37233E-07,4.1
21/02/2012,15:25:15,4,-54.008246,-38.051757,1,-8.265,1.11703E-06,4.1
21/02/2012,15:30:14,3,0,0,0,9999.999,9999.999,4.1
21/02/2012,15:35:15,5,-54.008305,-38.051842,-21,-8.345,8.06857E-07,4.1
21/02/2012,15:40:15,5,-54.008562,-38.052028,-87,-8.37,6.20124E-07,4.1
21/02/2012,15:45:15,4,-54.008687,-38.051739,-87,-8.375,1.7025E-06,4.1
21/02/2012,15:50:15,6,-54.008149,-38.0521,12,-8.385,6.12246E-06,4.1
21/02/2012,15:55:15,5,-54.007954,-38.05221,-74,-8.41,9.61631E-07,4.1
21/02/2012,16:00:15,6,-54.008291,-38.05184,-1,-8.42,4.23793E-06,4.1
21/02/2012,16:05:15,6,-54.008053,-38.051554,59,-8.405,4.27445E-06,4.1
21/02/2012,16:10:15,6,-54.008284,-38.051437,25,-8.415,4.18344E-06,4.1
21/02/2012,16:15:15,6,-54.008057,-38.052097,72,-8.44,2.82215E-06,4.1
21/02/2012,16:20:15,8,-54.008213,-38.051778,8,-8.465,1.32024E-05,4.1
21/02/2012,16:25:15,6,-54.00818,-38.051692,107,-8.485,5.21505E-06,4.1
21/02/2012,16:30:15,6,-54.00796,-38.051933,88,-8.485,1.01061E-05,4.1
21/02/2012,16:35:15,5,-54.008124,-38.051977,-11,-8.5,4.21348E-06,4.1
21/02/2012,16:40:15,5,-54.008283,-38.051481,13,9999.999,1.27541E-06,4.1
21/02/2012,16:45:15,4,-54.008164,-38.051819,-11,-7.56,9.176E-07,4.1
21/02/2012,16:50:15,5,-54.007915,-38.051642,-28,9999.999,5.96554E-07,4.1
21/02/2012,16:55:15,5,-54.008483,-38.052062,-6,-7.565,1.46193E-06,4.1
21/02/2012,17:00:15,6,-54.008371,-38.051809,-4,-7.59,1.71883E-06,4.1
21/02/2012,17:05:15,6,-54.008315,-38.051694,47,-7.635,2.41564E-06,4.1
