Date,Time,No satellites used,Latitude,Longitude,Altitude,Clock offset,Accuracy indicator,Battery voltage
17/01/2012,09:54:23,0,0,0,0,9999.999,9999.999,4.12
17/01/2012,09:59:23,0,0,0,0,9999.999,9999.999,4.12
17/01/2012,10:04:23,2,0,0,0,9999.999,9999.999,4.12
17/01/2012,10:09:23,2,0,0,0,9999.999,9999.999,4.12
17/01/2012,10:14:23,1,0,0,0,9999.999,9999.999,4.12
17/01/2012,10:19:23,5,-54.008234,-38.05087,3,9999.999,1.0955E-06,4.12
17/01/2012,10:24:23,2,0,0,0,9999.999,9999.999,4.12
17/01/2012,10:29:23,2,0,0,0,9999.999,9999.999,4.12
17/01/2012,10:34:23,3,0,0,0,9999.999,9999.999,4.1
17/01/2012,10:39:23,4,-54.008414,-38.052166,3,-5.605,1.36096E-06,4.12
17/01/2012,10:44:23,4,-54.009202,-38.042104,3,-5.77,1.47018E-06,4.1
17/01/2012,10:49:23,4,-54.009437,-38.043557,3,-5.995,7.3826E-07,4.12
17/01/2012,10:54:23,5,-54.009188,-38.052111,-96,-5.905,6.06682E-06,4.12
17/01/2012,11:01:11,3,0,0,0,9999.999,9999.999,4.12
17/01/2012,11:09:35,0,0,0,0,9999.999,9999.999,4.12
17/01/2012,11:14:35,9,-54.010763,-38.054761,3,-5.67,9.32657E-06,4.12
17/01/2012,11:20:14,3,0,0,0,9999.999,9999.999,4.12
17/01/2012,11:26:43,8,-54.012771,-38.056461,24,-5.4,1.01468E-05,4.12
17/01/2012,11:40:01,4,-54.010424,-38.054049,24,9999.999,6.10238E-07,4.12
17/01/2012,11:45:01,5,-54.010383,-38.053597,-43,9999.999,6.96559E-07,4.12
17/01/2012,11:50:00,4,-54.01245,-38.064379,24,9999.999,8.17475E-07,4.12
17/01/2012,11:55:01,8,-54.008974,-38.054033,19,9999.999,1.93362E-06,4.1
17/01/2012,12:00:01,5,-54.008966,-38.053731,41,-6.87,9.19741E-07,4.12
17/01/2012,12:05:01,7,-54.009344,-38.054031,90,9999.999,6.0643E-06,4.1
17/01/2012,12:10:01,5,-54.008504,-38.052508,-75,-5.88,5.61873E-06,4.1
17/01/2012,12:15:01,6,-54.009225,-38.054039,47,9999.999,4.01621E-06,4.1
17/01/2012,12:20:00,4,-54.009466,-38.05394,47,-5.985,1.45297E-07,4.1
17/01/2012,12:25:01,5,-54.009611,-38.053921,83,-6.04,3.33676E-07,4.1
17/01/2012,12:30:01,4,-54.007576,-38.05485,83,9999.999,8.24586E-07,4.1
17/01/2012,12:35:00,4,-54.009307,-38.054596,83,-6.95,1.49417E-07,4.1
17/01/2012,12:40:00,5,-54.009668,-38.053302,13,9999.999,8.19239E-07,4.1
17/01/2012,12:45:00,2,0,0,0,9999.999,9999.999,4.1
17/01/2012,12:50:00,3,0,0,0,9999.999,9999.999,4.1
17/01/2012,12:55:00,3,0,0,0,9999.999,9999.999,4.1
17/01/2012,13:00:00,6,-54.008975,-38.053994,58,-6.05,1.05411E-05,4.1
17/01/2012,13:05:00,6,-54.008488,-38.053579,-16,9999.999,1.6283E-06,4.1
17/01/2012,13:10:00,3,0,0,0,9999.999,9999.999,4.1
17/01/2012,13:15:00,4,-54.009047,-38.053813,83,-7.14,1.41743E-06,4.1
17/01/2012,13:19:59,0,0,0,0,9999.999,9999.999,4.1
17/01/2012,13:25:10,1,0,0,0,9999.999,9999.999,4.1
17/01/2012,13:30:11,5,-54.008639,-38.052645,-16,9999.999,1.04487E-05,4.1
17/01/2012,13:35:11,6,-54.008391,-38.051932,-15,-7.135,1.06049E-05,4.1
17/01/2012,13:40:10,2,0,0,0,9999.999,9999.999,4.1
17/01/2012,13:45:11,4,-54.007903,-38.051212,-15,-7.14,1.10396E-06,4.1
17/01/2012,13:50:11,4,-54.007574,-38.051559,-15,-7.18,1.93414E-07,4.1
17/01/2012,13:55:11,5,-54.007579,-38.051502,6,-7.24,7.76975E-07,4.1
17/01/2012,14:00:11,5,-54.007083,-38.051635,45,-7.26,1.63096E-06,4.1
17/01/2012,14:05:11,4,-54.004302,-38.059865,45,9999.999,3.17521E-07,4.1
17/01/2012,14:10:10,3,0,0,0,9999.999,9999.999,4.1
17/01/2012,14:15:11,4,-54.007501,-38.052974,45,9999.999,1.42335E-06,4.1
17/01/2012,14:20:10,3,0,0,0,9999.999,9999.999,4.1
17/01/2012,14:25:11,4,-54.006721,-38.053781,45,-7.345,2.57139E-07,4.1
17/01/2012,14:30:10,2,0,0,0,9999.999,9999.999,4.1
17/01/2012,14:35:10,3,0,0,0,9999.999,9999.999,4.1
17/01/2012,14:40:11,4,-54.007035,-38.057756,45,-7.53,5.8271E-07,4.1
17/01/2012,14:45:11,5,-54.006935,-38.052226,72,9999.999,7.87532E-07,4.1
17/01/2012,14:50:12,4,-54.005733,-38.036446,45,9999.999,1.98553E-07,4.1
17/01/2012,14:55:11,5,-54.006579,-38.052656,42,9999.999,8.00356E-07,4.1
17/01/2012,15:00:11,5,-54.006126,-38.052116,-54,-6.43,1.19902E-06,4.1
17/01/2012,15:05:11,4,-54.006553,-38.04872,45,9999.999,1.7438E-06,4.1
17/01/2012,15:10:11,5,-54.005967,-38.054301,-38,-7.41,1.07892E-06,4.1
17/01/2012,15:15:11,6,-54.007087,-38.05195,113,9999.999,2.10845E-06,4.1
17/01/2012,15:20:11,6,-54.006519,-38.053201,36,-7.505,1.87137E-06,4.1
17/01/2012,15:25:10,3,0,0,0,9999.999,9999.999,4.1
17/01/2012,15:30:11,7,-54.006909,-38.052322,79,9999.999,6.6126E-06,4.1
17/01/2012,15:35:11,8,-54.006988,-38.052274,104,-6.57,5.43894E-06,4.1
17/01/2012,15:40:11,5,-54.00508,-38.055826,62,9999.999,1.19984E-06,4.1
17/01/2012,15:45:11,7,-54.007382,-38.05216,161,-6.545,6.09019E-06,4.08
17/01/2012,15:50:11,5,-54.007153,-38.052307,82,-6.635,6.40775E-07,4.1
17/01/2012,15:55:11,6,-54.006527,-38.052624,-17,-6.685,7.88692E-06,4.08
17/01/2012,16:00:11,5,-54.003019,-38.057853,82,-6.465,1.17371E-05,4.08
17/01/2012,16:05:11,5,-54.006845,-38.05189,175,9999.999,2.24849E-07,4.08
17/01/2012,16:10:11,6,-54.007171,-38.052528,122,-7.695,2.58325E-05,4.08
17/01/2012,16:15:11,6,-54.006436,-38.052213,-6,9999.999,4.03906E-06,4.08
17/01/2012,16:20:11,5,-54.006864,-38.052449,93,-6.715,2.53592E-07,4.08
17/01/2012,16:25:11,7,-54.006633,-38.052591,31,9999.999,8.19643E-06,4.08
17/01/2012,16:30:11,5,-54.006833,-38.05251,45,-6.735,2.86034E-07,4.1
17/01/2012,16:35:11,4,-54.006972,-38.052518,45,-6.78,1.66432E-06,4.1
17/01/2012,16:40:11,5,-54.007206,-38.052931,143,-6.84,8.41823E-07,4.1
17/01/2012,16:45:11,4,-54.007633,-38.052922,143,-6.9,2.69381E-07,4.1
17/01/2012,16:50:11,2,0,0,0,9999.999,9999.999,4.08
17/01/2012,16:55:11,2,0,0,0,9999.999,9999.999,4.08
17/01/2012,17:00:11,4,-54.00635,-38.053837,143,-6.895,8.08899E-07,4.08
17/01/2012,17:05:11,5,-54.006519,-38.051982,47,-6.835,5.06646E-07,4.08
17/01/2012,17:10:11,3,0,0,0,9999.999,9999.999,4.08
17/01/2012,17:15:11,2,0,0,0,9999.999,9999.999,4.08
17/01/2012,17:20:11,3,0,0,0,9999.999,9999.999,4.08
17/01/2012,17:25:11,3,0,0,0,9999.999,9999.999,4.08
17/01/2012,17:30:11,2,0,0,0,9999.999,9999.999,4.08
17/01/2012,17:35:11,3,0,0,0,9999.999,9999.999,4.08
17/01/2012,17:40:11,3,0,0,0,9999.999,9999.999,4.08
17/01/2012,17:45:11,4,-54.006809,-38.052039,47,-6.88,4.16274E-07,4.08
17/01/2012,17:50:10,4,-54.007182,-38.053407,47,-7.055,1.47566E-06,4.08
17/01/2012,17:55:11,4,-54.004289,-38.032235,47,-7.16,4.12358E-07,4.08
17/01/2012,18:00:10,4,-54.006993,-38.052581,47,9999.999,2.02265E-07,4.08
17/01/2012,18:05:10,4,-54.008665,-38.056024,47,-8.215,1.16893E-06,4.08
17/01/2012,18:10:10,4,-54.006712,-38.052615,47,9999.999,2.76522E-07,4.08
17/01/2012,18:15:10,7,-54.006872,-38.052432,100,-8.075,8.11072E-06,4.08
17/01/2012,18:20:10,6,-54.006567,-38.05241,81,-8.015,5.86863E-06,4.08
17/01/2012,18:25:10,6,-54.006611,-38.052479,47,-8.08,9.27458E-06,4.08
17/01/2012,18:30:10,6,-54.006413,-38.052803,21,-8.16,3.54663E-06,4.08
17/01/2012,18:35:10,4,-54.005767,-38.052946,21,-8.19,6.50702E-07,4.08
17/01/2012,18:40:09,2,0,0,0,9999.999,9999.999,4.08
17/01/2012,18:45:10,5,-54.005839,-38.052312,119,-8.195,2.54649E-06,4.08
17/01/2012,18:50:09,3,0,0,0,9999.999,9999.999,4.08
17/01/2012,18:55:09,3,0,0,0,9999.999,9999.999,4.08
17/01/2012,19:00:10,5,-54.005797,-38.052698,20,-8.235,2.89099E-06,4.08
17/01/2012,19:05:10,4,-54.005785,-38.051937,20,-8.29,2.01929E-06,4.08
17/01/2012,19:10:10,5,-54.005896,-38.052513,119,-8.315,3.87704E-06,4.08
17/01/2012,19:15:10,4,-54.005648,-38.052272,119,-8.31,1.19259E-06,4.08
17/01/2012,19:20:10,5,-54.005999,-38.052109,61,-8.29,1.49263E-06,4.08
17/01/2012,19:25:09,3,0,0,0,9999.999,9999.999,4.08
17/01/2012,19:30:10,4,-54.005821,-38.0524,61,-8.305,2.67023E-07,4.08
17/01/2012,19:35:09,3,0,0,0,9999.999,9999.999,4.08
17/01/2012,19:40:09,0,0,0,0,9999.999,9999.999,4.08
17/01/2012,19:45:09,0,0,0,0,9999.999,9999.999,4.08
17/01/2012,19:50:09,2,0,0,0,9999.999,9999.999,4.08
17/01/2012,19:55:09,0,0,0,0,9999.999,9999.999,4.08
17/01/2012,20:00:09,1,0,0,0,9999.999,9999.999,4.08
17/01/2012,20:05:09,1,0,0,0,9999.999,9999.999,4.08
17/01/2012,20:10:09,3,0,0,0,9999.999,9999.999,4.08
17/01/2012,20:15:09,0,0,0,0,9999.999,9999.999,4.08
17/01/2012,20:20:09,3,0,0,0,9999.999,9999.999,4.08
17/01/2012,20:25:10,6,-54.005699,-38.052692,66,-8.44,2.04092E-06,4.08
17/01/2012,20:30:10,5,-54.005656,-38.052353,63,-8.585,2.2047E-07,4.08
17/01/2012,20:35:10,6,-54.005625,-38.052815,23,9999.999,9.7006E-07,4.08
17/01/2012,20:40:10,6,-54.00562,-38.052384,69,-7.575,3.39072E-06,4.08
17/01/2012,20:45:10,4,-54.005211,-38.051191,63,9999.999,3.30725E-07,4.08
17/01/2012,20:50:10,5,-54.005586,-38.053186,22,-7.535,5.3479E-08,4.08
17/01/2012,20:55:10,7,-54.005806,-38.052675,30,-7.605,4.26978E-06,4.08
17/01/2012,21:00:10,6,-54.005721,-38.052567,31,-7.66,2.19261E-07,4.08
17/01/2012,21:05:10,6,-54.005461,-38.052025,122,-7.655,7.09285E-06,4.08
17/01/2012,21:10:10,3,0,0,0,9999.999,9999.999,4.08
17/01/2012,21:15:10,3,0,0,0,9999.999,9999.999,4.08
17/01/2012,21:20:10,0,0,0,0,9999.999,9999.999,4.08
17/01/2012,21:25:10,4,-54.005996,-38.051107,122,-7.67,4.7945E-07,4.08
