Date,Time,No of satellites used,Latitude,Longitude,Altitude,Clock offset,Accuracy indicator,Battery voltage
09/01/2012,23:02:38,7,-53.60277,-38.649379,61,-18.645,4.83144E-06,3.96
09/01/2012,23:08:25,6,-53.603808,-38.649544,24,-18.535,2.79434E-06,3.96
10/01/2012,01:44:53,0,0,0,0,9999.999,9999.999,3.96
10/01/2012,02:30:45,4,-53.639735,-38.568737,24,9999.999,3.78113E-07,3.96
10/01/2012,03:34:40,0,0,0,0,9999.999,9999.999,3.96
10/01/2012,04:17:51,6,-53.651502,-38.570796,-28,-19.005,2.15819E-06,3.96
10/01/2012,05:15:02,0,0,0,0,9999.999,9999.999,3.96
10/01/2012,05:29:01,1,0,0,0,9999.999,9999.999,3.94
10/01/2012,05:42:51,6,-53.663015,-38.588486,4,9999.999,1.24126E-05,3.96
10/01/2012,05:53:33,6,-53.665583,-38.591519,-16,9999.999,1.62094E-06,3.94
10/01/2012,05:59:10,3,0,0,0,9999.999,9999.999,3.94
10/01/2012,06:15:53,6,-53.669444,-38.596658,34,-20.575,1.91558E-06,3.94
10/01/2012,06:31:26,4,-53.672864,-38.60269,-28,9999.999,6.21718E-07,3.94
10/01/2012,07:34:07,7,-53.687648,-38.617047,52,9999.999,2.20442E-06,3.94
10/01/2012,09:35:34,0,0,0,0,9999.999,9999.999,3.94
10/01/2012,10:03:12,7,-53.722266,-38.625005,16,-20.37,3.11926E-06,3.94
10/01/2012,10:28:40,9,-53.728112,-38.621413,33,9999.999,1.19855E-05,3.94
10/01/2012,11:15:52,5,-53.734883,-38.618936,16,-21.03,4.59573E-06,3.94
10/01/2012,11:37:23,4,-53.736289,-38.613964,16,-21.715,3.73324E-07,3.94
10/01/2012,12:18:25,6,-53.743258,-38.590613,32,9999.999,1.86521E-06,3.94
10/01/2012,12:39:02,7,-53.741399,-38.583598,83,9999.999,8.08278E-06,3.94
10/01/2012,13:11:34,5,-53.738859,-38.575836,-83,9999.999,4.30238E-05,3.94
10/01/2012,13:17:57,7,-53.743976,-38.577185,1,-21.16,4.93784E-06,3.94
10/01/2012,13:48:17,0,0,0,0,9999.999,9999.999,3.94
10/01/2012,13:55:06,8,-53.754291,-38.544382,6,9999.999,1.81205E-06,3.94
10/01/2012,14:00:56,9,-53.754711,-38.545237,5,-21.815,1.73067E-05,3.94
10/01/2012,14:57:47,7,-53.765903,-38.534487,16,9999.999,4.34947E-06,3.94
10/01/2012,15:05:21,0,0,0,0,9999.999,9999.999,3.94
10/01/2012,15:22:25,0,0,0,0,9999.999,9999.999,3.94
10/01/2012,16:04:50,7,-53.777068,-38.524208,30,-21.33,9.67484E-06,3.94
10/01/2012,16:21:49,3,0,0,0,9999.999,9999.999,3.94
10/01/2012,17:07:02,4,-53.7895,-38.52028,16,9999.999,3.76662E-07,3.94
10/01/2012,17:12:11,5,-53.792,-38.520065,102,-22.315,1.76962E-07,3.94
10/01/2012,17:29:15,2,0,0,0,9999.999,9999.999,3.94
10/01/2012,17:47:44,0,0,0,0,9999.999,9999.999,3.94
10/01/2012,18:28:53,2,0,0,0,9999.999,9999.999,3.94
10/01/2012,18:51:10,5,-53.800169,-38.517583,8,9999.999,4.0687E-07,3.94
10/01/2012,19:03:46,7,-53.809256,-38.514994,61,-22.765,5.52838E-06,3.94
10/01/2012,19:52:10,0,0,0,0,9999.999,9999.999,3.94
10/01/2012,20:02:20,3,0,0,0,9999.999,9999.999,3.94
10/01/2012,21:29:17,6,-53.822321,-38.43251,-61,9999.999,3.56604E-06,3.94
10/01/2012,22:20:18,3,0,0,0,9999.999,9999.999,3.94
10/01/2012,22:43:10,3,0,0,0,9999.999,9999.999,3.94
11/01/2012,00:37:04,0,0,0,0,9999.999,9999.999,3.94
11/01/2012,01:32:18,0,0,0,0,9999.999,9999.999,3.94
11/01/2012,02:25:24,4,-53.803806,-38.436131,8,9999.999,8.50686E-07,3.94
11/01/2012,02:30:51,5,-53.803435,-38.434629,-91,-22.805,1.28964E-07,3.94
11/01/2012,04:06:45,0,0,0,0,9999.999,9999.999,3.94
11/01/2012,05:02:21,0,0,0,0,9999.999,9999.999,3.94
11/01/2012,06:03:48,4,-53.796418,-38.468426,-91,9999.999,4.1633E-07,3.94
11/01/2012,06:50:46,4,-53.827251,-38.423396,-91,9999.999,3.76409E-07,3.94
11/01/2012,07:46:35,6,-53.868886,-38.382589,8,-23.18,1.04593E-05,3.94
11/01/2012,10:46:38,6,-53.995736,-38.216018,107,9999.999,9.37874E-06,3.94
11/01/2012,11:04:10,5,-54.004299,-38.188303,93,9999.999,7.70685E-06,3.94
11/01/2012,11:16:22,9,-54.004933,-38.178192,34,-25.115,7.88486E-06,3.92
11/01/2012,11:23:23,8,-54.008418,-38.169015,-14,9999.999,1.18143E-05,3.92
11/01/2012,11:31:11,0,0,0,0,9999.999,9999.999,3.94
11/01/2012,12:43:33,4,-54.0129,-38.053189,-14,9999.999,4.0834E-07,3.94
11/01/2012,12:48:33,5,-54.009573,-38.052713,-31,-25.61,5.00605E-07,3.92
11/01/2012,12:53:33,4,-54.008685,-38.051856,-14,9999.999,3.96775E-07,3.92
11/01/2012,12:58:32,0,0,0,0,9999.999,9999.999,3.92
11/01/2012,13:03:33,7,-54.008423,-38.05143,-21,-24.895,3.71728E-06,3.92
11/01/2012,13:08:33,5,-54.00843,-38.051351,-10,9999.999,4.66955E-07,3.92
11/01/2012,13:13:33,4,-54.008388,-38.050822,-10,-24.91,1.43683E-06,3.92
11/01/2012,13:18:33,4,-54.008429,-38.050878,-10,-24.92,2.60063E-07,3.92
11/01/2012,13:23:33,6,-54.008606,-38.05114,32,-24.94,6.03148E-06,3.92
11/01/2012,13:28:33,5,-54.008436,-38.051035,131,-24.97,8.12898E-07,3.92
11/01/2012,13:33:33,4,-54.007832,-38.050438,131,-24.97,6.48824E-07,3.92
11/01/2012,13:38:32,5,-54.008606,-38.051128,32,-24.985,4.71132E-06,3.92
11/01/2012,13:43:32,5,-54.008748,-38.051022,26,-25.04,3.98358E-07,3.92
11/01/2012,13:48:32,6,-54.008324,-38.051213,9,9999.999,4.78523E-06,3.92
11/01/2012,13:53:32,5,-54.009131,-38.050297,93,-26.055,1.00542E-06,3.92
11/01/2012,13:58:32,6,-54.008266,-38.051269,4,9999.999,9.00416E-06,3.92
11/01/2012,14:03:32,6,-54.00816,-38.050839,-25,-26.08,1.33307E-05,3.92
11/01/2012,14:08:32,5,-54.00861,-38.051268,-19,-26.055,4.53738E-07,3.92
11/01/2012,14:13:32,4,-54.008783,-38.051324,-19,-26.05,2.29611E-06,3.92
11/01/2012,14:18:31,0,0,0,0,9999.999,9999.999,3.92
11/01/2012,14:23:31,0,0,0,0,9999.999,9999.999,3.92
11/01/2012,14:28:32,6,-54.008727,-38.050876,22,-26.11,2.42662E-06,3.92
11/01/2012,14:33:31,0,0,0,0,9999.999,9999.999,3.92
11/01/2012,14:38:31,0,0,0,0,9999.999,9999.999,3.92
