Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided
21/01/2008,13:56:00,-54.391473,-36.253545,20,10.013979,6.92,6.92,6,6
21/01/2008,14:17:00,-54.390632,-36.252595,20,1.032887,-0.05,6.92,4,4
21/01/2008,14:24:00,-54.392514,-36.256927,20,21.906527,-0.29,6.92,5,5
21/01/2008,14:39:00,-54.390078,-36.253678,20,0.155069,0.07,6.92,4,4
21/01/2008,14:54:00,-54.391139,-36.254782,20,19.133736,-1.03,5.89,7,7
21/01/2008,15:26:00,-54.391876,-36.25583,20,24.649468,0.17,6.06,7,7
21/01/2008,15:41:02,-54.391434,-36.255226,20,14.459687,-0.01,6.05,7,7
21/01/2008,15:58:00,-54.386663,-36.263064,20,9.708848,0.24,6.05,5,5
21/01/2008,16:13:00,-54.389595,-36.258015,20,0.189572,-0.15,6.05,4,4
21/01/2008,16:34:00,-54.384465,-36.256178,20,1.19389,0.28,6.05,4,4
21/01/2008,17:12:00,-54.39126,-36.255356,20,17.824422,0.34,6.39,7,7
21/01/2008,17:33:00,-54.391485,-36.255968,20,14.617502,0.01,6.4,6,6
21/01/2008,17:48:00,-54.391276,-36.256216,20,22.523154,0.07,6.47,8,8
21/01/2008,18:03:00,-54.390947,-36.257468,20,10.448764,-0.06,6.47,5,5
21/01/2008,18:18:00,-54.392005,-36.254794,20,14.18426,0.07,6.54,6,7
21/01/2008,18:39:00,-54.391773,-36.255223,20,0.371276,0.05,6.54,4,4
21/01/2008,18:54:00,-54.391792,-36.255707,20,23.454983,0.12,6.66,6,6
21/01/2008,19:09:00,-54.391717,-36.255171,20,14.945966,0.13,6.66,5,5
21/01/2008,19:24:00,-54.391765,-36.255709,20,4.631146,-0.91,5.75,6,6
21/01/2008,19:39:00,-54.391616,-36.256222,20,18.696924,1.03,6.78,6,6
21/01/2008,19:54:00,-54.391425,-36.256353,20,17.467136,0.09,6.87,7,7
21/01/2008,20:11:00,-54.390616,-36.255819,20,11.201652,-0.93,6.87,5,5
21/01/2008,20:26:00,-54.39122,-36.257315,20,0.475647,0.09,6.87,4,4
21/01/2008,20:41:00,-54.390687,-36.25606,20,2.513758,-0.66,6.87,5,6
21/01/2008,20:58:00,-54.391796,-36.256265,20,11.812159,-0.78,6.09,7,7
21/01/2008,22:24:00,-54.392071,-36.256421,20,15.14555,-0.46,5.63,6,6
21/01/2008,23:10:00,-54.392124,-36.255986,20,13.697748,1.06,6.69,8,8
22/01/2008,00:11:00,-54.39258,-36.255975,20,9.528554,-0.33,6.36,7,7
22/01/2008,02:50:00,-54.391737,-36.255588,20,6.5449,0.09,6.45,6,6
22/01/2008,03:11:00,-54.391924,-36.25944,20,11.734831,0.06,6.45,5,6
22/01/2008,04:14:00,-54.388294,-36.253298,20,0.466396,-0.17,6.45,4,4
22/01/2008,04:31:00,-54.391886,-36.256428,20,8.535287,-0.2,6.25,6,6
22/01/2008,04:48:00,-54.391846,-36.256477,20,19.811762,0.1,6.35,8,8
22/01/2008,05:03:00,-54.391456,-36.255846,20,16.551424,0.24,6.59,6,6
22/01/2008,05:18:00,-54.391402,-36.256443,20,0.621227,-1.07,6.59,4,4
22/01/2008,05:33:00,-54.391136,-36.256945,20,0.428114,0.16,6.59,4,4
22/01/2008,05:48:00,-54.392031,-36.256414,20,23.789889,-0.62,5.97,8,8
22/01/2008,06:03:00,-54.391584,-36.256151,20,7.901327,-0.06,5.91,6,6
22/01/2008,06:18:00,-54.392193,-36.255983,20,20.24531,0.06,5.97,6,6
22/01/2008,06:33:00,-54.391846,-36.25665,20,2.21025,0.06,5.97,5,5
22/01/2008,06:48:00,-54.391747,-36.257167,20,27.656476,0,5.97,5,5
22/01/2008,07:03:00,-54.391852,-36.256547,20,0.593103,0.1,5.97,5,6
22/01/2008,07:18:00,-54.391707,-36.255278,20,0.236231,0.2,5.97,4,4
22/01/2008,07:33:00,-54.391765,-36.256763,20,6.886533,-0.74,5.97,5,5
22/01/2008,07:52:00,-54.391915,-36.257913,20,8.973718,0.36,6.33,6,6
22/01/2008,08:07:00,-54.391827,-36.257974,20,6.539657,-1.05,6.33,5,5
22/01/2008,08:22:00,-54.391946,-36.255836,20,12.464439,-0.97,5.36,6,6
22/01/2008,08:39:03,-54.390551,-36.258589,20,2.850622,0.36,5.36,5,5
22/01/2008,08:54:00,-54.392176,-36.2559,20,17.25563,0.02,5.38,7,7
22/01/2008,09:09:00,-54.391793,-36.256367,20,1.564541,1.11,5.38,4,4
