Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided
28/01/2008,23:01:00,-54.39248,-36.254441,20,0.187514,4.64,0,4,4
28/01/2008,23:15:00,-54.390655,-36.256252,20,25.756422,4.99,0,5,5
28/01/2008,23:34:00,-54.392873,-36.255139,20,6.776142,4.2,0,5,5
28/01/2008,23:55:00,-54.393299,-36.252059,20,0.313634,4.45,0,4,4
29/01/2008,00:12:00,-54.393078,-36.256263,20,1.188217,4.3,0,4,5
29/01/2008,00:44:00,-54.3924,-36.253983,20,15.534827,4.7,4.7,6,6
29/01/2008,00:59:00,-54.391492,-36.258372,20,0.836078,-1.18,4.7,4,4
29/01/2008,01:14:00,-54.393439,-36.253049,20,0.301616,0.36,4.7,4,4
29/01/2008,01:29:00,-54.39309,-36.25442,20,0.100876,-0.61,4.7,4,4
29/01/2008,01:59:00,-54.392907,-36.255571,20,10.678815,-0.64,4.7,5,5
29/01/2008,02:14:00,-54.392223,-36.253864,20,7.347866,-0.45,4.25,6,6
29/01/2008,02:31:00,-54.392495,-36.254052,20,3.96675,0,4.25,5,5
29/01/2008,02:48:00,-54.392374,-36.254141,20,2.133087,0.09,4.25,4,4
29/01/2008,03:03:00,-54.392669,-36.254417,20,0.977941,0.16,4.25,4,4
29/01/2008,03:18:00,-54.392129,-36.254003,20,20.484395,0.34,4.59,6,6
29/01/2008,03:35:00,-54.392392,-36.254414,20,24.463458,0.17,4.76,6,6
29/01/2008,03:50:00,-54.391948,-36.254108,20,2.13736,-1.04,4.76,5,5
29/01/2008,04:05:00,-54.39201,-36.25486,20,0.462505,-0.02,4.76,4,4
29/01/2008,05:06:00,-54.392884,-36.253556,20,0.074086,-0.1,4.76,4,4
29/01/2008,05:21:00,-54.392547,-36.254594,20,0.402965,0.06,4.76,4,4
29/01/2008,05:40:00,-54.391976,-36.254399,20,0.800448,-0.78,4.76,4,4
29/01/2008,05:55:00,-54.426395,-36.269147,20,2.295818,0.5,4.76,4,4
29/01/2008,06:14:00,-54.392118,-36.254793,20,1.178029,-0.54,4.76,4,4
29/01/2008,06:33:00,-54.392606,-36.2551,20,3.389572,-0.3,4.76,5,5
29/01/2008,07:57:00,-54.390728,-36.260038,20,0.094799,-0.24,4.76,4,4
29/01/2008,08:12:00,-54.392484,-36.252291,20,0.769851,-0.31,4.76,4,4
29/01/2008,08:35:00,-54.391585,-36.252734,20,0.505318,-0.17,4.76,4,4
29/01/2008,08:58:00,-54.392045,-36.254293,20,23.730459,-1.14,4.76,5,5
29/01/2008,09:13:00,-54.382738,-36.254926,20,1.13771,-1.08,4.76,4,4
29/01/2008,09:36:00,-54.392427,-36.254712,20,0.449895,0.15,4.76,4,4
29/01/2008,10:16:00,-54.392076,-36.254621,20,0.459801,-0.81,4.76,4,4
29/01/2008,10:58:00,-54.443418,-36.292349,20,3.969335,-2.87,4.76,4,4
29/01/2008,11:13:00,-54.400565,-36.269013,20,0.464475,-1.92,4.76,4,4
29/01/2008,11:45:00,-54.391269,-36.25307,20,0.161132,-0.58,4.76,4,4
29/01/2008,12:08:00,-54.392643,-36.254621,20,1.177758,-0.32,4.76,4,4
29/01/2008,12:42:00,-54.392278,-36.254347,20,0.859143,-1,4.76,4,4
29/01/2008,14:21:00,-54.387025,-36.191626,20,26.694231,4.8,4.76,4,4
29/01/2008,14:42:00,-54.394731,-36.254807,20,1.353682,0.01,4.76,4,4
29/01/2008,15:01:00,-54.400924,-36.257433,20,12.747793,-0.93,4.76,4,4
29/01/2008,15:18:00,-54.392167,-36.255091,20,14.538493,0.05,4.81,7,7
29/01/2008,15:37:00,-54.391619,-36.255636,20,2.153495,-0.99,4.81,5,5
