Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided
31/01/2008,15:34:00,-54.41236,-36.250177,20,1.187465,4.7,0,4,4
31/01/2008,15:57:00,-54.398714,-36.268932,20,0.111842,4.67,0,4,4
31/01/2008,16:12:00,-54.391375,-36.253904,20,24.036666,7.1,7.1,6,6
31/01/2008,16:27:00,-54.391723,-36.253178,20,0.461132,-0.32,7.1,4,4
31/01/2008,16:42:00,-54.391216,-36.256083,20,12.982491,-0.91,6.19,6,6
31/01/2008,16:57:00,-54.3916,-36.253565,20,7.057348,0.86,6.19,5,5
31/01/2008,17:14:00,-54.365262,-36.309797,20,0.443232,3.85,6.19,4,4
31/01/2008,21:42:00,-54.3896,-36.252041,20,0.757735,0.19,6.19,4,4
31/01/2008,22:05:01,-54.391654,-36.252114,20,10.199689,-0.27,6.19,5,5
31/01/2008,22:20:00,-54.391075,-36.252687,20,5.848942,0.27,6.19,5,5
31/01/2008,22:37:00,-54.392801,-36.254897,20,28.478837,-0.4,5.79,6,6
31/01/2008,22:54:00,-54.391853,-36.254868,20,12.192745,0.56,6.35,6,6
31/01/2008,23:09:00,-54.392784,-36.267065,20,0.210187,-1.26,6.35,4,4
31/01/2008,23:24:00,-54.391396,-36.252052,20,11.709263,0.57,6.92,8,8
31/01/2008,23:39:00,-54.375129,-36.221847,20,0.231726,3.3,6.92,4,4
31/01/2008,23:54:00,-54.390549,-36.251261,20,0.86185,-0.69,6.92,4,4
01/02/2008,00:09:00,-54.390622,-36.256789,20,0.89765,-0.35,6.92,4,4
01/02/2008,00:24:00,-54.393115,-36.252305,20,0.694346,-0.51,6.92,4,4
01/02/2008,00:39:00,-54.392059,-36.252116,20,0.810039,-0.94,6.92,4,4
01/02/2008,05:53:00,-54.391981,-36.25349,20,4.997898,-0.51,6.41,6,6
01/02/2008,06:08:05,-54.387428,-36.246474,20,13.950591,-0.6,6.41,5,5
01/02/2008,06:23:26,-54.379908,-36.231938,20,5.478848,-0.65,5.76,6,6
01/02/2008,06:38:43,-54.373201,-36.214384,20,16.925429,0.53,6.29,7,7
01/02/2008,06:53:07,-54.366444,-36.197366,20,1.539176,-0.02,6.29,4,4
01/02/2008,07:08:01,-54.357117,-36.185394,20,15.28869,0.08,6.29,5,6
01/02/2008,07:23:12,-54.349873,-36.178552,20,9.451421,-0.14,6.29,5,7
01/02/2008,07:40:12,-54.339555,-36.162145,20,13.339119,-0.06,6.29,5,8
01/02/2008,07:55:16,-54.330051,-36.145063,20,0.26916,0.5,6.29,4,4
01/02/2008,08:16:17,-54.317223,-36.129956,20,1.347283,-0.26,6.29,4,4
01/02/2008,08:33:07,-54.303126,-36.117616,20,15.0355,-0.8,6.29,5,5
01/02/2008,09:07:31,-54.2762,-36.103482,20,26.942698,0.08,6.37,8,8
01/02/2008,09:29:01,-54.265381,-36.094873,20,22.290331,-1.05,5.32,8,8
01/02/2008,09:46:09,-54.252087,-36.087081,20,6.782787,0.81,6.13,6,6
01/02/2008,10:26:00,-54.233999,-36.067641,20,3.015347,-0.54,6.13,5,5
01/02/2008,10:41:04,-54.231012,-36.065707,20,2.493882,-0.68,6.13,4,4
01/02/2008,10:58:12,-54.220233,-36.047675,20,13.673068,-0.22,6.13,5,5
01/02/2008,11:13:47,-54.215026,-36.031982,20,9.502373,0.12,6.13,5,6
01/02/2008,11:30:43,-54.207807,-36.022488,20,1.618288,-0.35,6.13,4,4
01/02/2008,11:45:17,-54.202856,-36.010927,20,14.651055,-0.2,6.13,5,5
01/02/2008,12:05:17,-54.194057,-35.995272,20,16.082193,-0.08,6.05,7,7
01/02/2008,12:22:24,-54.187934,-35.980894,20,8.086126,0.41,6.05,5,5
01/02/2008,12:41:17,-54.183584,-35.963045,20,7.65498,0.72,6.05,5,5
01/02/2008,12:58:00,-54.181515,-35.950762,20,3.096974,0.75,6.05,5,5
01/02/2008,13:17:24,-54.178084,-35.945776,20,20.265072,-0.11,6.05,5,6
01/02/2008,13:34:24,-54.167419,-35.921644,20,11.412622,-0.34,5.71,6,6
01/02/2008,13:49:29,-54.166411,-35.912313,20,12.496339,0.02,5.71,5,5
01/02/2008,14:06:33,-54.160243,-35.902079,20,1.130481,-0.19,5.71,5,5
01/02/2008,14:24:00,-54.151801,-35.890824,20,24.082693,1,6.71,7,7
01/02/2008,14:39:11,-54.147161,-35.876746,20,1.818528,-0.92,6.71,5,5
01/02/2008,14:54:01,-54.143338,-35.868079,20,9.37132,-1.01,5.7,6,6
01/02/2008,15:28:01,-54.140632,-35.854977,20,16.0593,0.34,5.7,5,5
01/02/2008,16:02:00,-54.131078,-35.833551,20,8.403827,0.64,6.34,8,8
01/02/2008,16:17:02,-54.127407,-35.822914,20,21.222496,-0.7,5.64,8,8
01/02/2008,16:34:01,-54.125874,-35.808228,20,17.992823,1,6.64,7,8
01/02/2008,17:04:06,-54.113717,-35.800288,20,3.945932,-0.96,6.64,5,5
01/02/2008,17:19:05,-54.115075,-35.798182,20,27.683976,-0.42,6.22,6,6
01/02/2008,17:36:00,-54.120099,-35.803742,20,4.787947,-0.33,6.22,5,5
01/02/2008,17:51:23,-54.118121,-35.806465,20,23.668111,-0.55,6.22,5,5
01/02/2008,18:10:33,-54.103768,-35.810887,20,0.319221,0.21,6.22,4,5
01/02/2008,18:42:03,-54.094072,-35.79355,20,1.380015,-0.16,6.22,4,4
01/02/2008,19:22:25,-54.086709,-35.77223,20,16.600064,-0.8,5.42,6,6
01/02/2008,19:39:57,-54.082776,-35.758849,20,10.945391,0.92,6.34,6,6
01/02/2008,20:00:03,-54.080335,-35.741661,20,0.872501,-0.5,6.34,4,4
01/02/2008,21:30:07,-54.055815,-35.621644,20,1.103778,-0.61,6.34,4,4
01/02/2008,22:02:47,-54.051361,-35.601236,20,21.052421,-0.28,6.34,5,5
01/02/2008,22:26:09,-54.051853,-35.59655,20,15.735687,-0.85,6.34,5,5
01/02/2008,22:43:17,-54.051699,-35.595858,20,10.077356,-0.16,6.18,8,8
01/02/2008,23:15:00,-54.040984,-35.562113,20,14.732931,0.03,6.21,7,7
01/02/2008,23:33:26,-54.036516,-35.540868,20,10.094681,-0.73,6.21,5,7
02/02/2008,01:37:00,-53.99949,-35.425032,20,0.760487,-0.76,6.21,5,5
02/02/2008,01:58:36,-53.994797,-35.398473,20,0.215791,-1.18,6.21,4,4
02/02/2008,02:21:46,-53.987941,-35.378207,20,1.640763,-0.38,6.21,4,4
02/02/2008,02:36:03,-53.982653,-35.360773,20,10.293036,-0.45,5.76,6,6
02/02/2008,04:18:31,-53.924936,-35.225457,20,21.003374,0.73,6.49,6,6
02/02/2008,04:33:00,-53.919976,-35.209596,20,19.143308,-0.82,6.49,5,5
02/02/2008,04:50:00,-53.91573,-35.198427,20,12.180726,-0.52,6.49,5,6
02/02/2008,06:19:03,-53.89321,-35.157804,20,5.994434,0.18,6.49,5,5
02/02/2008,06:42:01,-53.88644,-35.153978,20,1.626833,-0.47,6.49,4,4
02/02/2008,07:01:01,-53.883737,-35.134678,20,0.91218,-1,6.49,4,5
02/02/2008,07:16:01,-53.874836,-35.152324,20,4.585715,-0.43,6.49,5,5
02/02/2008,07:31:01,-53.869639,-35.150605,20,19.444894,-0.35,6.14,6,6
02/02/2008,07:50:04,-53.864937,-35.1458,20,2.583333,-0.67,6.14,5,5
02/02/2008,08:05:00,-53.861289,-35.145177,20,6.213443,0.05,6.19,7,7
02/02/2008,08:20:00,-53.86144,-35.153225,20,1.764239,-0.7,6.19,4,4
02/02/2008,08:37:02,-53.852799,-35.146792,20,16.929474,-1.15,6.19,5,5
02/02/2008,09:00:01,-53.84649,-35.145374,20,0.683238,-0.39,6.19,4,4
02/02/2008,09:21:00,-53.840129,-35.146919,20,14.189328,-0.34,5.85,6,6
02/02/2008,09:44:02,-53.833438,-35.147643,20,3.7857,0,5.85,5,5
02/02/2008,09:59:01,-53.827857,-35.146107,20,7.730013,-0.03,5.82,6,7
02/02/2008,10:39:01,-53.812086,-35.139899,20,3.349564,0,5.82,4,5
02/02/2008,10:54:01,-53.809686,-35.137768,20,0.191998,1.11,5.82,4,4
02/02/2008,11:09:00,-53.806159,-35.144845,20,27.52156,-0.08,5.74,6,6
02/02/2008,11:26:03,-53.800899,-35.144639,20,12.514954,-0.25,5.49,6,6
02/02/2008,11:41:02,-53.79714,-35.140815,20,10.029499,0.93,6.42,7,7
02/02/2008,11:56:00,-53.792433,-35.134999,20,7.779616,-0.54,5.88,6,7
02/02/2008,12:11:01,-53.787903,-35.133045,20,27.580105,-0.9,4.98,6,7
02/02/2008,12:26:03,-53.78305,-35.129181,20,8.714594,0.11,4.98,5,7
02/02/2008,12:41:02,-53.772478,-35.112907,20,6.220155,1.2,6.18,6,6
02/02/2008,12:58:00,-53.762165,-35.095717,20,0.309011,0.21,6.18,4,4
02/02/2008,13:13:01,-53.75151,-35.080488,20,23.703368,-0.14,6.18,5,5
02/02/2008,13:58:02,-53.731722,-35.056508,20,5.616784,0.16,6.34,7,7
02/02/2008,14:13:00,-53.7304,-35.103431,20,0.637479,-4.8,6.34,4,4
02/02/2008,14:28:04,-53.725373,-35.048253,20,0.743399,-0.9,6.34,4,4
02/02/2008,14:47:04,-53.719051,-35.040682,20,17.998936,-0.75,5.59,6,6
02/02/2008,15:04:01,-53.714666,-35.033761,20,25.680031,0.88,6.47,8,8
02/02/2008,15:23:00,-53.707893,-35.022763,20,26.739968,-0.85,5.62,7,7
02/02/2008,15:38:02,-53.703709,-35.019276,20,10.007102,-0.29,5.33,6,6
02/02/2008,16:14:01,-53.694129,-35.008188,20,15.200869,-0.54,4.79,8,8
02/02/2008,16:29:00,-53.693272,-35.005312,20,1.66604,0.9,4.79,4,4
02/02/2008,16:52:08,-53.686731,-34.996987,20,3.692172,0.15,4.79,5,5
02/02/2008,17:09:06,-53.680465,-34.984666,20,11.853351,0.5,5.29,7,7
02/02/2008,17:51:02,-53.674419,-34.955687,20,0.222375,-1.25,5.29,4,5
02/02/2008,18:06:02,-53.686985,-34.95164,20,19.466979,0.78,6.07,6,6
