Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided
20/01/2008,16:29:30,-54.392264,-36.25431,20,11.739101,0.29,5.29,8,8
20/01/2008,16:44:00,-54.392544,-36.254781,20,16.923345,-0.43,4.86,7,7
20/01/2008,16:59:00,-54.391034,-36.251533,20,0.311331,1.23,4.86,4,4
20/01/2008,17:14:00,-54.391701,-36.253304,20,10.310507,0.14,5,7,7
20/01/2008,17:29:00,-54.392836,-36.247028,20,14.50598,-0.19,5,5,5
20/01/2008,17:44:13,-54.388206,-36.234446,20,12.812825,0.81,5.81,7,7
20/01/2008,17:59:01,-54.384924,-36.222397,20,29.489081,-0.51,5.3,8,8
20/01/2008,18:14:12,-54.380711,-36.211605,20,10.278196,-1.04,4.26,8,8
20/01/2008,18:29:10,-54.371681,-36.198842,20,20.542306,0.83,5.09,7,7
20/01/2008,18:59:02,-54.352779,-36.17384,20,8.46322,-0.05,5.04,6,6
20/01/2008,19:22:04,-54.343293,-36.145261,20,0.73239,-0.4,5.04,4,4
20/01/2008,19:39:01,-54.331956,-36.132946,20,13.436507,0.02,5.04,5,5
20/01/2008,19:56:07,-54.321257,-36.118157,20,0.285566,0.16,5.04,4,4
20/01/2008,20:13:00,-54.306298,-36.103915,20,0.370878,-0.81,5.04,4,4
20/01/2008,20:28:08,-54.299129,-36.099488,20,0.948822,-0.82,5.04,4,4
20/01/2008,20:43:15,-54.285133,-36.083788,20,13.80063,0.79,5.04,4,4
20/01/2008,20:58:07,-54.274568,-36.078781,20,12.713784,-0.64,4.4,6,6
20/01/2008,21:13:15,-54.265527,-36.070569,20,0.381089,0.29,4.4,4,4
20/01/2008,21:28:05,-54.253795,-36.055468,20,7.869759,0.69,4.4,5,5
20/01/2008,21:45:06,-54.242427,-36.038718,20,7.120256,0.88,4.4,5,5
20/01/2008,22:34:04,-54.232034,-36.016492,20,18.257835,0.07,4.47,8,8
20/01/2008,22:49:03,-54.233321,-36.018129,20,9.424889,0.41,4.88,7,7
20/01/2008,23:04:06,-54.232635,-36.014153,20,9.704773,-0.79,4.09,6,6
20/01/2008,23:21:48,-54.233502,-36.014394,20,20.057624,0.72,4.81,8,8
20/01/2008,23:36:00,-54.231607,-36.014086,20,16.290793,-0.34,4.47,8,8
20/01/2008,23:51:07,-54.23407,-36.016183,20,9.561083,-0.18,4.29,6,6
21/01/2008,00:06:02,-54.230883,-36.015404,20,0.587908,0.46,4.29,4,4
21/01/2008,00:23:17,-54.225626,-36.009124,20,12.025175,1.33,5.62,8,8
21/01/2008,00:43:36,-54.224437,-36.009898,20,10.324802,0.03,5.65,7,7
21/01/2008,00:58:42,-54.217091,-36.002879,20,14.848933,-0.89,4.76,8,8
21/01/2008,01:15:04,-54.209726,-35.98712,20,6.198557,0.7,5.46,8,8
21/01/2008,01:32:03,-54.204117,-35.97491,20,9.466833,-1.21,4.25,8,8
21/01/2008,01:50:17,-54.199847,-35.964139,20,19.030423,0.77,5.02,6,6
21/01/2008,02:05:17,-54.198469,-35.957246,20,17.503301,-0.24,4.78,8,8
21/01/2008,02:22:31,-54.1964,-35.951459,20,16.306177,0.87,5.65,7,7
21/01/2008,02:37:04,-54.189027,-35.940753,20,9.61871,-1.16,5.65,5,5
21/01/2008,02:54:00,-54.181262,-35.928358,20,23.761344,-1.05,5.65,5,5
21/01/2008,03:11:26,-54.177705,-35.924682,20,23.139113,-0.51,5.14,8,8
21/01/2008,03:30:32,-54.175152,-35.92553,20,17.130045,-0.31,5.14,5,5
21/01/2008,04:28:12,-54.161781,-35.913803,20,7.96568,0.64,5.78,6,6
21/01/2008,05:14:05,-54.15491,-35.88681,20,11.358326,-0.95,4.83,7,7
21/01/2008,05:31:35,-54.151576,-35.875678,20,18.240799,0.01,4.84,7,8
