Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,Sats Used,# Sats,Duplicates,Notes
26/02/2013,16:49:00,-54.007451,-38.048082,SFL00000414,W8948_01_050313,0,3.491487,8.29,1.39,7,7,0,
26/02/2013,17:49:00,-54.007476,-38.047888,SFL00000414,W8948_01_050313,0,11.462786,-0.04,1.35,7,8,0,
26/02/2013,18:49:00,-54.007217,-38.04774,SFL00000414,W8948_01_050313,0,5.787562,-0.02,1.33,7,8,0,
26/02/2013,19:49:00,-54.007601,-38.047977,SFL00000414,W8948_01_050313,0,3.26607,-0.1,1.33,5,6,0,
26/02/2013,20:49:00,-54.007803,-38.048524,SFL00000414,W8948_01_050313,0,9.496865,-0.16,1.17,7,8,0,
26/02/2013,21:49:01,-54.01433,-38.05587,SFL00000414,W8948_01_050313,0,8.935345,-0.62,0.55,6,6,0,
26/02/2013,22:02:56,-54.017933,-38.060988,SFL00000414,W8948_01_050313,0,8.250046,0.71,1.26,7,7,0,
26/02/2013,22:25:03,-54.021382,-38.083223,SFL00000414,W8948_01_050313,0,3.927882,-0.26,1,7,7,0,
26/02/2013,22:30:08,-54.017874,-38.084745,SFL00000414,W8948_01_050313,0,4.563477,0.27,1.27,7,7,0,
26/02/2013,22:37:02,-54.010935,-38.085646,SFL00000414,W8948_01_050313,0,9.001555,-0.59,0.68,7,7,0,
26/02/2013,22:43:24,-54.004251,-38.086309,SFL00000414,W8948_01_050313,0,9.861611,-0.09,0.59,8,8,0,
26/02/2013,22:59:05,-53.98377,-38.08428,SFL00000414,W8948_01_050313,0,1.228581,0.29,0.59,5,5,0,
26/02/2013,23:04:04,-53.978199,-38.086048,SFL00000414,W8948_01_050313,0,1.21108,-0.11,0.59,4,4,0,
26/02/2013,23:20:12,-53.958536,-38.085889,SFL00000414,W8948_01_050313,0,3.241474,0.63,0.59,5,5,0,
26/02/2013,23:53:18,-53.926929,-38.087464,SFL00000414,W8948_01_050313,0,7.331887,0.76,1.35,7,7,0,
27/02/2013,00:07:09,-53.913892,-38.0889,SFL00000414,W8948_01_050313,0,4.610909,-0.01,1.34,7,7,0,
27/02/2013,00:31:00,-53.891394,-38.095907,SFL00000414,W8948_01_050313,0,0.344996,-0.08,1.34,4,4,0,
27/02/2013,00:46:14,-53.881616,-38.099711,SFL00000414,W8948_01_050313,0,10.83053,-0.13,1.34,5,5,0,
27/02/2013,00:51:10,-53.871211,-38.098051,SFL00000414,W8948_01_050313,0,0.451127,-0.19,1.34,4,4,0,
27/02/2013,00:57:15,-53.873705,-38.104332,SFL00000414,W8948_01_050313,0,2.011991,-0.93,1.34,5,5,0,
27/02/2013,01:06:13,-53.865911,-38.109454,SFL00000414,W8948_01_050313,0,0.420319,-0.57,1.34,4,4,0,
27/02/2013,01:22:01,-53.85378,-38.117034,SFL00000414,W8948_01_050313,0,0.39074,-0.59,1.34,4,4,0,
27/02/2013,01:39:04,-53.843058,-38.132145,SFL00000414,W8948_01_050313,0,3.747432,-0.54,0.8,6,6,0,
