Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,Sats Used,# Sats,Duplicates,Notes
19/03/2013,19:49:00,-54.0075,-38.045746,SFL00000420,W8973_01_290313,0,14.076466,0.1,0.97,5,5,0,
19/03/2013,20:49:00,-54.00698,-38.04514,SFL00000420,W8973_01_290313,0,12.68728,0.97,0.97,8,8,0,
19/03/2013,21:49:00,-54.007103,-38.045089,SFL00000420,W8973_01_290313,0,10.477405,-0.13,0.84,7,7,0,
19/03/2013,22:49:00,-54.007183,-38.044886,SFL00000420,W8973_01_290313,0,16.900438,-0.09,0.75,6,6,0,
20/03/2013,03:02:00,-54.00784,-38.045211,SFL00000420,W8973_01_290313,0,0.934212,-0.54,0.75,4,4,0,
20/03/2013,04:02:00,-54.009765,-38.045383,SFL00000420,W8973_01_290313,0,0.373445,-0.36,0.75,4,4,0,
20/03/2013,05:02:00,-54.007186,-38.044875,SFL00000420,W8973_01_290313,0,9.109541,-0.71,0.04,8,8,0,
20/03/2013,07:06:00,-54.007537,-38.045592,SFL00000420,W8973_01_290313,0,0.746297,-0.26,0.04,4,4,0,
20/03/2013,08:06:00,-54.007141,-38.044901,SFL00000420,W8973_01_290313,0,22.68158,-0.33,-0.29,8,8,0,
20/03/2013,09:06:00,-54.007038,-38.045329,SFL00000420,W8973_01_290313,0,13.891661,-0.12,-0.41,8,8,0,
20/03/2013,10:06:00,-54.007074,-38.045585,SFL00000420,W8973_01_290313,0,12.273291,-0.13,-0.54,8,8,0,
20/03/2013,11:06:00,-54.008103,-38.044032,SFL00000420,W8973_01_290313,0,2.734515,-0.18,-0.54,5,5,0,
20/03/2013,12:06:00,-54.007505,-38.045056,SFL00000420,W8973_01_290313,0,14.575616,-0.21,-0.75,7,7,0,
20/03/2013,13:06:00,-53.814063,-41.495647,SFL00000420,W8973_01_290313,0,0.97805,-1.45,-0.75,4,4,0,
20/03/2013,15:11:00,-54.007099,-38.045683,SFL00000420,W8973_01_290313,0,0.307793,-0.42,-0.75,4,4,0,
20/03/2013,16:11:00,-54.007177,-38.045449,SFL00000420,W8973_01_290313,0,12.466827,-0.48,-1.23,7,7,0,
20/03/2013,17:35:46,-54.012651,-38.055729,SFL00000420,W8973_01_290313,0,9.51593,0.41,-0.82,6,6,0,
20/03/2013,17:44:00,-54.014714,-38.057919,SFL00000420,W8973_01_290313,0,6.815809,-0.2,-1.02,6,6,0,
20/03/2013,17:59:00,-54.020861,-38.06785,SFL00000420,W8973_01_290313,0,4.709845,-0.04,-1.02,5,5,0,
20/03/2013,18:17:03,-54.015888,-38.08924,SFL00000420,W8973_01_290313,0,7.316755,-0.34,-1.36,6,6,0,
20/03/2013,18:23:17,-53.995285,-38.041027,SFL00000420,W8973_01_290313,0,13.551939,-2,-1.36,4,4,0,
20/03/2013,19:25:11,-53.951615,-38.131051,SFL00000420,W8973_01_290313,0,10.492309,0.03,-1.33,8,8,0,
20/03/2013,19:50:00,-53.931585,-38.149949,SFL00000420,W8973_01_290313,0,10.383306,0.12,-1.21,6,6,0,
20/03/2013,19:58:03,-53.925492,-38.156174,SFL00000420,W8973_01_290313,0,6.223128,0.37,-0.84,8,8,0,
20/03/2013,23:21:06,-53.813732,-38.31396,SFL00000420,W8973_01_290313,0,3.455634,-0.2,-1.04,6,6,0,
20/03/2013,23:27:01,-53.814518,-38.315025,SFL00000420,W8973_01_290313,0,3.165078,-0.95,-1.04,5,5,0,
