Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,Sats Used,# Sats,Duplicates,Notes
16/03/2013,11:33:00,-54.007909,-38.049623,SFL00000414,W8946_01_260313,0,5.068497,-1.69,-1.69,8,8,0,
16/03/2013,12:33:00,-54.006971,-38.047798,SFL00000414,W8946_01_260313,0,18.36489,-0.07,-1.76,7,7,0,
16/03/2013,13:33:00,-54.00698,-38.047525,SFL00000414,W8946_01_260313,0,12.266228,-0.06,-1.82,7,7,0,
16/03/2013,14:33:00,-54.006994,-38.04708,SFL00000414,W8946_01_260313,0,12.692652,0.01,-1.81,7,7,0,
16/03/2013,15:33:00,-54.006846,-38.047805,SFL00000414,W8946_01_260313,0,10.147646,-0.15,-1.96,7,7,0,
16/03/2013,16:33:00,-54.006641,-38.04692,SFL00000414,W8946_01_260313,0,11.803431,-0.02,-1.98,8,8,0,
16/03/2013,17:33:00,-54.006554,-38.046035,SFL00000414,W8946_01_260313,0,3.470551,0.06,-1.98,5,5,0,
16/03/2013,18:33:00,-54.006276,-38.046816,SFL00000414,W8946_01_260313,0,6.686369,-0.11,-1.98,5,5,0,
16/03/2013,19:33:00,-54.006511,-38.04653,SFL00000414,W8946_01_260313,0,18.645957,-0.16,-2.14,7,7,0,
16/03/2013,20:33:00,-54.00634,-38.046533,SFL00000414,W8946_01_260313,0,13.92559,-0.03,-2.17,8,8,0,
16/03/2013,21:33:00,-54.006391,-38.046902,SFL00000414,W8946_01_260313,0,11.400978,-0.08,-2.25,8,8,0,
16/03/2013,22:33:00,-54.006386,-38.046534,SFL00000414,W8946_01_260313,0,14.518759,-0.03,-2.28,8,8,0,
16/03/2013,23:33:00,-54.006298,-38.046479,SFL00000414,W8946_01_260313,0,13.231761,0,-2.28,5,5,0,
17/03/2013,00:33:00,-54.00678,-38.047682,SFL00000414,W8946_01_260313,0,13.506399,-0.22,-2.5,6,6,0,
17/03/2013,01:33:00,-54.006306,-38.04655,SFL00000414,W8946_01_260313,0,8.77089,0.07,-2.43,8,8,0,
17/03/2013,02:33:00,-54.006421,-38.045976,SFL00000414,W8946_01_260313,0,23.633393,0.01,-2.42,8,8,0,
17/03/2013,03:33:00,-54.006482,-38.047602,SFL00000414,W8946_01_260313,0,10.573194,-0.14,-2.56,7,7,0,
17/03/2013,04:33:00,-54.007577,-38.050235,SFL00000414,W8946_01_260313,0,8.489137,0.01,-2.55,7,7,0,
17/03/2013,05:35:00,-54.007849,-38.050065,SFL00000414,W8946_01_260313,0,7.09975,-0.04,-2.59,6,6,0,
17/03/2013,06:35:00,-54.008383,-38.056409,SFL00000414,W8946_01_260313,0,0.617817,-0.66,-2.59,4,4,0,
17/03/2013,07:39:00,-54.007899,-38.050004,SFL00000414,W8946_01_260313,0,3.718773,-0.09,-2.68,6,6,0,
17/03/2013,08:39:00,-54.008094,-38.049871,SFL00000414,W8946_01_260313,0,13.038961,-0.05,-2.73,8,8,0,
17/03/2013,10:43:00,-54.007994,-38.050318,SFL00000414,W8946_01_260313,0,4.715675,-0.12,-2.85,8,8,0,
17/03/2013,11:43:00,-54.007986,-38.050013,SFL00000414,W8946_01_260313,0,14.263524,-0.03,-2.88,7,7,0,
17/03/2013,12:43:00,-54.007866,-38.050404,SFL00000414,W8946_01_260313,0,4.325469,-0.09,-2.97,6,6,0,
17/03/2013,13:45:00,-54.007516,-38.050061,SFL00000414,W8946_01_260313,0,0.45717,0,-2.97,4,4,0,
17/03/2013,16:53:00,-54.008129,-38.050123,SFL00000414,W8946_01_260313,0,7.871835,-0.26,-3.23,7,7,0,
17/03/2013,18:57:00,-54.007738,-38.050242,SFL00000414,W8946_01_260313,0,11.130551,-0.16,-3.39,6,6,0,
17/03/2013,21:01:00,-54.008058,-38.05076,SFL00000414,W8946_01_260313,0,9.25779,-0.17,-3.56,8,8,0,
17/03/2013,21:20:22,-54.009814,-38.053668,SFL00000414,W8946_01_260313,0,4.291014,0.3,-3.26,7,7,0,
17/03/2013,21:55:03,-54.022245,-38.079054,SFL00000414,W8946_01_260313,0,8.21883,0.46,-3.26,5,5,0,
17/03/2013,22:21:24,-53.997084,-38.094779,SFL00000414,W8946_01_260313,0,17.27291,0.28,-2.98,7,7,0,
17/03/2013,22:26:13,-53.994815,-38.09483,SFL00000414,W8946_01_260313,0,10.122669,-0.34,-3.32,8,8,0,
17/03/2013,22:42:04,-53.975393,-38.095356,SFL00000414,W8946_01_260313,0,13.988273,0.28,-3.04,7,7,0,
17/03/2013,22:58:20,-53.95494,-38.098025,SFL00000414,W8946_01_260313,0,15.955572,-0.41,-3.45,7,7,0,
17/03/2013,23:12:08,-53.939322,-38.101224,SFL00000414,W8946_01_260313,0,6.758581,0.23,-3.22,7,7,0,
17/03/2013,23:21:17,-53.928921,-38.101967,SFL00000414,W8946_01_260313,0,0.157429,-0.26,-3.22,4,4,0,
17/03/2013,23:58:05,-53.884574,-38.099543,SFL00000414,W8946_01_260313,0,4.248181,0.03,-3.22,5,5,0,
18/03/2013,00:25:08,-53.856576,-38.103239,SFL00000414,W8946_01_260313,0,7.445687,-0.09,-3.31,6,6,0,
18/03/2013,00:34:32,-53.846334,-38.104668,SFL00000414,W8946_01_260313,0,11.534676,-0.05,-3.31,5,5,0,
18/03/2013,01:04:06,-53.829522,-38.111174,SFL00000414,W8946_01_260313,0,7.737355,0.56,-2.75,8,8,0,
18/03/2013,01:11:04,-53.827065,-38.111911,SFL00000414,W8946_01_260313,0,1.031924,-0.5,-2.75,5,5,0,
18/03/2013,01:17:57,-53.825646,-38.112382,SFL00000414,W8946_01_260313,0,8.328437,-0.63,-3.38,6,6,0,
18/03/2013,01:23:20,-53.82429,-38.111383,SFL00000414,W8946_01_260313,0,12.494645,0.12,-3.26,6,6,0,
18/03/2013,02:18:13,-53.8198,-38.10791,SFL00000414,W8946_01_260313,0,12.551866,0.48,-2.78,6,6,0,
