Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2013/01/24, 14:53:48, -54.008835, -38.052483, 86.85,  1116.00, 268, -2, 0.00, 1
2013/01/24, 14:58:54, -54.008522, -38.051407, 55.22,  540.00, 39, 0, 78.45, 1
2013/01/24, 15:13:45, -54.008522, -38.051407, 55.22,  540.00, 39, 0, 0.00, 1
2013/01/24, 15:18:31, -54.008141, -38.050804, 29.87,  252.00, 36, 0, 57.86, 1
2013/01/24, 15:23:17, -54.008354, -38.050812, 54.07,  0.00, 184, 0, 23.69, 1
2013/01/24, 15:28:00, -54.008297, -38.050877, 47.17,  0.00, 334, 0, 7.63, 1
2013/01/24, 15:32:37, -54.008308, -38.050621, 19.52,  3636.00, 305, 0, 16.77, 1
2013/01/24, 15:37:14, -54.008488, -38.050491, 43.68,  0.00, 312, 0, 21.74, 1
2013/01/24, 15:41:54, -54.008804, -38.050602, 103.80,  0.00, 307, 0, 35.88, 1
2013/01/24, 15:46:59, -54.008358, -38.051273, 9.12,  36.00, 55, 0, 66.20, 1
2013/01/24, 15:51:38, -54.008354, -38.051102, -3.00,  0.00, 33, 0, 11.18, 1
2013/01/24, 15:56:08, -54.009041, -38.051731, 16.10,  3492.00, 196, 0, 86.75, 1
2013/01/24, 16:00:52, -54.009377, -38.051994, -34.81,  0.00, 221, 0, 41.12, 1
2013/01/24, 16:05:42, -54.009724, -38.052086, 8.93,  3564.00, 182, 0, 39.05, 1
2013/01/24, 16:10:36, -54.010281, -38.052773, 30.44,  0.00, 325, 0, 76.49, 1
2013/01/24, 16:15:26, -54.009457, -38.052101, 84.47,  3636.00, 35, 0, 101.60, 1
2013/01/24, 16:20:33, -54.008251, -38.050480, 1.21,  1296.00, 14, 0, 170.89, 1
2013/01/24, 16:25:25, -54.008266, -38.050278, 43.29,  0.00, 22, 0, 13.30, 1
2013/01/24, 16:30:17, -54.008316, -38.050240, 29.15,  0.00, 296, 0, 6.09, 1
2013/01/24, 16:35:08, -54.008278, -38.050472, 15.29,  0.00, 117, 0, 15.74, 1
2013/01/24, 16:39:59, -54.008244, -38.050400, 34.85,  0.00, 75, 0, 6.04, 1
2013/01/24, 16:44:50, -54.008232, -38.050419, 7.52,  0.00, 33, 0, 1.82, 1
2013/01/24, 16:49:42, -54.008202, -38.050423, 18.62,  0.00, 59, 0, 3.35, 1
2013/01/24, 16:54:34, -54.008282, -38.050343, 53.71,  0.00, 19, 0, 10.32, 1
2013/01/24, 16:59:27, -54.008236, -38.050400, 31.82,  0.00, 48, 0, 6.33, 1
2013/01/24, 17:04:31, -54.008190, -38.050476, 39.65,  0.00, 44, 0, 7.13, 1
2013/01/24, 17:09:40, -54.008209, -38.050480, 30.85,  0.00, 25, 0, 2.13, 1
2013/01/24, 17:14:54, -54.008183, -38.050255, 55.73,  0.00, 90, 0, 14.98, 1
2013/01/24, 17:20:09, -54.008026, -38.049946, 96.93,  0.00, 77, 0, 26.69, 1
2013/01/24, 17:25:24, -54.008209, -38.050289, 37.03,  0.00, 350, 0, 30.27, 1
2013/01/24, 17:30:38, -54.008030, -38.049950, 81.76,  0.00, 59, 0, 29.78, 1
2013/01/24, 17:35:54, -54.008083, -38.050049, 65.17,  0.00, 52, 0, 8.75, 1
2013/01/24, 17:41:33, -54.008194, -38.050346, 2.46,  180.00, 104, 0, 23.00, 1
2013/01/24, 17:46:43, -54.008190, -38.050396, -2.58,  0.00, 115, 0, 3.30, 1
2013/01/24, 17:51:54, -54.008278, -38.050331, 14.87,  396.00, 167, 0, 10.67, 1
2013/01/24, 17:57:06, -54.008183, -38.050442, -1.85,  108.00, 62, 0, 12.81, 1
2013/01/24, 18:02:17, -54.008198, -38.050293, -4.23,  0.00, 118, 0, 9.88, 1
2013/01/24, 18:06:37, -54.008228, -38.050415, 7.26,  0.00, 353, 0, 8.64, 1
2013/01/24, 18:10:59, -54.008190, -38.050301, -3.26,  252.00, 90, 0, 8.56, 1
2013/01/24, 18:15:19, -54.008171, -38.050396, 15.79,  0.00, 126, 0, 6.56, 1
2013/01/24, 18:19:38, -54.008144, -38.050419, 39.81,  0.00, 102, 0, 3.36, 1
2013/01/24, 18:23:57, -54.008209, -38.050461, 20.24,  0.00, 157, 0, 7.73, 1
