Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,Sats Used,# Sats,Duplicates,Notes
07/03/2013,12:54:00,-54.008368,-38.049972,SFL00000419,W8955_01_160313,0,0.298261,-0.08,1.78,4,4,0,
07/03/2013,12:59:00,-54.007277,-38.048692,SFL00000419,W8955_01_160313,0,0.180717,0.08,1.78,4,4,0,
07/03/2013,13:04:00,-54.007476,-38.050039,SFL00000419,W8955_01_160313,0,0.211388,-0.03,1.78,4,4,0,
07/03/2013,13:09:00,-54.007726,-38.049139,SFL00000419,W8955_01_160313,0,5.380579,1.78,1.78,6,6,0,
07/03/2013,13:14:00,-54.008192,-38.053422,SFL00000419,W8955_01_160313,0,0.14548,-0.4,1.78,4,4,0,
07/03/2013,13:19:00,-54.007791,-38.04908,SFL00000419,W8955_01_160313,0,1.182839,-0.03,1.78,5,5,0,
07/03/2013,13:24:00,-54.007932,-38.049054,SFL00000419,W8955_01_160313,0,13.71192,0,1.78,5,5,0,
07/03/2013,13:29:00,-54.00786,-38.048817,SFL00000419,W8955_01_160313,0,8.105888,-0.01,1.78,5,5,0,
07/03/2013,13:34:00,-54.00772,-38.049039,SFL00000419,W8955_01_160313,0,13.899336,-0.03,1.75,6,6,0,
07/03/2013,13:39:00,-54.007613,-38.049218,SFL00000419,W8955_01_160313,0,2.156601,-0.01,1.74,6,6,0,
07/03/2013,13:44:00,-54.00765,-38.048803,SFL00000419,W8955_01_160313,0,2.781685,0.02,1.76,6,6,0,
07/03/2013,13:49:00,-54.007718,-38.048951,SFL00000419,W8955_01_160313,0,10.206204,-0.01,1.75,7,7,0,
07/03/2013,13:54:00,-54.007504,-38.049127,SFL00000419,W8955_01_160313,0,7.261706,-0.05,1.7,7,7,0,
07/03/2013,14:12:00,-54.007519,-38.049271,SFL00000419,W8955_01_160313,0,16.296487,-0.03,1.67,6,6,0,
07/03/2013,14:27:00,-54.007994,-38.048656,SFL00000419,W8955_01_160313,0,5.797875,0,1.67,6,6,0,
07/03/2013,14:42:00,-54.00686,-38.050736,SFL00000419,W8955_01_160313,0,0.206779,-0.3,1.67,4,4,0,
07/03/2013,14:57:00,-54.007411,-38.04919,SFL00000419,W8955_01_160313,0,4.809903,-0.09,1.67,5,5,0,
07/03/2013,15:12:00,-54.007787,-38.049163,SFL00000419,W8955_01_160313,0,11.169514,-0.15,1.52,7,7,0,
07/03/2013,15:27:00,-54.007613,-38.049088,SFL00000419,W8955_01_160313,0,9.230647,-0.03,1.49,6,6,0,
07/03/2013,15:42:00,-54.007759,-38.049109,SFL00000419,W8955_01_160313,0,14.377835,-0.02,1.47,7,7,0,
07/03/2013,15:57:00,-54.007707,-38.049297,SFL00000419,W8955_01_160313,0,5.516928,-0.04,1.43,7,7,0,
07/03/2013,16:12:00,-54.007712,-38.049202,SFL00000419,W8955_01_160313,0,3.159934,0,1.43,7,7,0,
07/03/2013,16:28:00,-54.007906,-38.049099,SFL00000419,W8955_01_160313,0,4.06898,-0.02,1.41,6,6,0,
07/03/2013,16:43:00,-54.007622,-38.049216,SFL00000419,W8955_01_160313,0,16.161164,-0.04,1.37,7,7,0,
