Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,Sats Used,# Sats,Duplicates,Notes
03/03/2013,20:10:00,-54.007909,-38.050832,SFL00000418,W8951_01_100313,0,1.156754,0.05,1.58,4,4,0,
03/03/2013,20:15:00,-54.008377,-38.051602,SFL00000418,W8951_01_100313,0,0.54022,-0.02,1.58,4,4,0,
03/03/2013,20:21:00,-54.007677,-38.051567,SFL00000418,W8951_01_100313,0,0.575784,0.12,1.58,4,4,0,
03/03/2013,20:26:00,-54.00801,-38.047374,SFL00000418,W8951_01_100313,0,0.44459,-0.06,1.58,4,4,0,
03/03/2013,20:31:00,-54.008407,-38.051609,SFL00000418,W8951_01_100313,0,6.082195,8.48,1.58,6,6,0,
03/03/2013,20:36:00,-54.008248,-38.051734,SFL00000418,W8951_01_100313,0,9.15799,0.02,1.58,5,5,0,
03/03/2013,20:41:00,-54.008492,-38.051833,SFL00000418,W8951_01_100313,0,3.791108,0.01,1.59,7,8,0,
03/03/2013,20:46:00,-54.008465,-38.051652,SFL00000418,W8951_01_100313,0,6.920521,-0.02,1.57,7,8,0,
03/03/2013,20:51:00,-54.008539,-38.051904,SFL00000418,W8951_01_100313,0,5.895948,0.03,1.6,7,8,0,
03/03/2013,20:56:00,-54.008761,-38.051994,SFL00000418,W8951_01_100313,0,4.289331,-0.02,1.58,8,8,0,
03/03/2013,21:04:12,-54.009243,-38.051716,SFL00000418,W8951_01_100313,0,2.319988,-0.1,1.58,5,5,0,
03/03/2013,21:19:07,-54.010077,-38.053387,SFL00000418,W8951_01_100313,0,11.890696,-0.41,1.17,8,8,0,
03/03/2013,21:24:00,-54.011354,-38.05412,SFL00000418,W8951_01_100313,0,0.830713,0.37,1.17,4,4,0,
03/03/2013,21:59:01,-54.027352,-38.069275,SFL00000418,W8951_01_100313,0,5.801198,-0.09,1.17,5,5,0,
03/03/2013,22:13:00,-54.036412,-38.083256,SFL00000418,W8951_01_100313,0,4.264698,0.64,1.81,8,8,0,
03/03/2013,22:21:02,-54.041782,-38.086882,SFL00000418,W8951_01_100313,0,10.899074,0.25,2.06,8,8,0,
03/03/2013,23:32:20,-54.089766,-38.167196,SFL00000418,W8951_01_100313,0,9.042494,-0.03,2.03,6,6,0,
04/03/2013,00:00:05,-54.100362,-38.181897,SFL00000418,W8951_01_100313,0,0.97801,-0.49,2.03,4,4,0,
04/03/2013,00:06:01,-54.100879,-38.184252,SFL00000418,W8951_01_100313,0,5.962558,-0.4,2.03,5,5,0,
04/03/2013,02:17:46,-54.139524,-38.272485,SFL00000418,W8951_01_100313,0,7.882344,-0.17,1.86,6,6,0,
04/03/2013,02:57:06,-54.148089,-38.283712,SFL00000418,W8951_01_100313,0,9.608871,-0.54,1.32,6,6,0,
04/03/2013,03:16:01,-54.152048,-38.285253,SFL00000418,W8951_01_100313,0,0.39972,-0.16,1.32,4,4,0,
04/03/2013,03:23:01,-54.153334,-38.284265,SFL00000418,W8951_01_100313,0,7.526782,0.25,1.57,6,7,0,
04/03/2013,03:38:01,-54.156622,-38.288008,SFL00000418,W8951_01_100313,0,4.159067,-0.35,1.57,5,5,0,
04/03/2013,04:40:38,-54.171448,-38.300447,SFL00000418,W8951_01_100313,0,6.524097,0.09,1.57,4,5,0,
04/03/2013,04:46:04,-54.171894,-38.301068,SFL00000418,W8951_01_100313,0,0.096888,-0.31,1.57,4,4,0,
04/03/2013,04:53:05,-54.173718,-38.303369,SFL00000418,W8951_01_100313,0,0.510988,-0.59,1.57,4,4,0,
04/03/2013,05:12:05,-54.178177,-38.304102,SFL00000418,W8951_01_100313,0,10.984372,-0.43,1.14,6,6,0,
04/03/2013,05:30:05,-54.182494,-38.306142,SFL00000418,W8951_01_100313,0,5.800331,0.65,1.79,7,7,0,
04/03/2013,06:01:01,-54.188818,-38.309555,SFL00000418,W8951_01_100313,0,14.197954,-0.67,1.12,7,7,0,
04/03/2013,06:20:00,-54.194407,-38.306562,SFL00000418,W8951_01_100313,0,12.210749,0.14,1.26,8,8,0,
