Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2013/03/13, 11:22:24, -54.008465, -38.051155, 6.36,  864.00, 15, -2, 0.00, 1
2013/03/13, 11:27:56, -54.008465, -38.051155, 6.36,  864.00, 15, 0, 0.00, 1
2013/03/13, 11:33:13, -54.007385, -38.050140, -81.79,  0.00, 292, 0, 137.19, 1
2013/03/13, 11:39:41, -54.008080, -38.051186, -0.26,  1224.00, 55, 0, 103.17, 1
2013/03/13, 11:47:33, -54.007851, -38.050785, -20.41,  4068.00, 237, 0, 36.54, 1
2013/03/13, 11:57:31, -54.008129, -38.051041, -9.75,  0.00, 251, 0, 35.15, 1
2013/03/13, 13:31:58, -54.008129, -38.051041, -9.75,  0.00, 251, 0, 0.00, 1
2013/03/13, 13:39:06, -54.008343, -38.050961, 20.35,  108.00, 47, 0, 24.36, 1
2013/03/13, 13:44:19, -54.008392, -38.050732, 56.06,  1512.00, 100, 0, 15.93, 1
2013/03/13, 13:49:25, -54.008232, -38.050838, 54.17,  0.00, 218, 0, 19.09, 1
2013/03/13, 13:54:33, -54.008450, -38.050900, 127.44,  0.00, 188, 0, 24.58, 1
2013/03/13, 13:59:34, -54.008274, -38.050327, 28.19,  0.00, 143, 0, 42.25, 1
2013/03/13, 14:04:39, -54.008160, -38.050064, 14.87,  0.00, 54, 0, 21.36, 1
2013/03/13, 14:09:37, -54.007637, -38.048874, 52.72,  0.00, 309, 0, 97.10, 1
2013/03/13, 14:14:38, -54.007618, -38.048885, 45.43,  0.00, 199, 0, 2.23, 1
2013/03/13, 14:19:39, -54.007153, -38.048725, -30.83,  0.00, 71, 0, 52.75, 1
2013/03/13, 14:24:39, -54.007126, -38.047688, 46.17,  0.00, 91, 0, 67.83, 1
2013/03/13, 14:30:04, -54.007248, -38.047775, 44.60,  1008.00, 220, 0, 14.71, 1
2013/03/13, 14:35:03, -54.007187, -38.049053, 6.33,  0.00, 231, 0, 83.79, 1
2013/03/13, 14:40:02, -54.008015, -38.050232, 13.93,  0.00, 228, 0, 120.05, 1
2013/03/13, 14:45:00, -54.009121, -38.051933, 1.52,  144.00, 234, 0, 165.77, 1
2013/03/13, 14:49:55, -54.009090, -38.052074, 22.01,  0.00, 246, 0, 9.84, 1
2013/03/13, 14:54:52, -54.008995, -38.051891, 8.39,  0.00, 234, 0, 15.96, 1
2013/03/13, 15:00:24, -54.009102, -38.052029, 15.85,  216.00, 193, 0, 14.93, 1
2013/03/13, 15:05:41, -54.009106, -38.052090, 20.20,  108.00, 121, 0, 4.01, 1
