Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2013/03/25, 16:49:14, -54.008766, -38.050743, 69.11,  0.00, 92, -2, 0.00, 1
2013/03/25, 16:54:17, -54.008766, -38.050743, 69.11,  0.00, 92, 0, 0.00, 1
2013/03/25, 16:59:17, -54.008354, -38.051682, 20.58,  2124.00, 227, 0, 76.57, 
2013/03/25, 17:04:45, -54.008270, -38.051537, 1.72,  0.00, 116, 0, 13.30, 
2013/03/25, 17:11:09, -54.008537, -38.052422, 10.79,  3780.00, 67, 0, 65.01, 
2013/03/25, 17:16:39, -54.008038, -38.050667, -21.95,  0.00, 236, 0, 127.40, 
2013/03/25, 17:33:19, -54.008038, -38.050667, -21.95,  0.00, 236, 0, 0.00, 
2013/03/25, 17:40:03, -54.008289, -38.050709, 5.05,  0.00, 181, 0, 28.04, 
2013/03/25, 17:45:23, -54.008595, -38.051128, 126.31,  0.00, 142, 0, 43.67, 
2013/03/25, 17:50:34, -54.009148, -38.050900, 224.44,  0.00, 349, 0, 63.27, 
2013/03/25, 17:55:53, -54.009068, -38.050388, 170.82,  0.00, 85, 0, 34.62, 
2013/03/25, 18:01:03, -54.008366, -38.050079, 95.93,  0.00, 48, 0, 80.63, 
2013/03/25, 18:06:14, -54.008049, -38.049854, 33.32,  252.00, 54, 0, 38.19, 
2013/03/25, 18:11:17, -54.008015, -38.049862, 34.01,  0.00, 166, 0, 3.82, 
2013/03/25, 18:16:16, -54.008251, -38.049591, 166.98,  0.00, 356, 0, 31.66, 
2013/03/25, 18:21:14, -54.007896, -38.049622, 26.20,  0.00, 151, 0, 39.53, 
2013/03/25, 18:26:12, -54.008034, -38.049335, 26.76,  0.00, 349, 0, 24.23, 
2013/03/25, 18:31:10, -54.008034, -38.049347, 32.47,  0.00, 69, 0, 0.78, 
2013/03/25, 18:36:09, -54.007854, -38.049442, 30.37,  0.00, 341, 0, 20.96, 
2013/03/25, 18:41:08, -54.007965, -38.049793, 26.56,  0.00, 20, 0, 26.05, 
2013/03/25, 18:46:06, -54.007908, -38.049847, 16.89,  0.00, 86, 0, 7.25, 
2013/03/25, 18:51:04, -54.007973, -38.049744, 18.74,  0.00, 338, 0, 9.88, 
2013/03/25, 18:56:02, -54.007950, -38.049782, 19.52,  0.00, 53, 0, 3.56, 
2013/03/25, 19:01:03, -54.007969, -38.049747, 24.37,  0.00, 358, 0, 3.11, 
2013/03/25, 19:06:03, -54.007961, -38.049786, 21.49,  0.00, 7, 0, 2.70, 
2013/03/25, 19:11:03, -54.007969, -38.049782, 27.55,  0.00, 112, 0, 0.93, 
2013/03/25, 19:16:33, -54.008026, -38.049774, 19.30,  72.00, 105, 0, 6.36, 1
2013/03/25, 19:21:28, -54.007999, -38.049770, 41.31,  1152.00, 25, 0, 3.01, 1
2013/03/25, 19:26:25, -54.007896, -38.049755, 3.41,  3348.00, 341, 0, 11.49, 
2013/03/25, 19:31:22, -54.008003, -38.049725, 25.90,  144.00, 67, 0, 12.06, 
2013/03/25, 19:36:19, -54.008003, -38.049755, 27.29,  1044.00, 142, 0, 1.96, 
2013/03/25, 19:41:18, -54.008110, -38.049793, 5.53,  180.00, 321, 0, 12.15, 
2013/03/25, 19:46:21, -54.007927, -38.049747, 21.54,  0.00, 0, 0, 20.57, 
2013/03/25, 19:51:21, -54.008007, -38.049767, 23.72,  0.00, 0, 0, 8.99, 
2013/03/25, 19:56:19, -54.008038, -38.049789, 35.88,  0.00, 0, 0, 3.73, 
2013/03/25, 20:01:22, -54.007969, -38.049759, 17.79,  180.00, 179, 0, 7.92, 
2013/03/25, 20:06:17, -54.007969, -38.049751, 18.11,  144.00, 122, 0, 0.52, 
2013/03/25, 20:11:15, -54.007969, -38.049747, 14.60,  0.00, 0, 0, 0.26, 
2013/03/25, 20:16:13, -54.008007, -38.049778, 31.31,  0.00, 0, 0, 4.69, 
2013/03/25, 20:21:10, -54.008015, -38.049801, 24.89,  0.00, 155, 0, 1.75, 
2013/03/25, 20:26:05, -54.007935, -38.049763, 30.78,  396.00, 21, 0, 9.24, 
2013/03/25, 20:30:59, -54.008041, -38.049919, 26.09,  180.00, 33, 0, 15.58, 
2013/03/25, 20:35:53, -54.008049, -38.049862, 28.90,  360.00, 63, 0, 3.83, 
2013/03/25, 20:40:49, -54.008011, -38.049824, 15.15,  432.00, 45, 0, 4.90, 
2013/03/25, 20:45:45, -54.007977, -38.049755, 20.92,  72.00, 47, 0, 5.88, 
2013/03/25, 20:50:41, -54.007950, -38.049793, 9.30,  324.00, 192, 0, 3.90, 
2013/03/25, 20:55:36, -54.007977, -38.049747, 32.95,  1656.00, 191, 0, 4.25, 
2013/03/25, 21:00:34, -54.007977, -38.049725, 25.42,  0.00, 128, 0, 1.44, 
2013/03/25, 21:05:29, -54.007946, -38.049740, 20.49,  3528.00, 14, 0, 3.58, 
2013/03/25, 21:10:24, -54.007938, -38.049675, 25.94,  216.00, 272, 0, 4.34, 
2013/03/25, 21:15:19, -54.007923, -38.049706, 24.17,  288.00, 215, 0, 2.62, 
2013/03/25, 21:20:14, -54.007923, -38.049709, -0.08,  72.00, 131, 0, 0.20, 
2013/03/25, 21:25:09, -54.007950, -38.049698, 24.42,  1260.00, 157, 0, 3.09, 
2013/03/25, 21:30:04, -54.007942, -38.049717, 26.32,  900.00, 202, 0, 1.53, 
2013/03/25, 21:34:59, -54.007973, -38.049744, 26.23,  36.00, 276, 0, 3.87, 
2013/03/25, 21:39:54, -54.007931, -38.049671, 21.63,  504.00, 229, 0, 6.68, 
2013/03/25, 21:45:12, -54.007915, -38.049820, -0.46,  0.00, 0, 0, 9.90, 
2013/03/25, 21:50:10, -54.007946, -38.049751, 21.99,  504.00, 40, 0, 5.68, 
2013/03/25, 21:55:55, -54.007996, -38.049839, 24.64,  0.00, 215, 0, 8.00, 
2013/03/25, 22:02:04, -54.007942, -38.049736, 27.08,  252.00, 196, 0, 9.02, 
2013/03/25, 22:09:07, -54.007954, -38.049747, 33.00,  0.00, 181, 0, 1.52, 
2013/03/25, 22:14:07, -54.007954, -38.049706, 20.68,  0.00, 219, 0, 2.68, 
2013/03/25, 22:19:41, -54.007961, -38.049717, 36.44,  0.00, 212, 0, 1.06, 
2013/03/25, 22:25:46, -54.008022, -38.049824, 28.30,  1260.00, 9, 0, 9.74, 
2013/03/25, 22:30:57, -54.007915, -38.049774, 21.06,  8244.00, 7, 0, 12.34, 
2013/03/25, 22:36:17, -54.007839, -38.049667, 11.43,  0.00, 357, 0, 10.97, 
2013/03/25, 22:41:50, -54.008022, -38.049873, 11.55,  0.00, 211, 0, 24.40, 
2013/03/25, 22:47:02, -54.008018, -38.049923, 22.18,  0.00, 261, 0, 3.30, 
2013/03/25, 22:52:15, -54.007816, -38.049614, 27.55,  0.00, 64, 0, 30.20, 
2013/03/25, 23:01:25, -54.007816, -38.049614, 27.55,  0.00, 64, 0, 0.00, 
2013/03/25, 23:22:51, -54.008156, -38.049881, 13.84,  0.00, 20, 0, 41.64, 
2013/03/25, 23:27:34, -54.007992, -38.049732, 20.65,  108.00, 74, 0, 20.67, 
2013/03/25, 23:39:40, -54.007942, -38.049740, 18.08,  288.00, 17, 0, 5.58, 
2013/03/25, 23:43:58, -54.007919, -38.049732, 20.73,  108.00, 81, 0, 2.61, 
2013/03/25, 23:48:12, -54.007900, -38.049725, 18.91,  504.00, 41, 0, 2.16, 
2013/03/25, 23:52:27, -54.007954, -38.049717, 1.89,  1656.00, 5, 0, 6.03, 
2013/03/25, 23:56:46, -54.007896, -38.049709, 20.21,  36.00, 39, 0, 6.47, 
2013/03/26, 00:27:15, -54.007896, -38.049709, 20.21,  36.00, 39, 0, 0.00, 
2013/03/26, 00:32:17, -54.008030, -38.049820, 6.57,  0.00, 29, 0, 16.57, 
2013/03/26, 00:37:04, -54.008160, -38.050346, -3.81,  0.00, 47, 0, 37.29, 
2013/03/26, 00:41:52, -54.008034, -38.050014, 11.43,  0.00, 36, 0, 25.83, 
2013/03/26, 00:46:33, -54.008060, -38.049873, -7.74,  0.00, 27, 0, 9.66, 
2013/03/26, 00:51:13, -54.007488, -38.049110, 105.82,  0.00, 35, 0, 80.82, 
2013/03/26, 00:55:51, -54.007397, -38.048950, 98.59,  0.00, 34, 0, 14.55, 
2013/03/26, 01:00:34, -54.007378, -38.048889, 94.99,  0.00, 17, 0, 4.51, 
2013/03/26, 01:05:27, -54.006538, -38.047726, 182.90,  0.00, 39, 0, 120.42, 
2013/03/26, 01:10:21, -54.006435, -38.047581, 176.04,  0.00, 38, 0, 14.86, 
2013/03/26, 01:15:14, -54.004307, -38.043957, 438.22,  1152.00, 197, 0, 334.78, 
2013/03/26, 01:20:07, -54.005997, -38.046688, 209.16,  0.00, 32, 0, 259.16, 
2013/03/26, 01:25:06, -54.006233, -38.047218, 160.60,  0.00, 184, 0, 43.45, 
2013/03/26, 01:30:06, -54.006622, -38.047794, 116.07,  0.00, 13, 0, 57.34, 
2013/03/26, 01:35:07, -54.007103, -38.048603, 68.14,  0.00, 206, 0, 75.20, 
2013/03/26, 01:40:09, -54.007603, -38.049290, 40.39,  0.00, 21, 0, 71.46, 
2013/03/26, 01:45:10, -54.007919, -38.049728, 23.48,  0.00, 218, 0, 45.32, 
2013/03/26, 01:51:00, -54.007832, -38.049633, 20.49,  0.00, 29, 0, 11.49, 
2013/03/26, 01:57:53, -54.007984, -38.049725, 12.38,  0.00, 60, 0, 17.94, 
2013/03/26, 02:06:48, -54.008034, -38.049816, 18.39,  0.00, 34, 0, 8.14, 
2013/03/26, 02:11:41, -54.008045, -38.049782, 17.29,  0.00, 20, 0, 2.54, 
2013/03/26, 02:16:33, -54.008018, -38.049797, 18.42,  0.00, 126, 0, 3.16, 
2013/03/26, 02:21:25, -54.007965, -38.049736, 23.64,  0.00, 134, 0, 7.11, 
2013/03/26, 02:26:16, -54.007965, -38.049740, 27.06,  0.00, 134, 0, 0.26, 
2013/03/26, 02:31:07, -54.007977, -38.049786, 22.65,  0.00, 42, 0, 3.29, 
2013/03/26, 02:35:58, -54.007912, -38.049686, 25.17,  0.00, 54, 0, 9.74, 
2013/03/26, 02:40:53, -54.007969, -38.049744, 22.99,  0.00, 89, 0, 7.38, 
2013/03/26, 02:45:48, -54.007950, -38.049805, 17.01,  1440.00, 91, 0, 4.51, 
2013/03/26, 02:50:56, -54.007954, -38.049725, 21.17,  36.00, 53, 0, 5.25, 
2013/03/26, 02:56:09, -54.008011, -38.049950, -1.12,  72.00, 84, 0, 16.01, 
2013/03/26, 03:01:24, -54.008030, -38.049988, -1.23,  72.00, 312, 0, 3.26, 
2013/03/26, 03:07:32, -54.007950, -38.049759, 18.36,  72.00, 85, 0, 17.41, 
2013/03/26, 03:14:08, -54.007965, -38.049850, 19.83,  144.00, 95, 0, 6.18, 
2013/03/26, 03:18:57, -54.007950, -38.049770, 16.12,  108.00, 203, 0, 5.49, 
2013/03/26, 03:23:46, -54.007980, -38.049839, 31.79,  252.00, 350, 0, 5.61, 
2013/03/26, 03:28:34, -54.008003, -38.049767, 22.39,  2196.00, 305, 0, 5.36, 
2013/03/26, 03:33:23, -54.007942, -38.049778, 22.23,  864.00, 115, 0, 6.82, 
2013/03/26, 03:38:13, -54.007961, -38.049778, 21.19,  216.00, 202, 0, 2.11, 
2013/03/26, 03:43:03, -54.007980, -38.049793, 18.05,  36.00, 21, 0, 2.33, 
2013/03/26, 03:47:53, -54.007954, -38.049767, 18.93,  432.00, 324, 0, 3.35, 
2013/03/26, 03:52:43, -54.008030, -38.049786, 38.92,  324.00, 2, 0, 8.54, 
2013/03/26, 03:57:33, -54.007988, -38.049778, 22.32,  108.00, 201, 0, 4.70, 
2013/03/26, 04:02:27, -54.007992, -38.049648, 37.75,  324.00, 126, 0, 8.51, 
2013/03/26, 04:07:18, -54.008045, -38.049858, 29.52,  180.00, 65, 0, 14.93, 
2013/03/26, 04:12:09, -54.007999, -38.049789, 31.41,  396.00, 50, 0, 6.82, 
2013/03/26, 04:17:00, -54.007973, -38.049816, 25.02,  396.00, 26, 0, 3.39, 
2013/03/26, 04:21:49, -54.007969, -38.049831, 26.70,  180.00, 99, 0, 1.08, 
2013/03/26, 04:26:39, -54.007999, -38.049816, 21.20,  0.00, 46, 0, 3.48, 
2013/03/26, 04:31:30, -54.007961, -38.049797, 19.40,  0.00, 0, 0, 4.40, 
2013/03/26, 04:36:21, -54.007954, -38.049786, 27.31,  1368.00, 316, 0, 1.06, 
2013/03/26, 04:41:10, -54.007980, -38.049782, 21.26,  612.00, 298, 0, 2.90, 
2013/03/26, 04:45:59, -54.007912, -38.049759, 23.35,  864.00, 124, 0, 7.71, 
2013/03/26, 04:50:49, -54.007999, -38.049767, 23.78,  432.00, 51, 0, 9.69, 
2013/03/26, 04:55:39, -54.007824, -38.049747, 23.69,  3420.00, 127, 0, 19.50, 
2013/03/26, 05:00:34, -54.007980, -38.049782, 22.38,  828.00, 36, 0, 17.50, 
2013/03/26, 05:05:38, -54.007988, -38.049793, 26.27,  216.00, 97, 0, 1.14, 
2013/03/26, 05:10:42, -54.007946, -38.049847, 24.79,  72.00, 78, 0, 5.85, 
2013/03/26, 05:15:52, -54.007843, -38.049625, 21.43,  36.00, 96, 0, 18.48, 
2013/03/26, 05:20:57, -54.007790, -38.049763, 16.73,  360.00, 305, 0, 10.77, 
2013/03/26, 05:26:03, -54.007912, -38.049885, 18.22,  0.00, 151, 0, 15.73, 
2013/03/26, 05:31:09, -54.007904, -38.049675, 27.28,  0.00, 333, 0, 13.75, 
2013/03/26, 05:36:16, -54.008129, -38.049656, 75.37,  0.00, 340, 0, 25.05, 
2013/03/26, 05:41:29, -54.007805, -38.049549, 9.80,  0.00, 39, 0, 36.70, 
2013/03/26, 05:46:44, -54.007725, -38.049789, -11.00,  0.00, 15, 0, 18.03, 
2013/03/26, 05:52:00, -54.007813, -38.049767, 3.61,  0.00, 201, 0, 9.89, 
2013/03/26, 05:57:52, -54.007813, -38.049679, 9.15,  720.00, 51, 0, 5.75, 
2013/03/26, 06:03:22, -54.007881, -38.049782, 27.70,  0.00, 73, 0, 10.12, 
2013/03/26, 06:08:25, -54.007954, -38.049873, 53.21,  0.00, 329, 0, 10.06, 
2013/03/26, 06:13:30, -54.007843, -38.049690, 23.92,  0.00, 308, 0, 17.19, 
2013/03/26, 06:18:37, -54.007862, -38.049625, 20.80,  0.00, 3, 0, 4.74, 
2013/03/26, 06:23:44, -54.007847, -38.049736, 21.40,  0.00, 294, 0, 7.44, 
2013/03/26, 06:28:46, -54.007732, -38.049877, 7.65,  0.00, 122, 0, 15.76, 
2013/03/26, 06:33:46, -54.007816, -38.049610, -30.57,  0.00, 252, 0, 19.79, 
2013/03/26, 06:38:45, -54.007965, -38.049515, 54.08,  0.00, 272, 0, 17.69, 
2013/03/26, 06:43:43, -54.007694, -38.049843, 36.43,  0.00, 321, 0, 36.98, 
2013/03/26, 06:48:41, -54.007759, -38.049725, 44.36,  0.00, 331, 0, 10.57, 
2013/03/26, 06:53:39, -54.007797, -38.049671, 19.59,  0.00, 104, 0, 5.51, 
2013/03/26, 06:58:40, -54.007851, -38.049660, 1.91,  36.00, 270, 0, 6.05, 
2013/03/26, 07:03:47, -54.007835, -38.049629, 25.23,  0.00, 328, 0, 2.70, 
2013/03/26, 07:08:49, -54.007839, -38.049690, 35.48,  0.00, 133, 0, 4.01, 
2013/03/26, 07:13:54, -54.007889, -38.049759, 18.77,  0.00, 297, 0, 7.16, 
2013/03/26, 07:19:00, -54.007919, -38.049625, 3.85,  0.00, 301, 0, 9.37, 
2013/03/26, 07:24:09, -54.007927, -38.049564, 7.42,  0.00, 287, 0, 4.08, 
2013/03/26, 07:29:15, -54.007900, -38.049553, 8.23,  0.00, 146, 0, 3.09, 
2013/03/26, 07:34:14, -54.008228, -38.049435, -1.83,  0.00, 173, 0, 37.28, 
2013/03/26, 07:39:33, -54.007839, -38.049648, 22.48,  180.00, 33, 0, 45.44, 
2013/03/26, 07:44:30, -54.007923, -38.049694, 5.60,  1764.00, 63, 0, 9.81, 
2013/03/26, 07:49:26, -54.007969, -38.049809, 18.80,  1656.00, 253, 0, 9.09, 
2013/03/26, 07:54:23, -54.007957, -38.049789, 27.07,  0.00, 0, 0, 1.87, 
2013/03/26, 07:59:21, -54.007996, -38.049740, 26.84,  504.00, 147, 0, 5.39, 
2013/03/26, 08:04:20, -54.007946, -38.049713, 27.01,  216.00, 158, 0, 5.83, 
2013/03/26, 08:09:16, -54.007996, -38.049755, 29.70,  144.00, 34, 0, 6.20, 
2013/03/26, 08:14:12, -54.007973, -38.049709, 31.50,  72.00, 63, 0, 3.95, 
2013/03/26, 08:19:08, -54.007950, -38.049740, 19.95,  72.00, 72, 0, 3.26, 
2013/03/26, 08:24:04, -54.007984, -38.049782, 24.00,  72.00, 95, 0, 4.67, 
2013/03/26, 08:29:00, -54.007999, -38.049770, 25.82,  72.00, 40, 0, 1.84, 
2013/03/26, 08:33:56, -54.008068, -38.049759, 25.37,  180.00, 30, 0, 7.71, 
2013/03/26, 08:38:53, -54.007969, -38.049706, 30.19,  0.00, 152, 0, 11.54, 
2013/03/26, 08:43:50, -54.008003, -38.049656, 26.85,  0.00, 345, 0, 5.00, 
2013/03/26, 08:48:47, -54.008068, -38.049789, 12.56,  0.00, 169, 0, 11.30, 
2013/03/26, 08:53:43, -54.007809, -38.049820, 14.39,  0.00, 166, 0, 28.87, 
2013/03/26, 08:59:01, -54.007866, -38.049839, 24.51,  0.00, 0, 0, 6.46, 
2013/03/26, 09:03:38, -54.006584, -38.049892, 84.05,  5148.00, 172, 0, 142.59, 
2013/03/26, 09:07:54, -54.007401, -38.049866, 31.07,  0.00, 351, 0, 90.86, 
2013/03/26, 09:12:10, -54.008232, -38.049583, 15.77,  0.00, 296, 0, 94.24, 
2013/03/26, 09:16:28, -54.007828, -38.049641, 29.91,  0.00, 4, 0, 45.08, 
2013/03/26, 09:20:48, -54.006962, -38.049671, 90.51,  0.00, 352, 0, 96.31, 
2013/03/26, 09:25:05, -54.007500, -38.049713, 48.30,  0.00, 6, 0, 59.89, 
2013/03/26, 09:29:50, -54.007946, -38.049747, 9.86,  252.00, 160, 0, 49.64, 
2013/03/26, 09:34:17, -54.007881, -38.049751, -0.06,  1260.00, 107, 0, 7.23, 
2013/03/26, 09:38:29, -54.008038, -38.050152, 53.98,  2016.00, 322, 0, 31.49, 
2013/03/26, 09:42:41, -54.007748, -38.050240, -5.23,  180.00, 306, 0, 32.76, 
2013/03/26, 09:46:52, -54.008137, -38.049561, 8.90,  2556.00, 275, 0, 61.97, 
2013/03/26, 09:51:03, -54.007988, -38.049603, -26.03,  1116.00, 247, 0, 16.79, 
2013/03/26, 09:55:14, -54.007965, -38.049793, 55.06,  612.00, 225, 0, 12.68, 
2013/03/26, 09:59:37, -54.007828, -38.049950, 39.31,  432.00, 322, 0, 18.37, 
2013/03/26, 10:04:38, -54.007942, -38.049721, 33.46,  108.00, 319, 0, 19.61, 
2013/03/26, 10:09:37, -54.007927, -38.049744, 38.71,  180.00, 176, 0, 2.25, 
2013/03/26, 10:14:36, -54.007961, -38.049732, 29.85,  180.00, 174, 0, 3.86, 
2013/03/26, 10:19:35, -54.007957, -38.049755, 20.77,  36.00, 228, 0, 1.57, 
2013/03/26, 10:24:33, -54.007984, -38.049854, 41.73,  576.00, 324, 0, 7.13, 
2013/03/26, 10:29:32, -54.007984, -38.049751, 25.68,  288.00, 310, 0, 6.73, 
2013/03/26, 10:34:31, -54.007996, -38.049805, 24.40,  144.00, 214, 0, 3.77, 
2013/03/26, 10:39:29, -54.007915, -38.049904, 42.59,  1872.00, 335, 0, 11.09, 
2013/03/26, 10:44:28, -54.007900, -38.049770, 25.38,  0.00, 194, 0, 8.91, 
2013/03/26, 10:49:26, -54.007576, -38.049568, -8.28,  0.00, 167, 0, 38.37, 
