Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2013/03/13, 11:22:46, -54.008419, -38.050968, 20.44,  0.00, 231, -2, 0.00, 1
2013/03/13, 11:27:59, -54.008556, -38.051987, 35.51,  2556.00, 224, 0, 68.31, 1
2013/03/13, 11:34:11, -54.008255, -38.051670, 2.77,  0.00, 23, 0, 39.36, 1
2013/03/13, 11:42:37, -54.008045, -38.051193, -42.13,  0.00, 232, 0, 38.95, 1
2013/03/13, 11:50:15, -54.008045, -38.051193, -42.13,  0.00, 232, 0, 0.00, 1
2013/03/13, 11:54:40, -54.008114, -38.051510, 9.35,  0.00, 217, 0, 22.09, 1
2013/03/13, 11:59:00, -54.008118, -38.051353, -58.52,  1620.00, 57, 0, 10.27, 1
2013/03/13, 12:03:52, -54.008450, -38.051788, 54.58,  4320.00, 59, 0, 46.59, 1
2013/03/13, 13:31:24, -54.008450, -38.051788, 54.58,  4320.00, 59, 0, 0.00, 1
2013/03/13, 13:36:54, -54.008492, -38.051159, -1.37,  360.00, 269, 0, 41.37, 1
2013/03/13, 13:41:44, -54.008480, -38.051174, 0.65,  0.00, 261, 0, 1.66, 1
2013/03/13, 13:46:34, -54.008362, -38.050575, 20.53,  0.00, 5, 0, 41.28, 1
2013/03/13, 13:51:36, -54.008316, -38.050827, 31.93,  36.00, 272, 0, 17.24, 1
2013/03/13, 13:56:53, -54.008282, -38.050823, 25.50,  0.00, 204, 0, 3.79, 1
2013/03/13, 14:01:44, -54.008045, -38.050007, 2.80,  0.00, 245, 0, 59.48, 1
2013/03/13, 14:06:45, -54.007915, -38.049343, 25.91,  0.00, 11, 0, 45.73, 1
2013/03/13, 14:11:45, -54.007507, -38.048882, 15.58,  0.00, 1, 0, 54.46, 1
2013/03/13, 14:16:43, -54.007442, -38.048805, 36.39,  0.00, 134, 0, 8.81, 1
2013/03/13, 14:21:40, -54.007164, -38.048645, 35.42,  3240.00, 55, 0, 32.63, 1
2013/03/13, 14:27:00, -54.006943, -38.047371, 32.90,  0.00, 53, 0, 86.80, 1
2013/03/13, 14:32:03, -54.007172, -38.048019, 52.88,  504.00, 35, 0, 49.41, 1
2013/03/13, 14:37:01, -54.007645, -38.049622, 39.83,  0.00, 97, 0, 117.21, 1
2013/03/13, 14:43:01, -54.008938, -38.051472, 11.83,  0.00, 285, 0, 187.84, 1
