Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2013/01/10, 12:20:07, -54.008518, -38.051765, 17.42,  0.00, 171, -2, 0.00, 1
2013/01/10, 12:25:37, -54.008667, -38.051800, -28.59,  14472.00, 33, 0, 16.73, 1
2013/01/10, 12:35:51, -54.008472, -38.051750, 37.99,  0.00, 8, 0, 21.93, 1
2013/01/10, 12:46:10, -54.008472, -38.051750, 37.99,  0.00, 8, 0, 0.00, 1
2013/01/10, 12:51:28, -54.008293, -38.051350, 29.33,  0.00, 17, 0, 32.85, 1
2013/01/10, 15:41:26, -54.008293, -38.051350, 29.33,  0.00, 17, 0, 0.00, 1
2013/01/10, 15:47:06, -54.007637, -38.049255, 31.91,  648.00, 55, 0, 155.12, 1
2013/01/10, 15:52:09, -54.007614, -38.049271, 41.68,  0.00, 37, 0, 2.76, 1
2013/01/10, 15:57:12, -54.007690, -38.049171, 28.79,  0.00, 29, 0, 10.68, 1
2013/01/10, 16:02:53, -54.007744, -38.049171, 35.32,  180.00, 53, 0, 6.00, 1
2013/01/10, 16:09:07, -54.007767, -38.049198, 32.60,  468.00, 6, 0, 3.11, 1
2013/01/10, 16:14:06, -54.007755, -38.049149, 56.00,  432.00, 150, 0, 3.47, 1
2013/01/10, 16:19:04, -54.007629, -38.049164, 36.31,  252.00, 139, 0, 14.04, 1
2013/01/10, 16:24:04, -54.007576, -38.049122, 41.77,  0.00, 11, 0, 6.50, 1
2013/01/10, 16:29:04, -54.007610, -38.049164, 41.40,  0.00, 5, 0, 4.67, 1
2013/01/10, 16:34:03, -54.007603, -38.049107, 34.86,  72.00, 25, 0, 3.81, 1
2013/01/10, 16:39:03, -54.007629, -38.049171, 37.54,  0.00, 33, 0, 5.08, 1
2013/01/10, 16:44:02, -54.007614, -38.049168, 42.54,  252.00, 7, 0, 1.68, 1
2013/01/10, 16:49:02, -54.007568, -38.049122, 39.56,  0.00, 29, 0, 5.93, 1
2013/01/10, 16:54:00, -54.007614, -38.049152, 37.81,  0.00, 165, 0, 5.48, 1
2013/01/10, 16:59:03, -54.007690, -38.049274, 26.82,  1188.00, 318, 0, 11.62, 1
2013/01/10, 17:04:27, -54.007641, -38.049152, 42.14,  216.00, 7, 0, 9.66, 1
2013/01/10, 17:09:47, -54.007660, -38.049164, 42.10,  36.00, 297, 0, 2.25, 1
2013/01/10, 17:15:26, -54.007645, -38.049156, 42.27,  216.00, 345, 0, 1.75, 1
2013/01/10, 17:21:52, -54.007599, -38.049164, 47.14,  1872.00, 206, 0, 5.14, 1
2013/01/10, 17:29:33, -54.007637, -38.049259, 60.06,  432.00, 40, 0, 7.51, 1
2013/01/10, 17:34:28, -54.007656, -38.049381, 65.94,  1476.00, 345, 0, 8.25, 1
2013/01/10, 17:39:24, -54.007618, -38.049191, 56.78,  0.00, 17, 0, 13.12, 1
2013/01/10, 17:44:19, -54.007595, -38.049145, 49.03,  144.00, 74, 0, 3.95, 1
2013/01/10, 17:49:14, -54.007584, -38.049122, 42.84,  1512.00, 170, 0, 1.94, 1
2013/01/10, 17:54:09, -54.007584, -38.049179, 52.21,  144.00, 233, 0, 3.72, 1
2013/01/10, 17:59:04, -54.007553, -38.049107, 42.60,  720.00, 89, 0, 5.83, 1
2013/01/10, 18:04:02, -54.007565, -38.049076, 54.95,  0.00, 357, 0, 2.43, 1
2013/01/10, 18:08:59, -54.007591, -38.048973, 54.04,  576.00, 279, 0, 7.33, 1
2013/01/10, 18:13:52, -54.007568, -38.049030, 50.59,  252.00, 8, 0, 4.52, 1
2013/01/10, 18:18:44, -54.007576, -38.049015, 53.52,  576.00, 337, 0, 1.32, 1
2013/01/10, 18:23:37, -54.007568, -38.049065, 43.27,  180.00, 33, 0, 3.39, 1
2013/01/10, 18:28:30, -54.007469, -38.048798, 80.26,  0.00, 253, 0, 20.63, 1
2013/01/10, 18:33:22, -54.007599, -38.048840, 33.82,  72.00, 251, 0, 14.71, 1
2013/01/10, 18:38:16, -54.007584, -38.049107, 48.23,  0.00, 0, 0, 17.53, 1
2013/01/10, 18:43:11, -54.007519, -38.049095, 38.34,  108.00, 311, 0, 7.27, 1
2013/01/10, 18:48:04, -54.007534, -38.049088, 34.00,  0.00, 305, 0, 1.73, 1
2013/01/10, 18:52:56, -54.007557, -38.049107, 34.49,  0.00, 306, 0, 2.84, 1
2013/01/10, 18:57:47, -54.007561, -38.049107, 37.12,  0.00, 18, 0, 0.44, 1
2013/01/10, 19:02:38, -54.007622, -38.049206, 32.89,  0.00, 2, 0, 9.37, 1
2013/01/10, 19:07:24, -54.007580, -38.049107, 38.43,  36.00, 319, 0, 7.98, 1
2013/01/10, 19:12:38, -54.007519, -38.049072, 44.41,  0.00, 176, 0, 7.16, 1
2013/01/10, 19:17:24, -54.007393, -38.048931, 58.10,  0.00, 227, 0, 16.77, 1
2013/01/10, 19:22:13, -54.007542, -38.049107, 36.23,  0.00, 257, 0, 20.17, 1
2013/01/10, 19:27:29, -54.007526, -38.049118, 36.60,  144.00, 149, 0, 1.92, 1
2013/01/10, 19:32:49, -54.007523, -38.049091, 36.47,  0.00, 11, 0, 1.80, 1
2013/01/10, 19:37:33, -54.007557, -38.049072, 32.63,  0.00, 303, 0, 3.98, 1
2013/01/10, 19:42:18, -54.007633, -38.049004, 44.12,  0.00, 176, 0, 9.55, 1
2013/01/10, 19:47:02, -54.007580, -38.048996, 46.39,  0.00, 178, 0, 5.92, 1
2013/01/10, 19:51:47, -54.007584, -38.049023, 38.43,  0.00, 161, 0, 1.82, 1
2013/01/10, 19:56:32, -54.007568, -38.049133, 34.43,  0.00, 151, 0, 7.41, 1
2013/01/10, 20:01:28, -54.007496, -38.049137, 10.85,  0.00, 162, 0, 8.01, 1
2013/01/10, 20:06:35, -54.007446, -38.049225, 23.48,  0.00, 336, 0, 8.00, 1
2013/01/10, 20:11:42, -54.007378, -38.049232, -0.69,  0.00, 169, 0, 7.58, 1
2013/01/10, 20:16:49, -54.007450, -38.049198, 13.43,  0.00, 11, 0, 8.31, 1
2013/01/10, 20:21:56, -54.007702, -38.049156, 71.95,  0.00, 344, 0, 28.16, 1
2013/01/10, 20:27:03, -54.007526, -38.049099, 30.86,  0.00, 106, 0, 19.92, 1
2013/01/10, 20:32:10, -54.007553, -38.049088, 31.60,  0.00, 354, 0, 3.09, 1
2013/01/10, 20:37:17, -54.007641, -38.049152, 71.86,  0.00, 291, 0, 10.64, 1
2013/01/10, 20:42:27, -54.007545, -38.049126, 29.04,  324.00, 176, 0, 10.81, 1
2013/01/10, 20:47:38, -54.007614, -38.049114, 50.75,  72.00, 175, 0, 7.71, 1
2013/01/10, 20:52:48, -54.007614, -38.049107, 60.26,  36.00, 180, 0, 0.46, 1
2013/01/10, 20:58:00, -54.007614, -38.049076, 53.14,  216.00, 38, 0, 2.03, 1
2013/01/10, 21:03:16, -54.007664, -38.049263, 204.48,  216.00, 28, 0, 13.43, 1
2013/01/10, 21:08:04, -54.007683, -38.049297, 204.71,  216.00, 225, 0, 3.07, 1
2013/01/10, 21:12:51, -54.007648, -38.049355, 204.54,  72.00, 56, 0, 5.43, 1
