Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,Sats Used,# Sats,Duplicates,Notes
25/02/2013,18:17:00,-54.007864,-38.05118,SFL00000419,W8976_01_010313,0,4.656308,9.44,2.54,7,8,0,
25/02/2013,18:32:00,-54.008023,-38.051201,SFL00000419,W8976_01_010313,0,6.335924,-0.03,2.51,7,8,0,
25/02/2013,18:47:00,-54.007913,-38.051008,SFL00000419,W8976_01_010313,0,8.562876,-0.05,2.46,7,8,0,
25/02/2013,19:04:00,-54.007609,-38.05086,SFL00000419,W8976_01_010313,0,0.343115,-0.06,2.46,4,5,0,
25/02/2013,19:20:00,-54.007833,-38.050741,SFL00000419,W8976_01_010313,0,4.182182,-0.04,2.42,6,7,0,
25/02/2013,19:35:00,-54.008079,-38.050877,SFL00000419,W8976_01_010313,0,8.487488,-0.06,2.36,6,7,0,
25/02/2013,20:09:00,-54.010158,-38.053849,SFL00000419,W8976_01_010313,0,0.491651,-0.24,2.36,4,5,0,
25/02/2013,20:26:00,-54.011392,-38.056754,SFL00000419,W8976_01_010313,0,0.909262,-0.39,2.36,4,5,0,
25/02/2013,20:41:00,-54.007664,-38.050559,SFL00000419,W8976_01_010313,0,10.91163,-0.09,2.27,6,7,0,
25/02/2013,21:00:00,-54.007237,-38.050825,SFL00000419,W8976_01_010313,0,0.463761,-0.11,2.27,4,4,0,
25/02/2013,21:15:00,-54.007851,-38.050824,SFL00000419,W8976_01_010313,0,11.362501,-0.06,2.21,8,8,0,
25/02/2013,21:30:00,-54.007884,-38.050919,SFL00000419,W8976_01_010313,0,1.541347,-0.05,2.21,5,5,0,
25/02/2013,21:46:00,-54.007623,-38.050958,SFL00000419,W8976_01_010313,0,1.461526,-0.08,2.21,5,5,0,
25/02/2013,22:01:00,-54.007938,-38.051144,SFL00000419,W8976_01_010313,0,2.80388,-0.08,2.21,5,5,0,
25/02/2013,22:16:00,-54.008023,-38.050607,SFL00000419,W8976_01_010313,0,1.800638,-0.16,2.05,6,6,0,
25/02/2013,22:31:00,-54.007913,-38.051257,SFL00000419,W8976_01_010313,0,5.396759,-0.02,2.03,8,8,0,
25/02/2013,22:46:00,-54.008373,-38.051549,SFL00000419,W8976_01_010313,0,11.153043,-0.03,2,8,8,0,
25/02/2013,23:01:00,-54.007751,-38.050806,SFL00000419,W8976_01_010313,0,11.132558,0,2,8,8,0,
25/02/2013,23:16:00,-54.00795,-38.050923,SFL00000419,W8976_01_010313,0,16.724922,-0.02,1.98,8,8,0,
25/02/2013,23:31:00,-54.007937,-38.051118,SFL00000419,W8976_01_010313,0,5.136254,-0.04,1.94,8,8,0,
25/02/2013,23:46:00,-54.007765,-38.05084,SFL00000419,W8976_01_010313,0,14.722011,0.03,1.97,8,8,0,
26/02/2013,00:01:00,-54.00778,-38.050947,SFL00000419,W8976_01_010313,0,6.326665,-0.06,1.91,7,7,0,
26/02/2013,00:16:00,-54.007766,-38.051111,SFL00000419,W8976_01_010313,0,1.94694,0,1.91,5,5,0,
26/02/2013,00:50:00,-54.007514,-38.051426,SFL00000419,W8976_01_010313,0,14.810416,-0.12,1.91,5,5,0,
26/02/2013,01:43:00,-54.008326,-38.052094,SFL00000419,W8976_01_010313,0,12.315779,-0.27,1.64,6,6,0,
26/02/2013,01:58:00,-54.007901,-38.050609,SFL00000419,W8976_01_010313,0,12.745279,0.12,1.64,5,5,0,
26/02/2013,02:13:00,-54.007916,-38.051062,SFL00000419,W8976_01_010313,0,2.374238,0.06,1.7,6,6,0,
26/02/2013,02:28:00,-54.007861,-38.051187,SFL00000419,W8976_01_010313,0,4.854834,0,1.7,8,8,0,
26/02/2013,02:43:00,-54.008944,-38.052609,SFL00000419,W8976_01_010313,0,9.322473,-0.15,1.7,5,5,0,
26/02/2013,03:01:00,-54.007289,-38.051541,SFL00000419,W8976_01_010313,0,0.544495,0,1.7,4,4,0,
26/02/2013,03:16:00,-54.007608,-38.050504,SFL00000419,W8976_01_010313,0,11.872458,-0.04,1.66,7,7,0,
26/02/2013,03:31:00,-54.008019,-38.050849,SFL00000419,W8976_01_010313,0,2.82433,-0.02,1.64,6,6,0,
26/02/2013,03:46:00,-54.007994,-38.05096,SFL00000419,W8976_01_010313,0,7.432997,-0.05,1.59,7,7,0,
26/02/2013,04:05:00,-54.008373,-38.051051,SFL00000419,W8976_01_010313,0,11.407885,-0.03,1.59,5,6,0,
26/02/2013,04:20:00,-54.008083,-38.051259,SFL00000419,W8976_01_010313,0,0.618178,-0.06,1.59,4,5,0,
26/02/2013,04:54:00,-54.008168,-38.051152,SFL00000419,W8976_01_010313,0,11.938425,-0.16,1.43,6,7,0,
26/02/2013,05:09:00,-54.007963,-38.050764,SFL00000419,W8976_01_010313,0,16.321696,-0.02,1.41,6,6,0,
26/02/2013,05:24:00,-54.007808,-38.051185,SFL00000419,W8976_01_010313,0,12.682204,0,1.41,8,8,0,
26/02/2013,05:39:00,-54.007969,-38.051185,SFL00000419,W8976_01_010313,0,6.833134,-0.03,1.38,8,8,0,
