Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2013/03/30, 16:26:30, -54.008343, -38.051800, -15.75,  468.00, 21, -2, 0.00, 1
2013/03/30, 16:31:56, -54.008087, -38.051289, -49.18,  0.00, 255, 0, 43.88, 1
2013/03/30, 16:43:08, -54.008087, -38.051289, -49.18,  0.00, 255, 0, 0.00, 1
2013/03/30, 16:48:36, -54.008301, -38.051098, 44.88,  180.00, 259, 0, 26.87, 1
2013/03/30, 16:54:00, -54.007927, -38.050293, 36.06,  2088.00, 47, 0, 67.06, 1
2013/03/30, 16:59:17, -54.007656, -38.050510, 33.12,  0.00, 63, 0, 33.30, 1
2013/03/30, 17:04:28, -54.007519, -38.049984, 42.44,  1692.00, 52, 0, 37.60, 1
2013/03/30, 17:10:00, -54.007999, -38.049992, 26.09,  324.00, 62, 0, 53.38, 1
2013/03/30, 17:14:54, -54.007908, -38.049999, 1.41,  0.00, 183, 0, 10.13, 1
2013/03/30, 17:19:43, -54.007965, -38.050068, 25.40,  0.00, 1, 0, 7.78, 1
2013/03/30, 17:24:30, -54.007942, -38.050083, 21.57,  0.00, 86, 0, 2.74, 1
2013/03/30, 17:29:15, -54.008209, -38.050205, 89.20,  0.00, 72, 0, 30.74, 1
2013/03/30, 17:33:59, -54.008404, -38.050213, 141.23,  0.00, 121, 0, 21.69, 1
2013/03/30, 17:38:42, -54.008095, -38.050209, 78.98,  0.00, 153, 0, 34.36, 1
2013/03/30, 17:43:24, -54.008209, -38.050182, 89.39,  0.00, 40, 0, 12.80, 1
2013/03/30, 17:48:06, -54.007870, -38.050297, 19.95,  0.00, 48, 0, 38.44, 1
2013/03/30, 17:52:52, -54.008163, -38.049938, 60.65,  0.00, 344, 0, 40.15, 1
2013/03/30, 17:57:33, -54.008610, -38.050159, 145.67,  0.00, 156, 0, 51.76, 1
2013/03/30, 18:02:28, -54.007881, -38.050220, 13.05,  0.00, 99, 0, 81.16, 1
2013/03/30, 18:07:28, -54.008018, -38.050171, 64.52,  2412.00, 343, 0, 15.57, 1
2013/03/30, 18:12:43, -54.008045, -38.050110, 78.91,  72.00, 13, 0, 4.99, 1
2013/03/30, 18:17:43, -54.007919, -38.050190, 14.30,  216.00, 328, 0, 14.95, 1
