Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,Sats Used,# Sats,Duplicates,Notes
05/03/2013,19:33:00,-54.007431,-38.050596,SFL00000414,W8944_01_140313,0,0.37988,0.13,1.28,4,5,0,
05/03/2013,20:34:00,-54.007478,-38.050271,SFL00000414,W8944_01_140313,0,7.570761,1.28,1.28,7,7,0,
05/03/2013,21:35:00,-54.007396,-38.050437,SFL00000414,W8944_01_140313,0,7.262984,-0.11,1.17,8,8,0,
05/03/2013,22:37:00,-54.011928,-38.054574,SFL00000414,W8944_01_140313,0,7.300833,-0.02,1.15,7,7,0,
05/03/2013,22:52:00,-54.019745,-38.064205,SFL00000414,W8944_01_140313,0,4.979207,0,1.15,8,8,0,
05/03/2013,23:07:02,-54.021648,-38.082792,SFL00000414,W8944_01_140313,0,10.427559,-0.18,0.97,8,8,0,
05/03/2013,23:25:02,-54.007547,-38.095342,SFL00000414,W8944_01_140313,0,0.87752,-0.15,0.97,4,4,0,
06/03/2013,00:25:00,-53.95085,-38.133026,SFL00000414,W8944_01_140313,0,3.742458,0.17,0.97,5,5,0,
06/03/2013,02:01:11,-53.851986,-38.151144,SFL00000414,W8944_01_140313,0,2.176723,-0.04,0.93,6,6,0,
06/03/2013,02:07:00,-53.846186,-38.153061,SFL00000414,W8944_01_140313,0,2.377992,0.13,0.93,5,5,0,
06/03/2013,02:16:10,-53.837681,-38.155706,SFL00000414,W8944_01_140313,0,3.274573,-0.26,0.93,5,5,0,
06/03/2013,02:50:13,-53.806518,-38.172839,SFL00000414,W8944_01_140313,0,4.393816,0,0.93,5,5,0,
06/03/2013,04:39:01,-53.761987,-38.248869,SFL00000414,W8944_01_140313,0,5.167193,-0.21,0.72,7,8,0,
06/03/2013,05:03:00,-53.763323,-38.250667,SFL00000414,W8944_01_140313,0,7.06888,0.13,0.85,7,7,0,
06/03/2013,05:22:06,-53.763396,-38.252733,SFL00000414,W8944_01_140313,0,9.845073,0.17,1.02,8,8,0,
06/03/2013,05:38:02,-53.762382,-38.251703,SFL00000414,W8944_01_140313,0,3.391283,-0.53,0.49,8,8,0,
06/03/2013,05:46:03,-53.762436,-38.251753,SFL00000414,W8944_01_140313,0,5.745189,-0.16,0.33,8,8,0,
06/03/2013,05:52:00,-53.762365,-38.251841,SFL00000414,W8944_01_140313,0,6.493608,0.91,1.24,8,8,0,
