Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2013/03/27, 15:42:55, -54.008354, -38.051632, -0.56,  612.00, 190, -2, 0.00, 1
2013/03/27, 15:50:18, -54.008339, -38.051468, 30.25,  2844.00, 61, 0, 10.85, 1
2013/03/27, 16:04:44, -54.008339, -38.051468, 30.25,  2844.00, 61, 0, 0.00, 1
2013/03/27, 16:09:42, -54.008263, -38.050617, 33.37,  5688.00, 258, 0, 56.25, 1
2013/03/27, 16:14:38, -54.007820, -38.050667, 26.21,  0.00, 233, 0, 49.37, 1
2013/03/27, 16:19:30, -54.007893, -38.050259, 65.83,  3672.00, 81, 0, 27.87, 1
2013/03/27, 16:24:19, -54.007824, -38.049850, 96.75,  0.00, 136, 0, 27.81, 1
2013/03/27, 16:29:12, -54.007824, -38.049850, 96.75,  0.00, 136, 0, 0.00, 1
2013/03/27, 16:34:01, -54.008636, -38.050629, 59.76,  0.00, 28, 0, 103.65, 1
2013/03/27, 16:38:43, -54.007759, -38.051197, 76.59,  0.00, 39, 0, 104.34, 1
2013/03/27, 16:43:24, -54.007095, -38.051834, -8.09,  0.00, 231, 0, 84.76, 1
2013/03/27, 16:48:04, -54.006626, -38.051727, 13.71,  0.00, 263, 0, 52.62, 1
2013/03/27, 16:52:49, -54.007072, -38.051613, 101.14,  0.00, 268, 0, 50.15, 1
2013/03/27, 16:57:35, -54.007076, -38.050968, 46.81,  0.00, 214, 0, 42.15, 1
2013/03/27, 17:02:31, -54.007286, -38.050476, 89.76,  0.00, 237, 0, 39.74, 1
2013/03/27, 17:07:31, -54.006962, -38.051022, 33.84,  0.00, 215, 0, 50.71, 1
2013/03/27, 17:12:34, -54.007893, -38.051136, 9.32,  0.00, 216, 0, 103.79, 1
2013/03/27, 17:19:04, -54.008324, -38.051029, 5.00,  468.00, 339, 0, 48.43, 1
2013/03/27, 17:28:12, -54.008251, -38.050262, 18.36,  0.00, 77, 0, 50.77, 1
2013/03/27, 17:38:16, -54.008320, -38.050900, -0.24,  144.00, 88, 0, 42.39, 1
2013/03/28, 12:14:58, -54.008320, -38.050900, -0.24,  144.00, 88, 0, 0.00, 1
2013/03/28, 12:21:21, -54.007626, -38.048782, 30.60,  2196.00, 90, 0, 158.46, 1
2013/03/28, 12:26:32, -54.007618, -38.048729, 26.00,  0.00, 20, 0, 3.58, 1
2013/03/28, 12:31:41, -54.007599, -38.048828, 29.17,  1116.00, 51, 0, 6.81, 1
2013/03/28, 12:36:42, -54.007473, -38.048805, 17.07,  0.00, 15, 0, 14.09, 1
2013/03/28, 12:41:38, -54.007648, -38.048820, 39.26,  360.00, 6, 0, 19.48, 1
2013/03/28, 12:46:32, -54.007668, -38.048695, 45.84,  288.00, 85, 0, 8.47, 1
2013/03/28, 12:51:58, -54.007595, -38.048767, 43.32,  288.00, 159, 0, 9.38, 1
2013/03/28, 12:57:10, -54.007767, -38.048687, -51.08,  0.00, 178, 0, 19.83, 1
2013/03/28, 13:02:10, -54.007595, -38.048756, 34.64,  648.00, 161, 0, 19.65, 1
2013/03/28, 13:07:06, -54.007431, -38.048470, -19.63,  0.00, 180, 0, 26.11, 1
2013/03/28, 13:12:02, -54.007584, -38.048725, 31.15,  36.00, 79, 0, 23.81, 1
2013/03/28, 13:16:58, -54.007633, -38.048740, 29.65,  1368.00, 97, 0, 5.54, 1
