Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2013/04/06, 18:23:57, -54.008377, -38.051132, -4.68,  0.00, 39, -2, 0.00, 1
2013/04/06, 18:29:05, -54.008041, -38.051163, 41.00,  288.00, 163, 0, 37.42, 1
2013/04/06, 18:37:44, -54.008087, -38.050396, 26.05,  0.00, 54, 0, 50.38, 1
2013/04/06, 18:42:31, -54.007607, -38.050312, 35.55,  1296.00, 9, 0, 53.66, 1
2013/04/06, 18:47:11, -54.007721, -38.050114, 4.05,  468.00, 195, 0, 18.11, 1
2013/04/06, 18:51:53, -54.007915, -38.049866, 46.74,  540.00, 37, 0, 26.98, 1
2013/04/06, 18:56:33, -54.008038, -38.050201, -16.91,  0.00, 157, 0, 25.81, 1
2013/04/06, 19:01:25, -54.008232, -38.050293, 6.07,  2808.00, 217, 0, 22.39, 1
2013/04/06, 19:06:22, -54.008598, -38.049480, -55.42,  0.00, 64, 0, 66.92, 1
2013/04/06, 19:11:31, -54.008408, -38.050987, 18.29,  324.00, 147, 0, 100.72, 1
2013/04/06, 19:16:26, -54.008389, -38.050610, 12.88,  684.00, 215, 0, 24.73, 1
2013/04/06, 19:21:21, -54.008327, -38.050468, 12.97,  108.00, 183, 0, 11.56, 1
2013/04/06, 19:26:16, -54.008411, -38.050526, 40.88,  252.00, 170, 0, 10.08, 1
2013/04/06, 19:31:11, -54.008404, -38.050438, 31.43,  468.00, 353, 0, 5.80, 1
2013/04/06, 19:36:05, -54.008427, -38.050545, 1.92,  2124.00, 153, 0, 7.45, 1
2013/04/06, 19:40:59, -54.008633, -38.050369, -50.11,  468.00, 274, 0, 25.63, 1
2013/04/06, 19:45:54, -54.007881, -38.050236, 38.04,  1044.00, 169, 0, 84.07, 1
2013/04/06, 19:50:52, -54.008385, -38.050423, 1.21,  0.00, 338, 0, 57.36, 1
2013/04/06, 19:55:48, -54.008156, -38.050373, 38.27,  0.00, 195, 0, 25.67, 1
2013/04/06, 20:00:46, -54.008644, -38.050583, -22.74,  0.00, 353, 0, 55.97, 1
2013/04/06, 20:05:42, -54.008488, -38.050529, -26.59,  0.00, 277, 0, 17.70, 1
2013/04/06, 20:10:38, -54.008408, -38.050442, 1.96,  0.00, 8, 0, 10.56, 1
2013/04/06, 20:15:36, -54.008236, -38.050407, 20.94,  0.00, 66, 0, 19.26, 1
2013/04/06, 20:20:32, -54.008194, -38.050392, 26.91,  0.00, 217, 0, 4.77, 1
2013/04/06, 20:25:28, -54.008259, -38.050362, 44.19,  0.00, 109, 0, 7.49, 1
2013/04/06, 20:30:24, -54.008270, -38.050644, 14.06,  0.00, 137, 0, 18.47, 1
2013/04/06, 20:35:20, -54.008278, -38.050346, 24.92,  0.00, 125, 0, 19.49, 1
2013/04/06, 20:40:19, -54.008263, -38.050407, 31.43,  0.00, 141, 0, 4.32, 1
2013/04/06, 20:45:15, -54.008476, -38.050583, -0.53,  0.00, 86, 0, 26.33, 1
2013/04/06, 20:50:10, -54.008232, -38.050373, 51.91,  0.00, 103, 0, 30.40, 1
2013/04/06, 20:55:05, -54.009037, -38.051102, -48.06,  0.00, 13, 0, 101.40, 1
2013/04/06, 21:00:07, -54.008442, -38.050457, -5.31,  0.00, 215, 0, 78.45, 1
2013/04/06, 21:05:20, -54.008396, -38.050472, 6.01,  0.00, 216, 0, 5.21, 1
2013/04/06, 21:10:33, -54.008415, -38.050518, 17.00,  0.00, 210, 0, 3.67, 1
2013/04/06, 21:16:05, -54.008377, -38.050488, 9.65,  72.00, 270, 0, 4.66, 1
2013/04/06, 21:21:13, -54.008350, -38.050446, 19.91,  108.00, 19, 0, 4.07, 1
2013/04/06, 21:26:19, -54.008377, -38.050339, 19.95,  396.00, 66, 0, 7.61, 1
2013/04/06, 21:31:26, -54.008373, -38.050472, 25.86,  0.00, 312, 0, 8.70, 1
2013/04/06, 21:36:34, -54.008385, -38.050495, 12.50,  0.00, 0, 0, 2.01, 1
2013/04/06, 21:41:41, -54.008366, -38.050488, 15.93,  252.00, 77, 0, 2.16, 1
2013/04/06, 21:46:46, -54.008350, -38.050411, 1.09,  576.00, 245, 0, 5.34, 1
2013/04/06, 21:51:53, -54.008438, -38.050537, 29.38,  2052.00, 27, 0, 12.79, 1
2013/04/06, 21:57:00, -54.008350, -38.050449, 13.67,  180.00, 21, 0, 11.35, 1
2013/04/06, 22:02:11, -54.008423, -38.050381, 19.87,  648.00, 35, 0, 9.25, 1
2013/04/06, 22:07:18, -54.008343, -38.050632, 36.48,  864.00, 333, 0, 18.66, 1
2013/04/06, 22:12:26, -54.008324, -38.050476, 9.86,  144.00, 133, 0, 10.41, 1
2013/04/06, 22:17:35, -54.008411, -38.050583, 35.37,  0.00, 23, 0, 11.94, 1
2013/04/06, 22:22:44, -54.008305, -38.050560, 33.00,  0.00, 35, 0, 11.88, 1
2013/04/06, 22:27:53, -54.008335, -38.050495, 42.08,  0.00, 354, 0, 5.40, 1
2013/04/06, 22:33:02, -54.008163, -38.050484, 40.57,  0.00, 43, 0, 19.14, 1
2013/04/06, 22:38:11, -54.008568, -38.050480, -41.09,  0.00, 2, 0, 45.03, 1
2013/04/06, 22:43:20, -54.008411, -38.050468, -3.27,  0.00, 6, 0, 17.48, 1
2013/04/06, 22:48:28, -54.008389, -38.050549, 10.36,  468.00, 18, 0, 5.83, 1
2013/04/06, 22:53:36, -54.008469, -38.050396, 3.33,  180.00, 54, 0, 13.38, 1
2013/04/06, 22:58:44, -54.008369, -38.050453, 24.59,  252.00, 10, 0, 11.73, 1
2013/04/06, 23:03:45, -54.008331, -38.050484, 28.75,  144.00, 182, 0, 4.69, 1
2013/04/06, 23:08:41, -54.008461, -38.050674, -52.42,  0.00, 24, 0, 19.06, 1
2013/04/06, 23:13:37, -54.008373, -38.050484, -2.17,  0.00, 32, 0, 15.81, 1
2013/04/06, 23:18:34, -54.008377, -38.050373, 38.75,  0.00, 8, 0, 7.27, 1
2013/04/06, 23:23:30, -54.008518, -38.050644, -12.01,  0.00, 67, 0, 23.65, 1
2013/04/06, 23:28:27, -54.008286, -38.050461, 41.01,  0.00, 197, 0, 28.43, 1
2013/04/06, 23:33:23, -54.008331, -38.050518, 10.04,  0.00, 56, 0, 6.24, 1
2013/04/06, 23:38:18, -54.008732, -38.050980, -64.64,  0.00, 334, 0, 53.85, 1
2013/04/06, 23:43:15, -54.008457, -38.050621, -2.49,  0.00, 262, 0, 38.54, 1
2013/04/06, 23:48:13, -54.008381, -38.050552, 11.91,  0.00, 222, 0, 9.58, 1
2013/04/06, 23:53:35, -54.008312, -38.050419, 19.31,  72.00, 328, 0, 11.59, 1
2013/04/06, 23:58:30, -54.008476, -38.050430, 36.21,  108.00, 24, 0, 18.25, 1
2013/04/07, 00:03:29, -54.008427, -38.050320, 48.86,  1728.00, 47, 0, 9.02, 1
2013/04/07, 00:08:23, -54.008171, -38.050507, -41.87,  216.00, 98, 0, 30.98, 1
2013/04/07, 00:13:18, -54.008308, -38.050419, 11.77,  0.00, 7, 0, 16.28, 1
2013/04/07, 00:18:13, -54.008366, -38.050510, 16.39,  0.00, 246, 0, 8.77, 1
2013/04/07, 00:23:07, -54.008369, -38.050396, 33.29,  36.00, 34, 0, 7.46, 1
2013/04/07, 00:28:04, -54.008354, -38.050602, 22.46,  756.00, 299, 0, 13.56, 1
2013/04/07, 00:32:58, -54.008316, -38.050457, 11.61,  612.00, 164, 0, 10.37, 1
2013/04/07, 00:37:52, -54.008377, -38.050529, 13.42,  72.00, 180, 0, 8.25, 1
2013/04/07, 00:42:46, -54.008259, -38.050346, 9.26,  108.00, 169, 0, 17.75, 1
2013/04/07, 00:47:41, -54.008404, -38.050381, 45.33,  2772.00, 164, 0, 16.28, 1
2013/04/07, 00:52:36, -54.008488, -38.050438, 11.09,  0.00, 0, 0, 10.06, 1
2013/04/07, 00:57:35, -54.008373, -38.050392, 15.65,  36.00, 266, 0, 13.14, 1
2013/04/07, 01:02:44, -54.008373, -38.050392, 15.65,  36.00, 266, 0, 0.00, 1
2013/04/07, 01:07:46, -54.008350, -38.050529, 18.34,  4140.00, 191, 0, 9.31, 1
2013/04/07, 01:13:05, -54.008404, -38.050396, 1.60,  468.00, 38, 0, 10.56, 1
2013/04/07, 01:17:59, -54.008366, -38.050102, -7.95,  720.00, 341, 0, 19.67, 1
2013/04/07, 01:22:54, -54.008339, -38.050518, 19.11,  0.00, 40, 0, 27.35, 1
2013/04/07, 01:27:47, -54.008411, -38.050453, -4.35,  360.00, 37, 0, 9.06, 1
2013/04/07, 01:32:43, -54.008350, -38.050449, 12.98,  216.00, 13, 0, 6.79, 1
2013/04/07, 01:37:36, -54.008430, -38.050499, 22.32,  684.00, 191, 0, 9.48, 1
2013/04/07, 01:42:29, -54.008320, -38.050308, 17.92,  324.00, 190, 0, 17.48, 1
2013/04/07, 01:47:22, -54.008472, -38.050514, 11.86,  936.00, 31, 0, 21.61, 1
2013/04/07, 01:52:17, -54.008404, -38.050461, 11.61,  612.00, 41, 0, 8.32, 1
2013/04/07, 01:57:11, -54.008339, -38.050415, 18.85,  0.00, 109, 0, 7.83, 1
2013/04/07, 02:02:30, -54.008621, -38.050003, -24.22,  1944.00, 343, 0, 41.33, 1
2013/04/07, 02:08:23, -54.008369, -38.050632, 21.11,  540.00, 100, 0, 49.75, 1
2013/04/07, 02:14:30, -54.008244, -38.050507, -4.16,  0.00, 105, 0, 16.12, 1
