Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2013/01/17, 12:15:37, -54.008816, -38.051247, 63.70,  0.00, 131, -2, 0.00, 1
2013/01/17, 12:20:48, -54.008717, -38.051353, 33.09,  0.00, 171, 0, 13.01, 1
2013/01/17, 13:57:00, -54.008717, -38.051353, 33.09,  0.00, 171, 0, 0.00, 1
2013/01/17, 14:03:06, -54.007896, -38.050026, 31.70,  144.00, 156, 0, 125.91, 1
2013/01/17, 14:08:07, -54.007954, -38.050072, 34.56,  180.00, 162, 0, 7.12, 1
2013/01/17, 14:13:06, -54.007980, -38.050045, 31.44,  180.00, 172, 0, 3.39, 1
2013/01/17, 14:18:07, -54.007973, -38.050068, 18.08,  324.00, 333, 0, 1.69, 1
2013/01/17, 14:23:07, -54.007977, -38.050064, 25.41,  144.00, 134, 0, 0.52, 1
2013/01/17, 14:28:07, -54.007915, -38.050098, 35.76,  216.00, 135, 0, 7.24, 1
2013/01/17, 14:33:06, -54.007950, -38.050087, 20.73,  108.00, 174, 0, 3.96, 1
2013/01/17, 14:38:03, -54.007957, -38.050087, 22.36,  252.00, 167, 0, 0.78, 1
2013/01/17, 14:43:00, -54.008011, -38.050014, 8.43,  72.00, 204, 0, 7.67, 1
2013/01/17, 14:47:57, -54.007942, -38.050060, 17.77,  0.00, 209, 0, 8.24, 1
2013/01/17, 14:52:55, -54.007984, -38.050087, 19.97,  0.00, 167, 0, 4.99, 1
2013/01/17, 14:57:51, -54.007946, -38.050079, 25.59,  36.00, 170, 0, 4.26, 1
2013/01/17, 15:02:47, -54.008133, -38.049927, 41.09,  180.00, 209, 0, 23.04, 1
2013/01/17, 15:07:36, -54.007988, -38.050014, 28.80,  0.00, 215, 0, 17.10, 1
2013/01/17, 15:12:24, -54.008007, -38.050091, 26.31,  72.00, 178, 0, 5.46, 1
2013/01/17, 15:17:12, -54.007977, -38.050003, 35.42,  504.00, 179, 0, 6.65, 1
2013/01/17, 15:22:01, -54.007931, -38.049999, 38.35,  360.00, 204, 0, 5.12, 1
2013/01/17, 15:26:50, -54.007996, -38.050041, 29.26,  72.00, 181, 0, 7.73, 1
2013/01/17, 15:31:39, -54.007950, -38.050007, 35.33,  0.00, 18, 0, 5.58, 1
2013/01/17, 15:36:30, -54.007893, -38.050014, 41.70,  0.00, 216, 0, 6.35, 1
2013/01/17, 15:41:23, -54.007957, -38.050056, 38.32,  0.00, 210, 0, 7.63, 1
2013/01/17, 15:46:21, -54.008011, -38.050091, 40.49,  0.00, 206, 0, 6.43, 1
2013/01/17, 15:51:36, -54.007992, -38.050045, 32.91,  288.00, 20, 0, 3.67, 1
2013/01/17, 15:56:28, -54.007957, -38.050079, 30.97,  144.00, 10, 0, 4.48, 1
2013/01/17, 16:01:27, -54.007931, -38.050026, 30.21,  0.00, 10, 0, 4.51, 1
2013/01/17, 16:06:30, -54.008026, -38.050102, 29.33,  144.00, 21, 0, 11.67, 1
2013/01/17, 16:11:35, -54.007984, -38.050095, 27.76,  504.00, 2, 0, 4.69, 1
2013/01/17, 16:16:40, -54.007996, -38.050011, 35.27,  108.00, 34, 0, 5.65, 1
2013/01/17, 16:21:44, -54.007946, -38.050053, 31.05,  252.00, 24, 0, 6.20, 1
2013/01/17, 16:26:47, -54.008049, -38.050056, 31.13,  108.00, 30, 0, 11.45, 1
2013/01/17, 16:31:49, -54.008015, -38.050064, 36.07,  0.00, 187, 0, 3.82, 1
2013/01/17, 16:36:48, -54.007977, -38.050022, 26.94,  0.00, 39, 0, 5.04, 1
2013/01/17, 16:41:45, -54.007919, -38.050117, 29.51,  0.00, 32, 0, 8.95, 1
2013/01/17, 16:46:42, -54.008026, -38.050060, 23.29,  0.00, 48, 0, 12.47, 1
2013/01/17, 16:51:40, -54.007996, -38.050129, 35.07,  0.00, 14, 0, 5.61, 1
2013/01/17, 16:56:40, -54.007984, -38.050018, 21.74,  0.00, 44, 0, 7.38, 1
2013/01/17, 17:01:49, -54.007900, -38.050037, 22.50,  0.00, 76, 0, 9.42, 1
2013/01/17, 17:07:08, -54.008003, -38.050056, 28.82,  0.00, 49, 0, 11.52, 1
2013/01/17, 17:12:27, -54.007988, -38.050026, 23.34,  0.00, 63, 0, 2.57, 1
2013/01/17, 17:17:45, -54.007992, -38.050007, 37.96,  0.00, 46, 0, 1.32, 1
2013/01/17, 17:22:59, -54.008022, -38.050034, 18.01,  0.00, 32, 0, 3.77, 1
2013/01/17, 17:28:11, -54.008015, -38.050026, 25.12,  0.00, 47, 0, 0.94, 1
2013/01/17, 17:33:22, -54.007988, -38.050014, 34.94,  0.00, 46, 0, 3.10, 1
2013/01/17, 17:38:32, -54.007961, -38.049976, 54.93,  0.00, 47, 0, 3.90, 1
2013/01/17, 17:43:42, -54.007980, -38.050030, 26.71,  0.00, 7, 0, 4.11, 1
2013/01/17, 17:48:52, -54.008057, -38.050236, 6.25,  0.00, 209, 0, 15.95, 1
2013/01/17, 17:54:02, -54.008068, -38.050297, -9.56,  0.00, 52, 0, 4.17, 1
2013/01/17, 17:59:13, -54.008083, -38.050327, -8.36,  0.00, 20, 0, 2.57, 1
2013/01/17, 18:04:54, -54.007984, -38.050053, 28.42,  36.00, 97, 0, 21.02, 1
2013/01/17, 18:09:49, -54.008007, -38.050087, 34.83,  252.00, 95, 0, 3.39, 1
2013/01/17, 18:14:44, -54.007954, -38.050041, 34.68,  792.00, 220, 0, 6.62, 1
2013/01/17, 18:19:41, -54.007904, -38.050117, 52.31,  144.00, 97, 0, 7.45, 1
2013/01/17, 18:24:38, -54.007977, -38.050037, 24.73,  144.00, 131, 0, 9.65, 1
2013/01/17, 18:29:33, -54.007957, -38.050072, 36.63,  180.00, 155, 0, 3.19, 1
2013/01/17, 18:34:28, -54.007980, -38.050022, 28.04,  0.00, 63, 0, 4.15, 1
2013/01/17, 18:39:22, -54.008007, -38.050011, 24.01,  144.00, 223, 0, 3.09, 1
2013/01/17, 18:44:18, -54.007961, -38.050053, 34.59,  0.00, 144, 0, 5.80, 1
2013/01/17, 18:49:14, -54.007954, -38.050041, 31.76,  0.00, 96, 0, 1.10, 1
2013/01/17, 18:54:11, -54.008049, -38.050076, 47.60,  0.00, 65, 0, 10.81, 1
2013/01/17, 18:59:07, -54.007900, -38.050072, 13.65,  0.00, 113, 0, 16.57, 1
2013/01/17, 19:04:05, -54.007797, -38.050156, 0.00,  0.00, 332, 0, 12.70, 1
2013/01/17, 19:08:55, -54.007965, -38.050228, -2.87,  0.00, 83, 0, 19.26, 1
2013/01/17, 19:14:37, -54.007973, -38.050098, 30.48,  252.00, 161, 0, 8.54, 1
