Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,Sats Used,# Sats,Duplicates,Notes
26/02/2013,18:15:00,-54.006811,-38.048324,SFL00000421,W8969_01_060313,0,11.233883,8.4,1.5,7,8,0,
26/02/2013,19:15:00,-54.006702,-38.048312,SFL00000421,W8969_01_060313,0,0.466153,-0.07,1.5,4,5,0,
26/02/2013,20:15:00,-54.006635,-38.048356,SFL00000421,W8969_01_060313,0,4.397851,-0.14,1.36,6,7,0,
26/02/2013,21:15:00,-54.006901,-38.048376,SFL00000421,W8969_01_060313,0,2.422262,-0.09,1.27,6,6,0,
26/02/2013,22:15:00,-54.006656,-38.048261,SFL00000421,W8969_01_060313,0,8.581217,-0.05,1.22,8,8,0,
26/02/2013,23:15:00,-54.006423,-38.048084,SFL00000421,W8969_01_060313,0,12.002798,-0.07,1.15,8,8,0,
27/02/2013,00:15:00,-54.006888,-38.048318,SFL00000421,W8969_01_060313,0,0.398552,-0.07,1.15,4,4,0,
27/02/2013,01:16:00,-54.006593,-38.047817,SFL00000421,W8969_01_060313,0,0.613228,-0.13,1.15,4,4,0,
27/02/2013,02:16:00,-54.006249,-38.047121,SFL00000421,W8969_01_060313,0,0.395597,-0.11,1.15,4,4,0,
27/02/2013,03:16:00,-54.006759,-38.048362,SFL00000421,W8969_01_060313,0,0.540879,-0.32,1.15,5,5,0,
27/02/2013,04:17:00,-54.006503,-38.049458,SFL00000421,W8969_01_060313,0,0.330577,-0.54,1.15,4,4,0,
27/02/2013,05:17:00,-54.006588,-38.048319,SFL00000421,W8969_01_060313,0,16.674164,-0.5,0.65,8,8,0,
27/02/2013,06:17:00,-54.003093,-38.041627,SFL00000421,W8969_01_060313,0,0.583195,-0.54,0.65,4,4,0,
27/02/2013,08:21:00,-54.007152,-38.048498,SFL00000421,W8969_01_060313,0,3.410779,-0.26,0.65,5,5,0,
27/02/2013,09:21:00,-54.006475,-38.048102,SFL00000421,W8969_01_060313,0,8.6572,-0.33,0.32,6,6,0,
27/02/2013,10:21:00,-54.006655,-38.048319,SFL00000421,W8969_01_060313,0,13.393584,-0.11,0.32,5,5,0,
27/02/2013,12:26:00,-54.006948,-38.048291,SFL00000421,W8969_01_060313,0,0.730405,-0.31,0.32,4,4,0,
27/02/2013,13:26:00,-54.007052,-38.048546,SFL00000421,W8969_01_060313,0,1.858485,-0.48,0.32,4,4,0,
27/02/2013,14:26:00,-54.007527,-38.049791,SFL00000421,W8969_01_060313,0,8.03636,-0.55,0.32,5,5,0,
27/02/2013,16:30:04,-54.01003,-38.054435,SFL00000421,W8969_01_060313,0,0.518061,-1.39,0.32,4,4,0,
27/02/2013,16:52:11,-54.012567,-38.054808,SFL00000421,W8969_01_060313,0,9.507027,-1.68,0.32,5,5,0,
27/02/2013,16:58:07,-54.013474,-38.056063,SFL00000421,W8969_01_060313,0,4.328395,-0.97,-0.65,6,6,0,
27/02/2013,17:03:04,-54.01406,-38.056668,SFL00000421,W8969_01_060313,0,6.026318,-0.19,-0.65,5,5,0,
27/02/2013,17:08:00,-54.015073,-38.057784,SFL00000421,W8969_01_060313,0,4.744932,0.18,-0.47,7,7,0,
27/02/2013,17:14:09,-54.016777,-38.059981,SFL00000421,W8969_01_060313,0,8.960076,-0.63,-1.1,7,7,0,
27/02/2013,17:21:19,-54.018967,-38.064166,SFL00000421,W8969_01_060313,0,5.416259,0.09,-1.1,5,5,0,
27/02/2013,17:29:07,-54.022459,-38.073939,SFL00000421,W8969_01_060313,0,3.133167,-0.26,-1.36,6,6,0,
27/02/2013,18:11:07,-54.017032,-38.113153,SFL00000421,W8969_01_060313,0,3.975951,0.81,-1.36,5,5,0,
27/02/2013,18:17:09,-54.017054,-38.115647,SFL00000421,W8969_01_060313,0,0.866785,0.52,-1.36,4,5,0,
27/02/2013,18:25:43,-54.039116,-38.093092,SFL00000421,W8969_01_060313,0,5.01515,-2.1,-1.36,4,5,0,
27/02/2013,18:33:01,-54.012609,-38.121008,SFL00000421,W8969_01_060313,0,19.701145,0.85,-0.51,7,8,0,
27/02/2013,18:47:22,-54.004733,-38.122334,SFL00000421,W8969_01_060313,0,2.096989,-0.46,-0.51,5,6,0,
27/02/2013,18:52:07,-54.003697,-38.120923,SFL00000421,W8969_01_060313,0,5.87023,-0.3,-0.51,5,6,0,
27/02/2013,18:58:15,-54.002431,-38.119107,SFL00000421,W8969_01_060313,0,0.109393,-0.3,-0.51,4,5,0,
27/02/2013,19:05:11,-54.00501,-38.120587,SFL00000421,W8969_01_060313,0,0.117348,-1.53,-0.51,4,4,0,
27/02/2013,19:10:30,-54.001525,-38.118608,SFL00000421,W8969_01_060313,0,0.141403,-0.62,-0.51,4,4,0,
27/02/2013,19:15:18,-53.998545,-38.118809,SFL00000421,W8969_01_060313,0,0.107582,0.17,-0.51,4,4,0,
27/02/2013,19:21:32,-53.994876,-38.119814,SFL00000421,W8969_01_060313,0,0.887781,-0.14,-0.51,4,5,0,
27/02/2013,19:27:07,-53.990399,-38.122085,SFL00000421,W8969_01_060313,0,0.740964,-0.29,-0.51,4,5,0,
27/02/2013,19:32:01,-53.987066,-38.12315,SFL00000421,W8969_01_060313,0,8.31141,-0.53,-0.51,5,6,0,
27/02/2013,19:37:15,-53.98305,-38.124968,SFL00000421,W8969_01_060313,0,1.881312,-0.56,-0.51,5,6,0,
27/02/2013,19:43:13,-53.979026,-38.128407,SFL00000421,W8969_01_060313,0,3.02832,-0.63,-1.14,6,7,0,
27/02/2013,19:48:33,-53.97473,-38.128822,SFL00000421,W8969_01_060313,0,0.959248,-0.23,-1.14,4,5,0,
27/02/2013,19:53:42,-53.970486,-38.13021,SFL00000421,W8969_01_060313,0,9.579275,-0.19,-1.33,6,7,0,
27/02/2013,19:58:06,-53.967401,-38.132279,SFL00000421,W8969_01_060313,0,18.115978,0.49,-0.84,6,7,0,
27/02/2013,20:03:45,-53.962714,-38.134569,SFL00000421,W8969_01_060313,0,10.354143,-0.24,-1.08,6,7,0,
27/02/2013,20:17:05,-53.960826,-38.137587,SFL00000421,W8969_01_060313,0,1.045052,-0.39,-1.08,4,5,0,
27/02/2013,20:23:13,-53.959887,-38.138494,SFL00000421,W8969_01_060313,0,10.254389,0.23,-0.85,6,6,0,
27/02/2013,20:30:10,-53.945141,-38.155633,SFL00000421,W8969_01_060313,0,5.544183,1.63,-0.85,4,4,0,
27/02/2013,20:44:13,-53.943559,-38.152295,SFL00000421,W8969_01_060313,0,12.870601,-0.4,-1.25,6,6,0,
27/02/2013,20:49:07,-53.939915,-38.156307,SFL00000421,W8969_01_060313,0,9.207053,0.01,-1.24,7,7,0,
27/02/2013,20:54:03,-53.935937,-38.15938,SFL00000421,W8969_01_060313,0,6.387932,-0.12,-1.36,7,8,0,
27/02/2013,20:59:02,-53.931423,-38.166188,SFL00000421,W8969_01_060313,0,0.576091,0.59,-1.36,4,5,0,
27/02/2013,21:13:01,-53.922893,-38.175407,SFL00000421,W8969_01_060313,0,0.115057,0.27,-1.36,4,4,0,
27/02/2013,21:20:37,-53.91677,-38.182691,SFL00000421,W8969_01_060313,0,8.746332,0.1,-1.26,7,8,0,
