Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,Sats Used,# Sats,Duplicates,Notes
20/03/2013,16:55:00,-54.007312,-38.049444,SFL00000421,W8965_01_260313,0,7.743905,0.03,0.95,5,5,0,
20/03/2013,17:00:00,-54.007149,-38.049273,SFL00000421,W8965_01_260313,0,6.636945,0.07,0.95,5,5,0,
20/03/2013,17:05:00,-54.007533,-38.049541,SFL00000421,W8965_01_260313,0,12.670862,0.95,0.95,6,6,0,
20/03/2013,17:10:00,-54.006438,-38.0499,SFL00000421,W8965_01_260313,0,0.97485,0.1,0.95,4,4,0,
20/03/2013,17:15:00,-54.007089,-38.049373,SFL00000421,W8965_01_260313,0,2.012226,0.03,0.95,5,5,0,
20/03/2013,17:20:00,-54.007235,-38.049201,SFL00000421,W8965_01_260313,0,8.830233,0.01,0.96,6,6,0,
20/03/2013,17:25:00,-54.007012,-38.04927,SFL00000421,W8965_01_260313,0,14.234207,-0.01,0.95,7,7,0,
20/03/2013,17:30:00,-54.00716,-38.049128,SFL00000421,W8965_01_260313,0,8.412843,-0.02,0.93,7,7,0,
20/03/2013,18:36:00,-54.007353,-38.04973,SFL00000421,W8965_01_260313,0,1.699922,-0.16,0.93,4,4,0,
20/03/2013,19:36:00,-54.007179,-38.049353,SFL00000421,W8965_01_260313,0,16.166949,-0.19,0.93,5,5,0,
20/03/2013,20:36:00,-54.007399,-38.046094,SFL00000421,W8965_01_260313,0,0.38877,-0.39,0.93,4,4,0,
20/03/2013,21:36:01,-54.010329,-38.053492,SFL00000421,W8965_01_260313,0,1.725869,-0.45,0.48,6,6,0,
20/03/2013,22:35:01,-54.001357,-38.005515,SFL00000421,W8965_01_260313,0,0.240098,0.52,0.48,4,4,0,
20/03/2013,23:36:07,-53.934467,-38.004775,SFL00000421,W8965_01_260313,0,16.051391,-0.29,0.48,5,5,0,
20/03/2013,23:41:06,-53.931559,-38.003867,SFL00000421,W8965_01_260313,0,0.282101,-0.31,0.48,4,4,0,
21/03/2013,03:11:04,-53.83034,-38.05487,SFL00000421,W8965_01_260313,0,7.62761,0.15,0.63,6,6,0,
21/03/2013,04:27:16,-53.820099,-38.061696,SFL00000421,W8965_01_260313,0,14.376307,-0.53,0.1,6,6,0,
21/03/2013,06:03:03,-53.803999,-38.074638,SFL00000421,W8965_01_260313,0,1.78433,0.35,0.1,5,5,0,
21/03/2013,06:47:19,-53.799372,-38.066654,SFL00000421,W8965_01_260313,0,7.660221,-0.11,-0.01,6,6,0,
21/03/2013,08:11:00,-53.792444,-38.066863,SFL00000421,W8965_01_260313,0,3.601385,-0.32,-0.01,5,5,0,
21/03/2013,08:25:13,-53.790528,-38.06753,SFL00000421,W8965_01_260313,0,15.308244,0.1,-0.01,5,5,0,
21/03/2013,08:32:03,-53.792101,-38.071571,SFL00000421,W8965_01_260313,0,5.09877,-0.5,-0.01,5,5,0,
21/03/2013,08:48:01,-53.784814,-38.078262,SFL00000421,W8965_01_260313,0,0.473369,-0.99,-0.01,4,4,0,
21/03/2013,08:53:01,-53.788195,-38.066803,SFL00000421,W8965_01_260313,0,0.315698,-0.04,-0.01,4,4,0,
21/03/2013,09:09:00,-53.786795,-38.06927,SFL00000421,W8965_01_260313,0,3.789061,0.18,-0.01,5,5,0,
21/03/2013,09:15:11,-53.786465,-38.069839,SFL00000421,W8965_01_260313,0,3.648951,-0.21,-0.01,5,5,0,
21/03/2013,09:20:05,-53.784524,-38.06341,SFL00000421,W8965_01_260313,0,5.649307,-0.2,-0.01,4,4,0,
21/03/2013,09:44:04,-53.782072,-38.066063,SFL00000421,W8965_01_260313,0,5.784273,-0.23,-0.24,6,6,0,
21/03/2013,09:52:02,-53.780287,-38.063463,SFL00000421,W8965_01_260313,0,0.614777,-0.07,-0.24,5,5,0,
21/03/2013,10:00:03,-53.77867,-38.065612,SFL00000421,W8965_01_260313,0,11.172056,0.48,0.24,7,7,0,
21/03/2013,10:06:03,-53.775805,-38.062838,SFL00000421,W8965_01_260313,0,0.514421,0.13,0.24,4,4,0,
21/03/2013,10:11:44,-53.77412,-38.065361,SFL00000421,W8965_01_260313,0,0.202605,0.18,0.24,4,4,0,
21/03/2013,10:34:02,-53.771054,-38.062275,SFL00000421,W8965_01_260313,0,1.883099,-0.61,0.24,4,4,0,
21/03/2013,10:41:31,-53.768515,-38.062502,SFL00000421,W8965_01_260313,0,0.325733,-0.05,0.24,4,4,0,
21/03/2013,10:46:06,-53.766695,-38.06546,SFL00000421,W8965_01_260313,0,11.453876,-0.68,0.24,5,5,0,
21/03/2013,10:51:06,-53.765778,-38.067228,SFL00000421,W8965_01_260313,0,0.689896,-0.91,0.24,4,4,0,
21/03/2013,10:56:03,-53.763261,-38.068961,SFL00000421,W8965_01_260313,0,2.789885,-0.56,0.24,5,5,0,
21/03/2013,11:02:18,-53.762277,-38.06784,SFL00000421,W8965_01_260313,0,2.261179,-0.22,0.24,5,5,0,
21/03/2013,11:26:02,-53.763551,-38.082294,SFL00000421,W8965_01_260313,0,2.106961,-0.22,0.24,5,5,0,
21/03/2013,11:41:02,-53.757126,-38.095022,SFL00000421,W8965_01_260313,0,5.875142,-0.26,0.24,5,5,0,
21/03/2013,12:14:07,-53.751015,-38.1026,SFL00000421,W8965_01_260313,0,0.899216,-0.28,0.24,4,4,0,
21/03/2013,12:23:02,-53.749833,-38.105891,SFL00000421,W8965_01_260313,0,9.258164,-0.02,0.24,5,5,0,
21/03/2013,12:37:01,-53.747632,-38.110326,SFL00000421,W8965_01_260313,0,2.302556,-0.18,0.24,4,4,0,
21/03/2013,13:04:01,-53.743773,-38.120268,SFL00000421,W8965_01_260313,0,10.075655,-0.28,-0.04,6,6,0,
