Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,No Sats Used,No Sats Provided
03/01/2007,14:17:00,-54.009198,-38.05135,16,11.762921,-2.3,-0.3,6,6
03/01/2007,14:34:00,-54.008906,-38.053215,16,0.699217,-1.1,-0.3,4,4
03/01/2007,14:50:00,-54.008848,-38.052507,16,0.25374,-0.15,2,4,4
03/01/2007,15:05:00,-54.001534,-38.033482,16,1.097007,-3.8,2,4,4
03/01/2007,14:17:00,-54.009198,-38.05135,16,11.762921,-2.3,-0.3,6,6
03/01/2007,14:34:00,-54.008906,-38.053215,16,0.699217,-1.1,-0.3,4,4
03/01/2007,14:50:00,-54.008848,-38.052507,16,0.25374,-0.15,-0.3,4,4
03/01/2007,15:05:00,-54.001757,-38.034011,16,0.461298,-1.48,-0.3,4,4
03/01/2007,15:51:00,-54.024234,-38.076807,16,0.422354,-0.25,-0.3,4,4
03/01/2007,16:06:01,-54.025268,-38.096328,16,14.702191,-0.42,-0.72,8,8
03/01/2007,16:21:00,-54.032007,-38.110613,16,0.278054,0.82,-0.72,4,4
03/01/2007,15:51:00,-54.024233,-38.076808,16,0.397139,0.17,-0.72,4,4
03/01/2007,16:36:03,-54.036902,-38.126999,16,21.925262,-0.86,-1.58,6,6
03/01/2007,16:06:01,-54.025275,-38.096323,16,14.694053,0,-1.58,8,8
03/01/2007,16:21:00,-54.032,-38.11061,16,0.248092,1.68,-1.58,4,4
03/01/2007,16:51:12,-54.040881,-38.145529,16,16.287936,0.35,-1.23,7,7
03/01/2007,16:36:03,-54.036899,-38.127003,16,21.928098,0,-1.23,6,6
03/01/2007,17:24:06,-54.045867,-38.182012,16,18.995062,0.62,-0.61,7,7
03/01/2007,18:15:00,-54.051836,-38.223728,16,0.168446,-0.69,-0.61,4,4
03/01/2007,16:51:12,-54.040879,-38.14553,16,16.286415,0,-0.61,7,7
03/01/2007,17:24:06,-54.045883,-38.182,16,19.012017,0,-0.61,7,7
03/01/2007,18:15:00,-54.051836,-38.223728,16,0.152612,-0.69,-0.61,4,4
03/01/2007,19:33:03,-54.066071,-38.2644,16,20.0037,-0.22,-0.83,6,6
03/01/2007,19:48:11,-54.071188,-38.272482,16,5.198823,0.12,-0.71,7,7
03/01/2007,19:33:03,-54.066063,-38.264395,16,20.000194,0,-0.71,6,6
03/01/2007,20:22:18,-54.076307,-38.275087,16,9.82607,0.04,-0.67,6,7
03/01/2007,21:29:07,-54.074906,-38.329196,16,0.133751,-0.02,-0.67,4,4
03/01/2007,19:48:11,-54.071187,-38.272477,16,5.196908,0,-0.67,7,7
03/01/2007,20:22:18,-54.07631,-38.275085,16,9.828313,0,-0.67,6,7
03/01/2007,21:44:10,-54.070866,-38.342591,16,27.606347,-0.24,-0.91,8,8
03/01/2007,21:29:07,-54.074909,-38.329195,16,0.274433,0.22,-0.91,4,4
03/01/2007,21:59:04,-54.069181,-38.352203,16,27.893485,-0.18,-1.09,7,8
03/01/2007,22:14:06,-54.067628,-38.368737,16,3.910504,0.1,-1.09,5,5
03/01/2007,21:44:10,-54.070866,-38.342591,16,27.606357,0,-1.09,8,8
03/01/2007,21:59:04,-54.069182,-38.352202,16,27.894379,0,-1.09,7,8
03/01/2007,22:14:06,-54.067628,-38.368736,16,3.914581,0.1,-1.09,5,5
03/01/2007,22:30:06,-54.065619,-38.384332,16,0.488203,0.12,-1.09,4,7
03/01/2007,22:45:00,-54.064325,-38.397224,16,1.112681,0.68,-1.09,4,4
03/01/2007,23:03:12,-54.058995,-38.405695,16,1.91885,0.56,-1.09,5,5
03/01/2007,22:30:06,-54.065608,-38.384326,16,0.556808,0.12,-1.09,4,7
03/01/2007,22:45:00,-54.064325,-38.397224,16,1.112681,0.68,-1.09,4,4
03/01/2007,23:03:12,-54.058995,-38.405695,16,1.91885,0.56,-1.09,5,5
03/01/2007,23:52:34,-54.049156,-38.447974,16,24.065378,0.57,-0.52,6,6
04/01/2007,00:07:28,-54.044042,-38.464709,16,17.533052,-0.92,-1.44,6,6
03/01/2007,23:52:34,-54.049154,-38.447974,16,24.064983,0.92,-0.52,6,6
04/01/2007,00:23:02,-54.040312,-38.48721,16,27.328227,0.76,0.24,8,8
04/01/2007,00:07:28,-54.044039,-38.464711,16,17.533082,-0.92,-0.68,6,6
04/01/2007,00:40:05,-54.03445,-38.511415,16,6.73102,-0.79,-1.47,6,6
04/01/2007,00:23:02,-54.040307,-38.487227,16,27.324592,0,-1.47,8,8
04/01/2007,00:55:03,-54.029325,-38.531536,16,10.412496,0.97,-0.5,8,8
04/01/2007,00:40:05,-54.034451,-38.511415,16,6.732881,0.92,0.42,6,6
04/01/2007,01:10:07,-54.022228,-38.550697,16,15.165954,-0.56,-0.14,8,8
04/01/2007,00:55:03,-54.029313,-38.531536,16,10.404296,-0.92,-1.06,8,8
04/01/2007,01:25:14,-54.01497,-38.571482,16,13.956649,-0.02,-1.06,5,6
04/01/2007,01:10:07,-54.022226,-38.550683,16,15.156299,0,-1.06,8,8
04/01/2007,01:25:14,-54.01497,-38.571478,16,13.954719,0.9,-1.06,5,6
04/01/2007,01:57:16,-54.001561,-38.62066,16,13.952817,-0.48,-1.54,7,7
04/01/2007,02:29:15,-53.992642,-38.654018,16,9.294242,0.73,-1.54,5,5
04/01/2007,01:57:16,-54.001557,-38.620662,16,13.951914,0,-1.54,7,7
04/01/2007,02:44:11,-53.984688,-38.672934,16,16.565503,1.02,-0.52,8,8
04/01/2007,02:29:15,-53.99264,-38.654024,16,9.294182,0.73,-0.52,5,5
04/01/2007,03:15:20,-53.978445,-38.693406,16,1.407825,-0.03,-0.52,4,4
04/01/2007,02:44:11,-53.984688,-38.672934,16,16.565285,0,-0.52,8,8
04/01/2007,03:48:21,-53.967696,-38.740498,16,3.497379,-0.93,-0.52,5,5
04/01/2007,03:15:20,-53.978446,-38.693406,16,1.410394,-0.03,-0.52,4,4
04/01/2007,04:26:03,-53.968154,-38.748146,16,18.031959,-0.27,-0.79,8,8
04/01/2007,03:48:21,-53.967697,-38.740498,16,3.496559,-0.93,-0.79,5,5
04/01/2007,04:26:03,-53.968158,-38.748142,16,18.033699,0,-0.79,8,8
04/01/2007,04:59:09,-53.967416,-38.753916,16,12.2475,-0.29,-1.08,7,7
04/01/2007,05:14:03,-53.96557,-38.776337,16,4.820704,-0.76,-1.08,5,5
04/01/2007,04:59:09,-53.967417,-38.753915,16,12.248163,0,-1.08,7,7
04/01/2007,06:06:05,-53.96298,-38.811374,16,15.127057,0.26,-0.82,8,8
04/01/2007,05:14:03,-53.965568,-38.776336,16,4.82261,-0.76,-0.82,5,5
04/01/2007,06:06:05,-53.962985,-38.811369,16,15.126843,0,-0.82,8,8
04/01/2007,06:37:11,-53.96502,-38.819414,16,16.432799,-0.35,-1.17,7,7
04/01/2007,07:09:31,-53.970042,-38.814912,16,9.499761,0.06,-1.17,5,5
04/01/2007,07:26:07,-53.972467,-38.822973,16,5.641909,-0.52,-1.69,6,6
04/01/2007,06:37:11,-53.96502,-38.819414,16,16.432808,0,-1.69,7,7
04/01/2007,07:42:01,-53.972805,-38.829881,16,12.127101,0.13,-1.69,5,5
04/01/2007,07:09:31,-53.970044,-38.814904,16,9.501475,0.58,-1.69,5,5
04/01/2007,07:26:07,-53.972467,-38.822971,16,5.642584,0,-1.69,6,6
04/01/2007,07:42:01,-53.972805,-38.829883,16,12.127422,0.13,-1.69,5,5
04/01/2007,10:00:20,-53.970384,-38.881848,16,17.269257,1.03,-0.66,8,8
04/01/2007,10:16:25,-53.966045,-38.875184,16,0.832897,-0.72,-0.66,4,4
04/01/2007,10:33:02,-53.972495,-38.878713,16,27.015463,-0.1,-0.76,6,6
04/01/2007,10:00:20,-53.970384,-38.881848,16,17.269259,0,-0.76,8,8
04/01/2007,11:24:03,-53.971203,-38.88251,16,0.396807,-0.45,-0.76,4,4
04/01/2007,10:16:25,-53.966045,-38.875184,16,0.832897,-0.62,-0.76,4,4
04/01/2007,11:39:49,-53.969915,-38.879141,16,11.182084,-0.43,-0.76,5,5
04/01/2007,10:33:02,-53.972495,-38.878713,16,27.015463,0,-0.76,6,6
04/01/2007,11:54:07,-53.970812,-38.876761,16,24.728845,-0.11,-0.87,6,6
04/01/2007,11:24:03,-53.971203,-38.88251,16,0.396807,-0.45,-0.87,4,4
04/01/2007,11:39:49,-53.9699,-38.879156,16,11.201037,-0.32,-0.87,5,5
04/01/2007,12:10:31,-53.969948,-38.876274,16,15.20255,-0.22,-1.09,8,8
04/01/2007,11:54:07,-53.970812,-38.876761,16,24.7288,0,-1.09,6,6
04/01/2007,12:40:04,-53.965918,-38.882024,16,13.239364,0.11,-0.98,6,6
04/01/2007,12:10:31,-53.969949,-38.876272,16,15.200474,0,-0.98,8,8
04/01/2007,12:55:01,-53.964923,-38.88872,16,29.017113,0.34,-0.64,7,7
04/01/2007,12:40:04,-53.965924,-38.882038,16,13.246515,0,-0.64,6,6
04/01/2007,13:11:02,-53.965469,-38.893531,16,1.701248,-0.63,-1.27,6,8
04/01/2007,13:44:06,-53.960034,-38.903834,16,5.284791,0.24,-1.27,5,5
04/01/2007,12:55:01,-53.964926,-38.888723,16,29.017622,0,-1.27,7,7
04/01/2007,14:02:18,-53.959499,-38.90205,16,18.17713,-0.4,-1.67,6,6
04/01/2007,13:11:02,-53.965468,-38.89353,16,1.702217,0,-1.67,6,8
04/01/2007,14:20:19,-53.962191,-38.901878,16,2.718835,0.25,-1.67,5,5
04/01/2007,13:44:06,-53.960034,-38.903835,16,5.285914,0.64,-1.67,5,5
04/01/2007,15:11:38,-53.958543,-38.931696,16,26.647008,0.9,-0.77,6,6
04/01/2007,14:02:18,-53.959498,-38.90205,16,18.177205,0,-0.77,6,6
04/01/2007,15:41:08,-53.960394,-38.93619,16,9.46238,-0.43,-0.77,5,5
04/01/2007,14:20:19,-53.962197,-38.901874,16,2.717968,-0.65,-0.77,5,5
04/01/2007,15:57:08,-53.960962,-38.947754,16,1.448156,-0.43,-0.77,5,5
04/01/2007,15:11:38,-53.958544,-38.931695,16,26.647132,0,-0.77,6,6
04/01/2007,16:32:01,-53.962796,-38.961673,16,8.822757,-0.63,-1.4,6,6
04/01/2007,15:41:08,-53.960397,-38.936191,16,9.462988,-0.43,-1.4,5,5
04/01/2007,15:57:08,-53.960965,-38.947745,16,1.448707,0.2,-1.4,5,5
04/01/2007,16:32:01,-53.9628,-38.961668,16,8.822881,0,-1.4,6,6
04/01/2007,17:59:24,-53.969498,-38.98353,16,10.619529,0.09,-1.31,6,6
04/01/2007,18:15:16,-53.970966,-38.979792,16,0.239775,-0.53,-1.31,4,4
04/01/2007,18:46:01,-53.973397,-38.986419,16,25.637763,-0.12,-1.43,7,7
04/01/2007,17:59:24,-53.969493,-38.983536,16,10.615965,0,-1.43,6,6
04/01/2007,18:15:16,-53.970962,-38.979787,16,0.23824,-0.41,-1.43,4,4
04/01/2007,19:01:23,-53.975099,-38.991381,16,18.347759,0.55,-0.88,6,6
04/01/2007,19:18:28,-53.980033,-39.004391,16,11.444042,-0.86,-1.74,6,6
04/01/2007,18:46:01,-53.973396,-38.986422,16,25.639555,-0.55,-2.29,7,7
04/01/2007,19:34:01,-54.016262,-38.893073,16,0.11671,-4.3,-2.29,4,4
04/01/2007,19:01:23,-53.975098,-38.991383,16,18.348361,1.41,-0.88,6,6
04/01/2007,19:50:12,-53.983009,-39.008604,16,1.093772,0.8,-0.88,4,4
04/01/2007,19:18:28,-53.979914,-39.004366,16,11.278865,-0.85,-1.73,6,6
04/01/2007,20:23:11,-53.982155,-39.013562,16,20.032015,-0.47,-2.2,7,8
04/01/2007,19:34:01,-54.016187,-38.893288,16,0.138649,-4.3,-2.2,4,4
04/01/2007,20:39:45,-53.982117,-39.01449,16,4.069258,1.45,-2.2,5,5
