Date,Time,Latitude,Longitude,Altitude,Residual Error,Clock Error,Cumulative Clock Error,NoSats Used,No Sats Provided,
28/12/2006,21:01:11,-53.975115,-38.422069,16,21.720704,0.34,-2.12,6,6,1173
28/12/2006,21:20:54,-53.982959,-38.392663,16,8.684929,-0.43,-2.12,5,5,1174
28/12/2006,21:40:48,-53.993124,-38.361714,16,5.771392,-0.05,-2.12,5,5,1176
28/12/2006,21:55:40,-54.003426,-38.338622,16,9.891987,-0.04,-2.12,5,5,1177
28/12/2006,22:16:20,-54.014088,-38.30409,16,13.049016,0.87,-1.25,7,7,1180
28/12/2006,22:31:03,-54.019995,-38.279497,16,5.482457,0.01,-1.24,6,8,1181
28/12/2006,22:51:34,-54.026998,-38.246522,16,11.534414,-0.06,-1.3,6,6,1185
28/12/2006,23:07:59,-54.034512,-38.217715,16,21.027135,-0.75,-2.05,6,6,1186
28/12/2006,23:22:04,-54.036601,-38.190214,16,23.54295,0.37,-1.68,6,8,1187
28/12/2006,23:39:24,-54.037523,-38.167321,16,16.043259,-0.3,-1.98,6,6,1189
28/12/2006,23:55:21,-54.044772,-38.16009,16,0.172219,-1.35,-1.98,4,4,1190
29/12/2006,00:13:29,-54.037109,-38.123447,16,10.820181,0.26,-1.72,7,8,1192
29/12/2006,00:30:02,-54.036701,-38.094125,16,12.659877,0.26,-1.46,7,7,1195
29/12/2006,00:46:37,-54.03314,-38.070568,16,20.307975,-0.56,-2.02,6,6,1196
29/12/2006,01:18:51,-54.00892,-38.052242,16,15.352833,-0.13,-2.15,8,8,1199
29/12/2006,01:33:00,-54.008503,-38.05095,16,16.272594,-0.43,-2.58,8,8,1200
29/12/2006,01:48:00,-54.008424,-38.051021,16,14.358306,1.06,-1.52,8,8,1201
29/12/2006,02:03:00,-54.008466,-38.052019,16,28.322946,0.28,-1.24,8,8,1202
29/12/2006,02:20:00,-54.009404,-38.048106,16,1.652163,-0.96,-1.24,4,4,1205
29/12/2006,02:35:00,-54.008173,-38.049845,16,6.672735,-0.58,-1.82,7,7,1206
29/12/2006,02:50:00,-54.00871,-38.056501,16,11.875915,-0.4,-2.22,6,6,1207
29/12/2006,03:05:00,-54.007657,-38.057497,16,3.759178,-0.1,-2.22,5,5,1208
29/12/2006,03:20:00,-54.008513,-38.051434,16,17.444813,0.36,-1.86,8,8,1209
29/12/2006,03:35:00,-54.008034,-38.051485,16,19.56342,0.14,-1.72,8,8,1210
29/12/2006,03:50:00,-54.008281,-38.051428,16,15.344313,-0.12,-1.84,8,8,1211
29/12/2006,04:05:00,-54.008507,-38.051231,16,17.609665,0.08,-1.76,8,8,1212
29/12/2006,04:20:00,-54.008216,-38.051543,16,20.756442,0.26,-1.5,7,7,1213
29/12/2006,04:35:00,-54.007407,-38.054523,16,0.476074,-1.26,-1.5,4,4,1214
29/12/2006,04:50:00,-54.008705,-38.049458,16,29.314067,0.14,-1.36,8,8,1215
29/12/2006,05:05:00,-54.00866,-38.050843,16,25.64442,-0.04,-1.4,6,6,1216
29/12/2006,05:20:00,-54.007871,-38.05016,16,11.677262,-1,-2.4,7,7,1217
29/12/2006,05:35:00,-54.008877,-38.051172,16,4.27124,0.99,-1.41,6,6,1218
29/12/2006,05:50:00,-54.008152,-38.051707,16,9.295196,-0.91,-2.32,7,7,1219
29/12/2006,06:05:00,-54.008205,-38.051556,16,10.507089,-0.03,-2.35,8,8,1220
29/12/2006,06:20:00,-54.008547,-38.050871,16,22.231445,1.18,-1.17,7,7,1221
29/12/2006,06:50:00,-54.00843,-38.051409,16,18.631643,-1.06,-2.23,7,7,1223
29/12/2006,07:06:01,-54.008606,-38.051089,16,24.152846,-0.25,-2.48,8,8,1225
29/12/2006,07:21:00,-54.008518,-38.050833,16,9.045726,0.98,-1.5,8,8,1226
29/12/2006,07:51:00,-54.008159,-38.051213,16,8.669239,-0.97,-2.47,6,6,1228
29/12/2006,08:06:00,-54.007874,-38.051331,16,17.104786,1.05,-1.42,6,6,1229
29/12/2006,08:21:00,-54.008384,-38.05359,16,7.327338,-0.09,-1.51,6,6,1230
29/12/2006,08:38:00,-54.008455,-38.051694,16,23.742128,-0.71,-2.22,7,7,1233
29/12/2006,08:53:00,-54.008687,-38.052366,16,10.866318,1.03,-1.19,7,7,1234
29/12/2006,09:08:00,-54.007969,-38.052712,16,15.796728,-0.96,-2.15,7,7,1235
29/12/2006,09:23:00,-54.008928,-38.052561,16,21.722579,-0.13,-2.28,7,7,1236
29/12/2006,09:38:00,-54.008457,-38.051617,16,22.940109,0.21,-2.07,7,7,1237
29/12/2006,09:53:00,-54.008295,-38.051246,16,1.373528,0.08,-2.07,4,4,1238
29/12/2006,10:08:00,-54.008215,-38.052203,16,1.190584,0.08,-2.07,4,4,1239
29/12/2006,11:16:00,-54.008004,-38.051455,16,18.097847,-0.43,-2.07,5,5,1251
29/12/2006,11:32:00,-54.008571,-38.05301,16,6.288327,0.29,-1.78,6,6,1253
29/12/2006,12:21:00,-54.007124,-38.05429,16,0.268947,-0.97,-1.78,4,4,1260
29/12/2006,12:36:00,-54.008642,-38.05144,16,5.903345,0.5,-1.28,7,7,1261
29/12/2006,12:51:00,-54.008491,-38.051526,16,9.644658,-0.94,-2.22,8,8,1262
29/12/2006,14:19:00,-54.008629,-38.052918,16,10.651081,0.42,-2.22,5,5,1280
29/12/2006,14:34:00,-54.008432,-38.051609,16,8.877032,-0.35,-2.57,6,6,1281
29/12/2006,14:49:00,-54.008222,-38.051107,16,6.26773,0.11,-2.46,6,6,1282
29/12/2006,15:04:00,-54.008531,-38.05167,16,19.368558,1.02,-1.44,8,8,1283
29/12/2006,15:19:00,-53.993363,-38.068074,16,1.641494,0.5,-1.44,4,4,1284
29/12/2006,15:52:00,-54.008524,-38.051542,16,21.379074,-1.44,-2.88,8,8,1289
29/12/2006,16:07:00,-54.008575,-38.051592,16,28.739756,1.15,-1.73,7,7,1290
29/12/2006,16:22:00,-54.008742,-38.051406,16,12.162596,-0.16,-1.89,7,7,1291
29/12/2006,16:37:00,-54.008488,-38.051429,16,15.21359,-0.88,-2.77,7,7,1292
29/12/2006,16:53:00,-54.008625,-38.051206,16,14.861701,0.61,-2.77,5,5,1294
29/12/2006,17:08:00,-54.009975,-38.050958,16,0.907756,0.99,-2.77,4,4,1295
29/12/2006,17:43:00,-54.008709,-38.050547,16,17.559382,0.45,-2.32,6,7,1302
29/12/2006,17:59:00,-54.010139,-38.050276,16,10.177017,0.58,-2.32,5,5,1304
29/12/2006,18:16:00,-54.009292,-38.051038,16,13.329301,-0.1,-2.42,6,6,1307
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
,00:00:00,,,,,,,,,
