Date,Time,Latitute,Longitude,Temperature,Nav State,Altitude,N Velocity,E Velocity,D Velocity,PDOP,SV Count
24/01/2006,21:28:33,-54.008,-38.05,22.5,3,57,0,0,0,1000,0
24/01/2006,21:29:03,-54.008,-38.05,22.25,3,57,0,0,0,1000,0
24/01/2006,21:29:33,-54.008,-38.05,21.75,3,57,0,0,0,1000,0
24/01/2006,21:30:03,-54.008,-38.05,22,3,57,0,0,0,1000,0
24/01/2006,21:30:33,-54.008,-38.05,22.75,3,57,0,0,0,1000,0
24/01/2006,21:31:03,-54.008,-38.05,22.5,3,57,0,0,0,1000,0
24/01/2006,21:31:33,-54.008,-38.05,22.5,3,57,0,0,0,1000,0
24/01/2006,21:32:03,-54.008,-38.05,22.5,3,57,0,0,0,1000,0
24/01/2006,21:32:33,-54.008,-38.05,22.5,3,57,0,0,0,1000,0
24/01/2006,21:33:03,-54.008,-38.05,22.75,3,57,0,0,0,1000,0
24/01/2006,21:33:33,-54.008,-38.05,23.25,3,57,0,0,0,1000,0
24/01/2006,21:34:03,-54.008,-38.05,23.5,3,57,0,0,0,1000,0
24/01/2006,21:34:33,-54.008,-38.05,23.75,3,57,0,0,0,1000,0
24/01/2006,21:35:03,-54.008,-38.05,24,3,57,0,0,0,1000,0
24/01/2006,21:35:33,-54.008,-38.05,24,3,57,0,0,0,1000,0
24/01/2006,21:36:03,-54.008,-38.05,24.25,3,57,0,0,0,1000,0
24/01/2006,21:36:33,-54.008,-38.05,24.25,3,57,0,0,0,1000,0
24/01/2006,21:37:03,-54.008,-38.05,24.25,3,57,0,0,0,1000,0
24/01/2006,21:37:33,-54.008,-38.05,24.5,3,57,0,0,0,1000,0
24/01/2006,21:38:03,-54.008,-38.05,24.75,3,57,0,0,0,1000,0
24/01/2006,21:38:33,-54.008,-38.05,24.75,3,57,0,0,0,1000,0
24/01/2006,21:39:03,-54.008,-38.05,25,3,57,0,0,0,1000,0
24/01/2006,21:39:33,-54.008,-38.05,24.25,3,57,0,0,0,1000,0
24/01/2006,21:40:03,-54.008,-38.05,24.25,3,57,0,0,0,1000,0
24/01/2006,21:40:33,-54.008,-38.05,24.25,3,57,0,0,0,1000,0
24/01/2006,21:41:03,-54.008,-38.05,23.75,3,57,0,0,0,1000,0
24/01/2006,21:41:33,-54.008,-38.05,23.75,3,57,0,0,0,1000,0
24/01/2006,21:42:03,-54.008,-38.05,24,3,57,0,0,0,1000,0
24/01/2006,21:42:33,-54.008,-38.05,23.5,3,57,0,0,0,1000,0
24/01/2006,21:43:03,-54.008,-38.05,23.25,3,57,0,0,0,1000,0
24/01/2006,21:43:33,-54.008,-38.05,22.75,3,57,0,0,0,1000,0
24/01/2006,21:44:03,-54.008,-38.05,22.75,3,57,0,0,0,1000,0
24/01/2006,21:44:33,-54.008,-38.05,22.75,3,57,0,0,0,1000,0
24/01/2006,21:45:03,-54.008,-38.05,22.5,3,57,0,0,0,1000,0
24/01/2006,21:45:33,-54.008,-38.05,22.25,3,57,0,0,0,1000,0
24/01/2006,21:46:03,-54.008,-38.05,22,3,57,0,0,0,1000,0
24/01/2006,21:46:33,-54.008,-38.05,21.75,3,57,0,0,0,1000,0
24/01/2006,21:47:03,-54.008,-38.05,21.75,3,57,0,0,0,1000,0
24/01/2006,21:47:33,-54.008,-38.05,21.5,3,57,0,0,0,1000,0
24/01/2006,21:48:03,-54.008,-38.05,21.75,3,57,0,0,0,1000,0
24/01/2006,21:48:33,-54.008,-38.05,21.25,3,57,0,0,0,1000,0
24/01/2006,21:49:03,-54.008,-38.05,21.25,3,57,0,0,0,1000,0
24/01/2006,21:49:33,-54.008,-38.05,21,3,57,0,0,0,1000,0
24/01/2006,21:50:03,-54.008,-38.05,21.25,3,57,0,0,0,1000,0
24/01/2006,21:50:33,-54.008,-38.05,21,3,57,0,0,0,1000,0
24/01/2006,21:51:03,-54.008,-38.05,20.75,3,57,0,0,0,1000,0
24/01/2006,21:51:33,-54.008,-38.05,20.75,3,57,0,0,0,1000,0
24/01/2006,21:52:03,-54.008,-38.05,20.5,3,57,0,0,0,1000,0
24/01/2006,21:52:33,-54.008,-38.05,20.75,3,57,0,0,0,1000,0
24/01/2006,21:53:03,-54.008,-38.05,20.5,3,57,0,0,0,1000,0
24/01/2006,21:53:33,-54.008,-38.05,20.25,3,57,0,0,0,1000,0
24/01/2006,21:54:03,-54.008,-38.05,20.5,3,57,0,0,0,1000,0
24/01/2006,21:54:33,-54.008,-38.05,20.25,3,57,0,0,0,1000,0
24/01/2006,21:55:03,-54.008,-38.05,20.25,3,57,0,0,0,1000,0
24/01/2006,21:55:33,-54.008,-38.05,20.25,3,57,0,0,0,1000,0
24/01/2006,21:56:03,-54.008,-38.05,20.25,3,57,0,0,0,1000,0
24/01/2006,21:56:33,-54.008,-38.05,20,3,57,0,0,0,1000,0
24/01/2006,21:57:03,-54.008,-38.05,20.25,3,57,0,0,0,1000,0
24/01/2006,21:57:33,-54.008,-38.05,20,3,57,0,0,0,1000,0
24/01/2006,21:58:03,-54.008,-38.05,19.75,3,57,0,0,0,1000,0
24/01/2006,21:58:33,-54.008,-38.05,19.75,3,57,0,0,0,1000,0
24/01/2006,21:59:03,-54.008,-38.05,19.75,3,57,0,0,0,1000,0
24/01/2006,21:59:33,-54.008,-38.05,19.75,3,57,0,0,0,1000,0
24/01/2006,22:00:03,-54.008,-38.05,19.75,3,57,0,0,0,1000,0
24/01/2006,22:00:33,-54.008,-38.05,19.5,3,57,0,0,0,1000,0
24/01/2006,22:01:03,-54.008,-38.05,19.75,3,57,0,0,0,1000,0
24/01/2006,22:01:33,-54.008,-38.05,19.5,3,57,0,0,0,1000,0
24/01/2006,22:02:03,-54.008,-38.05,19.5,3,57,0,0,0,1000,0
24/01/2006,22:02:33,-54.008,-38.05,19.25,3,57,0,0,0,1000,0
24/01/2006,22:03:03,-54.008,-38.05,19,3,57,0,0,0,1000,0
24/01/2006,22:03:33,-54.008,-38.05,18.75,3,57,0,0,0,1000,0
24/01/2006,22:04:03,-54.008,-38.05,18.75,3,57,0,0,0,1000,0
24/01/2006,22:04:33,-54.008,-38.05,18.75,3,57,0,0,0,1000,0
24/01/2006,22:05:03,-54.008,-38.05,18.5,3,57,0,0,0,1000,0
24/01/2006,22:05:33,-54.008,-38.05,18.75,3,57,0,0,0,1000,0
24/01/2006,22:06:03,-54.008,-38.05,18.25,3,57,0,0,0,1000,0
24/01/2006,22:06:33,-54.008,-38.05,18.5,3,57,0,0,0,1000,0
24/01/2006,22:07:03,-54.008,-38.05,18,3,57,0,0,0,1000,0
24/01/2006,22:07:33,-54.008,-38.05,18.25,3,57,0,0,0,1000,0
24/01/2006,22:08:03,-54.008,-38.05,17.75,3,57,0,0,0,1000,0
24/01/2006,22:08:33,-54.008,-38.05,18,3,57,0,0,0,1000,0
24/01/2006,22:09:03,-54.008,-38.05,17.5,3,57,0,0,0,1000,0
24/01/2006,22:09:33,-54.008,-38.05,17.75,3,57,0,0,0,1000,0
24/01/2006,22:10:03,-54.008,-38.05,17.75,3,57,0,0,0,1000,0
24/01/2006,22:10:33,-54.008,-38.05,17.75,3,57,0,0,0,1000,0
24/01/2006,22:11:03,-54.008,-38.05,17.5,3,57,0,0,0,1000,0
24/01/2006,22:11:33,-54.008,-38.05,17.75,3,57,0,0,0,1000,0
24/01/2006,22:12:03,-54.008,-38.05,17.5,3,57,0,0,0,1000,0
24/01/2006,22:12:33,-54.008,-38.05,17.75,3,57,0,0,0,1000,0
24/01/2006,22:13:03,-54.008,-38.05,17.5,3,57,0,0,0,1000,0
24/01/2006,22:13:33,-54.008,-38.05,17.25,3,57,0,0,0,1000,0
24/01/2006,22:14:03,-54.008,-38.05,17.25,3,57,0,0,0,1000,0
24/01/2006,22:14:33,-54.008,-38.05,16.75,3,57,0,0,0,1000,0
24/01/2006,22:15:03,-54.008,-38.05,17.25,3,57,0,0,0,1000,0
24/01/2006,22:15:33,-54.008,-38.05,17.25,3,57,0,0,0,1000,0
24/01/2006,22:16:03,-54.008,-38.05,17,3,57,0,0,0,1000,0
24/01/2006,22:16:33,-54.008,-38.05,17.25,3,57,0,0,0,1000,0
24/01/2006,22:17:03,-54.008,-38.05,17,3,57,0,0,0,1000,0
24/01/2006,22:17:33,-54.008,-38.05,17,3,57,0,0,0,1000,0
24/01/2006,22:18:03,-54.008,-38.05,17,3,57,0,0,0,1000,0
24/01/2006,22:18:33,-54.008,-38.05,17.25,3,57,0,0,0,1000,0
24/01/2006,22:19:03,-54.008,-38.05,17,3,57,0,0,0,1000,0
24/01/2006,22:19:33,-54.008,-38.05,17.25,3,57,0,0,0,1000,0
24/01/2006,22:20:03,-54.008,-38.05,17,3,57,0,0,0,1000,0
24/01/2006,22:20:33,-54.008,-38.05,16.75,3,57,0,0,0,1000,0
24/01/2006,22:21:03,-54.008,-38.05,16.75,3,57,0,0,0,1000,0
24/01/2006,22:21:33,-54.008,-38.05,17,3,57,0,0,0,1000,0
24/01/2006,22:22:02,-54.008,-38.05,16.75,3,57,0,0,0,1000,0
24/01/2006,22:22:32,-54.008,-38.05,17,3,57,0,0,0,1000,0
24/01/2006,22:23:02,-54.008,-38.05,16.75,3,57,0,0,0,1000,0
24/01/2006,22:23:32,-54.008,-38.05,16.75,3,57,0,0,0,1000,0
24/01/2006,22:24:02,-54.008,-38.05,16.75,3,57,0,0,0,1000,0
24/01/2006,22:24:32,-54.008,-38.05,16.75,3,57,0,0,0,1000,0
