Date,Time,Latitute,Longitude,Temperature,Nav State,Altitude,N Velocity,E Velocity,D Velocity,PDOP,SV Count
24/03/2006,09:13:18,-54.008,-38.051,25.5,3,35,0,0,0,1000,0
24/03/2006,09:13:48,-54.008,-38.051,25.5,3,35,0,0,0,1000,0
24/03/2006,09:14:18,-54.008,-38.051,25.5,3,35,0,0,0,1000,0
24/03/2006,09:14:48,-54.008,-38.051,25,3,35,0,0,0,1000,0
24/03/2006,09:15:18,-54.008,-38.051,24.75,3,35,0,0,0,1000,0
24/03/2006,09:15:48,-54.008,-38.051,25.5,3,35,0,0,0,1000,0
24/03/2006,09:16:18,-54.008,-38.051,25.5,3,35,0,0,0,1000,0
24/03/2006,09:16:48,-54.008,-38.051,25.5,3,35,0,0,0,1000,0
24/03/2006,09:17:18,-54.008,-38.051,25,3,35,0,0,0,1000,0
24/03/2006,09:17:48,-54.008,-38.051,25,3,35,0,0,0,1000,0
24/03/2006,09:18:18,-54.008,-38.051,25,3,35,0,0,0,1000,0
24/03/2006,09:18:48,-54.008,-38.051,25,3,35,0,0,0,1000,0
24/03/2006,09:19:18,-54.008,-38.051,24.75,3,35,0,0,0,1000,0
24/03/2006,09:19:48,-54.008,-38.051,24.5,3,35,0,0,0,1000,0
24/03/2006,09:20:18,-54.008,-38.051,24.75,3,35,0,0,0,1000,0
24/03/2006,09:20:48,-54.008,-38.051,24.75,3,35,0,0,0,1000,0
24/03/2006,09:21:18,-54.008,-38.051,24.75,3,35,0,0,0,1000,0
24/03/2006,09:21:48,-54.008,-38.051,24.75,3,35,0,0,0,1000,0
24/03/2006,09:22:18,-54.008,-38.051,24.5,3,35,0,0,0,1000,0
24/03/2006,09:22:48,-54.008,-38.051,24.25,3,35,0,0,0,1000,0
24/03/2006,09:23:18,-54.008,-38.051,24.5,3,35,0,0,0,1000,0
24/03/2006,09:23:48,-54.008,-38.051,24.25,3,35,0,0,0,1000,0
24/03/2006,09:24:18,-54.008,-38.051,24.25,3,35,0,0,0,1000,0
24/03/2006,09:24:48,-54.008,-38.051,24.25,3,35,0,0,0,1000,0
24/03/2006,09:25:18,-54.008,-38.051,24.5,3,35,0,0,0,1000,0
24/03/2006,09:25:48,-54.008,-38.051,24.25,3,35,0,0,0,1000,0
24/03/2006,09:26:18,-54.008,-38.051,24.5,3,35,0,0,0,1000,0
24/03/2006,09:26:48,-54.008,-38.051,24.25,3,35,0,0,0,1000,0
24/03/2006,09:27:18,-54.008,-38.051,24.5,3,35,0,0,0,1000,0
24/03/2006,09:27:48,-54.008,-38.051,24.5,3,35,0,0,0,1000,0
24/03/2006,09:28:18,-54.008,-38.051,24.25,3,35,0,0,0,1000,0
24/03/2006,09:28:48,-54.008,-38.051,24.25,3,35,0,0,0,1000,0
24/03/2006,09:29:18,-54.008,-38.051,24.5,3,35,0,0,0,1000,0
24/03/2006,09:29:48,-54.008,-38.051,24.25,3,35,0,0,0,1000,0
24/03/2006,09:30:18,-54.008,-38.051,24.75,3,35,0,0,0,1000,0
24/03/2006,09:30:48,-54.008,-38.051,24.25,3,35,0,0,0,1000,0
