Date,Time,Latitute,Longitude,Temperature,Nav State,Altitude,N Velocity,E Velocity,D Velocity,PDOP,SV Count
06/02/2006,12:10:52,-54.00808758,-38.05180395,25.25,1,47,0,0,0,10,6
06/02/2006,12:11:22,-54.00855072,-38.05144028,25.25,1,47,0,0,0,18,6
06/02/2006,12:11:52,-54.008,-38.051,25.75,3,47,0,0,0,1000,0
06/02/2006,12:12:22,-54.008,-38.051,25.5,3,47,0,0,0,1000,0
06/02/2006,12:12:52,-54.008,-38.051,25.75,3,47,0,0,0,1000,0
06/02/2006,12:13:22,-54.008,-38.051,26.25,3,47,0,0,0,1000,0
06/02/2006,12:13:52,-54.008,-38.051,25.75,3,47,0,0,0,1000,0
06/02/2006,12:14:22,-54.00508644,-38.04295591,25.75,3,47,0,0,0,630,3
06/02/2006,12:14:52,-54.008,-38.051,25.5,3,47,0,0,0,1000,0
06/02/2006,12:15:22,-54.008,-38.051,25.75,3,47,0,0,0,1000,0
06/02/2006,12:15:52,-54.008,-38.051,26,3,47,0,0,0,1000,0
06/02/2006,12:16:22,-54.008,-38.051,25.75,3,47,0,0,0,1000,0
06/02/2006,12:16:52,-54.008,-38.051,26,3,47,0,0,0,1000,0
06/02/2006,12:17:22,-54.008,-38.051,26.25,3,47,0,0,0,1000,0
06/02/2006,12:17:52,-54.008,-38.051,25.75,3,47,0,0,0,1000,0
06/02/2006,12:18:22,-54.008,-38.051,25.75,3,47,0,0,0,1000,0
06/02/2006,12:18:52,-54.008,-38.051,25.25,3,47,0,0,0,1000,0
06/02/2006,12:19:22,-54.008,-38.051,24.25,3,47,0,0,0,1000,0
06/02/2006,12:19:52,-54.008,-38.051,23.25,3,47,0,0,0,1000,0
06/02/2006,12:20:22,-54.008,-38.051,22.75,3,47,0,0,0,1000,0
06/02/2006,12:20:52,-54.008,-38.051,22.25,3,47,0,0,0,1000,0
06/02/2006,12:21:22,-54.008,-38.051,22,3,47,0,0,0,1000,0
06/02/2006,12:21:52,-54.008,-38.051,21.25,3,47,0,0,0,1000,0
06/02/2006,12:22:22,-54.008,-38.051,21.25,3,47,0,0,0,1000,0
06/02/2006,12:22:52,-54.008,-38.051,20.75,3,47,0,0,0,1000,0
