Date,Time,Latitute,Longitude,Temperature,Nav State,Altitude,N Velocity,E Velocity,D Velocity,PDOP,SV Count
15/03/2006,19:45:44,-54.008,-38.051,23.5,3,36,0,0,0,1000,0
15/03/2006,19:46:14,-54.008,-38.051,23.25,3,36,0,0,0,1000,0
15/03/2006,19:46:44,-54.008,-38.051,23.25,3,36,0,0,0,1000,0
15/03/2006,19:47:14,-54.008,-38.051,23,3,36,0,0,0,1000,0
15/03/2006,19:47:44,-54.008,-38.051,23.25,3,36,0,0,0,1000,0
15/03/2006,19:48:20,-54.008,-38.051,22.75,3,36,0,0,0,1000,0
15/03/2006,19:48:50,-54.008,-38.051,22.75,3,36,0,0,0,1000,0
15/03/2006,19:49:20,-54.008,-38.051,22.5,3,36,0,0,0,1000,0
15/03/2006,19:50:41,-54.008,-38.051,22.75,3,36,0,0,0,1000,0
15/03/2006,19:51:11,-54.008,-38.051,22.5,3,36,0,0,0,1000,0
15/03/2006,19:51:41,-54.008,-38.051,22.75,3,36,0,0,0,1000,0
15/03/2006,19:52:11,-54.008,-38.051,22.5,3,36,0,0,0,1000,0
15/03/2006,19:52:41,-54.008,-38.051,23.75,3,36,0,0,0,1000,0
15/03/2006,19:53:11,-54.008,-38.051,24,3,36,0,0,0,1000,0
15/03/2006,19:53:41,-54.008,-38.051,24.75,3,36,0,0,0,1000,0
15/03/2006,19:54:11,-54.008,-38.051,25,3,36,0,0,0,1000,0
15/03/2006,19:54:41,-54.008,-38.051,25.25,3,36,0,0,0,1000,0
15/03/2006,19:55:11,-54.008,-38.051,25,3,36,0,0,0,1000,0
15/03/2006,19:55:41,-54.008,-38.051,24.5,3,36,0,0,0,1000,0
15/03/2006,19:56:11,-54.008,-38.051,24.75,3,36,0,0,0,1000,0
15/03/2006,19:56:41,-54.008,-38.051,24.25,3,36,0,0,0,1000,0
15/03/2006,19:57:11,-54.008,-38.051,24.75,3,36,0,0,0,1000,0
15/03/2006,19:57:41,-54.008,-38.051,24.75,3,36,0,0,0,1000,0
15/03/2006,19:58:11,-54.008,-38.051,24.75,3,36,0,0,0,1000,0
15/03/2006,19:58:41,-54.008,-38.051,24.5,3,36,0,0,0,1000,0
15/03/2006,19:59:11,-54.008,-38.051,24.75,3,36,0,0,0,1000,0
15/03/2006,19:59:41,-54.008,-38.051,24.25,3,36,0,0,0,1000,0
15/03/2006,20:00:11,-54.008,-38.051,24.5,3,36,0,0,0,1000,0
15/03/2006,20:00:41,-54.008,-38.051,24.5,3,36,0,0,0,1000,0
15/03/2006,20:01:11,-54.008,-38.051,24.75,3,36,0,0,0,1000,0
15/03/2006,20:01:41,-54.00887902,-38.05058841,24.5,1,36,0,0,0,4,5
15/03/2006,20:02:11,-54.008,-38.051,24.75,3,36,0,0,0,1000,0
15/03/2006,20:02:41,-54.008,-38.051,24.5,3,36,0,0,0,1000,2
15/03/2006,20:03:11,-54.008,-38.051,24.25,3,36,0,0,0,1000,2
15/03/2006,20:03:41,-54.008,-38.051,23.5,3,36,0,0,0,1000,1
15/03/2006,20:04:11,-54.008,-38.051,23.5,3,36,0,0,0,1000,0
15/03/2006,20:04:40,-54.008,-38.051,23.25,3,36,0,0,0,1000,0
15/03/2006,20:05:11,-54.008,-38.051,22.75,3,36,0,0,0,1000,0
15/03/2006,20:05:41,-54.008,-38.051,22.75,3,36,0,0,0,1000,0
15/03/2006,20:06:11,-54.008,-38.051,22.25,3,36,0,0,0,1000,0
15/03/2006,20:06:41,-54.008,-38.051,22,3,36,0,0,0,1000,0
15/03/2006,20:07:11,-54.008,-38.051,21.25,3,36,0,0,0,1000,0
15/03/2006,20:07:41,-54.008,-38.051,20.75,3,36,0,0,0,1000,0
15/03/2006,20:08:11,-54.008,-38.051,21.25,3,36,0,0,0,1000,2
15/03/2006,20:08:41,-54.008,-38.051,20.5,3,36,0,0,0,1000,0
15/03/2006,20:09:11,-54.008,-38.051,20.25,3,36,0,0,0,1000,0
15/03/2006,20:09:41,-54.008,-38.051,20.25,3,36,0,0,0,1000,0
15/03/2006,20:10:11,-54.008,-38.051,19.75,3,36,0,0,0,1000,0
15/03/2006,20:10:41,-54.008,-38.051,19.25,3,36,0,0,0,1000,0
15/03/2006,20:11:11,-54.008,-38.051,19.5,3,36,0,0,0,1000,0
15/03/2006,20:11:41,-54.008,-38.051,19.25,3,36,0,0,0,1000,0
15/03/2006,20:12:11,-54.008,-38.051,18.75,3,36,0,0,0,1000,0
15/03/2006,20:12:41,-54.008,-38.051,18.75,3,36,0,0,0,1000,0
15/03/2006,20:13:11,-54.008,-38.051,18.75,3,36,0,0,0,1000,0
15/03/2006,20:13:41,-54.008,-38.051,18.25,3,36,0,0,0,1000,0
15/03/2006,20:14:11,-54.008,-38.051,18.25,3,36,0,0,0,1000,0
15/03/2006,20:14:41,-54.008,-38.051,18.25,3,36,0,0,0,1000,0
15/03/2006,20:15:11,-54.008,-38.051,17.75,3,36,0,0,0,1000,0
15/03/2006,20:15:41,-54.008,-38.051,17.75,3,36,0,0,0,1000,0
15/03/2006,20:16:11,-54.008,-38.051,17.5,3,36,0,0,0,1000,0
15/03/2006,20:16:41,-54.008,-38.051,17.25,3,36,0,0,0,1000,0
15/03/2006,20:17:11,-54.008,-38.051,17.25,3,36,0,0,0,1000,0
15/03/2006,20:17:41,-54.008,-38.051,17.25,3,36,0,0,0,1000,0
15/03/2006,20:18:11,-54.008,-38.051,17,3,36,0,0,0,1000,0
15/03/2006,20:18:41,-54.008,-38.051,17.25,3,36,0,0,0,1000,0
