Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites available,Duplicates,Notes
03/02/2011,15:15:00,-54.252658,-36.491017,SFL00000411,AFSMai. 30,0,1.229114,0.04,4.66,4,4,0,
03/02/2011,15:20:00,-54.25239,-36.49182,SFL00000411,AFSMai. 30,0,1.543009,0.03,4.66,5,5,0,
03/02/2011,15:25:00,-54.252443,-36.491288,SFL00000411,AFSMai. 30,0,1.764488,4.66,4.66,6,6,0,
03/02/2011,15:30:00,-54.252465,-36.491626,SFL00000411,AFSMai. 30,0,9.824422,-0.01,4.65,7,7,0,
03/02/2011,15:35:00,-54.252533,-36.491274,SFL00000411,AFSMai. 30,0,5.872242,0,4.65,6,6,0,
03/02/2011,15:40:00,-54.252254,-36.491233,SFL00000411,AFSMai. 30,0,11.340931,0.01,4.66,7,7,0,
03/02/2011,15:45:00,-54.252162,-36.491463,SFL00000411,AFSMai. 30,0,12.195008,-0.04,4.62,6,6,0,
03/02/2011,15:50:00,-54.252601,-36.491784,SFL00000411,AFSMai. 30,0,1.252789,-0.01,4.62,4,4,0,
03/02/2011,15:55:00,-54.274624,-36.44254,SFL00000411,AFSMai. 30,0,3.301193,-2.1,4.62,4,4,0,
03/02/2011,16:00:00,-54.252397,-36.49078,SFL00000411,AFSMai. 30,0,8.015606,0.01,4.63,6,6,0,
03/02/2011,16:05:00,-54.252305,-36.490869,SFL00000411,AFSMai. 30,0,5.840789,-0.01,4.62,6,6,0,
03/02/2011,16:10:00,-54.252223,-36.490418,SFL00000411,AFSMai. 30,0,1.906805,0.01,4.63,6,6,0,
03/02/2011,16:15:00,-54.252167,-36.490406,SFL00000411,AFSMai. 30,0,7.235517,-0.01,4.62,6,6,0,
03/02/2011,16:21:00,-54.252606,-36.490292,SFL00000411,AFSMai. 30,0,10.66953,-0.07,4.62,5,5,0,
03/02/2011,16:26:00,-54.251389,-36.490438,SFL00000411,AFSMai. 30,0,0.722039,0,4.62,5,5,0,
03/02/2011,17:30:00,-54.25212,-36.490568,SFL00000411,AFSMai. 30,0,15.531005,-0.12,4.5,8,8,0,
03/02/2011,18:30:00,-54.247879,-36.498013,SFL00000411,AFSMai. 30,0,0.977393,0.1,4.5,4,4,0,
03/02/2011,19:30:00,-54.251232,-36.49725,SFL00000411,AFSMai. 30,0,6.945998,-0.17,4.33,6,6,0,
03/02/2011,19:40:13,-54.250496,-36.500081,SFL00000411,AFSMai. 30,0,11.296447,-0.4,4.33,5,5,0,
03/02/2011,19:46:25,-54.248227,-36.50503,SFL00000411,AFSMai. 30,0,2.794912,-0.86,4.33,5,5,0,
03/02/2011,19:52:13,-54.248727,-36.510897,SFL00000411,AFSMai. 30,0,5.123177,-0.2,4.33,5,5,0,
03/02/2011,19:57:03,-54.24811,-36.514347,SFL00000411,AFSMai. 30,0,8.752166,-0.04,4.29,6,6,0,
03/02/2011,20:02:02,-54.248203,-36.514307,SFL00000411,AFSMai. 30,0,15.653153,-0.62,3.67,7,7,0,
03/02/2011,20:16:04,-54.248259,-36.514767,SFL00000411,AFSMai. 30,0,0.193332,0.04,3.67,4,4,0,
03/02/2011,20:21:00,-54.248402,-36.513745,SFL00000411,AFSMai. 30,0,0.758523,0.51,3.67,4,4,0,
03/02/2011,20:28:07,-54.247951,-36.513699,SFL00000411,AFSMai. 30,0,1.092731,-0.26,3.67,5,5,0,
03/02/2011,20:33:00,-54.246881,-36.513315,SFL00000411,AFSMai. 30,0,0.225223,0.57,3.67,4,4,0,
03/02/2011,20:38:19,-54.247115,-36.512358,SFL00000411,AFSMai. 30,0,4.743624,0.36,4.03,6,6,0,
03/02/2011,20:43:00,-54.248172,-36.514107,SFL00000411,AFSMai. 30,0,3.591838,0.15,4.18,6,6,0,
03/02/2011,20:49:00,-54.248293,-36.514222,SFL00000411,AFSMai. 30,0,3.38215,-0.03,4.15,6,6,0,
03/02/2011,20:54:03,-54.248258,-36.51417,SFL00000411,AFSMai. 30,0,6.289132,-0.12,4.03,6,6,0,
