Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites available,Duplicates,Notes
12/01/2011,16:04:00,-54.252554,-36.491809,SFL00000411,AFSMai. 27,0,0.273669,-0.35,1.15,4,4,0,
12/01/2011,16:09:00,-54.253128,-36.490935,SFL00000411,AFSMai. 27,0,0.415649,0.1,1.15,4,4,0,
12/01/2011,16:34:00,-54.252456,-36.492326,SFL00000411,AFSMai. 27,0,0.668399,0.03,1.15,4,4,0,
12/01/2011,16:41:00,-54.252657,-36.491816,SFL00000411,AFSMai. 27,0,8.846657,0.01,1.15,5,5,0,
12/01/2011,16:46:00,-54.252908,-36.49178,SFL00000411,AFSMai. 27,0,13.874187,1.15,1.15,6,6,0,
12/01/2011,16:51:00,-54.253147,-36.491757,SFL00000411,AFSMai. 27,0,1.095554,-0.04,1.15,4,4,0,
12/01/2011,16:56:00,-54.252686,-36.491819,SFL00000411,AFSMai. 27,0,10.210956,0.01,1.16,6,6,0,
12/01/2011,17:01:00,-54.252948,-36.492252,SFL00000411,AFSMai. 27,0,1.981085,-0.02,1.16,4,4,0,
12/01/2011,17:06:00,-54.252796,-36.492035,SFL00000411,AFSMai. 27,0,13.871784,-0.06,1.16,5,5,0,
12/01/2011,17:11:00,-54.252795,-36.492051,SFL00000411,AFSMai. 27,0,3.054353,-0.03,1.13,6,6,0,
12/01/2011,17:16:00,-54.252377,-36.492465,SFL00000411,AFSMai. 27,0,3.564705,0.01,1.14,6,6,0,
12/01/2011,17:21:00,-54.252845,-36.491879,SFL00000411,AFSMai. 27,0,8.319975,-0.03,1.11,7,7,0,
12/01/2011,17:26:00,-54.252616,-36.491736,SFL00000411,AFSMai. 27,0,1.699399,0,1.11,5,5,0,
12/01/2011,17:31:00,-54.252685,-36.492172,SFL00000411,AFSMai. 27,0,9.759029,-0.03,1.08,7,7,0,
12/01/2011,17:36:00,-54.252849,-36.491691,SFL00000411,AFSMai. 27,0,11.774769,-0.01,1.07,6,6,0,
12/01/2011,17:41:00,-54.253188,-36.491385,SFL00000411,AFSMai. 27,0,5.567776,-0.05,1.07,5,5,0,
12/01/2011,17:46:00,-54.252626,-36.49127,SFL00000411,AFSMai. 27,0,7.096908,0.01,1.08,6,6,0,
12/01/2011,17:51:00,-54.252391,-36.492136,SFL00000411,AFSMai. 27,0,1.890409,-0.06,1.08,5,5,0,
12/01/2011,17:57:00,-54.253015,-36.491898,SFL00000411,AFSMai. 27,0,5.428993,-0.03,1.05,6,6,0,
12/01/2011,18:57:00,-54.252915,-36.491736,SFL00000411,AFSMai. 27,0,12.880754,-0.08,0.97,7,7,0,
