Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites available,Duplicates,Notes
04/12/2010,16:32:00,-54.244356,-36.492603,SFL00000413,AFSMai. 19,0,10.550717,53.24,53.24,7,7,0,
04/12/2010,16:37:07,-54.244512,-36.491369,SFL00000413,AFSMai. 19,0,4.420914,-0.73,53.24,5,5,0,
04/12/2010,16:42:00,-54.244781,-36.492628,SFL00000413,AFSMai. 19,0,7.160015,0.01,53.25,8,8,0,
04/12/2010,16:47:00,-54.244825,-36.492799,SFL00000413,AFSMai. 19,0,5.173524,-0.02,53.23,7,7,0,
04/12/2010,16:52:00,-54.244876,-36.492805,SFL00000413,AFSMai. 19,0,13.759423,0,53.23,6,6,0,
04/12/2010,16:57:00,-54.244788,-36.493149,SFL00000413,AFSMai. 19,0,0.637628,0,53.23,6,6,0,
04/12/2010,17:02:00,-54.244645,-36.492976,SFL00000413,AFSMai. 19,0,12.408314,-0.03,53.2,7,7,0,
04/12/2010,17:07:00,-54.244655,-36.492829,SFL00000413,AFSMai. 19,0,5.550821,0.03,53.23,6,6,0,
04/12/2010,17:12:00,-54.244656,-36.49285,SFL00000413,AFSMai. 19,0,3.378345,0,53.23,7,7,0,
04/12/2010,17:17:00,-54.244723,-36.492946,SFL00000413,AFSMai. 19,0,7.785564,-0.03,53.2,7,7,0,
04/12/2010,17:22:00,-54.244663,-36.492731,SFL00000413,AFSMai. 19,0,3.060715,0,53.2,5,5,0,
04/12/2010,17:27:00,-54.245069,-36.493488,SFL00000413,AFSMai. 19,0,13.892882,-0.06,53.14,6,6,0,
04/12/2010,17:32:00,-54.245046,-36.493186,SFL00000413,AFSMai. 19,0,7.677248,0.01,53.14,5,5,0,
04/12/2010,17:38:00,-54.244264,-36.492666,SFL00000413,AFSMai. 19,0,16.544381,0.05,53.19,6,6,0,
04/12/2010,17:43:00,-54.273209,-36.514479,SFL00000413,AFSMai. 19,0,8.145911,1.64,53.19,4,4,0,
04/12/2010,17:48:00,-54.244707,-36.492822,SFL00000413,AFSMai. 19,0,3.231779,-0.03,53.19,5,5,0,
04/12/2010,17:53:00,-54.243848,-36.496123,SFL00000413,AFSMai. 19,0,0.672327,-0.3,53.19,4,4,0,
04/12/2010,17:58:00,-54.246988,-36.485157,SFL00000413,AFSMai. 19,0,0.753658,0.6,53.19,4,4,0,
04/12/2010,18:03:00,-54.244349,-36.49367,SFL00000413,AFSMai. 19,0,9.803921,-0.13,53.19,5,5,0,
04/12/2010,18:08:00,-54.24481,-36.492949,SFL00000413,AFSMai. 19,0,7.748716,-0.07,53.12,8,8,0,
04/12/2010,18:13:00,-54.244679,-36.492764,SFL00000413,AFSMai. 19,0,5.46928,-0.01,53.11,6,6,0,
04/12/2010,18:18:00,-54.244532,-36.493944,SFL00000413,AFSMai. 19,0,6.311027,-0.08,53.03,6,6,0,
04/12/2010,18:23:00,-54.244935,-36.492599,SFL00000413,AFSMai. 19,0,8.907456,0.06,53.03,5,5,0,
