Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites available,Duplicates,Notes
02/12/2010,16:18:00,-54.245243,-36.492893,SFL00000411,AFSMai. 17,0,0.824408,-0.03,93.78,5,5,0,
02/12/2010,16:23:00,-54.244973,-36.493041,SFL00000411,AFSMai. 17,0,10.017331,0.02,93.8,7,7,0,
02/12/2010,16:28:00,-54.244784,-36.492761,SFL00000411,AFSMai. 17,0,6.218522,93.78,93.78,7,7,0,
02/12/2010,16:33:00,-54.244796,-36.492694,SFL00000411,AFSMai. 17,0,7.143805,-0.01,93.77,8,8,0,
02/12/2010,16:39:00,-54.244658,-36.492651,SFL00000411,AFSMai. 17,0,3.789992,0.02,93.77,5,5,0,
02/12/2010,16:44:00,-54.244854,-36.492606,SFL00000411,AFSMai. 17,0,4.460221,0.01,93.78,7,7,0,
02/12/2010,16:49:00,-54.244843,-36.492606,SFL00000411,AFSMai. 17,0,9.494526,-0.01,93.77,8,8,0,
02/12/2010,16:54:00,-54.244702,-36.492952,SFL00000411,AFSMai. 17,0,11.112476,-0.03,93.74,7,7,0,
02/12/2010,16:59:00,-54.244823,-36.492857,SFL00000411,AFSMai. 17,0,4.593507,-0.01,93.73,7,7,0,
02/12/2010,17:04:00,-54.24455,-36.492704,SFL00000411,AFSMai. 17,0,4.860749,0,93.73,7,7,0,
02/12/2010,17:09:00,-54.244733,-36.492509,SFL00000411,AFSMai. 17,0,3.137856,0.01,93.74,7,7,0,
02/12/2010,17:14:00,-54.244698,-36.4927,SFL00000411,AFSMai. 17,0,8.879003,-0.03,93.71,8,8,0,
02/12/2010,17:19:00,-54.244774,-36.492506,SFL00000411,AFSMai. 17,0,7.626629,0.02,93.73,7,7,0,
02/12/2010,17:24:00,-54.244716,-36.492475,SFL00000411,AFSMai. 17,0,7.114523,0.01,93.74,8,8,0,
02/12/2010,17:29:00,-54.244872,-36.492621,SFL00000411,AFSMai. 17,0,9.680721,-0.03,93.71,8,8,0,
02/12/2010,17:34:00,-54.244945,-36.492415,SFL00000411,AFSMai. 17,0,6.324895,0.01,93.72,7,7,0,
02/12/2010,17:39:00,-54.244778,-36.492709,SFL00000411,AFSMai. 17,0,4.325,-0.03,93.69,6,6,0,
02/12/2010,18:42:00,-54.244844,-36.492736,SFL00000411,AFSMai. 17,0,7.98353,-0.08,93.61,7,7,0,
02/12/2010,19:42:00,-54.244941,-36.49262,SFL00000411,AFSMai. 17,0,13.331651,-0.07,93.54,7,7,0,
02/12/2010,20:42:00,-54.244642,-36.492636,SFL00000411,AFSMai. 17,0,14.848868,-0.03,93.51,7,7,0,
02/12/2010,21:46:00,-54.245151,-36.493054,SFL00000411,AFSMai. 17,0,5.749886,-0.04,93.47,6,6,0,
02/12/2010,22:46:00,-54.24538,-36.492154,SFL00000411,AFSMai. 17,0,20.479883,-0.14,93.33,6,6,0,
02/12/2010,23:46:00,-54.245106,-36.492633,SFL00000411,AFSMai. 17,0,0.701308,0.02,93.33,4,4,0,
03/12/2010,00:50:00,-54.245209,-36.493459,SFL00000411,AFSMai. 17,0,0.475125,-0.14,93.33,5,5,0,
03/12/2010,01:53:00,-54.244669,-36.492225,SFL00000411,AFSMai. 17,0,1.070111,-0.04,93.33,4,4,0,
03/12/2010,03:58:00,-54.244988,-36.492265,SFL00000411,AFSMai. 17,0,1.513829,-0.14,93.33,4,4,0,
03/12/2010,04:58:00,-54.244882,-36.492806,SFL00000411,AFSMai. 17,0,16.24039,-0.19,93.14,6,6,0,
03/12/2010,07:03:00,-54.245096,-36.492755,SFL00000411,AFSMai. 17,0,8.341412,-0.05,93.09,6,6,0,
03/12/2010,08:03:00,-54.245287,-36.493559,SFL00000411,AFSMai. 17,0,2.351787,-0.03,93.09,5,5,0,
03/12/2010,09:06:00,-54.244695,-36.491927,SFL00000411,AFSMai. 17,0,0.238786,-0.05,93.09,4,4,0,
03/12/2010,11:10:00,-54.244505,-36.492504,SFL00000411,AFSMai. 17,0,6.271682,-0.25,93.09,5,5,0,
03/12/2010,13:14:00,-54.244844,-36.492666,SFL00000411,AFSMai. 17,0,13.45257,-0.44,92.65,6,7,0,
03/12/2010,14:14:00,-54.2449,-36.492585,SFL00000411,AFSMai. 17,0,7.486894,-0.06,92.59,7,8,0,
03/12/2010,15:14:00,-54.244879,-36.492509,SFL00000411,AFSMai. 17,0,6.223819,-0.11,92.48,7,7,0,
03/12/2010,16:14:00,-54.244454,-36.492924,SFL00000411,AFSMai. 17,0,6.023236,-0.08,92.4,6,6,0,
03/12/2010,17:14:00,-54.244683,-36.492614,SFL00000411,AFSMai. 17,0,7.81246,-0.1,92.3,6,6,0,
03/12/2010,18:14:00,-54.244828,-36.492703,SFL00000411,AFSMai. 17,0,7.547228,-0.08,92.22,8,8,0,
03/12/2010,20:18:00,-54.24479,-36.493019,SFL00000411,AFSMai. 17,0,5.169335,-0.17,92.05,7,7,0,
