Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites available,Duplicates,Notes
16/12/2010,16:11:00,-54.252131,-36.49124,SFL00000423,AFSMai. 20,0,9.176084,-63.74,-63.74,6,6,0,
16/12/2010,16:16:00,-54.251908,-36.490936,SFL00000423,AFSMai. 20,0,0.424384,-0.03,-63.74,5,5,0,
16/12/2010,16:22:00,-54.250903,-36.490739,SFL00000423,AFSMai. 20,0,0.443505,-0.08,-63.74,4,4,0,
16/12/2010,16:27:00,-54.25183,-36.491225,SFL00000423,AFSMai. 20,0,1.388906,-0.05,-63.74,5,5,0,
16/12/2010,16:32:00,-54.251747,-36.491581,SFL00000423,AFSMai. 20,0,8.051759,-0.03,-63.77,6,6,0,
16/12/2010,16:38:00,-54.251878,-36.490985,SFL00000423,AFSMai. 20,0,9.82438,-0.02,-63.77,5,5,0,
16/12/2010,16:43:00,-54.25199,-36.491458,SFL00000423,AFSMai. 20,0,3.813388,-0.06,-63.77,5,5,0,
16/12/2010,16:48:00,-54.252435,-36.49113,SFL00000423,AFSMai. 20,0,16.867716,-0.07,-63.77,5,5,0,
16/12/2010,16:53:00,-54.251743,-36.491024,SFL00000423,AFSMai. 20,0,8.990233,-0.06,-63.83,6,6,0,
16/12/2010,16:58:00,-54.251868,-36.491214,SFL00000423,AFSMai. 20,0,4.169697,-0.02,-63.83,5,5,0,
16/12/2010,17:03:00,-54.251902,-36.490865,SFL00000423,AFSMai. 20,0,5.430844,-0.04,-63.87,6,6,0,
16/12/2010,17:08:00,-54.252151,-36.491236,SFL00000423,AFSMai. 20,0,8.474285,-0.01,-63.88,6,6,0,
16/12/2010,17:13:00,-54.251757,-36.491002,SFL00000423,AFSMai. 20,0,2.63568,-0.01,-63.88,5,5,0,
16/12/2010,18:17:00,-54.252419,-36.490938,SFL00000423,AFSMai. 20,0,1.129376,-0.12,-63.88,4,4,0,
16/12/2010,20:21:00,-54.251846,-36.490879,SFL00000423,AFSMai. 20,0,3.079574,-0.46,-63.88,5,5,0,
16/12/2010,21:21:00,-54.252083,-36.490965,SFL00000423,AFSMai. 20,0,4.783618,-0.59,-63.88,5,5,0,
16/12/2010,22:21:00,-54.251652,-36.490665,SFL00000423,AFSMai. 20,0,0.482054,-0.7,-63.88,4,4,0,
16/12/2010,23:21:00,-54.2518,-36.490901,SFL00000423,AFSMai. 20,0,12.950485,-0.83,-64.71,7,7,0,
17/12/2010,00:21:00,-54.25191,-36.491089,SFL00000423,AFSMai. 20,0,2.546373,-0.15,-64.71,5,5,0,
17/12/2010,01:24:00,-54.251728,-36.49124,SFL00000423,AFSMai. 20,0,2.455892,-0.25,-64.96,6,7,0,
17/12/2010,02:24:00,-54.251979,-36.491322,SFL00000423,AFSMai. 20,0,7.430727,-0.18,-64.96,5,6,0,
17/12/2010,03:24:00,-54.252334,-36.490956,SFL00000423,AFSMai. 20,0,0.297537,-0.28,-64.96,4,4,0,
17/12/2010,04:24:00,-54.251329,-36.491361,SFL00000423,AFSMai. 20,0,7.432688,-0.33,-65.29,6,7,0,
17/12/2010,05:24:00,-54.251815,-36.491131,SFL00000423,AFSMai. 20,0,16.057883,-0.18,-65.47,7,7,0,
17/12/2010,06:24:00,-54.25154,-36.49089,SFL00000423,AFSMai. 20,0,10.276588,-0.09,-65.47,5,5,0,
17/12/2010,07:24:00,-54.242662,-36.486402,SFL00000423,AFSMai. 20,0,17.071136,1.65,-65.47,4,4,0,
17/12/2010,08:24:00,-54.251648,-36.49093,SFL00000423,AFSMai. 20,0,2.838793,-0.33,-65.47,5,5,0,
