Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites available,Duplicates,Notes
19/01/2011,20:28:00,-54.252534,-36.491069,SFL00000411,AFSMai. 28,0,10.275779,2.04,2.04,7,7,0,
19/01/2011,20:34:00,-54.25238,-36.490959,SFL00000411,AFSMai. 28,0,3.326042,0,2.04,6,6,0,
19/01/2011,20:39:00,-54.252107,-36.490415,SFL00000411,AFSMai. 28,0,17.545055,0.02,2.06,7,7,0,
19/01/2011,20:44:00,-54.25243,-36.491795,SFL00000411,AFSMai. 28,0,12.95909,-0.11,2.06,5,5,0,
19/01/2011,20:49:00,-54.252289,-36.491103,SFL00000411,AFSMai. 28,0,15.885418,-0.06,2,6,6,0,
19/01/2011,20:54:00,-54.252464,-36.491693,SFL00000411,AFSMai. 28,0,4.558062,-0.06,1.94,6,6,0,
19/01/2011,20:59:00,-54.252572,-36.491077,SFL00000411,AFSMai. 28,0,2.294635,0.03,1.94,5,5,0,
19/01/2011,21:04:00,-54.252402,-36.491302,SFL00000411,AFSMai. 28,0,14.185202,0.04,1.98,6,6,0,
19/01/2011,21:10:00,-54.252203,-36.49092,SFL00000411,AFSMai. 28,0,11.037445,0.03,2.01,7,7,0,
19/01/2011,21:15:00,-54.251936,-36.49149,SFL00000411,AFSMai. 28,0,0.172963,0.02,2.01,4,4,0,
19/01/2011,21:20:00,-54.252589,-36.491491,SFL00000411,AFSMai. 28,0,0.682238,-0.08,2.01,5,5,0,
19/01/2011,21:25:00,-54.252183,-36.491434,SFL00000411,AFSMai. 28,0,0.894664,-0.05,2.01,5,5,0,
19/01/2011,21:30:00,-54.252465,-36.491042,SFL00000411,AFSMai. 28,0,6.045343,-0.06,1.95,6,6,0,
19/01/2011,21:35:00,-54.252366,-36.491355,SFL00000411,AFSMai. 28,0,8.759215,-0.01,1.94,6,6,0,
19/01/2011,21:40:00,-54.25244,-36.491517,SFL00000411,AFSMai. 28,0,9.526839,0,1.94,6,6,0,
19/01/2011,21:45:00,-54.252226,-36.491487,SFL00000411,AFSMai. 28,0,4.170133,0,1.94,6,6,0,
19/01/2011,22:46:00,-54.252408,-36.491011,SFL00000411,AFSMai. 28,0,6.679166,-0.1,1.84,7,8,0,
20/01/2011,00:50:00,-54.252332,-36.491216,SFL00000411,AFSMai. 28,0,2.469902,-0.15,1.84,5,6,0,
20/01/2011,01:50:00,-54.252376,-36.491393,SFL00000411,AFSMai. 28,0,8.423632,-0.21,1.63,7,8,0,
20/01/2011,02:50:00,-54.252196,-36.490934,SFL00000411,AFSMai. 28,0,10.966579,-0.04,1.59,7,7,0,
20/01/2011,04:54:00,-54.250399,-36.493378,SFL00000411,AFSMai. 28,0,17.103542,-0.18,1.41,7,7,0,
20/01/2011,08:02:00,-54.250813,-36.492749,SFL00000411,AFSMai. 28,0,14.032034,-0.22,1.41,5,5,0,
20/01/2011,10:06:00,-54.249971,-36.493358,SFL00000411,AFSMai. 28,0,9.435289,-0.34,1.07,7,8,0,
20/01/2011,12:10:00,-54.25037,-36.493439,SFL00000411,AFSMai. 28,0,5.576718,-0.23,0.84,7,7,0,
20/01/2011,13:10:00,-54.25056,-36.493154,SFL00000411,AFSMai. 28,0,6.310441,-0.09,0.75,6,6,0,
20/01/2011,14:12:00,-54.25055,-36.493288,SFL00000411,AFSMai. 28,0,6.608756,-0.02,0.73,7,7,0,
20/01/2011,16:16:00,-54.250245,-36.493387,SFL00000411,AFSMai. 28,0,0.325085,-0.19,0.73,4,4,0,
20/01/2011,17:16:00,-54.250194,-36.493039,SFL00000411,AFSMai. 28,0,8.379824,-0.24,0.49,6,6,0,
20/01/2011,18:16:00,-54.250513,-36.493236,SFL00000411,AFSMai. 28,0,8.838584,-0.14,0.35,6,6,0,
20/01/2011,19:16:00,-54.250349,-36.493161,SFL00000411,AFSMai. 28,0,6.432803,-0.09,0.26,7,7,0,
20/01/2011,22:24:00,-54.250389,-36.493065,SFL00000411,AFSMai. 28,0,11.702015,-0.21,0.05,7,7,0,
20/01/2011,23:24:00,-54.250311,-36.493136,SFL00000411,AFSMai. 28,0,8.812141,-0.05,-3.19E-16,6,7,0,
21/01/2011,00:24:00,-54.250547,-36.493504,SFL00000411,AFSMai. 28,0,2.161829,-0.11,-3.19E-16,5,6,0,
21/01/2011,01:24:00,-54.251758,-36.49093,SFL00000411,AFSMai. 28,0,6.660459,-0.11,-3.19E-16,5,5,0,
21/01/2011,02:24:00,-54.251634,-36.490485,SFL00000411,AFSMai. 28,0,4.779546,-0.15,-0.15,6,6,0,
21/01/2011,03:26:00,-54.250374,-36.494012,SFL00000411,AFSMai. 28,0,0.677107,-0.06,-0.15,4,4,0,
21/01/2011,04:26:00,-54.25056,-36.493216,SFL00000411,AFSMai. 28,0,14.625486,-0.13,-0.28,6,6,0,
21/01/2011,06:30:00,-54.250342,-36.493349,SFL00000411,AFSMai. 28,0,1.513534,-0.15,-0.28,5,5,0,
21/01/2011,07:30:00,-54.250082,-36.49306,SFL00000411,AFSMai. 28,0,0.607032,-0.19,-0.28,5,5,0,
21/01/2011,08:30:00,-54.252191,-36.490803,SFL00000411,AFSMai. 28,0,0.323659,-0.33,-0.28,4,4,0,
21/01/2011,09:30:00,-54.252121,-36.491321,SFL00000411,AFSMai. 28,0,1.219336,-0.35,-0.28,5,5,0,
21/01/2011,10:31:00,-54.250609,-36.493555,SFL00000411,AFSMai. 28,0,2.614081,-0.39,-0.67,6,7,0,
21/01/2011,11:31:00,-54.250505,-36.493089,SFL00000411,AFSMai. 28,0,3.683217,-0.08,-0.75,6,6,0,
21/01/2011,14:36:00,-54.252786,-36.491501,SFL00000411,AFSMai. 28,0,2.693882,-0.18,-0.75,5,5,0,
21/01/2011,15:37:00,-54.251599,-36.492102,SFL00000411,AFSMai. 28,0,12.772141,-0.36,-0.75,5,5,0,
21/01/2011,16:39:00,-54.250455,-36.49298,SFL00000411,AFSMai. 28,0,6.858397,-0.32,-1.07,6,6,0,
21/01/2011,17:39:00,-54.251348,-36.493806,SFL00000411,AFSMai. 28,0,7.422391,-0.18,-1.25,6,6,0,
21/01/2011,18:39:00,-54.250405,-36.493225,SFL00000411,AFSMai. 28,0,5.647162,0,-1.25,6,6,0,
21/01/2011,19:39:00,-54.252314,-36.491137,SFL00000411,AFSMai. 28,0,8.586589,-0.08,-1.25,5,5,0,
21/01/2011,20:39:00,-54.252278,-36.490952,SFL00000411,AFSMai. 28,0,5.65502,-0.15,-1.4,7,7,0,
21/01/2011,21:39:00,-54.252606,-36.490893,SFL00000411,AFSMai. 28,0,4.120396,-0.05,-1.45,6,6,0,
21/01/2011,22:39:00,-54.251992,-36.491217,SFL00000411,AFSMai. 28,0,5.850079,-0.01,-1.46,6,7,0,
21/01/2011,23:39:00,-54.252143,-36.490773,SFL00000411,AFSMai. 28,0,9.889194,-0.05,-1.51,6,7,0,
22/01/2011,00:39:00,-54.2524,-36.490902,SFL00000411,AFSMai. 28,0,11.938085,-0.07,-1.58,6,7,0,
22/01/2011,01:39:00,-54.252015,-36.491269,SFL00000411,AFSMai. 28,0,14.759598,-0.03,-1.61,7,8,0,
22/01/2011,02:39:00,-54.251475,-36.49074,SFL00000411,AFSMai. 28,0,6.540702,-0.02,-1.63,8,8,0,
22/01/2011,04:44:00,-54.252273,-36.491009,SFL00000411,AFSMai. 28,0,14.453335,-0.1,-1.73,6,6,0,
22/01/2011,05:44:00,-54.251201,-36.490758,SFL00000411,AFSMai. 28,0,4.40507,0.05,-1.73,5,5,0,
22/01/2011,06:44:00,-54.252095,-36.491437,SFL00000411,AFSMai. 28,0,6.740158,-0.09,-1.73,5,5,0,
22/01/2011,07:44:00,-54.245308,-36.493475,SFL00000411,AFSMai. 28,0,0.803486,0.6,-1.73,4,4,0,
22/01/2011,08:44:00,-54.25254,-36.491907,SFL00000411,AFSMai. 28,0,0.251319,-0.25,-1.73,4,4,0,
22/01/2011,09:44:00,-54.252291,-36.491103,SFL00000411,AFSMai. 28,0,1.778022,-0.21,-1.94,7,8,0,
22/01/2011,12:52:00,-54.252265,-36.491206,SFL00000411,AFSMai. 28,0,3.27519,-0.21,-2.15,6,6,0,
22/01/2011,13:52:00,-54.252271,-36.491309,SFL00000411,AFSMai. 28,0,8.79744,-0.08,-2.23,7,7,0,
22/01/2011,14:55:00,-54.252014,-36.491785,SFL00000411,AFSMai. 28,0,7.275083,-0.15,-2.38,6,6,0,
22/01/2011,18:03:00,-54.252537,-36.490781,SFL00000411,AFSMai. 28,0,6.735509,-0.22,-2.38,5,5,0,
22/01/2011,19:03:00,-54.252912,-36.491519,SFL00000411,AFSMai. 28,0,0.335289,-0.28,-2.38,4,4,0,
22/01/2011,20:04:00,-54.251874,-36.49091,SFL00000411,AFSMai. 28,0,6.627482,-0.37,-2.75,6,6,0,
