Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites available,Duplicates,Notes
28/01/2011,19:01:00,-54.252655,-36.490765,SFL00000423,AFSMai. 29,0,6.693215,0.34,0.34,6,6,0,
28/01/2011,19:07:00,-54.250427,-36.493511,SFL00000423,AFSMai. 29,0,11.309791,-0.04,0.3,6,6,0,
28/01/2011,19:12:00,-54.251464,-36.496972,SFL00000423,AFSMai. 29,0,5.082736,-0.01,0.3,5,5,0,
28/01/2011,19:27:01,-54.245103,-36.499717,SFL00000423,AFSMai. 29,0,8.007744,0.06,0.36,6,6,0,
28/01/2011,19:35:11,-54.24469,-36.500238,SFL00000423,AFSMai. 29,0,12.825977,0.23,0.59,6,6,0,
28/01/2011,19:41:00,-54.245636,-36.500289,SFL00000423,AFSMai. 29,0,4.744454,-0.37,0.22,6,6,0,
28/01/2011,19:47:00,-54.24574,-36.500089,SFL00000423,AFSMai. 29,0,4.250018,-0.03,0.19,6,6,0,
28/01/2011,19:54:00,-54.245874,-36.500343,SFL00000423,AFSMai. 29,0,5.973328,0,0.19,7,7,0,
28/01/2011,19:59:00,-54.245306,-36.499042,SFL00000423,AFSMai. 29,0,7.54833,0.07,0.19,5,5,0,
28/01/2011,20:09:02,-54.245937,-36.500919,SFL00000423,AFSMai. 29,0,0.347566,-0.18,0.19,4,4,0,
28/01/2011,20:14:00,-54.245535,-36.5004,SFL00000423,AFSMai. 29,0,2.356817,-0.01,0.18,6,6,0,
28/01/2011,20:19:00,-54.245616,-36.500556,SFL00000423,AFSMai. 29,0,3.412383,-0.01,0.17,7,8,0,
28/01/2011,20:28:00,-54.247754,-36.501975,SFL00000423,AFSMai. 29,0,0.135013,0.68,0.17,4,5,0,
28/01/2011,20:36:04,-54.251108,-36.499431,SFL00000423,AFSMai. 29,0,0.30448,0.02,0.17,4,4,0,
28/01/2011,20:41:00,-54.251193,-36.497556,SFL00000423,AFSMai. 29,0,3.106382,0.01,0.17,5,5,0,
28/01/2011,20:50:00,-54.249807,-36.492042,SFL00000423,AFSMai. 29,0,4.802162,-0.1,0.17,5,6,0,
28/01/2011,20:55:00,-54.248974,-36.490649,SFL00000423,AFSMai. 29,0,0.402876,0,0.17,6,7,0,
28/01/2011,21:00:00,-54.249276,-36.492117,SFL00000423,AFSMai. 29,0,12.097592,-0.08,0.09,8,8,0,
28/01/2011,21:05:00,-54.249562,-36.491528,SFL00000423,AFSMai. 29,0,5.696738,-0.03,0.06,7,7,0,
28/01/2011,21:10:00,-54.249514,-36.491622,SFL00000423,AFSMai. 29,0,9.284574,0.01,0.07,7,7,0,
28/01/2011,21:15:00,-54.249283,-36.491367,SFL00000423,AFSMai. 29,0,6.896668,0,0.07,7,7,0,
28/01/2011,21:20:00,-54.249336,-36.49217,SFL00000423,AFSMai. 29,0,11.080743,-0.02,0.05,7,7,0,
28/01/2011,21:25:00,-54.249251,-36.49186,SFL00000423,AFSMai. 29,0,6.527501,-0.04,0.01,6,6,0,
28/01/2011,21:30:00,-54.249384,-36.491695,SFL00000423,AFSMai. 29,0,9.684891,0.03,0.04,7,8,0,
28/01/2011,21:35:00,-54.249269,-36.491264,SFL00000423,AFSMai. 29,0,13.777478,0.02,0.06,7,7,0,
28/01/2011,21:40:00,-54.249562,-36.4914,SFL00000423,AFSMai. 29,0,10.24163,-0.05,0.01,7,8,0,
28/01/2011,21:45:00,-54.249454,-36.491818,SFL00000423,AFSMai. 29,0,1.545707,-0.02,-0.01,6,7,0,
28/01/2011,21:50:00,-54.249422,-36.491563,SFL00000423,AFSMai. 29,0,10.115036,0,-0.01,7,8,0,
28/01/2011,21:55:00,-54.249085,-36.491786,SFL00000423,AFSMai. 29,0,5.152616,0.02,0.01,6,7,0,
28/01/2011,22:00:00,-54.249495,-36.491609,SFL00000423,AFSMai. 29,0,8.255157,-0.04,-0.03,7,8,0,
28/01/2011,22:05:00,-54.249358,-36.491502,SFL00000423,AFSMai. 29,0,6.554414,-0.01,-0.04,7,8,0,
28/01/2011,22:10:00,-54.249322,-36.491275,SFL00000423,AFSMai. 29,0,8.872861,0.02,-0.02,6,7,0,
28/01/2011,22:15:00,-54.249148,-36.491462,SFL00000423,AFSMai. 29,0,3.006733,0,-0.02,5,6,0,
28/01/2011,22:25:00,-54.249587,-36.491544,SFL00000423,AFSMai. 29,0,20.284834,-0.1,-0.02,5,6,0,
28/01/2011,22:30:00,-54.24953,-36.491438,SFL00000423,AFSMai. 29,0,7.017067,-0.09,-0.11,6,7,0,
28/01/2011,22:35:00,-54.249395,-36.491516,SFL00000423,AFSMai. 29,0,7.63245,0,-0.11,6,7,0,
28/01/2011,23:39:00,-54.249353,-36.491138,SFL00000423,AFSMai. 29,0,0.807754,-0.05,-0.11,4,5,0,
29/01/2011,00:39:00,-54.249429,-36.491684,SFL00000423,AFSMai. 29,0,12.384778,-0.26,-0.37,7,8,0,
29/01/2011,01:39:00,-54.249421,-36.491698,SFL00000423,AFSMai. 29,0,8.090188,-0.11,-0.48,8,8,0,
29/01/2011,03:43:00,-54.249681,-36.492027,SFL00000423,AFSMai. 29,0,14.410115,-0.25,-0.73,6,6,0,
29/01/2011,04:43:00,-54.24945,-36.491621,SFL00000423,AFSMai. 29,0,0.499255,-0.12,-0.73,5,5,0,
29/01/2011,05:43:00,-54.249411,-36.491628,SFL00000423,AFSMai. 29,0,6.010585,-0.24,-0.97,7,7,0,
29/01/2011,06:43:00,-54.249334,-36.491276,SFL00000423,AFSMai. 29,0,6.228246,-0.13,-1.1,7,7,0,
29/01/2011,07:44:00,-54.249381,-36.491655,SFL00000423,AFSMai. 29,0,0.426678,-0.11,-1.1,4,4,0,
29/01/2011,08:44:00,-54.245816,-36.478881,SFL00000423,AFSMai. 29,0,0.227804,0.76,-1.1,4,5,0,
29/01/2011,09:44:00,-54.249642,-36.491402,SFL00000423,AFSMai. 29,0,13.309454,-0.39,-1.49,8,8,0,
29/01/2011,10:44:00,-54.24946,-36.491467,SFL00000423,AFSMai. 29,0,8.825103,-0.13,-1.49,5,5,0,
29/01/2011,12:48:00,-54.249981,-36.491451,SFL00000423,AFSMai. 29,0,15.6208,-0.43,-1.92,7,7,0,
29/01/2011,13:49:00,-54.24975,-36.491596,SFL00000423,AFSMai. 29,0,1.092394,-0.12,-1.92,4,4,0,
29/01/2011,14:49:00,-54.250049,-36.491351,SFL00000423,AFSMai. 29,0,0.883188,-0.3,-1.92,4,4,0,
