Date,Time,Latitude,Longitude,Logger ID,Deployment,Altitude,R-Err,C-Err,Total C-Err,No satellites used,No satellites available,Duplicates,Notes
02/12/2010,17:28:00,-54.24483,-36.492664,SFL00000423,AFSMai. 18,0,8.366079,93.57,93.57,7,7,0,
02/12/2010,17:33:00,-54.24494,-36.492028,SFL00000423,AFSMai. 18,0,5.101287,0.05,93.57,5,5,0,
02/12/2010,17:38:00,-54.244753,-36.492574,SFL00000423,AFSMai. 18,0,12.489018,-0.05,93.52,6,6,0,
02/12/2010,17:43:00,-54.244801,-36.492259,SFL00000423,AFSMai. 18,0,1.327853,0.05,93.52,5,5,0,
02/12/2010,17:48:00,-54.237653,-36.486578,SFL00000423,AFSMai. 18,0,0.947001,1.04,93.52,4,4,0,
02/12/2010,17:53:00,-54.244673,-36.492885,SFL00000423,AFSMai. 18,0,12.113883,-0.05,93.47,6,6,0,
02/12/2010,17:59:00,-54.245257,-36.493389,SFL00000423,AFSMai. 18,0,0.467378,-0.02,93.47,4,4,0,
02/12/2010,18:04:00,-54.245,-36.492253,SFL00000423,AFSMai. 18,0,8.045055,0.03,93.5,6,6,0,
02/12/2010,18:09:00,-54.244998,-36.492091,SFL00000423,AFSMai. 18,0,8.199708,0,93.5,5,5,0,
02/12/2010,18:14:00,-54.244824,-36.492414,SFL00000423,AFSMai. 18,0,10.182177,-0.05,93.45,7,7,0,
02/12/2010,18:19:00,-54.24417,-36.492705,SFL00000423,AFSMai. 18,0,0.446779,0.05,93.45,4,4,0,
02/12/2010,18:24:00,-54.244806,-36.492608,SFL00000423,AFSMai. 18,0,15.99156,-0.03,93.42,7,7,0,
02/12/2010,18:29:00,-54.244858,-36.492434,SFL00000423,AFSMai. 18,0,5.108906,-0.03,93.39,7,7,0,
02/12/2010,19:32:00,-54.244651,-36.492903,SFL00000423,AFSMai. 18,0,9.195828,-0.14,93.25,7,7,0,
02/12/2010,20:32:00,-54.244371,-36.492203,SFL00000423,AFSMai. 18,0,6.929562,-0.06,93.19,7,7,0,
02/12/2010,21:32:00,-54.244936,-36.492304,SFL00000423,AFSMai. 18,0,1.673693,-0.17,93.02,6,6,0,
02/12/2010,22:32:00,-54.244716,-36.49235,SFL00000423,AFSMai. 18,0,20.351629,-0.11,92.91,7,7,0,
02/12/2010,23:32:00,-54.244462,-36.492411,SFL00000423,AFSMai. 18,0,9.933362,-0.16,92.91,5,5,0,
03/12/2010,00:32:00,-54.244779,-36.492314,SFL00000423,AFSMai. 18,0,8.218434,-0.24,92.67,7,7,0,
03/12/2010,01:32:00,-54.244788,-36.4925,SFL00000423,AFSMai. 18,0,3.302098,-0.11,92.56,8,8,0,
03/12/2010,02:32:00,-54.244809,-36.492506,SFL00000423,AFSMai. 18,0,7.964467,-0.07,92.49,8,8,0,
03/12/2010,03:32:00,-54.244749,-36.492391,SFL00000423,AFSMai. 18,0,8.947668,-0.14,92.35,6,7,0,
03/12/2010,04:32:00,-54.244467,-36.492634,SFL00000423,AFSMai. 18,0,8.994989,-0.09,92.26,7,8,0,
03/12/2010,05:32:00,-54.244636,-36.492674,SFL00000423,AFSMai. 18,0,4.908265,-0.09,92.17,7,8,0,
03/12/2010,06:32:00,-54.244718,-36.492624,SFL00000423,AFSMai. 18,0,5.766598,-0.16,92.01,8,8,0,
03/12/2010,07:32:00,-54.244832,-36.492539,SFL00000423,AFSMai. 18,0,6.310553,-0.11,91.9,7,7,0,
03/12/2010,08:32:00,-54.244769,-36.492534,SFL00000423,AFSMai. 18,0,6.737781,-0.1,91.8,6,6,0,
03/12/2010,09:32:00,-54.24472,-36.492291,SFL00000423,AFSMai. 18,0,2.897578,-0.14,91.66,6,6,0,
03/12/2010,10:32:00,-54.244484,-36.492305,SFL00000423,AFSMai. 18,0,3.810746,-0.15,91.51,7,7,0,
03/12/2010,12:36:00,-54.245258,-36.491975,SFL00000423,AFSMai. 18,0,0.486183,-0.26,91.51,4,5,0,
03/12/2010,13:36:00,-54.244562,-36.49232,SFL00000423,AFSMai. 18,0,7.36481,-0.4,91.11,7,8,0,
03/12/2010,14:36:00,-54.244477,-36.49176,SFL00000423,AFSMai. 18,0,3.950292,-0.11,91.11,5,5,0,
03/12/2010,15:36:00,-54.245594,-36.492006,SFL00000423,AFSMai. 18,0,1.345323,-0.29,91.11,5,5,0,
03/12/2010,16:36:00,-54.244752,-36.492443,SFL00000423,AFSMai. 18,0,8.557345,-0.48,90.63,8,8,0,
03/12/2010,17:36:00,-54.24472,-36.492414,SFL00000423,AFSMai. 18,0,8.511293,-0.13,90.5,7,7,0,
03/12/2010,18:36:00,-54.244087,-36.492126,SFL00000423,AFSMai. 18,0,4.618625,-0.08,90.5,5,5,0,
03/12/2010,19:36:00,-54.248226,-36.481396,SFL00000423,AFSMai. 18,0,2.221265,-0.49,90.5,4,4,0,
03/12/2010,20:36:00,-54.244782,-36.492086,SFL00000423,AFSMai. 18,0,4.347441,-0.42,90.5,5,5,0,
03/12/2010,21:36:00,-54.244735,-36.492677,SFL00000423,AFSMai. 18,0,14.737538,-0.58,89.92,7,7,0,
03/12/2010,22:36:00,-54.244809,-36.492125,SFL00000423,AFSMai. 18,0,20.821259,-0.1,89.82,7,7,0,
03/12/2010,23:36:00,-54.244857,-36.492439,SFL00000423,AFSMai. 18,0,12.572902,-0.11,89.71,6,6,0,
04/12/2010,00:36:00,-54.244705,-36.493169,SFL00000423,AFSMai. 18,0,1.352386,-0.16,89.55,6,6,0,
04/12/2010,01:36:00,-54.244596,-36.490672,SFL00000423,AFSMai. 18,0,0.915359,0.04,89.55,4,4,0,
04/12/2010,02:36:00,-54.244489,-36.492271,SFL00000423,AFSMai. 18,0,11.634647,-0.13,89.42,6,7,0,
04/12/2010,03:36:00,-54.24493,-36.492285,SFL00000423,AFSMai. 18,0,2.282569,-0.1,89.42,4,4,0,
04/12/2010,04:38:00,-54.24461,-36.492243,SFL00000423,AFSMai. 18,0,2.663106,-0.23,89.42,4,4,0,
